scenario (-),iteration (-),cmd_id (-),origin_cycle (-),bus (-),h4_ts_sent (epoch_s),h1_ts_received (epoch_s),control_latency (s)
baseline,iteration_1,9,12,1,1780259504.072296,1780259506.112523,2.040227
baseline,iteration_1,9,12,2,1780259504.072296,1780259506.112523,2.040227
baseline,iteration_1,9,12,3,1780259504.072296,1780259506.112523,2.040227
baseline,iteration_1,9,12,4,1780259504.072296,1780259506.112523,2.040227
baseline,iteration_1,9,12,5,1780259504.072296,1780259506.112523,2.040227
baseline,iteration_1,11,14,1,1780259506.106720,1780259507.134676,1.027956
baseline,iteration_1,11,14,2,1780259506.106720,1780259507.134676,1.027956
baseline,iteration_1,11,14,3,1780259506.106720,1780259507.134676,1.027956
baseline,iteration_1,11,14,4,1780259506.106720,1780259507.134676,1.027956
baseline,iteration_1,11,14,5,1780259506.106720,1780259507.134676,1.027956
baseline,iteration_1,12,15,1,1780259507.149984,1780259510.151994,3.002010
baseline,iteration_1,12,15,2,1780259507.149984,1780259510.151994,3.002010
baseline,iteration_1,12,15,3,1780259507.149984,1780259510.151994,3.002010
baseline,iteration_1,12,15,4,1780259507.149984,1780259510.151994,3.002010
baseline,iteration_1,12,15,5,1780259507.149984,1780259510.151994,3.002010
baseline,iteration_1,13,16,1,1780259508.107027,1780259511.154086,3.047059
baseline,iteration_1,13,16,2,1780259508.107027,1780259511.154086,3.047059
baseline,iteration_1,13,16,3,1780259508.107027,1780259511.154086,3.047059
baseline,iteration_1,13,16,4,1780259508.107027,1780259511.154086,3.047059
baseline,iteration_1,13,16,5,1780259508.107027,1780259511.154086,3.047059
baseline,iteration_1,14,17,1,1780259509.213725,1780259512.154708,2.940983
baseline,iteration_1,14,17,2,1780259509.213725,1780259512.154708,2.940983
baseline,iteration_1,14,17,3,1780259509.213725,1780259512.154708,2.940983
baseline,iteration_1,14,17,4,1780259509.213725,1780259512.154708,2.940983
baseline,iteration_1,14,17,5,1780259509.213725,1780259512.154708,2.940983
baseline,iteration_1,16,19,1,1780259511.299065,1780259513.173139,1.874074
baseline,iteration_1,16,19,2,1780259511.299065,1780259513.173139,1.874074
baseline,iteration_1,16,19,3,1780259511.299065,1780259513.173139,1.874074
baseline,iteration_1,16,19,4,1780259511.299065,1780259513.173139,1.874074
baseline,iteration_1,16,19,5,1780259511.299065,1780259513.173139,1.874074
baseline,iteration_1,17,20,1,1780259512.318610,1780259514.174227,1.855617
baseline,iteration_1,17,20,2,1780259512.318610,1780259514.174227,1.855617
baseline,iteration_1,17,20,3,1780259512.318610,1780259514.174227,1.855617
baseline,iteration_1,17,20,4,1780259512.318610,1780259514.174227,1.855617
baseline,iteration_1,17,20,5,1780259512.318610,1780259514.174227,1.855617
baseline,iteration_1,18,21,1,1780259513.244318,1780259515.214606,1.970288
baseline,iteration_1,18,21,2,1780259513.244318,1780259515.214606,1.970288
baseline,iteration_1,18,21,3,1780259513.244318,1780259515.214606,1.970288
baseline,iteration_1,18,21,4,1780259513.244318,1780259515.214606,1.970288
baseline,iteration_1,18,21,5,1780259513.244318,1780259515.214606,1.970288
baseline,iteration_1,19,22,1,1780259514.402646,1780259516.214688,1.812042
baseline,iteration_1,19,22,2,1780259514.402646,1780259516.214688,1.812042
baseline,iteration_1,19,22,3,1780259514.402646,1780259516.214688,1.812042
baseline,iteration_1,19,22,4,1780259514.402646,1780259516.214688,1.812042
baseline,iteration_1,19,22,5,1780259514.402646,1780259516.214688,1.812042
baseline,iteration_1,20,23,1,1780259515.434273,1780259517.216501,1.782228
baseline,iteration_1,20,23,2,1780259515.434273,1780259517.216501,1.782228
baseline,iteration_1,20,23,3,1780259515.434273,1780259517.216501,1.782228
baseline,iteration_1,20,23,4,1780259515.434273,1780259517.216501,1.782228
baseline,iteration_1,20,23,5,1780259515.434273,1780259517.216501,1.782228
baseline,iteration_1,21,24,1,1780259516.505736,1780259518.258062,1.752326
baseline,iteration_1,21,24,2,1780259516.505736,1780259518.258062,1.752326
baseline,iteration_1,21,24,3,1780259516.505736,1780259518.258062,1.752326
baseline,iteration_1,21,24,4,1780259516.505736,1780259518.258062,1.752326
baseline,iteration_1,21,24,5,1780259516.505736,1780259518.258062,1.752326
baseline,iteration_1,22,25,1,1780259517.589339,1780259519.273602,1.684263
baseline,iteration_1,22,25,2,1780259517.589339,1780259519.273602,1.684263
baseline,iteration_1,22,25,3,1780259517.589339,1780259519.273602,1.684263
baseline,iteration_1,22,25,4,1780259517.589339,1780259519.273602,1.684263
baseline,iteration_1,22,25,5,1780259517.589339,1780259519.273602,1.684263
baseline,iteration_1,23,26,1,1780259518.440099,1780259520.274087,1.833988
baseline,iteration_1,23,26,2,1780259518.440099,1780259520.274087,1.833988
baseline,iteration_1,23,26,3,1780259518.440099,1780259520.274087,1.833988
baseline,iteration_1,23,26,4,1780259518.440099,1780259520.274087,1.833988
baseline,iteration_1,23,26,5,1780259518.440099,1780259520.274087,1.833988
baseline,iteration_1,24,27,1,1780259519.571886,1780259521.334485,1.762599
baseline,iteration_1,24,27,2,1780259519.571886,1780259521.334485,1.762599
baseline,iteration_1,24,27,3,1780259519.571886,1780259521.334485,1.762599
baseline,iteration_1,24,27,4,1780259519.571886,1780259521.334485,1.762599
baseline,iteration_1,24,27,5,1780259519.571886,1780259521.334485,1.762599
baseline,iteration_1,25,28,1,1780259520.621748,1780259522.375778,1.754030
baseline,iteration_1,25,28,2,1780259520.621748,1780259522.375778,1.754030
baseline,iteration_1,25,28,3,1780259520.621748,1780259522.375778,1.754030
baseline,iteration_1,25,28,4,1780259520.621748,1780259522.375778,1.754030
baseline,iteration_1,25,28,5,1780259520.621748,1780259522.375778,1.754030
baseline,iteration_1,26,29,1,1780259521.623578,1780259524.389173,2.765595
baseline,iteration_1,26,29,2,1780259521.623578,1780259524.389173,2.765595
baseline,iteration_1,26,29,3,1780259521.623578,1780259524.389173,2.765595
baseline,iteration_1,26,29,4,1780259521.623578,1780259524.389173,2.765595
baseline,iteration_1,26,29,5,1780259521.623578,1780259524.389173,2.765595
baseline,iteration_1,27,30,1,1780259522.440540,1780259525.403790,2.963250
baseline,iteration_1,27,30,2,1780259522.440540,1780259525.403790,2.963250
baseline,iteration_1,27,30,3,1780259522.440540,1780259525.403790,2.963250
baseline,iteration_1,27,30,4,1780259522.440540,1780259525.403790,2.963250
baseline,iteration_1,27,30,5,1780259522.440540,1780259525.403790,2.963250
baseline,iteration_1,28,31,1,1780259523.471055,1780259526.404999,2.933944
baseline,iteration_1,28,31,2,1780259523.471055,1780259526.404999,2.933944
baseline,iteration_1,28,31,3,1780259523.471055,1780259526.404999,2.933944
baseline,iteration_1,28,31,4,1780259523.471055,1780259526.404999,2.933944
baseline,iteration_1,28,31,5,1780259523.471055,1780259526.404999,2.933944
baseline,iteration_1,29,32,1,1780259524.524796,1780259527.406574,2.881778
baseline,iteration_1,29,32,2,1780259524.524796,1780259527.406574,2.881778
baseline,iteration_1,29,32,3,1780259524.524796,1780259527.406574,2.881778
baseline,iteration_1,29,32,4,1780259524.524796,1780259527.406574,2.881778
baseline,iteration_1,29,32,5,1780259524.524796,1780259527.406574,2.881778
baseline,iteration_1,30,33,1,1780259525.555431,1780259528.593035,3.037604
baseline,iteration_1,30,33,2,1780259525.555431,1780259528.593035,3.037604
baseline,iteration_1,30,33,3,1780259525.555431,1780259528.593035,3.037604
baseline,iteration_1,30,33,4,1780259525.555431,1780259528.593035,3.037604
baseline,iteration_1,30,33,5,1780259525.555431,1780259528.593035,3.037604
baseline,iteration_1,32,35,1,1780259527.651092,1780259529.716709,2.065617
baseline,iteration_1,32,35,2,1780259527.651092,1780259529.716709,2.065617
baseline,iteration_1,32,35,3,1780259527.651092,1780259529.716709,2.065617
baseline,iteration_1,32,35,4,1780259527.651092,1780259529.716709,2.065617
baseline,iteration_1,32,35,5,1780259527.651092,1780259529.716709,2.065617
baseline,iteration_1,33,36,1,1780259528.674296,1780259530.718067,2.043771
baseline,iteration_1,33,36,2,1780259528.674296,1780259530.718067,2.043771
baseline,iteration_1,33,36,3,1780259528.674296,1780259530.718067,2.043771
baseline,iteration_1,33,36,4,1780259528.674296,1780259530.718067,2.043771
baseline,iteration_1,33,36,5,1780259528.674296,1780259530.718067,2.043771
baseline,iteration_1,34,37,1,1780259529.811961,1780259531.718833,1.906872
baseline,iteration_1,34,37,2,1780259529.811961,1780259531.718833,1.906872
baseline,iteration_1,34,37,3,1780259529.811961,1780259531.718833,1.906872
baseline,iteration_1,34,37,4,1780259529.811961,1780259531.718833,1.906872
baseline,iteration_1,34,37,5,1780259529.811961,1780259531.718833,1.906872
baseline,iteration_1,35,38,1,1780259530.794488,1780259533.754959,2.960471
baseline,iteration_1,35,38,2,1780259530.794488,1780259533.754959,2.960471
baseline,iteration_1,35,38,3,1780259530.794488,1780259533.754959,2.960471
baseline,iteration_1,35,38,4,1780259530.794488,1780259533.754959,2.960471
baseline,iteration_1,35,38,5,1780259530.794488,1780259533.754959,2.960471
baseline,iteration_1,37,40,1,1780259532.952691,1780259535.757881,2.805190
baseline,iteration_1,37,40,2,1780259532.952691,1780259535.757881,2.805190
baseline,iteration_1,37,40,3,1780259532.952691,1780259535.757881,2.805190
baseline,iteration_1,37,40,4,1780259532.952691,1780259535.757881,2.805190
baseline,iteration_1,37,40,5,1780259532.952691,1780259535.757881,2.805190
baseline,iteration_1,38,41,1,1780259533.815156,1780259536.765640,2.950484
baseline,iteration_1,38,41,2,1780259533.815156,1780259536.765640,2.950484
baseline,iteration_1,38,41,3,1780259533.815156,1780259536.765640,2.950484
baseline,iteration_1,38,41,4,1780259533.815156,1780259536.765640,2.950484
baseline,iteration_1,38,41,5,1780259533.815156,1780259536.765640,2.950484
baseline,iteration_1,39,42,1,1780259534.976054,1780259537.771938,2.795884
baseline,iteration_1,39,42,2,1780259534.976054,1780259537.771938,2.795884
baseline,iteration_1,39,42,3,1780259534.976054,1780259537.771938,2.795884
baseline,iteration_1,39,42,4,1780259534.976054,1780259537.771938,2.795884
baseline,iteration_1,39,42,5,1780259534.976054,1780259537.771938,2.795884
baseline,iteration_1,40,43,1,1780259536.009708,1780259538.820063,2.810355
baseline,iteration_1,40,43,2,1780259536.009708,1780259538.820063,2.810355
baseline,iteration_1,40,43,3,1780259536.009708,1780259538.820063,2.810355
baseline,iteration_1,40,43,4,1780259536.009708,1780259538.820063,2.810355
baseline,iteration_1,40,43,5,1780259536.009708,1780259538.820063,2.810355
baseline,iteration_1,41,44,1,1780259536.836036,1780259539.821155,2.985119
baseline,iteration_1,41,44,2,1780259536.836036,1780259539.821155,2.985119
baseline,iteration_1,41,44,3,1780259536.836036,1780259539.821155,2.985119
baseline,iteration_1,41,44,4,1780259536.836036,1780259539.821155,2.985119
baseline,iteration_1,41,44,5,1780259536.836036,1780259539.821155,2.985119
baseline,iteration_1,42,45,1,1780259537.850597,1780259540.897237,3.046640
baseline,iteration_1,42,45,2,1780259537.850597,1780259540.897237,3.046640
baseline,iteration_1,42,45,3,1780259537.850597,1780259540.897237,3.046640
baseline,iteration_1,42,45,4,1780259537.850597,1780259540.897237,3.046640
baseline,iteration_1,42,45,5,1780259537.850597,1780259540.897237,3.046640
baseline,iteration_1,44,47,1,1780259539.882459,1780259542.931502,3.049043
baseline,iteration_1,44,47,2,1780259539.882459,1780259542.931502,3.049043
baseline,iteration_1,44,47,3,1780259539.882459,1780259542.931502,3.049043
baseline,iteration_1,44,47,4,1780259539.882459,1780259542.931502,3.049043
baseline,iteration_1,44,47,5,1780259539.882459,1780259542.931502,3.049043
baseline,iteration_1,45,48,1,1780259541.007468,1780259543.932485,2.925017
baseline,iteration_1,45,48,2,1780259541.007468,1780259543.932485,2.925017
baseline,iteration_1,45,48,3,1780259541.007468,1780259543.932485,2.925017
baseline,iteration_1,45,48,4,1780259541.007468,1780259543.932485,2.925017
baseline,iteration_1,45,48,5,1780259541.007468,1780259543.932485,2.925017
baseline,iteration_1,46,49,1,1780259542.096701,1780259544.936873,2.840172
baseline,iteration_1,46,49,2,1780259542.096701,1780259544.936873,2.840172
baseline,iteration_1,46,49,3,1780259542.096701,1780259544.936873,2.840172
baseline,iteration_1,46,49,4,1780259542.096701,1780259544.936873,2.840172
baseline,iteration_1,46,49,5,1780259542.096701,1780259544.936873,2.840172
baseline,iteration_1,47,50,1,1780259543.154286,1780259545.945445,2.791159
baseline,iteration_1,47,50,2,1780259543.154286,1780259545.945445,2.791159
baseline,iteration_1,47,50,3,1780259543.154286,1780259545.945445,2.791159
baseline,iteration_1,47,50,4,1780259543.154286,1780259545.945445,2.791159
baseline,iteration_1,47,50,5,1780259543.154286,1780259545.945445,2.791159
baseline,iteration_1,48,51,1,1780259543.992406,1780259546.955098,2.962692
baseline,iteration_1,48,51,2,1780259543.992406,1780259546.955098,2.962692
baseline,iteration_1,48,51,3,1780259543.992406,1780259546.955098,2.962692
baseline,iteration_1,48,51,4,1780259543.992406,1780259546.955098,2.962692
baseline,iteration_1,48,51,5,1780259543.992406,1780259546.955098,2.962692
baseline,iteration_1,49,52,1,1780259545.024944,1780259547.984417,2.959473
baseline,iteration_1,49,52,2,1780259545.024944,1780259547.984417,2.959473
baseline,iteration_1,49,52,3,1780259545.024944,1780259547.984417,2.959473
baseline,iteration_1,49,52,4,1780259545.024944,1780259547.984417,2.959473
baseline,iteration_1,49,52,5,1780259545.024944,1780259547.984417,2.959473
baseline,iteration_1,50,53,1,1780259546.113761,1780259549.019766,2.906005
baseline,iteration_1,50,53,2,1780259546.113761,1780259549.019766,2.906005
baseline,iteration_1,50,53,3,1780259546.113761,1780259549.019766,2.906005
baseline,iteration_1,50,53,4,1780259546.113761,1780259549.019766,2.906005
baseline,iteration_1,50,53,5,1780259546.113761,1780259549.019766,2.906005
baseline,iteration_1,51,54,1,1780259547.127251,1780259550.021961,2.894710
baseline,iteration_1,51,54,2,1780259547.127251,1780259550.021961,2.894710
baseline,iteration_1,51,54,3,1780259547.127251,1780259550.021961,2.894710
baseline,iteration_1,51,54,4,1780259547.127251,1780259550.021961,2.894710
baseline,iteration_1,51,54,5,1780259547.127251,1780259550.021961,2.894710
baseline,iteration_1,52,55,1,1780259548.166183,1780259551.022855,2.856672
baseline,iteration_1,52,55,2,1780259548.166183,1780259551.022855,2.856672
baseline,iteration_1,52,55,3,1780259548.166183,1780259551.022855,2.856672
baseline,iteration_1,52,55,4,1780259548.166183,1780259551.022855,2.856672
baseline,iteration_1,52,55,5,1780259548.166183,1780259551.022855,2.856672
baseline,iteration_1,53,56,1,1780259549.189060,1780259552.023927,2.834867
baseline,iteration_1,53,56,2,1780259549.189060,1780259552.023927,2.834867
baseline,iteration_1,53,56,3,1780259549.189060,1780259552.023927,2.834867
baseline,iteration_1,53,56,4,1780259549.189060,1780259552.023927,2.834867
baseline,iteration_1,53,56,5,1780259549.189060,1780259552.023927,2.834867
baseline,iteration_1,54,57,1,1780259550.201806,1780259553.025146,2.823340
baseline,iteration_1,54,57,2,1780259550.201806,1780259553.025146,2.823340
baseline,iteration_1,54,57,3,1780259550.201806,1780259553.025146,2.823340
baseline,iteration_1,54,57,4,1780259550.201806,1780259553.025146,2.823340
baseline,iteration_1,54,57,5,1780259550.201806,1780259553.025146,2.823340
baseline,iteration_1,55,58,1,1780259551.212428,1780259554.030371,2.817943
baseline,iteration_1,55,58,2,1780259551.212428,1780259554.030371,2.817943
baseline,iteration_1,55,58,3,1780259551.212428,1780259554.030371,2.817943
baseline,iteration_1,55,58,4,1780259551.212428,1780259554.030371,2.817943
baseline,iteration_1,55,58,5,1780259551.212428,1780259554.030371,2.817943
baseline,iteration_1,56,59,1,1780259552.209603,1780259555.031230,2.821627
baseline,iteration_1,56,59,2,1780259552.209603,1780259555.031230,2.821627
baseline,iteration_1,56,59,3,1780259552.209603,1780259555.031230,2.821627
baseline,iteration_1,56,59,4,1780259552.209603,1780259555.031230,2.821627
baseline,iteration_1,56,59,5,1780259552.209603,1780259555.031230,2.821627
baseline,iteration_1,57,60,1,1780259553.228283,1780259556.033951,2.805668
baseline,iteration_1,57,60,2,1780259553.228283,1780259556.033951,2.805668
baseline,iteration_1,57,60,3,1780259553.228283,1780259556.033951,2.805668
baseline,iteration_1,57,60,4,1780259553.228283,1780259556.033951,2.805668
baseline,iteration_1,57,60,5,1780259553.228283,1780259556.033951,2.805668
baseline,iteration_1,58,61,1,1780259554.267654,1780259557.034302,2.766648
baseline,iteration_1,58,61,2,1780259554.267654,1780259557.034302,2.766648
baseline,iteration_1,58,61,3,1780259554.267654,1780259557.034302,2.766648
baseline,iteration_1,58,61,4,1780259554.267654,1780259557.034302,2.766648
baseline,iteration_1,58,61,5,1780259554.267654,1780259557.034302,2.766648
baseline,iteration_1,59,62,1,1780259555.098300,1780259558.036351,2.938051
baseline,iteration_1,59,62,2,1780259555.098300,1780259558.036351,2.938051
baseline,iteration_1,59,62,3,1780259555.098300,1780259558.036351,2.938051
baseline,iteration_1,59,62,4,1780259555.098300,1780259558.036351,2.938051
baseline,iteration_1,59,62,5,1780259555.098300,1780259558.036351,2.938051
baseline,iteration_1,60,63,1,1780259556.102841,1780259559.040367,2.937526
baseline,iteration_1,60,63,2,1780259556.102841,1780259559.040367,2.937526
baseline,iteration_1,60,63,3,1780259556.102841,1780259559.040367,2.937526
baseline,iteration_1,60,63,4,1780259556.102841,1780259559.040367,2.937526
baseline,iteration_1,60,63,5,1780259556.102841,1780259559.040367,2.937526
baseline,iteration_1,61,64,1,1780259557.137234,1780259560.046214,2.908980
baseline,iteration_1,61,64,2,1780259557.137234,1780259560.046214,2.908980
baseline,iteration_1,61,64,3,1780259557.137234,1780259560.046214,2.908980
baseline,iteration_1,61,64,4,1780259557.137234,1780259560.046214,2.908980
baseline,iteration_1,61,64,5,1780259557.137234,1780259560.046214,2.908980
baseline,iteration_1,62,65,1,1780259558.159155,1780259561.047220,2.888065
baseline,iteration_1,62,65,2,1780259558.159155,1780259561.047220,2.888065
baseline,iteration_1,62,65,3,1780259558.159155,1780259561.047220,2.888065
baseline,iteration_1,62,65,4,1780259558.159155,1780259561.047220,2.888065
baseline,iteration_1,62,65,5,1780259558.159155,1780259561.047220,2.888065
baseline,iteration_1,63,66,1,1780259559.162472,1780259562.047588,2.885116
baseline,iteration_1,63,66,2,1780259559.162472,1780259562.047588,2.885116
baseline,iteration_1,63,66,3,1780259559.162472,1780259562.047588,2.885116
baseline,iteration_1,63,66,4,1780259559.162472,1780259562.047588,2.885116
baseline,iteration_1,63,66,5,1780259559.162472,1780259562.047588,2.885116
baseline,iteration_1,64,67,1,1780259560.173532,1780259563.051093,2.877561
baseline,iteration_1,64,67,2,1780259560.173532,1780259563.051093,2.877561
baseline,iteration_1,64,67,3,1780259560.173532,1780259563.051093,2.877561
baseline,iteration_1,64,67,4,1780259560.173532,1780259563.051093,2.877561
baseline,iteration_1,64,67,5,1780259560.173532,1780259563.051093,2.877561
baseline,iteration_1,65,68,1,1780259561.211013,1780259564.059719,2.848706
baseline,iteration_1,65,68,2,1780259561.211013,1780259564.059719,2.848706
baseline,iteration_1,65,68,3,1780259561.211013,1780259564.059719,2.848706
baseline,iteration_1,65,68,4,1780259561.211013,1780259564.059719,2.848706
baseline,iteration_1,65,68,5,1780259561.211013,1780259564.059719,2.848706
baseline,iteration_1,66,69,1,1780259562.141361,1780259565.071843,2.930482
baseline,iteration_1,66,69,2,1780259562.141361,1780259565.071843,2.930482
baseline,iteration_1,66,69,3,1780259562.141361,1780259565.071843,2.930482
baseline,iteration_1,66,69,4,1780259562.141361,1780259565.071843,2.930482
baseline,iteration_1,66,69,5,1780259562.141361,1780259565.071843,2.930482
baseline,iteration_1,67,70,1,1780259563.145286,1780259566.078595,2.933309
baseline,iteration_1,67,70,2,1780259563.145286,1780259566.078595,2.933309
baseline,iteration_1,67,70,3,1780259563.145286,1780259566.078595,2.933309
baseline,iteration_1,67,70,4,1780259563.145286,1780259566.078595,2.933309
baseline,iteration_1,67,70,5,1780259563.145286,1780259566.078595,2.933309
baseline,iteration_1,68,71,1,1780259564.168942,1780259567.080601,2.911659
baseline,iteration_1,68,71,2,1780259564.168942,1780259567.080601,2.911659
baseline,iteration_1,68,71,3,1780259564.168942,1780259567.080601,2.911659
baseline,iteration_1,68,71,4,1780259564.168942,1780259567.080601,2.911659
baseline,iteration_1,68,71,5,1780259564.168942,1780259567.080601,2.911659
baseline,iteration_1,70,73,1,1780259566.256167,1780259568.084708,1.828541
baseline,iteration_1,70,73,2,1780259566.256167,1780259568.084708,1.828541
baseline,iteration_1,70,73,3,1780259566.256167,1780259568.084708,1.828541
baseline,iteration_1,70,73,4,1780259566.256167,1780259568.084708,1.828541
baseline,iteration_1,70,73,5,1780259566.256167,1780259568.084708,1.828541
baseline,iteration_1,71,74,1,1780259567.263130,1780259570.089332,2.826202
baseline,iteration_1,71,74,2,1780259567.263130,1780259570.089332,2.826202
baseline,iteration_1,71,74,3,1780259567.263130,1780259570.089332,2.826202
baseline,iteration_1,71,74,4,1780259567.263130,1780259570.089332,2.826202
baseline,iteration_1,71,74,5,1780259567.263130,1780259570.089332,2.826202
baseline,iteration_1,73,76,1,1780259569.305454,1780259571.090212,1.784758
baseline,iteration_1,73,76,2,1780259569.305454,1780259571.090212,1.784758
baseline,iteration_1,73,76,3,1780259569.305454,1780259571.090212,1.784758
baseline,iteration_1,73,76,4,1780259569.305454,1780259571.090212,1.784758
baseline,iteration_1,73,76,5,1780259569.305454,1780259571.090212,1.784758
baseline,iteration_1,74,77,1,1780259570.346075,1780259572.091763,1.745688
baseline,iteration_1,74,77,2,1780259570.346075,1780259572.091763,1.745688
baseline,iteration_1,74,77,3,1780259570.346075,1780259572.091763,1.745688
baseline,iteration_1,74,77,4,1780259570.346075,1780259572.091763,1.745688
baseline,iteration_1,74,77,5,1780259570.346075,1780259572.091763,1.745688
baseline,iteration_1,75,78,1,1780259571.190489,1780259574.094702,2.904213
baseline,iteration_1,75,78,2,1780259571.190489,1780259574.094702,2.904213
baseline,iteration_1,75,78,3,1780259571.190489,1780259574.094702,2.904213
baseline,iteration_1,75,78,4,1780259571.190489,1780259574.094702,2.904213
baseline,iteration_1,75,78,5,1780259571.190489,1780259574.094702,2.904213
baseline,iteration_1,76,79,1,1780259572.504730,1780259576.097587,3.592857
baseline,iteration_1,76,79,2,1780259572.504730,1780259576.097587,3.592857
baseline,iteration_1,76,79,3,1780259572.504730,1780259576.097587,3.592857
baseline,iteration_1,76,79,4,1780259572.504730,1780259576.097587,3.592857
baseline,iteration_1,76,79,5,1780259572.504730,1780259576.097587,3.592857
baseline,iteration_1,79,82,1,1780259575.691456,1780259577.141204,1.449748
baseline,iteration_1,79,82,2,1780259575.691456,1780259577.141204,1.449748
baseline,iteration_1,79,82,3,1780259575.691456,1780259577.141204,1.449748
baseline,iteration_1,79,82,4,1780259575.691456,1780259577.141204,1.449748
baseline,iteration_1,79,82,5,1780259575.691456,1780259577.141204,1.449748
baseline,iteration_1,80,83,1,1780259576.699273,1780259578.142339,1.443066
baseline,iteration_1,80,83,2,1780259576.699273,1780259578.142339,1.443066
baseline,iteration_1,80,83,3,1780259576.699273,1780259578.142339,1.443066
baseline,iteration_1,80,83,4,1780259576.699273,1780259578.142339,1.443066
baseline,iteration_1,80,83,5,1780259576.699273,1780259578.142339,1.443066
baseline,iteration_1,81,84,1,1780259577.250412,1780259579.143156,1.892744
baseline,iteration_1,81,84,2,1780259577.250412,1780259579.143156,1.892744
baseline,iteration_1,81,84,3,1780259577.250412,1780259579.143156,1.892744
baseline,iteration_1,81,84,4,1780259577.250412,1780259579.143156,1.892744
baseline,iteration_1,81,84,5,1780259577.250412,1780259579.143156,1.892744
baseline,iteration_1,82,85,1,1780259578.247134,1780259580.144897,1.897763
baseline,iteration_1,82,85,2,1780259578.247134,1780259580.144897,1.897763
baseline,iteration_1,82,85,3,1780259578.247134,1780259580.144897,1.897763
baseline,iteration_1,82,85,4,1780259578.247134,1780259580.144897,1.897763
baseline,iteration_1,82,85,5,1780259578.247134,1780259580.144897,1.897763
baseline,iteration_1,83,86,1,1780259579.968584,1780259581.147446,1.178862
baseline,iteration_1,83,86,2,1780259579.968584,1780259581.147446,1.178862
baseline,iteration_1,83,86,3,1780259579.968584,1780259581.147446,1.178862
baseline,iteration_1,83,86,4,1780259579.968584,1780259581.147446,1.178862
baseline,iteration_1,83,86,5,1780259579.968584,1780259581.147446,1.178862
baseline,iteration_1,84,87,1,1780259580.574102,1780259582.148643,1.574541
baseline,iteration_1,84,87,2,1780259580.574102,1780259582.148643,1.574541
baseline,iteration_1,84,87,3,1780259580.574102,1780259582.148643,1.574541
baseline,iteration_1,84,87,4,1780259580.574102,1780259582.148643,1.574541
baseline,iteration_1,84,87,5,1780259580.574102,1780259582.148643,1.574541
baseline,iteration_1,85,88,1,1780259581.589715,1780259583.150506,1.560791
baseline,iteration_1,85,88,2,1780259581.589715,1780259583.150506,1.560791
baseline,iteration_1,85,88,3,1780259581.589715,1780259583.150506,1.560791
baseline,iteration_1,85,88,4,1780259581.589715,1780259583.150506,1.560791
baseline,iteration_1,85,88,5,1780259581.589715,1780259583.150506,1.560791
baseline,iteration_1,86,89,1,1780259582.615284,1780259584.152097,1.536813
baseline,iteration_1,86,89,2,1780259582.615284,1780259584.152097,1.536813
baseline,iteration_1,86,89,3,1780259582.615284,1780259584.152097,1.536813
baseline,iteration_1,86,89,4,1780259582.615284,1780259584.152097,1.536813
baseline,iteration_1,86,89,5,1780259582.615284,1780259584.152097,1.536813
baseline,iteration_2,9,12,1,1780259598.999046,1780259600.535071,1.536025
baseline,iteration_2,9,12,2,1780259598.999046,1780259600.535071,1.536025
baseline,iteration_2,9,12,3,1780259598.999046,1780259600.535071,1.536025
baseline,iteration_2,9,12,4,1780259598.999046,1780259600.535071,1.536025
baseline,iteration_2,9,12,5,1780259598.999046,1780259600.535071,1.536025
baseline,iteration_2,10,13,1,1780259600.028058,1780259601.539257,1.511199
baseline,iteration_2,10,13,2,1780259600.028058,1780259601.539257,1.511199
baseline,iteration_2,10,13,3,1780259600.028058,1780259601.539257,1.511199
baseline,iteration_2,10,13,4,1780259600.028058,1780259601.539257,1.511199
baseline,iteration_2,10,13,5,1780259600.028058,1780259601.539257,1.511199
baseline,iteration_2,11,14,1,1780259600.843648,1780259602.586401,1.742753
baseline,iteration_2,11,14,2,1780259600.843648,1780259602.586401,1.742753
baseline,iteration_2,11,14,3,1780259600.843648,1780259602.586401,1.742753
baseline,iteration_2,11,14,4,1780259600.843648,1780259602.586401,1.742753
baseline,iteration_2,11,14,5,1780259600.843648,1780259602.586401,1.742753
baseline,iteration_2,12,15,1,1780259601.858533,1780259604.591810,2.733277
baseline,iteration_2,12,15,2,1780259601.858533,1780259604.591810,2.733277
baseline,iteration_2,12,15,3,1780259601.858533,1780259604.591810,2.733277
baseline,iteration_2,12,15,4,1780259601.858533,1780259604.591810,2.733277
baseline,iteration_2,12,15,5,1780259601.858533,1780259604.591810,2.733277
baseline,iteration_2,13,16,1,1780259602.887655,1780259605.594965,2.707310
baseline,iteration_2,13,16,2,1780259602.887655,1780259605.594965,2.707310
baseline,iteration_2,13,16,3,1780259602.887655,1780259605.594965,2.707310
baseline,iteration_2,13,16,4,1780259602.887655,1780259605.594965,2.707310
baseline,iteration_2,13,16,5,1780259602.887655,1780259605.594965,2.707310
baseline,iteration_2,14,17,1,1780259604.014870,1780259606.597158,2.582288
baseline,iteration_2,14,17,2,1780259604.014870,1780259606.597158,2.582288
baseline,iteration_2,14,17,3,1780259604.014870,1780259606.597158,2.582288
baseline,iteration_2,14,17,4,1780259604.014870,1780259606.597158,2.582288
baseline,iteration_2,14,17,5,1780259604.014870,1780259606.597158,2.582288
baseline,iteration_2,15,18,1,1780259605.042341,1780259607.598269,2.555928
