scenario (-),iteration (-),cmd_id (-),origin_cycle (-),bus (-),h4_ts_sent (epoch_s),h1_ts_received (epoch_s),control_latency (s)
dos_heavy,iteration_1,32,42,1,1780260154.087342,1780260155.522455,1.435113
dos_heavy,iteration_1,32,42,2,1780260154.087342,1780260155.522455,1.435113
dos_heavy,iteration_1,32,42,3,1780260154.087342,1780260155.522455,1.435113
dos_heavy,iteration_1,32,42,4,1780260154.087342,1780260155.522455,1.435113
dos_heavy,iteration_1,32,42,5,1780260154.087342,1780260155.522455,1.435113
dos_heavy,iteration_1,33,43,1,1780260154.790905,1780260156.525929,1.735024
dos_heavy,iteration_1,33,43,2,1780260154.790905,1780260156.525929,1.735024
dos_heavy,iteration_1,33,43,3,1780260154.790905,1780260156.525929,1.735024
dos_heavy,iteration_1,33,43,4,1780260154.790905,1780260156.525929,1.735024
dos_heavy,iteration_1,33,43,5,1780260154.790905,1780260156.525929,1.735024
dos_heavy,iteration_1,35,45,1,1780260155.517359,1780260157.526901,2.009542
dos_heavy,iteration_1,35,45,2,1780260155.517359,1780260157.526901,2.009542
dos_heavy,iteration_1,35,45,3,1780260155.517359,1780260157.526901,2.009542
dos_heavy,iteration_1,35,45,4,1780260155.517359,1780260157.526901,2.009542
dos_heavy,iteration_1,35,45,5,1780260155.517359,1780260157.526901,2.009542
dos_heavy,iteration_1,36,46,1,1780260156.528395,1780260158.528903,2.000508
dos_heavy,iteration_1,36,46,2,1780260156.528395,1780260158.528903,2.000508
dos_heavy,iteration_1,36,46,3,1780260156.528395,1780260158.528903,2.000508
dos_heavy,iteration_1,36,46,4,1780260156.528395,1780260158.528903,2.000508
dos_heavy,iteration_1,36,46,5,1780260156.528395,1780260158.528903,2.000508
dos_heavy,iteration_1,37,47,1,1780260157.596213,1780260159.530157,1.933944
dos_heavy,iteration_1,37,47,2,1780260157.596213,1780260159.530157,1.933944
dos_heavy,iteration_1,37,47,3,1780260157.596213,1780260159.530157,1.933944
dos_heavy,iteration_1,37,47,4,1780260157.596213,1780260159.530157,1.933944
dos_heavy,iteration_1,37,47,5,1780260157.596213,1780260159.530157,1.933944
dos_heavy,iteration_1,38,48,1,1780260158.642014,1780260160.541158,1.899144
dos_heavy,iteration_1,38,48,2,1780260158.642014,1780260160.541158,1.899144
dos_heavy,iteration_1,38,48,3,1780260158.642014,1780260160.541158,1.899144
dos_heavy,iteration_1,38,48,4,1780260158.642014,1780260160.541158,1.899144
dos_heavy,iteration_1,38,48,5,1780260158.642014,1780260160.541158,1.899144
dos_heavy,iteration_1,39,49,1,1780260159.418382,1780260161.542391,2.124009
dos_heavy,iteration_1,39,49,2,1780260159.418382,1780260161.542391,2.124009
dos_heavy,iteration_1,39,49,3,1780260159.418382,1780260161.542391,2.124009
dos_heavy,iteration_1,39,49,4,1780260159.418382,1780260161.542391,2.124009
dos_heavy,iteration_1,39,49,5,1780260159.418382,1780260161.542391,2.124009
dos_heavy,iteration_1,40,50,1,1780260160.472147,1780260162.543535,2.071388
dos_heavy,iteration_1,40,50,2,1780260160.472147,1780260162.543535,2.071388
dos_heavy,iteration_1,40,50,3,1780260160.472147,1780260162.543535,2.071388
dos_heavy,iteration_1,40,50,4,1780260160.472147,1780260162.543535,2.071388
dos_heavy,iteration_1,40,50,5,1780260160.472147,1780260162.543535,2.071388
dos_heavy,iteration_1,41,51,1,1780260161.453404,1780260163.544120,2.090716
dos_heavy,iteration_1,41,51,2,1780260161.453404,1780260163.544120,2.090716
dos_heavy,iteration_1,41,51,3,1780260161.453404,1780260163.544120,2.090716
dos_heavy,iteration_1,41,51,4,1780260161.453404,1780260163.544120,2.090716
dos_heavy,iteration_1,41,51,5,1780260161.453404,1780260163.544120,2.090716
dos_heavy,iteration_1,42,52,1,1780260162.264966,1780260164.545342,2.280376
dos_heavy,iteration_1,42,52,2,1780260162.264966,1780260164.545342,2.280376
dos_heavy,iteration_1,42,52,3,1780260162.264966,1780260164.545342,2.280376
dos_heavy,iteration_1,42,52,4,1780260162.264966,1780260164.545342,2.280376
dos_heavy,iteration_1,42,52,5,1780260162.264966,1780260164.545342,2.280376
dos_heavy,iteration_1,43,53,1,1780260163.371582,1780260165.546478,2.174896
dos_heavy,iteration_1,43,53,2,1780260163.371582,1780260165.546478,2.174896
dos_heavy,iteration_1,43,53,3,1780260163.371582,1780260165.546478,2.174896
dos_heavy,iteration_1,43,53,4,1780260163.371582,1780260165.546478,2.174896
dos_heavy,iteration_1,43,53,5,1780260163.371582,1780260165.546478,2.174896
dos_heavy,iteration_1,44,54,1,1780260164.534078,1780260167.548751,3.014673
dos_heavy,iteration_1,44,54,2,1780260164.534078,1780260167.548751,3.014673
dos_heavy,iteration_1,44,54,3,1780260164.534078,1780260167.548751,3.014673
dos_heavy,iteration_1,44,54,4,1780260164.534078,1780260167.548751,3.014673
dos_heavy,iteration_1,44,54,5,1780260164.534078,1780260167.548751,3.014673
dos_heavy,iteration_1,46,57,1,1780260167.731283,1780260169.551486,1.820203
dos_heavy,iteration_1,46,57,2,1780260167.731283,1780260169.551486,1.820203
dos_heavy,iteration_1,46,57,3,1780260167.731283,1780260169.551486,1.820203
dos_heavy,iteration_1,46,57,4,1780260167.731283,1780260169.551486,1.820203
dos_heavy,iteration_1,46,57,5,1780260167.731283,1780260169.551486,1.820203
dos_heavy,iteration_1,47,58,1,1780260168.790405,1780260170.552728,1.762323
dos_heavy,iteration_1,47,58,2,1780260168.790405,1780260170.552728,1.762323
dos_heavy,iteration_1,47,58,3,1780260168.790405,1780260170.552728,1.762323
dos_heavy,iteration_1,47,58,4,1780260168.790405,1780260170.552728,1.762323
dos_heavy,iteration_1,47,58,5,1780260168.790405,1780260170.552728,1.762323
dos_heavy,iteration_1,48,59,1,1780260169.774217,1780260172.556398,2.782181
dos_heavy,iteration_1,48,59,2,1780260169.774217,1780260172.556398,2.782181
dos_heavy,iteration_1,48,59,3,1780260169.774217,1780260172.556398,2.782181
dos_heavy,iteration_1,48,59,4,1780260169.774217,1780260172.556398,2.782181
dos_heavy,iteration_1,48,59,5,1780260169.774217,1780260172.556398,2.782181
dos_heavy,iteration_1,50,61,1,1780260171.957246,1780260174.560317,2.603071
dos_heavy,iteration_1,50,61,2,1780260171.957246,1780260174.560317,2.603071
dos_heavy,iteration_1,50,61,3,1780260171.957246,1780260174.560317,2.603071
dos_heavy,iteration_1,50,61,4,1780260171.957246,1780260174.560317,2.603071
dos_heavy,iteration_1,50,61,5,1780260171.957246,1780260174.560317,2.603071
dos_heavy,iteration_1,52,63,1,1780260174.044366,1780260175.562594,1.518228
dos_heavy,iteration_1,52,63,2,1780260174.044366,1780260175.562594,1.518228
dos_heavy,iteration_1,52,63,3,1780260174.044366,1780260175.562594,1.518228
dos_heavy,iteration_1,52,63,4,1780260174.044366,1780260175.562594,1.518228
dos_heavy,iteration_1,52,63,5,1780260174.044366,1780260175.562594,1.518228
dos_heavy,iteration_1,53,64,1,1780260174.906025,1780260176.563003,1.656978
dos_heavy,iteration_1,53,64,2,1780260174.906025,1780260176.563003,1.656978
dos_heavy,iteration_1,53,64,3,1780260174.906025,1780260176.563003,1.656978
dos_heavy,iteration_1,53,64,4,1780260174.906025,1780260176.563003,1.656978
dos_heavy,iteration_1,53,64,5,1780260174.906025,1780260176.563003,1.656978
dos_heavy,iteration_1,54,65,1,1780260176.028034,1780260177.565240,1.537206
dos_heavy,iteration_1,54,65,2,1780260176.028034,1780260177.565240,1.537206
dos_heavy,iteration_1,54,65,3,1780260176.028034,1780260177.565240,1.537206
dos_heavy,iteration_1,54,65,4,1780260176.028034,1780260177.565240,1.537206
dos_heavy,iteration_1,54,65,5,1780260176.028034,1780260177.565240,1.537206
dos_heavy,iteration_1,55,66,1,1780260176.532771,1780260178.566284,2.033513
dos_heavy,iteration_1,55,66,2,1780260176.532771,1780260178.566284,2.033513
dos_heavy,iteration_1,55,66,3,1780260176.532771,1780260178.566284,2.033513
dos_heavy,iteration_1,55,66,4,1780260176.532771,1780260178.566284,2.033513
dos_heavy,iteration_1,55,66,5,1780260176.532771,1780260178.566284,2.033513
dos_heavy,iteration_1,56,67,1,1780260177.528304,1780260179.566977,2.038673
dos_heavy,iteration_1,56,67,2,1780260177.528304,1780260179.566977,2.038673
dos_heavy,iteration_1,56,67,3,1780260177.528304,1780260179.566977,2.038673
dos_heavy,iteration_1,56,67,4,1780260177.528304,1780260179.566977,2.038673
dos_heavy,iteration_1,56,67,5,1780260177.528304,1780260179.566977,2.038673
dos_heavy,iteration_1,57,68,1,1780260178.695233,1780260180.567476,1.872243
dos_heavy,iteration_1,57,68,2,1780260178.695233,1780260180.567476,1.872243
dos_heavy,iteration_1,57,68,3,1780260178.695233,1780260180.567476,1.872243
dos_heavy,iteration_1,57,68,4,1780260178.695233,1780260180.567476,1.872243
dos_heavy,iteration_1,57,68,5,1780260178.695233,1780260180.567476,1.872243
dos_heavy,iteration_1,58,69,1,1780260180.165993,1780260181.572884,1.406891
dos_heavy,iteration_1,58,69,2,1780260180.165993,1780260181.572884,1.406891
dos_heavy,iteration_1,58,69,3,1780260180.165993,1780260181.572884,1.406891
dos_heavy,iteration_1,58,69,4,1780260180.165993,1780260181.572884,1.406891
dos_heavy,iteration_1,58,69,5,1780260180.165993,1780260181.572884,1.406891
dos_heavy,iteration_1,59,70,1,1780260180.868217,1780260182.573218,1.705001
dos_heavy,iteration_1,59,70,2,1780260180.868217,1780260182.573218,1.705001
dos_heavy,iteration_1,59,70,3,1780260180.868217,1780260182.573218,1.705001
dos_heavy,iteration_1,59,70,4,1780260180.868217,1780260182.573218,1.705001
dos_heavy,iteration_1,59,70,5,1780260180.868217,1780260182.573218,1.705001
dos_heavy,iteration_1,60,71,1,1780260182.000068,1780260184.575697,2.575629
dos_heavy,iteration_1,60,71,2,1780260182.000068,1780260184.575697,2.575629
dos_heavy,iteration_1,60,71,3,1780260182.000068,1780260184.575697,2.575629
dos_heavy,iteration_1,60,71,4,1780260182.000068,1780260184.575697,2.575629
dos_heavy,iteration_1,60,71,5,1780260182.000068,1780260184.575697,2.575629
dos_heavy,iteration_1,62,73,1,1780260184.264915,1780260185.576266,1.311351
dos_heavy,iteration_1,62,73,2,1780260184.264915,1780260185.576266,1.311351
dos_heavy,iteration_1,62,73,3,1780260184.264915,1780260185.576266,1.311351
dos_heavy,iteration_1,62,73,4,1780260184.264915,1780260185.576266,1.311351
dos_heavy,iteration_1,62,73,5,1780260184.264915,1780260185.576266,1.311351
dos_heavy,iteration_1,63,74,1,1780260185.077451,1780260186.590273,1.512822
dos_heavy,iteration_1,63,74,2,1780260185.077451,1780260186.590273,1.512822
dos_heavy,iteration_1,63,74,3,1780260185.077451,1780260186.590273,1.512822
dos_heavy,iteration_1,63,74,4,1780260185.077451,1780260186.590273,1.512822
dos_heavy,iteration_1,63,74,5,1780260185.077451,1780260186.590273,1.512822
dos_heavy,iteration_1,64,75,1,1780260186.407463,1780260188.591713,2.184250
dos_heavy,iteration_1,64,75,2,1780260186.407463,1780260188.591713,2.184250
dos_heavy,iteration_1,64,75,3,1780260186.407463,1780260188.591713,2.184250
dos_heavy,iteration_1,64,75,4,1780260186.407463,1780260188.591713,2.184250
dos_heavy,iteration_1,64,75,5,1780260186.407463,1780260188.591713,2.184250
dos_heavy,iteration_1,65,76,1,1780260187.083401,1780260197.618232,10.534831
dos_heavy,iteration_1,65,76,2,1780260187.083401,1780260197.618232,10.534831
dos_heavy,iteration_1,65,76,3,1780260187.083401,1780260197.618232,10.534831
dos_heavy,iteration_1,65,76,4,1780260187.083401,1780260197.618232,10.534831
dos_heavy,iteration_1,65,76,5,1780260187.083401,1780260197.618232,10.534831
dos_heavy,iteration_1,67,78,1,1780260192.641410,1780260202.622249,9.980839
dos_heavy,iteration_1,67,78,2,1780260192.641410,1780260202.622249,9.980839
dos_heavy,iteration_1,67,78,3,1780260192.641410,1780260202.622249,9.980839
dos_heavy,iteration_1,67,78,4,1780260192.641410,1780260202.622249,9.980839
dos_heavy,iteration_1,67,78,5,1780260192.641410,1780260202.622249,9.980839
dos_heavy,iteration_2,3,7,1,1780260217.345210,1780260219.613309,2.268099
dos_heavy,iteration_2,3,7,2,1780260217.345210,1780260219.613309,2.268099
dos_heavy,iteration_2,3,7,3,1780260217.345210,1780260219.613309,2.268099
dos_heavy,iteration_2,3,7,4,1780260217.345210,1780260219.613309,2.268099
dos_heavy,iteration_2,3,7,5,1780260217.345210,1780260219.613309,2.268099
dos_heavy,iteration_2,5,9,1,1780260219.009368,1780260220.614659,1.605291
dos_heavy,iteration_2,5,9,2,1780260219.009368,1780260220.614659,1.605291
dos_heavy,iteration_2,5,9,3,1780260219.009368,1780260220.614659,1.605291
dos_heavy,iteration_2,5,9,4,1780260219.009368,1780260220.614659,1.605291
dos_heavy,iteration_2,5,9,5,1780260219.009368,1780260220.614659,1.605291
dos_heavy,iteration_2,7,11,1,1780260220.426531,1780260221.642399,1.215868
dos_heavy,iteration_2,7,11,2,1780260220.426531,1780260221.642399,1.215868
dos_heavy,iteration_2,7,11,3,1780260220.426531,1780260221.642399,1.215868
dos_heavy,iteration_2,7,11,4,1780260220.426531,1780260221.642399,1.215868
dos_heavy,iteration_2,7,11,5,1780260220.426531,1780260221.642399,1.215868
dos_heavy,iteration_2,9,13,1,1780260221.507347,1780260222.658246,1.150899
dos_heavy,iteration_2,9,13,2,1780260221.507347,1780260222.658246,1.150899
dos_heavy,iteration_2,9,13,3,1780260221.507347,1780260222.658246,1.150899
dos_heavy,iteration_2,9,13,4,1780260221.507347,1780260222.658246,1.150899
dos_heavy,iteration_2,9,13,5,1780260221.507347,1780260222.658246,1.150899
dos_heavy,iteration_2,11,15,1,1780260222.611881,1780260224.658674,2.046793
dos_heavy,iteration_2,11,15,2,1780260222.611881,1780260224.658674,2.046793
dos_heavy,iteration_2,11,15,3,1780260222.611881,1780260224.658674,2.046793
dos_heavy,iteration_2,11,15,4,1780260222.611881,1780260224.658674,2.046793
dos_heavy,iteration_2,11,15,5,1780260222.611881,1780260224.658674,2.046793
dos_heavy,iteration_2,13,17,1,1780260224.637179,1780260225.659446,1.022267
dos_heavy,iteration_2,13,17,2,1780260224.637179,1780260225.659446,1.022267
dos_heavy,iteration_2,13,17,3,1780260224.637179,1780260225.659446,1.022267
dos_heavy,iteration_2,13,17,4,1780260224.637179,1780260225.659446,1.022267
dos_heavy,iteration_2,13,17,5,1780260224.637179,1780260225.659446,1.022267
dos_heavy,iteration_2,14,18,1,1780260225.455420,1780260226.661960,1.206540
dos_heavy,iteration_2,14,18,2,1780260225.455420,1780260226.661960,1.206540
dos_heavy,iteration_2,14,18,3,1780260225.455420,1780260226.661960,1.206540
dos_heavy,iteration_2,14,18,4,1780260225.455420,1780260226.661960,1.206540
dos_heavy,iteration_2,14,18,5,1780260225.455420,1780260226.661960,1.206540
dos_heavy,iteration_2,15,19,1,1780260226.202424,1780260227.662286,1.459862
dos_heavy,iteration_2,15,19,2,1780260226.202424,1780260227.662286,1.459862
dos_heavy,iteration_2,15,19,3,1780260226.202424,1780260227.662286,1.459862
dos_heavy,iteration_2,15,19,4,1780260226.202424,1780260227.662286,1.459862
dos_heavy,iteration_2,15,19,5,1780260226.202424,1780260227.662286,1.459862
dos_heavy,iteration_2,16,20,1,1780260227.168151,1780260229.663986,2.495835
dos_heavy,iteration_2,16,20,2,1780260227.168151,1780260229.663986,2.495835
dos_heavy,iteration_2,16,20,3,1780260227.168151,1780260229.663986,2.495835
dos_heavy,iteration_2,16,20,4,1780260227.168151,1780260229.663986,2.495835
dos_heavy,iteration_2,16,20,5,1780260227.168151,1780260229.663986,2.495835
dos_heavy,iteration_2,17,21,1,1780260228.046100,1780260230.667848,2.621748
dos_heavy,iteration_2,17,21,2,1780260228.046100,1780260230.667848,2.621748
dos_heavy,iteration_2,17,21,3,1780260228.046100,1780260230.667848,2.621748
dos_heavy,iteration_2,17,21,4,1780260228.046100,1780260230.667848,2.621748
dos_heavy,iteration_2,17,21,5,1780260228.046100,1780260230.667848,2.621748
dos_heavy,iteration_2,18,22,1,1780260229.420478,1780260231.668055,2.247577
dos_heavy,iteration_2,18,22,2,1780260229.420478,1780260231.668055,2.247577
dos_heavy,iteration_2,18,22,3,1780260229.420478,1780260231.668055,2.247577
dos_heavy,iteration_2,18,22,4,1780260229.420478,1780260231.668055,2.247577
dos_heavy,iteration_2,18,22,5,1780260229.420478,1780260231.668055,2.247577
dos_heavy,iteration_2,20,24,1,1780260231.346431,1780260232.668693,1.322262
dos_heavy,iteration_2,20,24,2,1780260231.346431,1780260232.668693,1.322262
dos_heavy,iteration_2,20,24,3,1780260231.346431,1780260232.668693,1.322262
dos_heavy,iteration_2,20,24,4,1780260231.346431,1780260232.668693,1.322262
dos_heavy,iteration_2,20,24,5,1780260231.346431,1780260232.668693,1.322262
dos_heavy,iteration_2,21,25,1,1780260232.225726,1780260235.671619,3.445893
dos_heavy,iteration_2,21,25,2,1780260232.225726,1780260235.671619,3.445893
dos_heavy,iteration_2,21,25,3,1780260232.225726,1780260235.671619,3.445893
dos_heavy,iteration_2,21,25,4,1780260232.225726,1780260235.671619,3.445893
dos_heavy,iteration_2,21,25,5,1780260232.225726,1780260235.671619,3.445893
dos_heavy,iteration_2,23,27,1,1780260234.417461,1780260236.671775,2.254314
dos_heavy,iteration_2,23,27,2,1780260234.417461,1780260236.671775,2.254314
dos_heavy,iteration_2,23,27,3,1780260234.417461,1780260236.671775,2.254314
dos_heavy,iteration_2,23,27,4,1780260234.417461,1780260236.671775,2.254314
dos_heavy,iteration_2,23,27,5,1780260234.417461,1780260236.671775,2.254314
dos_heavy,iteration_2,24,28,1,1780260235.681334,1780260237.673051,1.991717
dos_heavy,iteration_2,24,28,2,1780260235.681334,1780260237.673051,1.991717
dos_heavy,iteration_2,24,28,3,1780260235.681334,1780260237.673051,1.991717
dos_heavy,iteration_2,24,28,4,1780260235.681334,1780260237.673051,1.991717
dos_heavy,iteration_2,24,28,5,1780260235.681334,1780260237.673051,1.991717
dos_heavy,iteration_2,26,30,1,1780260237.290883,1780260238.674160,1.383277
dos_heavy,iteration_2,26,30,2,1780260237.290883,1780260238.674160,1.383277
dos_heavy,iteration_2,26,30,3,1780260237.290883,1780260238.674160,1.383277
dos_heavy,iteration_2,26,30,4,1780260237.290883,1780260238.674160,1.383277
dos_heavy,iteration_2,26,30,5,1780260237.290883,1780260238.674160,1.383277
dos_heavy,iteration_2,27,31,1,1780260238.179750,1780260239.674432,1.494682
dos_heavy,iteration_2,27,31,2,1780260238.179750,1780260239.674432,1.494682
dos_heavy,iteration_2,27,31,3,1780260238.179750,1780260239.674432,1.494682
dos_heavy,iteration_2,27,31,4,1780260238.179750,1780260239.674432,1.494682
dos_heavy,iteration_2,27,31,5,1780260238.179750,1780260239.674432,1.494682
dos_heavy,iteration_2,28,32,1,1780260239.198650,1780260240.674782,1.476132
dos_heavy,iteration_2,28,32,2,1780260239.198650,1780260240.674782,1.476132
dos_heavy,iteration_2,28,32,3,1780260239.198650,1780260240.674782,1.476132
dos_heavy,iteration_2,28,32,4,1780260239.198650,1780260240.674782,1.476132
dos_heavy,iteration_2,28,32,5,1780260239.198650,1780260240.674782,1.476132
dos_heavy,iteration_2,29,33,1,1780260240.339958,1780260242.676628,2.336670
dos_heavy,iteration_2,29,33,2,1780260240.339958,1780260242.676628,2.336670
dos_heavy,iteration_2,29,33,3,1780260240.339958,1780260242.676628,2.336670
dos_heavy,iteration_2,29,33,4,1780260240.339958,1780260242.676628,2.336670
dos_heavy,iteration_2,29,33,5,1780260240.339958,1780260242.676628,2.336670
dos_heavy,iteration_2,31,35,1,1780260242.393004,1780260243.677113,1.284109
dos_heavy,iteration_2,31,35,2,1780260242.393004,1780260243.677113,1.284109
dos_heavy,iteration_2,31,35,3,1780260242.393004,1780260243.677113,1.284109
dos_heavy,iteration_2,31,35,4,1780260242.393004,1780260243.677113,1.284109
dos_heavy,iteration_2,31,35,5,1780260242.393004,1780260243.677113,1.284109
dos_heavy,iteration_2,32,36,1,1780260243.312232,1780260245.690926,2.378694
dos_heavy,iteration_2,32,36,2,1780260243.312232,1780260245.690926,2.378694
dos_heavy,iteration_2,32,36,3,1780260243.312232,1780260245.690926,2.378694
dos_heavy,iteration_2,32,36,4,1780260243.312232,1780260245.690926,2.378694
dos_heavy,iteration_2,32,36,5,1780260243.312232,1780260245.690926,2.378694
dos_heavy,iteration_2,34,38,1,1780260245.457350,1780260246.695850,1.238500
dos_heavy,iteration_2,34,38,2,1780260245.457350,1780260246.695850,1.238500
dos_heavy,iteration_2,34,38,3,1780260245.457350,1780260246.695850,1.238500
dos_heavy,iteration_2,34,38,4,1780260245.457350,1780260246.695850,1.238500
dos_heavy,iteration_2,34,38,5,1780260245.457350,1780260246.695850,1.238500
dos_heavy,iteration_2,35,39,1,1780260246.229610,1780260247.696928,1.467318
dos_heavy,iteration_2,35,39,2,1780260246.229610,1780260247.696928,1.467318
dos_heavy,iteration_2,35,39,3,1780260246.229610,1780260247.696928,1.467318
dos_heavy,iteration_2,35,39,4,1780260246.229610,1780260247.696928,1.467318
dos_heavy,iteration_2,35,39,5,1780260246.229610,1780260247.696928,1.467318
dos_heavy,iteration_2,36,40,1,1780260247.340365,1780260248.698625,1.358260
dos_heavy,iteration_2,36,40,2,1780260247.340365,1780260248.698625,1.358260
dos_heavy,iteration_2,36,40,3,1780260247.340365,1780260248.698625,1.358260
dos_heavy,iteration_2,36,40,4,1780260247.340365,1780260248.698625,1.358260
dos_heavy,iteration_2,36,40,5,1780260247.340365,1780260248.698625,1.358260
dos_heavy,iteration_2,37,41,1,1780260248.237045,1780260249.700063,1.463018
dos_heavy,iteration_2,37,41,2,1780260248.237045,1780260249.700063,1.463018
dos_heavy,iteration_2,37,41,3,1780260248.237045,1780260249.700063,1.463018
dos_heavy,iteration_2,37,41,4,1780260248.237045,1780260249.700063,1.463018
dos_heavy,iteration_2,37,41,5,1780260248.237045,1780260249.700063,1.463018
dos_heavy,iteration_2,38,42,1,1780260249.078648,1780260250.700979,1.622331
dos_heavy,iteration_2,38,42,2,1780260249.078648,1780260250.700979,1.622331
dos_heavy,iteration_2,38,42,3,1780260249.078648,1780260250.700979,1.622331
dos_heavy,iteration_2,38,42,4,1780260249.078648,1780260250.700979,1.622331
dos_heavy,iteration_2,38,42,5,1780260249.078648,1780260250.700979,1.622331
dos_heavy,iteration_2,39,43,1,1780260250.026737,1780260251.894716,1.867979
dos_heavy,iteration_2,39,43,2,1780260250.026737,1780260251.894716,1.867979
dos_heavy,iteration_2,39,43,3,1780260250.026737,1780260251.894716,1.867979
dos_heavy,iteration_2,39,43,4,1780260250.026737,1780260251.894716,1.867979
dos_heavy,iteration_2,39,43,5,1780260250.026737,1780260251.894716,1.867979
dos_heavy,iteration_2,40,44,1,1780260251.045782,1780260252.898559,1.852777
dos_heavy,iteration_2,40,44,2,1780260251.045782,1780260252.898559,1.852777
dos_heavy,iteration_2,40,44,3,1780260251.045782,1780260252.898559,1.852777
dos_heavy,iteration_2,40,44,4,1780260251.045782,1780260252.898559,1.852777
dos_heavy,iteration_2,40,44,5,1780260251.045782,1780260252.898559,1.852777
dos_heavy,iteration_2,41,45,1,1780260252.350226,1780260253.898771,1.548545
dos_heavy,iteration_2,41,45,2,1780260252.350226,1780260253.898771,1.548545
dos_heavy,iteration_2,41,45,3,1780260252.350226,1780260253.898771,1.548545
dos_heavy,iteration_2,41,45,4,1780260252.350226,1780260253.898771,1.548545
dos_heavy,iteration_2,41,45,5,1780260252.350226,1780260253.898771,1.548545
dos_heavy,iteration_2,42,46,1,1780260253.219791,1780260254.899962,1.680171
dos_heavy,iteration_2,42,46,2,1780260253.219791,1780260254.899962,1.680171
dos_heavy,iteration_2,42,46,3,1780260253.219791,1780260254.899962,1.680171
dos_heavy,iteration_2,42,46,4,1780260253.219791,1780260254.899962,1.680171
dos_heavy,iteration_2,42,46,5,1780260253.219791,1780260254.899962,1.680171
dos_heavy,iteration_2,43,47,1,1780260254.229984,1780260255.901598,1.671614
dos_heavy,iteration_2,43,47,2,1780260254.229984,1780260255.901598,1.671614
dos_heavy,iteration_2,43,47,3,1780260254.229984,1780260255.901598,1.671614
dos_heavy,iteration_2,43,47,4,1780260254.229984,1780260255.901598,1.671614
dos_heavy,iteration_2,43,47,5,1780260254.229984,1780260255.901598,1.671614
dos_heavy,iteration_2,44,48,1,1780260255.001055,1780260256.903287,1.902232
dos_heavy,iteration_2,44,48,2,1780260255.001055,1780260256.903287,1.902232
dos_heavy,iteration_2,44,48,3,1780260255.001055,1780260256.903287,1.902232
dos_heavy,iteration_2,44,48,4,1780260255.001055,1780260256.903287,1.902232
dos_heavy,iteration_2,44,48,5,1780260255.001055,1780260256.903287,1.902232
dos_heavy,iteration_2,45,49,1,1780260256.271956,1780260257.904333,1.632377
dos_heavy,iteration_2,45,49,2,1780260256.271956,1780260257.904333,1.632377
dos_heavy,iteration_2,45,49,3,1780260256.271956,1780260257.904333,1.632377
dos_heavy,iteration_2,45,49,4,1780260256.271956,1780260257.904333,1.632377
dos_heavy,iteration_2,45,49,5,1780260256.271956,1780260257.904333,1.632377
dos_heavy,iteration_2,46,50,1,1780260257.266425,1780260258.907830,1.641405
dos_heavy,iteration_2,46,50,2,1780260257.266425,1780260258.907830,1.641405
dos_heavy,iteration_2,46,50,3,1780260257.266425,1780260258.907830,1.641405
dos_heavy,iteration_2,46,50,4,1780260257.266425,1780260258.907830,1.641405
dos_heavy,iteration_2,46,50,5,1780260257.266425,1780260258.907830,1.641405
dos_heavy,iteration_2,47,51,1,1780260258.583444,1780260259.908202,1.324758
dos_heavy,iteration_2,47,51,2,1780260258.583444,1780260259.908202,1.324758
dos_heavy,iteration_2,47,51,3,1780260258.583444,1780260259.908202,1.324758
dos_heavy,iteration_2,47,51,4,1780260258.583444,1780260259.908202,1.324758
dos_heavy,iteration_2,47,51,5,1780260258.583444,1780260259.908202,1.324758
dos_heavy,iteration_2,48,52,1,1780260259.420453,1780260260.908719,1.488266
dos_heavy,iteration_2,48,52,2,1780260259.420453,1780260260.908719,1.488266
dos_heavy,iteration_2,48,52,3,1780260259.420453,1780260260.908719,1.488266
dos_heavy,iteration_2,48,52,4,1780260259.420453,1780260260.908719,1.488266
dos_heavy,iteration_2,48,52,5,1780260259.420453,1780260260.908719,1.488266
dos_heavy,iteration_2,49,53,1,1780260260.490882,1780260261.908984,1.418102
dos_heavy,iteration_2,49,53,2,1780260260.490882,1780260261.908984,1.418102
dos_heavy,iteration_2,49,53,3,1780260260.490882,1780260261.908984,1.418102
dos_heavy,iteration_2,49,53,4,1780260260.490882,1780260261.908984,1.418102
dos_heavy,iteration_2,49,53,5,1780260260.490882,1780260261.908984,1.418102
dos_heavy,iteration_2,50,54,1,1780260261.275516,1780260263.019593,1.744077
dos_heavy,iteration_2,50,54,2,1780260261.275516,1780260263.019593,1.744077
dos_heavy,iteration_2,50,54,3,1780260261.275516,1780260263.019593,1.744077
dos_heavy,iteration_2,50,54,4,1780260261.275516,1780260263.019593,1.744077
dos_heavy,iteration_2,50,54,5,1780260261.275516,1780260263.019593,1.744077
dos_heavy,iteration_2,51,55,1,1780260262.663098,1780260264.019812,1.356714
dos_heavy,iteration_2,51,55,2,1780260262.663098,1780260264.019812,1.356714
dos_heavy,iteration_2,51,55,3,1780260262.663098,1780260264.019812,1.356714
dos_heavy,iteration_2,51,55,4,1780260262.663098,1780260264.019812,1.356714
dos_heavy,iteration_2,51,55,5,1780260262.663098,1780260264.019812,1.356714
dos_heavy,iteration_2,52,56,1,1780260263.731862,1780260265.022619,1.290757
dos_heavy,iteration_2,52,56,2,1780260263.731862,1780260265.022619,1.290757
dos_heavy,iteration_2,52,56,3,1780260263.731862,1780260265.022619,1.290757
