scenario (-),iteration (-),cycle_id (-),ts_sent (epoch_s),ts_received (epoch_s),aoi (s),status (-)
dos_heavy,iteration_2,22,1780260227.688777,1780260228.653168,0.964391,Fresh
dos_heavy,iteration_2,23,1780260228.694478,1780260229.825226,1.130748,Fresh
dos_heavy,iteration_2,24,1780260229.705560,1780260230.756995,1.051435,Fresh
dos_heavy,iteration_2,25,1780260230.722242,1780260231.750208,1.027966,Fresh
dos_heavy,iteration_2,26,1780260231.700685,1780260232.628961,0.928276,Fresh
dos_heavy,iteration_2,27,1780260232.703649,1780260233.854338,1.150689,Fresh
dos_heavy,iteration_2,28,1780260233.713263,1780260234.620681,0.907418,Fresh
dos_heavy,iteration_2,29,1780260234.710233,1780260235.684040,0.973807,Fresh
dos_heavy,iteration_2,30,1780260235.702633,1780260236.846066,1.143433,Fresh
dos_heavy,iteration_2,31,1780260236.707385,1780260237.697098,0.989713,Fresh
dos_heavy,iteration_2,32,1780260237.716005,1780260238.784938,1.068933,Fresh
dos_heavy,iteration_2,33,1780260238.707288,1780260239.803515,1.096227,Fresh
dos_heavy,iteration_2,34,1780260239.737632,1780260240.745558,1.007926,Fresh
dos_heavy,iteration_2,35,1780260240.718319,1780260241.707654,0.989335,Fresh
dos_heavy,iteration_2,36,1780260241.695100,1780260242.801485,1.106385,Fresh
dos_heavy,iteration_2,37,1780260242.690454,1780260243.717911,1.027457,Fresh
dos_heavy,iteration_2,38,1780260243.731971,1780260244.930283,1.198312,Fresh
dos_heavy,iteration_2,39,1780260244.730606,1780260245.863359,1.132753,Fresh
dos_heavy,iteration_2,40,1780260245.703053,1780260246.834066,1.131013,Fresh
dos_heavy,iteration_2,41,1780260246.759066,1780260247.746480,0.987414,Fresh
dos_heavy,iteration_2,42,1780260247.739969,1780260248.845343,1.105374,Fresh
dos_heavy,iteration_2,43,1780260248.770886,1780260249.887976,1.117090,Fresh
dos_heavy,iteration_2,44,1780260249.734183,1780260250.892897,1.158714,Fresh
dos_heavy,iteration_2,45,1780260250.739978,1780260251.888931,1.148953,Fresh
dos_heavy,iteration_2,46,1780260251.969032,1780260252.966631,0.997599,Fresh
dos_heavy,iteration_2,47,1780260252.950502,1780260254.045648,1.095146,Fresh
dos_heavy,iteration_2,48,1780260253.927294,1780260254.886834,0.959540,Fresh
dos_heavy,iteration_2,49,1780260254.918061,1780260255.912522,0.994461,Fresh
dos_heavy,iteration_2,50,1780260255.918345,1780260256.911270,0.992925,Fresh
dos_heavy,iteration_2,51,1780260256.959695,1780260257.879246,0.919551,Fresh
dos_heavy,iteration_2,52,1780260258.000514,1780260258.990715,0.990201,Fresh
dos_heavy,iteration_2,53,1780260259.012955,1780260260.026036,1.013081,Fresh
dos_heavy,iteration_2,54,1780260259.997505,1780260260.939590,0.942085,Fresh
dos_heavy,iteration_2,55,1780260260.936685,1780260261.880118,0.943433,Fresh
dos_heavy,iteration_2,56,1780260261.941430,1780260262.869468,0.928038,Fresh
dos_heavy,iteration_2,57,1780260263.092579,1780260264.142756,1.050177,Fresh
dos_heavy,iteration_2,58,1780260264.039445,1780260265.029870,0.990425,Fresh
dos_heavy,iteration_2,59,1780260265.076833,1780260266.031071,0.954238,Fresh
dos_heavy,iteration_2,60,1780260266.055582,1780260266.943165,0.887583,Fresh
dos_heavy,iteration_2,61,1780260267.091897,1780260268.080026,0.988129,Fresh
dos_heavy,iteration_2,62,1780260268.097820,1780260269.047392,0.949572,Fresh
dos_heavy,iteration_2,63,1780260269.116493,1780260270.040035,0.923542,Fresh
dos_heavy,iteration_3,14,1780260315.011016,1780260321.201249,6.190233,Stale
dos_heavy,iteration_3,15,1780260316.013358,,,Missing
dos_heavy,iteration_3,16,1780260317.003214,1780260321.517567,4.514353,Stale
dos_heavy,iteration_3,17,1780260318.025452,1780260321.921313,3.895861,Stale
dos_heavy,iteration_3,18,1780260319.000060,1780260322.267802,3.267742,Stale
dos_heavy,iteration_3,19,1780260319.986486,1780260322.522726,2.536240,Fresh
dos_heavy,iteration_3,20,1780260320.991044,1780260322.877617,1.886573,Fresh
dos_heavy,iteration_3,21,1780260322.010500,1780260323.167442,1.156942,Fresh
dos_heavy,iteration_3,22,1780260323.010724,1780260323.638884,0.628160,Fresh
dos_heavy,iteration_3,23,1780260324.047617,1780260324.632284,0.584667,Fresh
dos_heavy,iteration_3,24,1780260325.042568,1780260325.595171,0.552603,Fresh
dos_heavy,iteration_3,25,1780260326.029561,1780260326.715739,0.686178,Fresh
dos_heavy,iteration_3,26,1780260327.025040,1780260327.499830,0.474790,Fresh
dos_heavy,iteration_3,27,1780260328.079783,1780260328.570719,0.490936,Fresh
dos_heavy,iteration_3,28,1780260329.009460,1780260329.654693,0.645233,Fresh
dos_heavy,iteration_3,29,1780260330.024170,1780260330.579813,0.555643,Fresh
dos_heavy,iteration_3,30,1780260331.056092,1780260331.595414,0.539322,Fresh
dos_heavy,iteration_3,31,1780260332.029072,1780260332.665875,0.636803,Fresh
dos_heavy,iteration_3,32,1780260333.041646,1780260333.708516,0.666870,Fresh
dos_heavy,iteration_3,33,1780260334.090391,1780260334.556345,0.465954,Fresh
dos_heavy,iteration_3,34,1780260335.025397,1780260335.644089,0.618692,Fresh
dos_heavy,iteration_3,35,1780260336.040875,1780260336.748340,0.707465,Fresh
dos_heavy,iteration_3,36,1780260337.040035,1780260337.697265,0.657230,Fresh
dos_heavy,iteration_3,37,1780260338.040275,1780260338.662308,0.622033,Fresh
dos_heavy,iteration_3,38,1780260339.070660,1780260339.741531,0.670871,Fresh
dos_heavy,iteration_3,39,1780260340.068202,1780260340.624974,0.556772,Fresh
dos_heavy,iteration_3,40,1780260341.033635,1780260341.629971,0.596336,Fresh
dos_heavy,iteration_3,41,1780260342.119272,1780260342.740376,0.621104,Fresh
dos_heavy,iteration_3,42,1780260343.142095,1780260343.746131,0.604036,Fresh
dos_heavy,iteration_3,43,1780260344.107931,1780260344.588800,0.480869,Fresh
dos_heavy,iteration_3,44,1780260345.261276,,,Missing
dos_heavy,iteration_3,45,1780260346.137344,1780260346.652895,0.515551,Fresh
dos_heavy,iteration_3,46,1780260347.115355,,,Missing
dos_heavy,iteration_3,47,1780260348.294888,1780260348.730602,0.435714,Fresh
dos_heavy,iteration_3,48,1780260349.159803,,,Missing
dos_heavy,iteration_3,49,1780260350.137621,1780260350.635758,0.498137,Fresh
dos_heavy,iteration_3,50,1780260351.127840,1780260351.537186,0.409346,Fresh
dos_heavy,iteration_3,51,1780260352.168430,1780260352.682840,0.514410,Fresh
dos_heavy,iteration_3,52,1780260353.111241,1780260353.691686,0.580445,Fresh
dos_heavy,iteration_3,53,1780260354.142431,1780260354.596366,0.453935,Fresh
dos_heavy,iteration_3,54,1780260355.235214,,,Missing
dos_heavy,iteration_3,55,1780260356.146439,1780260356.712783,0.566344,Fresh
dos_heavy,iteration_3,56,1780260357.145962,1780260357.700694,0.554732,Fresh
dos_heavy,iteration_3,57,1780260358.166892,,,Missing
dos_heavy,iteration_3,58,1780260359.194666,1780260359.695301,0.500635,Fresh
dos_heavy,iteration_3,59,1780260360.154941,1780260360.735894,0.580953,Fresh
dos_heavy,iteration_3,60,1780260361.143765,1780260361.701767,0.558002,Fresh
dos_heavy,iteration_3,61,1780260362.158946,1780260362.703664,0.544718,Fresh
dos_heavy,iteration_3,62,1780260363.156574,1780260363.711571,0.554997,Fresh
dos_heavy,iteration_3,63,1780260364.144042,1780260364.713800,0.569758,Fresh
