cycle_id,ts_received,ts_sent,bus,V_received,I_received,P_sent,Q_sent,breaker_actual
0,1780254148.822863,1780254148.822974,1,0.000000,0.000000,0.000000,0.000000,0
0,1780254148.824103,1780254148.824231,2,0.000000,0.000000,0.000000,0.000000,0
0,1780254148.824538,1780254148.824664,3,0.000000,0.000000,0.000000,0.000000,0
0,1780254148.824904,1780254148.824994,4,0.000000,0.000000,0.000000,0.000000,0
0,1780254148.825215,1780254148.825305,5,0.000000,0.000000,0.000000,0.000000,0
4,1780254149.823915,1780254149.824004,1,1.019000,738.433333,138.618230,36.580019,1
4,1780254149.824315,1780254149.824404,2,1.010000,287.466667,50.665256,22.204786,1
4,1780254149.824575,1780254149.824658,3,1.006000,444.800000,79.201204,31.550872,1
4,1780254149.824838,1780254149.824922,4,1.013000,466.633333,80.352748,40.675361,1
4,1780254149.825084,1780254149.825165,5,1.010000,467.133333,87.517743,20.518569,1
5,1780254150.826216,1780254150.826312,1,1.021000,887.300000,168.581814,37.042294,1
5,1780254150.827055,1780254150.827164,2,1.005000,430.066667,74.154733,35.809696,1
5,1780254150.827391,1780254150.827489,3,1.009000,465.500000,84.369162,29.831578,1
5,1780254150.827672,1780254150.827751,4,1.004000,515.200000,79.117079,58.761126,1
5,1780254150.827911,1780254150.827989,5,1.004000,481.200000,88.015950,26.943644,1
6,1780254151.826631,1780254151.826859,1,1.020000,828.300000,156.284406,38.549605,1
6,1780254151.827177,1780254151.827267,2,1.011000,440.333333,78.617443,31.832761,1
6,1780254151.827487,1780254151.827589,3,1.009000,368.200000,62.904750,32.453186,1
6,1780254151.827878,1780254151.827971,4,1.008000,494.533333,80.253896,50.789443,1
6,1780254151.828141,1780254151.828223,5,1.008000,501.900000,93.893296,21.795433,1
7,1780254152.827240,1780254152.827351,1,1.018000,837.633333,159.896296,28.765790,1
7,1780254152.827716,1780254152.827945,2,1.009000,401.933333,74.053452,22.054432,1
7,1780254152.828165,1780254152.828252,3,1.010000,409.333333,76.216264,19.888073,1
7,1780254152.828484,1780254152.828598,4,1.008000,458.400000,79.584205,37.638087,1
7,1780254152.828910,1780254152.829022,5,1.005000,477.800000,88.935769,21.460117,1
8,1780254153.827900,1780254153.827997,1,1.017000,911.300000,173.946604,30.368264,1
8,1780254153.828351,1780254153.828449,2,1.011000,407.533333,74.535398,24.630596,1
8,1780254153.828633,1780254153.828713,3,1.008000,481.400000,86.165982,33.510272,1
8,1780254153.828876,1780254153.828959,4,1.003000,523.266667,79.365854,60.827761,1
8,1780254153.829118,1780254153.829200,5,1.006000,503.000000,91.762445,29.570622,1
9,1780254154.828284,1780254154.828388,1,1.021000,682.166667,126.290190,40.742685,1
9,1780254154.829000,1780254154.829139,2,1.006000,320.866667,56.776902,23.635714,1
9,1780254154.829347,1780254154.829441,3,1.011000,361.566667,62.750566,30.213533,1
9,1780254154.829611,1780254154.829709,4,1.014000,465.400000,80.408299,40.232732,1
9,1780254154.829872,1780254154.829956,5,1.007000,464.466667,85.645769,24.612856,1
10,1780254155.829083,1780254155.829287,1,1.021000,791.733333,149.038587,38.827434,1
10,1780254155.829768,1780254155.829967,2,1.008000,384.300000,68.579360,27.276553,1
10,1780254155.830219,1780254155.830315,3,1.006000,410.866667,70.788642,34.504745,1
10,1780254155.830626,1780254155.830726,4,1.013000,462.400000,79.713026,40.129566,1
10,1780254155.830989,1780254155.831084,5,1.003000,462.833333,87.340561,13.940792,1
11,1780254156.830925,1780254156.831073,1,1.024000,754.700000,143.029532,34.962140,1
11,1780254156.831477,1780254156.831579,2,1.005000,376.200000,68.338756,22.775575,1
11,1780254156.831787,1780254156.831873,3,1.010000,357.033333,64.966716,22.351655,1
11,1780254156.832042,1780254156.832135,4,1.006000,459.366667,79.928369,36.926883,1
11,1780254156.832297,1780254156.832376,5,1.010000,468.066667,86.936012,23.554582,1
12,1780254157.832084,1780254157.832239,1,1.020000,895.933333,171.483096,30.143034,1
12,1780254157.832670,1780254157.832772,2,1.014000,436.133333,80.146099,25.999881,1
12,1780254157.832968,1780254157.833066,3,1.010000,424.700000,76.952618,27.519672,1
12,1780254157.833231,1780254157.833312,4,1.005000,479.766667,79.922433,45.294130,1
12,1780254157.833487,1780254157.833569,5,1.009000,497.066667,93.740686,18.538652,1
13,1780254158.832625,1780254158.832745,1,1.014000,722.566667,133.522411,40.724311,1
13,1780254158.833069,1780254158.833265,2,1.013000,324.500000,56.529193,26.960670,1
13,1780254158.833520,1780254158.833610,3,1.008000,401.200000,69.661246,32.925240,1
13,1780254158.833794,1780254158.833880,4,1.006000,456.766667,80.106322,35.321533,1
13,1780254158.834044,1780254158.834127,5,1.009000,459.200000,87.190950,13.803027,1
14,1780254159.837160,1780254159.837286,1,1.020000,902.366667,171.855171,34.896681,1
14,1780254159.837702,1780254159.837812,2,1.010000,430.333333,76.615263,31.424502,1
14,1780254159.838063,1780254159.838163,3,1.006000,452.300000,79.374987,34.857924,1
14,1780254159.838423,1780254159.838599,4,1.013000,518.400000,80.242069,59.763736,1
14,1780254159.838924,1780254159.839022,5,1.004000,508.200000,94.140493,24.244984,1
15,1780254160.838503,1780254160.838636,1,1.024000,778.966667,147.309364,37.367778,1
15,1780254160.838999,1780254160.839090,2,1.006000,327.000000,57.642822,24.607840,1
15,1780254160.839261,1780254160.839343,3,1.008000,442.033333,76.708782,36.365975,1
