cycle_id,ts_received,bus,line,V_DT,I_line,breaker_actual
4,1780259484.690282,1,1,1.020000,736.985438,1
4,1780259484.690282,2,2,1.010911,456.292232,1
4,1780259484.690282,3,3,1.008989,109.121799,1
4,1780259484.690282,4,4,1.010000,468.436481,1
4,1780259484.690282,5,,1.007190,0.000000,1
5,1780259484.893104,1,1,1.020000,885.518552,1
5,1780259484.893104,2,2,1.009697,482.030345,1
5,1780259484.893104,3,3,1.008250,170.662681,1
5,1780259484.893104,4,4,1.010000,479.841548,1
5,1780259484.893104,5,,1.006842,0.000000,1
6,1780259485.126057,1,1,1.020000,830.442576,1
6,1780259485.126057,2,2,1.010010,401.223943,1
6,1780259485.126057,3,3,1.008586,166.043884,1
6,1780259485.126057,4,4,1.010000,502.400532,1
6,1780259485.126057,5,,1.006996,0.000000,1
7,1780259485.542670,1,1,1.020000,839.313751,1
7,1780259485.542670,2,2,1.010802,444.192838,1
7,1780259485.542670,3,3,1.009240,95.788033,1
7,1780259485.542670,4,4,1.010000,476.797802,1
7,1780259485.542670,5,,1.007112,0.000000,1
8,1780259486.626230,1,1,1.020000,909.353434,1
8,1780259486.626230,2,2,1.010105,510.968160,1
8,1780259486.626230,3,3,1.008387,173.053584,1
8,1780259486.626230,4,4,1.010000,502.685575,1
8,1780259486.626230,5,,1.006629,0.000000,1
9,1780259487.532815,1,1,1.020000,682.070896,1
9,1780259487.532815,2,2,1.010979,365.314707,1
9,1780259487.532815,3,3,1.009226,83.242377,1
9,1780259487.532815,4,4,1.010000,464.460983,1
9,1780259487.532815,5,,1.007012,0.000000,1
10,1780259488.578196,1,1,1.020000,787.105581,1
10,1780259488.578196,2,2,1.010297,410.271809,1
10,1780259488.578196,3,3,1.008631,137.171269,1
10,1780259488.578196,4,4,1.010000,460.748004,1
10,1780259488.578196,5,,1.007540,0.000000,1
11,1780259489.543265,1,1,1.020000,748.845706,1
11,1780259489.543265,2,2,1.010977,378.097674,1
11,1780259489.543265,3,3,1.009396,75.512852,1
11,1780259489.543265,4,4,1.010000,469.441420,1
11,1780259489.543265,5,,1.007042,0.000000,1
4,1780259498.171073,1,1,1.020000,736.985438,1
4,1780259498.171073,2,2,1.010911,456.292232,1
4,1780259498.171073,3,3,1.008989,109.121799,1
4,1780259498.171073,4,4,1.010000,468.436481,1
4,1780259498.171073,5,,1.007190,0.000000,1
5,1780259498.373196,1,1,1.020000,885.518552,1
5,1780259498.373196,2,2,1.009697,482.030345,1
5,1780259498.373196,3,3,1.008250,170.662681,1
5,1780259498.373196,4,4,1.010000,479.841548,1
5,1780259498.373196,5,,1.006842,0.000000,1
6,1780259498.763430,1,1,1.020000,830.442576,1
6,1780259498.763430,2,2,1.010010,401.223943,1
6,1780259498.763430,3,3,1.008586,166.043884,1
6,1780259498.763430,4,4,1.010000,502.400532,1
6,1780259498.763430,5,,1.006996,0.000000,1
7,1780259499.019588,1,1,1.020000,839.313751,1
7,1780259499.019588,2,2,1.010802,444.192838,1
7,1780259499.019588,3,3,1.009240,95.788033,1
7,1780259499.019588,4,4,1.010000,476.797802,1
7,1780259499.019588,5,,1.007112,0.000000,1
8,1780259500.099662,1,1,1.020000,909.353434,1
8,1780259500.099662,2,2,1.010105,510.968160,1
8,1780259500.099662,3,3,1.008387,173.053584,1
8,1780259500.099662,4,4,1.010000,502.685575,1
8,1780259500.099662,5,,1.006629,0.000000,1
9,1780259501.159048,1,1,1.020000,682.070896,1
9,1780259501.159048,2,2,1.010979,365.314707,1
9,1780259501.159048,3,3,1.009226,83.242377,1
9,1780259501.159048,4,4,1.010000,464.460983,1
9,1780259501.159048,5,,1.007012,0.000000,1
10,1780259502.118869,1,1,1.020000,684.194603,1
10,1780259502.118869,2,2,1.011012,369.904151,1
10,1780259502.118869,3,3,1.009261,87.341151,1
10,1780259502.118869,4,4,1.010000,460.748004,1
10,1780259502.118869,5,,1.007540,0.000000,1
11,1780259503.097337,1,1,1.020000,748.845706,1
11,1780259503.097337,2,2,1.010977,378.097674,1
11,1780259503.097337,3,3,1.009396,75.512852,1
11,1780259503.097337,4,4,1.010000,469.441420,1
11,1780259503.097337,5,,1.007042,0.000000,1
4,1780259593.078080,1,1,1.020000,736.985438,1
4,1780259593.078080,2,2,1.010911,456.292232,1
4,1780259593.078080,3,3,1.008989,109.121799,1
4,1780259593.078080,4,4,1.010000,468.436481,1
4,1780259593.078080,5,,1.007190,0.000000,1
5,1780259593.278760,1,1,1.020000,885.518552,1
5,1780259593.278760,2,2,1.009697,482.030345,1
5,1780259593.278760,3,3,1.008250,170.662681,1
5,1780259593.278760,4,4,1.010000,479.841548,1
5,1780259593.278760,5,,1.006842,0.000000,1
6,1780259593.479648,1,1,1.020000,830.442576,1
6,1780259593.479648,2,2,1.010010,401.223943,1
6,1780259593.479648,3,3,1.008586,166.043884,1
6,1780259593.479648,4,4,1.010000,502.400532,1
6,1780259593.479648,5,,1.006996,0.000000,1
7,1780259593.885337,1,1,1.020000,839.313751,1
7,1780259593.885337,2,2,1.010802,444.192838,1
7,1780259593.885337,3,3,1.009240,95.788033,1
7,1780259593.885337,4,4,1.010000,476.797802,1
7,1780259593.885337,5,,1.007112,0.000000,1
8,1780259594.892926,1,1,1.020000,909.353434,1
8,1780259594.892926,2,2,1.010105,510.968160,1
8,1780259594.892926,3,3,1.008387,173.053584,1
8,1780259594.892926,4,4,1.010000,502.685575,1
8,1780259594.892926,5,,1.006629,0.000000,1
9,1780259595.902892,1,1,1.020000,682.070896,1
9,1780259595.902892,2,2,1.010979,365.314707,1
9,1780259595.902892,3,3,1.009226,83.242377,1
9,1780259595.902892,4,4,1.010000,464.460983,1
9,1780259595.902892,5,,1.007012,0.000000,1
10,1780259596.905969,1,1,1.020000,787.105581,1
10,1780259596.905969,2,2,1.010297,410.271809,1
10,1780259596.905969,3,3,1.008631,137.171269,1
10,1780259596.905969,4,4,1.010000,460.748004,1
10,1780259596.905969,5,,1.007540,0.000000,1
11,1780259597.943563,1,1,1.020000,748.845706,1
11,1780259597.943563,2,2,1.010977,378.097674,1
11,1780259597.943563,3,3,1.009396,75.512852,1
11,1780259597.943563,4,4,1.010000,469.441420,1
11,1780259597.943563,5,,1.007042,0.000000,1
4,1780259688.383101,1,1,1.020000,736.985438,1
4,1780259688.383101,2,2,1.010911,456.292232,1
4,1780259688.383101,3,3,1.008989,109.121799,1
4,1780259688.383101,4,4,1.010000,468.436481,1
4,1780259688.383101,5,,1.007190,0.000000,1
5,1780259688.590387,1,1,1.020000,885.518552,1
5,1780259688.590387,2,2,1.009697,482.030345,1
5,1780259688.590387,3,3,1.008250,170.662681,1
5,1780259688.590387,4,4,1.010000,479.841548,1
5,1780259688.590387,5,,1.006842,0.000000,1
6,1780259688.794257,1,1,1.020000,830.442576,1
6,1780259688.794257,2,2,1.010010,401.223943,1
