timestamp,run,fase,layer,source,destination,packet_loss_percent
2026-05-17 01:26:21.728965,1,dos_heavy,field,h2,h3,0.0
2026-05-17 01:26:41.804519,2,dos_heavy,field,h2,h3,0.0
2026-05-17 01:27:01.960311,3,dos_heavy,field,h2,h3,0.0
2026-05-17 01:27:22.085760,1,dos_heavy,system,h3,h4,0.0
2026-05-17 01:27:42.167943,2,dos_heavy,system,h3,h4,0.0
2026-05-17 01:28:02.374536,3,dos_heavy,system,h3,h4,0.0
