cycle_id,ts_received,ts_sent,bus,V_sent,I_sent,power_factor,breaker_actual
11,1780260217.044079,1780260217.045136,3,1.009926,358.757898,0.945600,0
11,1780260217.159582,1780260217.160292,4,1.008017,460.509629,0.907800,0
11,1780260217.367020,1780260217.367615,5,1.008670,469.628841,0.965200,0
12,1780260218.284534,1780260218.290893,1,1.018139,432.424059,0.949100,1
12,1780260218.574941,1780260218.575734,2,1.012968,433.373701,0.951200,1
12,1780260218.817307,1780260218.818084,3,1.010896,400.072641,0.904100,1
12,1780260219.035576,1780260219.036083,4,1.008658,421.131298,0.983800,0
12,1780260219.434321,1780260219.434803,5,1.005438,469.664715,0.965200,0
14,1780260219.978955,1780260219.979972,1,1.017576,540.867138,0.729000,0
14,1780260220.210372,1780260220.211092,2,1.011280,426.332052,0.925200,0
14,1780260220.394997,1780260220.396032,3,1.008145,454.859365,0.915600,0
14,1780260220.603632,1780260220.604120,4,1.003957,415.817609,0.998700,1
14,1780260220.787260,1780260220.787689,5,1.006682,466.607443,0.965200,1
15,1780260221.297559,1780260221.298409,1,1.021492,0.000000,1.000000,1
15,1780260221.467858,1780260221.469379,2,1.005606,429.808435,0.925200,1
15,1780260221.690691,1780260221.691190,3,1.006008,508.985429,0.925900,0
15,1780260221.842293,1780260221.843658,4,1.014322,416.843366,0.998700,0
15,1780260222.004951,1780260222.006113,5,1.007358,465.884581,0.965200,1
16,1780260222.396451,1780260222.398574,1,1.021846,858.549028,0.917000,1
16,1780260222.558952,1780260222.559770,2,1.005642,350.069485,0.917500,1
16,1780260222.745913,1780260222.746600,3,1.006097,473.936652,0.918000,1
16,1780260222.935994,1780260222.936897,4,1.013867,474.352312,0.870800,1
16,1780260223.118030,1780260223.119164,5,1.002627,462.725693,0.965300,0
17,1780260223.604697,1780260223.605494,1,1.024330,762.167745,0.972400,1
17,1780260223.838770,1780260223.839747,2,1.001300,437.855981,0.942300,1
17,1780260223.994316,1780260223.995187,3,1.006072,485.095607,0.957500,0
17,1780260224.157209,1780260224.157754,4,1.006641,478.866057,0.870800,1
17,1780260224.333344,1780260224.333823,5,1.010305,462.602544,0.965300,1
19,1780260224.715176,1780260224.716220,1,1.020737,471.618211,0.644500,1
19,1780260224.849599,1780260224.851562,2,1.015782,388.861876,0.943000,1
19,1780260225.012583,1780260225.014147,3,1.010556,378.021606,0.937700,1
19,1780260225.159503,1780260225.159961,4,1.005295,428.755934,0.974000,0
19,1780260225.298509,1780260225.298993,5,1.009865,463.161102,0.965300,0
19,1780260225.558374,1780260225.558818,1,1.014078,470.016147,0.644500,0
19,1780260225.622846,1780260225.623386,2,1.013527,385.216512,0.943000,0
19,1780260225.710571,1780260225.712067,3,1.008448,378.729292,0.937700,0
19,1780260225.791106,1780260225.791609,4,1.006066,429.248493,0.974000,1
19,1780260225.867927,1780260225.868454,5,1.008656,462.141459,0.965300,0
20,1780260226.627293,1780260226.628425,1,1.020975,0.974746,1.000000,1
20,1780260226.737396,1780260226.738035,2,1.011361,416.085157,0.969600,1
20,1780260226.956201,1780260226.956674,3,1.007015,381.911229,0.937500,1
20,1780260227.114452,1780260227.115083,4,1.013125,481.140198,0.864100,1
20,1780260227.139807,1780260227.140512,5,1.004359,498.119683,0.956100,1
21,1780260227.636565,1780260227.637013,1,1.024396,830.366094,0.983000,1
21,1780260227.734648,1780260227.736061,2,1.005860,401.231211,0.943200,1
21,1780260227.804524,1780260227.805018,3,1.008553,467.186334,0.927700,1
21,1780260227.869191,1780260227.869750,4,1.014214,416.026262,0.995600,0
21,1780260227.942424,1780260227.942959,5,1.010782,494.797517,0.956100,0
22,1780260228.635547,1780260228.636142,1,1.017639,529.647282,0.747900,1
22,1780260228.764697,1780260228.765271,2,1.020386,269.288504,0.974300,0
22,1780260228.866655,1780260228.867444,3,1.010036,467.846868,0.927700,0
22,1780260229.025590,1780260229.026230,4,1.010457,418.429587,0.995600,1
22,1780260229.151075,1780260229.151586,5,1.006471,497.116154,0.956100,0
24,1780260229.726491,1780260229.728365,1,1.021718,0.001259,1.000000,0
