metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,4.14,9.85
RTT,system,h3,h4,1.32,2.01
Packet Loss,field,h2,h3,0.0,0
Packet Loss,system,h3,h4,0.0,0
