cycle_id,ts_received,bus,line,V_DT,I_line,breaker_actual
6,1780251360.928189,1,1,1.020000,830.442576,1
6,1780251360.928189,2,2,1.010010,401.223943,1
6,1780251360.928189,3,3,1.008586,166.043884,1
6,1780251360.928189,4,4,1.010000,502.400532,1
6,1780251360.928189,5,,1.006996,0.000000,1
82,1780251897.941673,1,1,1.020000,875.896969,1
82,1780251897.941673,2,2,1.010164,466.982190,1
82,1780251897.941673,3,3,1.008397,176.966610,1
82,1780251897.941673,4,4,1.010000,490.324872,1
82,1780251897.941673,5,,1.007399,0.000000,1
87,1780251904.984830,1,1,1.020000,783.115063,1
87,1780251904.984830,2,2,1.010831,470.690004,1
87,1780251904.984830,3,3,1.008799,146.178491,1
87,1780251904.984830,4,4,1.010000,490.324872,1
87,1780251904.984830,5,,1.007399,0.000000,1
89,1780251905.986381,1,1,1.020000,859.229943,1
89,1780251905.986381,2,2,1.010745,487.350842,1
89,1780251905.986381,3,3,1.009001,134.269229,1
89,1780251905.986381,4,4,1.010000,509.599455,1
89,1780251905.986381,5,,1.006673,0.000000,1
90,1780251907.013080,1,1,1.020000,861.257468,1
90,1780251907.013080,2,2,1.010744,489.485031,1
90,1780251907.013080,3,3,1.009000,136.224694,1
90,1780251907.013080,4,4,1.010000,511.881476,1
90,1780251907.013080,5,,1.006658,0.000000,1
91,1780251908.014685,1,1,1.020000,761.467937,1
91,1780251908.014685,2,2,1.010717,376.990810,1
91,1780251908.014685,3,3,1.008982,111.380621,1
91,1780251908.014685,4,4,1.010000,469.048947,1
91,1780251908.014685,5,,1.007253,0.000000,1
92,1780251909.016806,1,1,1.020000,913.683684,1
92,1780251909.016806,2,2,1.009483,484.454340,1
92,1780251909.016806,3,3,1.007838,215.340190,1
92,1780251909.016806,4,4,1.010000,487.767375,1
92,1780251909.016806,5,,1.007103,0.000000,1
93,1780251910.017086,1,1,1.020000,913.683684,1
93,1780251910.017086,2,2,1.009483,484.454340,1
93,1780251910.017086,3,3,1.007838,215.340190,1
93,1780251910.017086,4,4,1.010000,487.767375,1
93,1780251910.017086,5,,1.007103,0.000000,1
