cmd_id,origin_cycle,ts_received,ts_sent,breaker_DT
0,0,1780252438.337498,1780252438.428123,1:1;2:1;3:1;4:1;5:1
0,0,1780252439.342394,1780252442.363765,1:1;2:1;3:1;4:1;5:1
0,0,1780252442.447552,1780252442.474274,1:1;2:1;3:1;4:1;5:1
0,0,1780252443.455080,1780252443.473305,1:1;2:1;3:1;4:1;5:1
1,6,1780252444.562421,1780252444.577491,1:1;2:1;3:1;4:1;5:1
2,7,1780252445.562834,1780252445.580830,1:1;2:1;3:1;4:1;5:1
3,9,1780252446.643661,1780252446.753144,1:1;2:1;3:1;4:1;5:1
4,9,1780252447.702692,1780252447.721917,1:1;2:1;3:1;4:1;5:1
5,11,1780252448.763793,1780252448.871946,1:1;2:1;3:1;4:1;5:1
6,12,1780252449.771284,1780252449.866586,1:1;2:0;3:0;4:0;5:1
7,13,1780252450.788354,1780252450.881287,1:1;2:1;3:1;4:1;5:1
8,14,1780252451.811558,1780252451.824008,1:1;2:1;3:0;4:0;5:1
9,15,1780252452.876645,1780252452.900942,1:0;2:0;3:0;4:1;5:1
10,16,1780252453.877434,1780252453.889425,1:1;2:1;3:1;4:0;5:1
11,17,1780252454.878252,1780252454.946994,1:1;2:0;3:0;4:1;5:1
12,18,1780252455.930701,1780252456.058191,1:1;2:1;3:1;4:1;5:1
13,18,1780252456.961183,1780252457.071326,1:1;2:1;3:0;4:0;5:1
15,19,1780252458.052229,1780252458.187815,1:1;2:1;3:0;4:1;5:1
15,19,1780252459.053496,1780252459.108300,1:1;2:1;3:1;4:0;5:1
16,21,1780252460.078811,1780252460.185827,1:1;2:1;3:1;4:1;5:1
17,22,1780252461.079679,1780252461.176753,1:1;2:1;3:1;4:1;5:1
18,22,1780252462.081719,1780252462.204278,1:1;2:1;3:1;4:1;5:1
19,23,1780252463.083788,1780252463.195084,1:1;2:0;3:0;4:0;5:1
20,25,1780252464.083402,1780252464.167280,1:0;2:0;3:0;4:1;5:1
21,26,1780252465.084996,1780252465.134288,1:0;2:0;3:0;4:0;5:1
22,27,1780252466.086663,1780252466.148253,1:1;2:0;3:0;4:1;5:1
23,28,1780252467.086958,1780252467.218098,1:1;2:0;3:0;4:0;5:1
24,29,1780252468.127833,1780252468.228439,1:1;2:1;3:0;4:1;5:1
26,30,1780252469.573006,1780252469.717606,1:1;2:1;3:0;4:1;5:1
26,32,1780252470.574076,1780252470.638567,1:1;2:1;3:1;4:1;5:1
27,32,1780252471.596118,1780252471.741373,1:1;2:1;3:1;4:1;5:1
28,33,1780252472.617457,1780252472.714303,1:0;2:0;3:0;4:1;5:1
29,33,1780252473.618283,1780252473.670174,1:0;2:0;3:0;4:1;5:1
31,36,1780252474.634888,1780252474.693680,1:1;2:0;3:0;4:1;5:1
31,36,1780252475.637752,1780252475.750301,1:1;2:0;3:0;4:1;5:1
32,38,1780252476.651675,1780252476.805607,1:1;2:1;3:0;4:1;5:1
33,38,1780252477.660166,1780252477.793469,1:1;2:1;3:0;4:1;5:1
34,39,1780252478.674129,1780252478.783354,1:1;2:1;3:1;4:1;5:1
35,40,1780252479.755571,1780252479.849529,1:1;2:1;3:1;4:1;5:1
37,42,1780252480.770521,1780252480.873642,1:0;2:0;3:0;4:0;5:1
38,43,1780252481.772019,1780252481.795240,1:0;2:0;3:0;4:1;5:1
38,43,1780252482.773767,1780252482.843948,1:1;2:0;3:0;4:0;5:1
40,45,1780252483.774989,1780252483.876502,1:1;2:0;3:0;4:1;5:1
41,46,1780252484.776295,1780252484.859252,1:1;2:1;3:0;4:0;5:1
41,46,1780252485.796689,1780252485.886178,1:1;2:1;3:0;4:1;5:1
43,48,1780252486.814353,1780252486.896350,1:1;2:1;3:1;4:0;5:1
44,49,1780252487.814661,1780252488.030952,1:1;2:1;3:1;4:1;5:1
44,49,1780252488.814882,1780252488.916641,1:1;2:1;3:1;4:1;5:1
46,51,1780252489.831153,1780252489.922621,1:0;2:0;3:0;4:0;5:1
