timestamp,run,layer,source,destination,packet_loss_percent
2026-05-08 00:22:41.290113,1,field,h2,h3,0.0
2026-05-08 00:23:01.635283,2,field,h2,h3,0.0
2026-05-08 00:23:22.082927,3,field,h2,h3,0.0
2026-05-08 00:23:42.503629,1,system,h3,h4,0.0
2026-05-08 00:24:02.983190,2,system,h3,h4,0.0
2026-05-08 00:24:23.460588,3,system,h3,h4,0.0
