timestamp,run,fase,layer,source,destination,latency_ms
2026-05-09 23:19:06.173729,1,normal,field,h2,h3,7.38
2026-05-09 23:19:06.173773,1,normal,field,h2,h3,1.94
2026-05-09 23:19:06.173793,1,normal,field,h2,h3,0.108
2026-05-09 23:19:06.173811,1,normal,field,h2,h3,0.203
2026-05-09 23:19:06.173881,1,normal,field,h2,h3,0.153
2026-05-09 23:19:06.173905,1,normal,field,h2,h3,0.119
2026-05-09 23:19:06.173918,1,normal,field,h2,h3,0.205
2026-05-09 23:19:06.173930,1,normal,field,h2,h3,0.143
2026-05-09 23:19:06.173942,1,normal,field,h2,h3,0.159
2026-05-09 23:19:06.173955,1,normal,field,h2,h3,0.128
2026-05-09 23:19:06.173970,1,normal,field,h2,h3,0.156
2026-05-09 23:19:06.173986,1,normal,field,h2,h3,0.133
2026-05-09 23:19:06.173998,1,normal,field,h2,h3,0.137
2026-05-09 23:19:06.174005,1,normal,field,h2,h3,0.166
2026-05-09 23:19:06.174012,1,normal,field,h2,h3,0.135
2026-05-09 23:19:06.174019,1,normal,field,h2,h3,0.163
2026-05-09 23:19:06.174026,1,normal,field,h2,h3,0.153
2026-05-09 23:19:06.174257,1,normal,field,h2,h3,0.145
2026-05-09 23:19:06.174294,1,normal,field,h2,h3,0.162
2026-05-09 23:19:06.174317,1,normal,field,h2,h3,0.178
2026-05-09 23:19:26.622192,2,normal,field,h2,h3,0.208
2026-05-09 23:19:26.622299,2,normal,field,h2,h3,0.159
2026-05-09 23:19:26.622311,2,normal,field,h2,h3,0.167
2026-05-09 23:19:26.622319,2,normal,field,h2,h3,0.135
2026-05-09 23:19:26.622326,2,normal,field,h2,h3,0.247
2026-05-09 23:19:26.622332,2,normal,field,h2,h3,0.138
2026-05-09 23:19:26.622340,2,normal,field,h2,h3,0.15
2026-05-09 23:19:26.622348,2,normal,field,h2,h3,0.138
2026-05-09 23:19:26.622355,2,normal,field,h2,h3,0.195
2026-05-09 23:19:26.622365,2,normal,field,h2,h3,0.216
2026-05-09 23:19:26.622381,2,normal,field,h2,h3,0.179
2026-05-09 23:19:26.622395,2,normal,field,h2,h3,0.199
2026-05-09 23:19:26.622410,2,normal,field,h2,h3,0.081
2026-05-09 23:19:26.622425,2,normal,field,h2,h3,0.198
