timestamp,run,fase,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-09 23:20:55.757829,1,normal,field,h2,h3,4.99,ok,,
2026-05-09 23:21:03.128246,2,normal,field,h2,h3,5.0,ok,,
2026-05-09 23:21:10.650254,3,normal,field,h2,h3,4.87,ok,,
2026-05-09 23:21:18.556894,1,normal,system,h3,h4,4.99,ok,,
2026-05-09 23:21:25.922206,2,normal,system,h3,h4,5.02,ok,,
2026-05-09 23:21:33.536563,3,normal,system,h3,h4,5.08,ok,,
