cycle_id,ts_received,bus,line,V_DT,I_line,breaker_actual
7,1780251361.928680,1,1,1.020000,839.313751,1
7,1780251361.928680,2,2,1.010802,444.192838,1
7,1780251361.928680,3,3,1.009240,95.788033,1
7,1780251361.928680,4,4,1.010000,476.797802,1
7,1780251361.928680,5,,1.007112,0.000000,1
6,1780251369.933026,1,1,1.020000,830.442576,1
6,1780251369.933026,2,2,1.010010,401.223943,1
6,1780251369.933026,3,3,1.008586,166.043884,1
6,1780251369.933026,4,4,1.010000,502.400532,1
6,1780251369.933026,5,,1.006996,0.000000,1
7,1780251370.933855,1,1,1.020000,807.398353,1
7,1780251370.933855,2,2,1.010023,376.227649,1
7,1780251370.933855,3,3,1.008594,145.911328,1
7,1780251370.933855,4,4,1.010000,476.797802,1
7,1780251370.933855,5,,1.007112,0.000000,1
7,1780251371.934084,1,1,1.020000,837.239327,1
7,1780251371.934084,2,2,1.010804,442.880569,1
7,1780251371.934084,3,3,1.009238,93.859206,1
7,1780251371.934084,4,4,1.010000,474.234914,1
7,1780251371.934084,5,,1.007128,0.000000,1
9,1780251372.934535,1,1,1.020000,682.070896,1
9,1780251372.934535,2,2,1.010979,365.314707,1
9,1780251372.934535,3,3,1.009226,83.242377,1
9,1780251372.934535,4,4,1.010000,464.460983,1
9,1780251372.934535,5,,1.007012,0.000000,1
10,1780251373.934817,1,1,1.020000,787.105581,1
10,1780251373.934817,2,2,1.010297,410.271809,1
10,1780251373.934817,3,3,1.008631,137.171269,1
10,1780251373.934817,4,4,1.010000,460.748004,1
10,1780251373.934817,5,,1.007540,0.000000,1
11,1780251374.936313,1,1,1.020000,748.845706,1
11,1780251374.936313,2,2,1.010977,378.097674,1
11,1780251374.936313,3,3,1.009396,75.512852,1
11,1780251374.936313,4,4,1.010000,469.441420,1
11,1780251374.936313,5,,1.007042,0.000000,1
12,1780251375.937160,1,1,1.020000,900.386837,1
12,1780251375.937160,2,2,1.010221,472.972835,1
12,1780251375.937160,3,3,1.008695,157.167901,1
12,1780251375.937160,4,4,1.010000,497.969795,1
12,1780251375.937160,5,,1.007170,0.000000,1
12,1780251376.937931,1,1,1.020000,894.669704,1
12,1780251376.937931,2,2,1.010254,471.379224,1
12,1780251376.937931,3,3,1.008715,154.451991,1
12,1780251376.937931,4,4,1.010000,496.471230,1
12,1780251376.937931,5,,1.007179,0.000000,1
14,1780251377.938284,1,1,1.020000,901.616930,1
14,1780251377.938284,2,2,1.009769,487.970302,1
14,1780251377.938284,3,3,1.008218,195.489661,1
14,1780251377.938284,4,4,1.010000,506.755467,1
14,1780251377.938284,5,,1.006862,0.000000,1
15,1780251378.938702,1,1,1.020000,776.849508,1
15,1780251378.938702,2,2,1.010523,458.961178,1
15,1780251378.938702,3,3,1.008662,147.263558,1
15,1780251378.938702,4,4,1.010000,479.369353,1
15,1780251378.938702,5,,1.007396,0.000000,1
16,1780251379.940019,1,1,1.020000,782.231927,1
16,1780251379.940019,2,2,1.010484,460.562458,1
16,1780251379.940019,3,3,1.008633,149.874273,1
16,1780251379.940019,4,4,1.010000,479.802084,1
16,1780251379.940019,5,,1.007393,0.000000,1
17,1780251380.940329,1,1,1.020000,766.332713,1
17,1780251380.940329,2,2,1.010865,475.876321,1
17,1780251380.940329,3,3,1.008790,118.933416,1
17,1780251380.940329,4,4,1.010000,463.234648,1
17,1780251380.940329,5,,1.007083,0.000000,1
18,1780251381.940923,1,1,1.020000,775.909828,1
18,1780251381.940923,2,2,1.011069,492.004764,1
18,1780251381.940923,3,3,1.009107,90.720811,1
18,1780251381.940923,4,4,1.010000,452.960099,1
18,1780251381.940923,5,,1.007381,0.000000,1
19,1780251382.942241,1,1,1.020000,770.091673,1
19,1780251382.942241,2,2,1.010682,383.377088,1
19,1780251382.942241,3,3,1.009123,89.872818,1
19,1780251382.942241,4,4,1.010000,458.995219,1
19,1780251382.942241,5,,1.007143,0.000000,1
20,1780251383.947207,1,1,1.020000,793.824319,1
20,1780251383.947207,2,2,1.010671,410.983698,1
20,1780251383.947207,3,3,1.009102,110.746209,1
