timestamp,run,fase,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-17 01:18:10.181896,1,normal,field,h2,h3,5.28,ok,,
2026-05-17 01:18:17.496686,2,normal,field,h2,h3,5.01,ok,,
2026-05-17 01:18:25.175517,3,normal,field,h2,h3,5.07,ok,,
2026-05-17 01:18:32.574532,1,normal,system,h3,h4,5.12,ok,,
2026-05-17 01:18:40.192879,2,normal,system,h3,h4,5.02,ok,,
2026-05-17 01:18:47.631588,3,normal,system,h3,h4,4.91,ok,,
