timestamp,run,fase,layer,source,destination,packet_loss_percent
2026-05-17 01:16:18.763462,1,normal,field,h2,h3,0.0
2026-05-17 01:16:39.399310,2,normal,field,h2,h3,0.0
2026-05-17 01:16:59.879617,3,normal,field,h2,h3,0.0
2026-05-17 01:17:20.488116,1,normal,system,h3,h4,0.0
2026-05-17 01:17:41.127685,2,normal,system,h3,h4,0.0
2026-05-17 01:18:01.741386,3,normal,system,h3,h4,0.0
