timestamp,run_id,phase,source,event,bus,v_raw,i_raw,v_final,i_final,breaker_cmd,breaker_fb,ttl,client,detail
2026-04-29 01:31:52,no_attack,pre_attack,h2,original_sample,2,0.952000,319.340000,0.952000,319.340000,1,,,,
2026-04-29 01:31:52,no_attack,pre_attack,h2,original_sample,3,1.014000,548.280000,1.014000,548.280000,1,,,,
2026-04-29 01:31:52,no_attack,pre_attack,h2,original_sample,4,0.972000,625.920000,0.972000,625.920000,1,,,,
2026-04-29 01:31:52,no_attack,pre_attack,h2,original_sample,5,1.030000,151.180000,1.030000,151.180000,1,,,,
2026-04-29 01:31:56,no_attack,pre_attack,h3,final_forward,1,0.971000,547.820000,0.971000,547.820000,1,1,,,RTU
2026-04-29 01:31:56,no_attack,pre_attack,h3,final_forward,2,0.952000,319.320000,0.952000,319.320000,1,1,,,RTU
2026-04-29 01:31:56,no_attack,pre_attack,h3,final_forward,3,1.014000,548.280000,1.014000,548.280000,1,1,,,RTU
2026-04-29 01:31:56,no_attack,pre_attack,h3,final_forward,4,0.972000,625.900000,0.972000,625.900000,1,1,,,RTU
2026-04-29 01:31:56,no_attack,pre_attack,h3,final_forward,5,1.030000,151.180000,1.030000,151.180000,1,1,,,RTU
2026-04-29 01:31:57,no_attack,pre_attack,h2,original_sample,1,1.030000,657.820000,1.030000,657.820000,1,,,,
2026-04-29 01:31:57,no_attack,pre_attack,h2,original_sample,2,0.984000,275.540000,0.984000,275.540000,1,,,,
2026-04-29 01:31:57,no_attack,pre_attack,h2,original_sample,3,1.045000,383.320000,1.045000,383.320000,1,,,,
2026-04-29 01:31:57,no_attack,pre_attack,h2,original_sample,4,0.959000,238.440000,0.959000,238.440000,1,,,,
2026-04-29 01:31:57,no_attack,pre_attack,h2,original_sample,5,1.034000,586.300000,1.034000,586.300000,1,,,,
2026-04-29 01:32:00,no_attack,pre_attack,h3,final_forward,1,1.030000,657.820000,1.030000,657.820000,1,1,,,RTU
2026-04-29 01:32:00,no_attack,pre_attack,h3,final_forward,2,0.984000,275.540000,0.984000,275.540000,1,1,,,RTU
2026-04-29 01:32:00,no_attack,pre_attack,h3,final_forward,3,1.045000,383.320000,1.045000,383.320000,1,1,,,RTU
2026-04-29 01:32:00,no_attack,pre_attack,h3,final_forward,4,0.959000,238.440000,0.959000,238.440000,1,1,,,RTU
2026-04-29 01:32:00,no_attack,pre_attack,h3,final_forward,5,1.034000,586.280000,1.034000,586.280000,1,1,,,RTU
2026-04-29 01:32:01,no_attack,pre_attack,h2,original_sample,1,1.030000,657.820000,1.030000,657.820000,1,,,,
2026-04-29 01:32:01,no_attack,pre_attack,h2,original_sample,2,0.984000,275.540000,0.984000,275.540000,1,,,,
2026-04-29 01:32:01,no_attack,pre_attack,h2,original_sample,3,1.045000,383.320000,1.045000,383.320000,1,,,,
2026-04-29 01:32:01,no_attack,pre_attack,h2,original_sample,4,0.959000,238.440000,0.959000,238.440000,1,,,,
2026-04-29 01:32:01,no_attack,pre_attack,h2,original_sample,5,1.034000,586.300000,1.034000,586.300000,1,,,,
2026-04-29 01:32:04,no_attack,pre_attack,h3,final_forward,1,1.030000,657.820000,1.030000,657.820000,1,1,,,RTU
2026-04-29 01:32:04,no_attack,pre_attack,h3,final_forward,2,0.984000,275.540000,0.984000,275.540000,1,1,,,RTU
2026-04-29 01:32:04,no_attack,pre_attack,h3,final_forward,3,1.045000,383.320000,1.045000,383.320000,1,1,,,RTU
2026-04-29 01:32:04,no_attack,pre_attack,h3,final_forward,4,0.959000,238.440000,0.959000,238.440000,1,1,,,RTU
2026-04-29 01:32:04,no_attack,pre_attack,h3,final_forward,5,1.034000,586.280000,1.034000,586.280000,1,1,,,RTU
2026-04-29 01:32:05,no_attack,pre_attack,h2,original_sample,1,1.030000,680.860000,1.030000,680.860000,1,,,,
2026-04-29 01:32:05,no_attack,pre_attack,h2,original_sample,2,1.003000,891.580000,1.003000,891.580000,1,,,,
2026-04-29 01:32:05,no_attack,pre_attack,h2,original_sample,3,0.987000,568.700000,0.987000,568.700000,1,,,,
2026-04-29 01:32:05,no_attack,pre_attack,h2,original_sample,4,1.032000,610.860000,1.032000,610.860000,1,,,,
2026-04-29 01:32:05,no_attack,pre_attack,h2,original_sample,5,1.036000,566.280000,1.036000,566.280000,1,,,,
2026-04-29 01:32:08,no_attack,pre_attack,h3,final_forward,1,1.030000,680.860000,1.030000,680.860000,1,1,,,RTU
2026-04-29 01:32:08,no_attack,pre_attack,h3,final_forward,2,1.002000,891.580000,1.002000,891.580000,1,1,,,RTU
2026-04-29 01:32:08,no_attack,pre_attack,h3,final_forward,3,0.987000,568.700000,0.987000,568.700000,1,1,,,RTU
2026-04-29 01:32:08,no_attack,pre_attack,h3,final_forward,4,1.032000,610.860000,1.032000,610.860000,1,1,,,RTU
2026-04-29 01:32:08,no_attack,pre_attack,h3,final_forward,5,1.036000,566.280000,1.036000,566.280000,1,1,,,RTU
2026-04-29 01:32:09,no_attack,pre_attack,h2,original_sample,1,1.020000,181.820000,1.020000,181.820000,1,,,,
2026-04-29 01:32:09,no_attack,pre_attack,h2,original_sample,2,0.972000,383.720000,0.972000,383.720000,1,,,,
2026-04-29 01:32:09,no_attack,pre_attack,h2,original_sample,3,0.957000,337.480000,0.957000,337.480000,1,,,,
2026-04-29 01:32:09,no_attack,pre_attack,h2,original_sample,4,0.960000,383.760000,0.960000,383.760000,1,,,,
2026-04-29 01:32:09,no_attack,pre_attack,h2,original_sample,5,1.013000,420.640000,1.013000,420.640000,1,,,,
2026-04-29 01:32:12,no_attack,pre_attack,h3,final_forward,1,1.020000,181.820000,1.020000,181.820000,1,1,,,RTU
2026-04-29 01:32:12,no_attack,pre_attack,h3,final_forward,2,0.972000,383.720000,0.972000,383.720000,1,1,,,RTU
2026-04-29 01:32:12,no_attack,pre_attack,h3,final_forward,3,0.957000,337.480000,0.957000,337.480000,1,1,,,RTU
2026-04-29 01:32:12,no_attack,pre_attack,h3,final_forward,4,0.960000,383.760000,0.960000,383.760000,1,1,,,RTU
2026-04-29 01:32:12,no_attack,pre_attack,h3,final_forward,5,1.012000,420.640000,1.012000,420.640000,1,1,,,RTU
2026-04-29 01:32:13,no_attack,pre_attack,h2,original_sample,1,0.987000,313.160000,0.987000,313.160000,1,,,,
2026-04-29 01:32:13,no_attack,pre_attack,h2,original_sample,2,0.976000,887.680000,0.976000,887.680000,1,,,,
2026-04-29 01:32:13,no_attack,pre_attack,h2,original_sample,3,1.014000,595.640000,1.014000,595.640000,1,,,,
2026-04-29 01:32:13,no_attack,pre_attack,h2,original_sample,4,0.967000,740.600000,0.967000,740.600000,1,,,,
2026-04-29 01:32:13,no_attack,pre_attack,h2,original_sample,5,0.966000,452.620000,0.966000,452.620000,1,,,,
2026-04-29 01:32:16,no_attack,pre_attack,h3,final_forward,1,0.987000,313.160000,0.987000,313.160000,1,1,,,RTU
2026-04-29 01:32:16,no_attack,pre_attack,h3,final_forward,2,0.976000,887.680000,0.976000,887.680000,1,1,,,RTU
2026-04-29 01:32:16,no_attack,pre_attack,h3,final_forward,3,1.014000,595.640000,1.014000,595.640000,1,1,,,RTU
2026-04-29 01:32:16,no_attack,pre_attack,h3,final_forward,4,0.967000,740.600000,0.967000,740.600000,1,1,,,RTU
2026-04-29 01:32:16,no_attack,pre_attack,h3,final_forward,5,0.966000,452.620000,0.966000,452.620000,1,1,,,RTU
2026-04-29 01:32:17,no_attack,pre_attack,h2,original_sample,1,1.048000,604.460000,1.048000,604.460000,1,,,,
2026-04-29 01:32:17,no_attack,pre_attack,h2,original_sample,2,1.005000,670.940000,1.005000,670.940000,1,,,,
2026-04-29 01:32:17,no_attack,pre_attack,h2,original_sample,3,1.034000,704.940000,1.034000,704.940000,1,,,,
2026-04-29 01:32:17,no_attack,pre_attack,h2,original_sample,4,0.972000,183.900000,0.972000,183.900000,1,,,,
2026-04-29 01:32:17,no_attack,pre_attack,h2,original_sample,5,0.981000,359.700000,0.981000,359.700000,1,,,,
2026-04-29 01:32:20,no_attack,pre_attack,h3,final_forward,1,1.048000,604.460000,1.048000,604.460000,1,1,,,RTU
2026-04-29 01:32:20,no_attack,pre_attack,h3,final_forward,2,1.004000,670.940000,1.004000,670.940000,1,1,,,RTU
2026-04-29 01:32:20,no_attack,pre_attack,h3,final_forward,3,1.034000,704.940000,1.034000,704.940000,1,1,,,RTU
2026-04-29 01:32:20,no_attack,pre_attack,h3,final_forward,4,0.972000,183.900000,0.972000,183.900000,1,1,,,RTU
2026-04-29 01:32:20,no_attack,pre_attack,h3,final_forward,5,0.981000,359.700000,0.981000,359.700000,1,1,,,RTU
2026-04-29 01:32:21,no_attack,pre_attack,h2,original_sample,1,1.048000,604.460000,1.048000,604.460000,1,,,,
2026-04-29 01:32:21,no_attack,pre_attack,h2,original_sample,2,1.005000,670.940000,1.005000,670.940000,1,,,,
2026-04-29 01:32:21,no_attack,pre_attack,h2,original_sample,3,1.034000,704.940000,1.034000,704.940000,1,,,,
2026-04-29 01:32:21,no_attack,pre_attack,h2,original_sample,4,0.972000,183.900000,0.972000,183.900000,1,,,,
2026-04-29 01:32:21,no_attack,pre_attack,h2,original_sample,5,0.981000,359.700000,0.981000,359.700000,1,,,,
2026-04-29 01:32:24,no_attack,pre_attack,h3,final_forward,1,1.048000,604.460000,1.048000,604.460000,1,1,,,RTU
2026-04-29 01:32:24,no_attack,pre_attack,h3,final_forward,2,1.004000,670.940000,1.004000,670.940000,1,1,,,RTU
2026-04-29 01:32:24,no_attack,pre_attack,h3,final_forward,3,1.034000,704.940000,1.034000,704.940000,1,1,,,RTU
2026-04-29 01:32:24,no_attack,pre_attack,h3,final_forward,4,0.972000,183.900000,0.972000,183.900000,1,1,,,RTU
2026-04-29 01:32:24,no_attack,pre_attack,h3,final_forward,5,0.981000,359.700000,0.981000,359.700000,1,1,,,RTU
2026-04-29 01:32:25,no_attack,pre_attack,h2,original_sample,1,0.971000,888.360000,0.971000,888.360000,1,,,,
2026-04-29 01:32:25,no_attack,pre_attack,h2,original_sample,2,1.037000,378.340000,1.037000,378.340000,1,,,,
2026-04-29 01:32:25,no_attack,pre_attack,h2,original_sample,3,1.015000,438.140000,1.015000,438.140000,1,,,,
2026-04-29 01:32:25,no_attack,pre_attack,h2,original_sample,4,1.041000,487.680000,1.041000,487.680000,1,,,,
2026-04-29 01:32:25,no_attack,pre_attack,h2,original_sample,5,0.976000,345.240000,0.976000,345.240000,1,,,,
2026-04-29 01:32:28,no_attack,pre_attack,h3,final_forward,1,0.971000,888.360000,0.971000,888.360000,1,1,,,RTU
2026-04-29 01:32:28,no_attack,pre_attack,h3,final_forward,2,1.037000,378.340000,1.037000,378.340000,1,1,,,RTU
2026-04-29 01:32:28,no_attack,pre_attack,h3,final_forward,3,1.014000,438.140000,1.014000,438.140000,1,1,,,RTU
2026-04-29 01:32:28,no_attack,pre_attack,h3,final_forward,4,1.041000,487.680000,1.041000,487.680000,1,1,,,RTU
2026-04-29 01:32:28,no_attack,pre_attack,h3,final_forward,5,0.976000,345.240000,0.976000,345.240000,1,1,,,RTU
2026-04-29 01:32:29,no_attack,pre_attack,h2,original_sample,1,1.006000,347.160000,1.006000,347.160000,1,,,,
2026-04-29 01:32:29,no_attack,pre_attack,h2,original_sample,2,1.008000,830.360000,1.008000,830.360000,1,,,,
2026-04-29 01:32:29,no_attack,pre_attack,h2,original_sample,3,0.989000,316.420000,0.989000,316.420000,1,,,,
2026-04-29 01:32:29,no_attack,pre_attack,h2,original_sample,4,1.049000,521.040000,1.049000,521.040000,1,,,,
2026-04-29 01:32:29,no_attack,pre_attack,h2,original_sample,5,0.959000,194.480000,0.959000,194.480000,1,,,,
2026-04-29 01:32:32,no_attack,pre_attack,h3,final_forward,1,1.006000,347.160000,1.006000,347.160000,1,1,,,RTU
2026-04-29 01:32:32,no_attack,pre_attack,h3,final_forward,2,1.008000,830.360000,1.008000,830.360000,1,1,,,RTU
2026-04-29 01:32:32,no_attack,pre_attack,h3,final_forward,3,0.989000,316.420000,0.989000,316.420000,1,1,,,RTU
2026-04-29 01:32:32,no_attack,pre_attack,h3,final_forward,4,1.049000,521.040000,1.049000,521.040000,1,1,,,RTU
2026-04-29 01:32:32,no_attack,pre_attack,h3,final_forward,5,0.959000,194.480000,0.959000,194.480000,1,1,,,RTU
2026-04-29 01:32:33,no_attack,pre_attack,h2,original_sample,1,0.960000,649.940000,0.960000,649.940000,1,,,,
2026-04-29 01:32:33,no_attack,pre_attack,h2,original_sample,2,1.029000,461.100000,1.029000,461.100000,1,,,,
2026-04-29 01:32:33,no_attack,pre_attack,h2,original_sample,3,0.956000,454.320000,0.956000,454.320000,1,,,,
2026-04-29 01:32:33,no_attack,pre_attack,h2,original_sample,4,1.049000,535.500000,1.049000,535.500000,1,,,,
2026-04-29 01:32:33,no_attack,pre_attack,h2,original_sample,5,1.047000,764.680000,1.047000,764.680000,1,,,,
2026-04-29 01:32:36,no_attack,pre_attack,h3,final_forward,1,0.960000,649.940000,0.960000,649.940000,1,1,,,RTU
2026-04-29 01:32:36,no_attack,pre_attack,h3,final_forward,2,1.029000,461.100000,1.029000,461.100000,1,1,,,RTU
2026-04-29 01:32:36,no_attack,pre_attack,h3,final_forward,3,0.956000,454.320000,0.956000,454.320000,1,1,,,RTU
2026-04-29 01:32:36,no_attack,pre_attack,h3,final_forward,4,1.049000,535.500000,1.049000,535.500000,1,1,,,RTU
2026-04-29 01:32:36,no_attack,pre_attack,h3,final_forward,5,1.047000,764.680000,1.047000,764.680000,1,1,,,RTU
2026-04-29 01:32:37,no_attack,pre_attack,h2,original_sample,1,0.951000,730.680000,0.951000,730.680000,1,,,,
2026-04-29 01:32:37,no_attack,pre_attack,h2,original_sample,2,1.018000,552.100000,1.018000,552.100000,1,,,,
2026-04-29 01:32:37,no_attack,pre_attack,h2,original_sample,3,0.976000,643.220000,0.976000,643.220000,1,,,,
2026-04-29 01:32:37,no_attack,pre_attack,h2,original_sample,4,0.961000,509.100000,0.961000,509.100000,1,,,,
2026-04-29 01:32:37,no_attack,pre_attack,h2,original_sample,5,0.995000,874.980000,0.995000,874.980000,1,,,,
2026-04-29 01:32:40,no_attack,pre_attack,h3,final_forward,1,0.951000,730.680000,0.951000,730.680000,1,1,,,RTU
2026-04-29 01:32:40,no_attack,pre_attack,h3,final_forward,2,1.018000,552.100000,1.018000,552.100000,1,1,,,RTU
2026-04-29 01:32:40,no_attack,pre_attack,h3,final_forward,3,0.976000,643.220000,0.976000,643.220000,1,1,,,RTU
2026-04-29 01:32:40,no_attack,pre_attack,h3,final_forward,4,0.961000,509.100000,0.961000,509.100000,1,1,,,RTU
2026-04-29 01:32:40,no_attack,pre_attack,h3,final_forward,5,0.995000,874.980000,0.995000,874.980000,1,1,,,RTU
2026-04-29 01:32:41,no_attack,pre_attack,h2,original_sample,1,0.951000,730.680000,0.951000,730.680000,1,,,,
2026-04-29 01:32:41,no_attack,pre_attack,h2,original_sample,2,1.018000,552.100000,1.018000,552.100000,1,,,,
2026-04-29 01:32:41,no_attack,pre_attack,h2,original_sample,3,0.976000,643.220000,0.976000,643.220000,1,,,,
2026-04-29 01:32:41,no_attack,pre_attack,h2,original_sample,4,0.961000,509.100000,0.961000,509.100000,1,,,,
2026-04-29 01:32:41,no_attack,pre_attack,h2,original_sample,5,0.995000,874.980000,0.995000,874.980000,1,,,,
2026-04-29 01:32:44,no_attack,pre_attack,h3,final_forward,1,0.951000,730.680000,0.951000,730.680000,1,1,,,RTU
2026-04-29 01:32:44,no_attack,pre_attack,h3,final_forward,2,1.018000,552.100000,1.018000,552.100000,1,1,,,RTU
2026-04-29 01:32:44,no_attack,pre_attack,h3,final_forward,3,0.976000,643.220000,0.976000,643.220000,1,1,,,RTU
2026-04-29 01:32:44,no_attack,pre_attack,h3,final_forward,4,0.961000,509.100000,0.961000,509.100000,1,1,,,RTU
2026-04-29 01:32:44,no_attack,pre_attack,h3,final_forward,5,0.995000,874.980000,0.995000,874.980000,1,1,,,RTU
2026-04-29 01:32:46,no_attack,pre_attack,h2,original_sample,1,1.037000,337.100000,1.037000,337.100000,1,,,,
2026-04-29 01:32:46,no_attack,pre_attack,h2,original_sample,2,1.000000,288.800000,1.000000,288.800000,1,,,,
2026-04-29 01:32:46,no_attack,pre_attack,h2,original_sample,3,1.041000,768.020000,1.041000,768.020000,1,,,,
2026-04-29 01:32:46,no_attack,pre_attack,h2,original_sample,4,0.979000,660.040000,0.979000,660.040000,1,,,,
2026-04-29 01:32:46,no_attack,pre_attack,h2,original_sample,5,1.010000,263.460000,1.010000,263.460000,1,,,,
2026-04-29 01:32:48,no_attack,pre_attack,h3,final_forward,1,1.037000,337.100000,1.037000,337.100000,1,1,,,RTU
2026-04-29 01:32:48,no_attack,pre_attack,h3,final_forward,2,1.000000,288.800000,1.000000,288.800000,1,1,,,RTU
2026-04-29 01:32:48,no_attack,pre_attack,h3,final_forward,3,1.041000,768.020000,1.041000,768.020000,1,1,,,RTU
2026-04-29 01:32:48,no_attack,pre_attack,h3,final_forward,4,0.979000,660.040000,0.979000,660.040000,1,1,,,RTU
2026-04-29 01:32:48,no_attack,pre_attack,h3,final_forward,5,1.010000,263.440000,1.010000,263.440000,1,1,,,RTU
2026-04-29 01:32:50,no_attack,pre_attack,h2,original_sample,1,1.026000,543.820000,1.026000,543.820000,1,,,,
2026-04-29 01:32:50,no_attack,pre_attack,h2,original_sample,2,1.027000,541.980000,1.027000,541.980000,1,,,,
2026-04-29 01:32:50,no_attack,pre_attack,h2,original_sample,3,0.950000,412.140000,0.950000,412.140000,1,,,,
2026-04-29 01:32:50,no_attack,pre_attack,h2,original_sample,4,0.951000,914.340000,0.951000,914.340000,1,,,,
2026-04-29 01:32:50,no_attack,pre_attack,h2,original_sample,5,1.037000,750.300000,1.037000,750.300000,1,,,,
2026-04-29 01:32:52,no_attack,pre_attack,h3,final_forward,1,1.026000,543.820000,1.026000,543.820000,1,1,,,RTU
2026-04-29 01:32:52,no_attack,pre_attack,h3,final_forward,2,1.027000,541.980000,1.027000,541.980000,1,1,,,RTU
2026-04-29 01:32:52,no_attack,pre_attack,h3,final_forward,3,0.950000,412.140000,0.950000,412.140000,1,1,,,RTU
2026-04-29 01:32:52,no_attack,pre_attack,h3,final_forward,4,0.951000,914.340000,0.951000,914.340000,1,1,,,RTU
2026-04-29 01:32:52,no_attack,pre_attack,h3,final_forward,5,1.037000,750.300000,1.037000,750.300000,1,1,,,RTU
2026-04-29 01:32:54,no_attack,pre_attack,h2,original_sample,1,0.980000,198.500000,0.980000,198.500000,1,,,,
2026-04-29 01:32:54,no_attack,pre_attack,h2,original_sample,2,1.037000,842.980000,1.037000,842.980000,1,,,,
2026-04-29 01:32:54,no_attack,pre_attack,h2,original_sample,3,0.958000,534.620000,0.958000,534.620000,1,,,,
2026-04-29 01:32:54,no_attack,pre_attack,h2,original_sample,4,0.956000,773.840000,0.956000,773.840000,1,,,,
2026-04-29 01:32:54,no_attack,pre_attack,h2,original_sample,5,1.026000,241.460000,1.026000,241.460000,1,,,,
2026-04-29 01:32:56,no_attack,pre_attack,h3,final_forward,1,0.980000,198.500000,0.980000,198.500000,1,1,,,RTU
2026-04-29 01:32:56,no_attack,pre_attack,h3,final_forward,2,1.037000,842.980000,1.037000,842.980000,1,1,,,RTU
2026-04-29 01:32:56,no_attack,pre_attack,h3,final_forward,3,0.958000,534.620000,0.958000,534.620000,1,1,,,RTU
2026-04-29 01:32:56,no_attack,pre_attack,h3,final_forward,4,0.956000,773.840000,0.956000,773.840000,1,1,,,RTU
2026-04-29 01:32:56,no_attack,pre_attack,h3,final_forward,5,1.026000,241.460000,1.026000,241.460000,1,1,,,RTU
2026-04-29 01:32:58,no_attack,pre_attack,h2,original_sample,1,0.997000,567.360000,0.997000,567.360000,1,,,,
2026-04-29 01:32:58,no_attack,pre_attack,h2,original_sample,2,0.976000,837.700000,0.976000,837.700000,1,,,,
2026-04-29 01:32:58,no_attack,pre_attack,h2,original_sample,3,0.992000,310.000000,0.992000,310.000000,1,,,,
2026-04-29 01:32:58,no_attack,pre_attack,h2,original_sample,4,1.003000,714.060000,1.003000,714.060000,1,,,,
2026-04-29 01:32:58,no_attack,pre_attack,h2,original_sample,5,0.970000,398.140000,0.970000,398.140000,1,,,,
2026-04-29 01:33:00,no_attack,pre_attack,h3,final_forward,1,0.997000,567.360000,0.997000,567.360000,1,1,,,RTU
2026-04-29 01:33:00,no_attack,pre_attack,h3,final_forward,2,0.976000,837.700000,0.976000,837.700000,1,1,,,RTU
2026-04-29 01:33:00,no_attack,pre_attack,h3,final_forward,3,0.992000,310.000000,0.992000,310.000000,1,1,,,RTU
2026-04-29 01:33:00,no_attack,pre_attack,h3,final_forward,4,1.002000,714.060000,1.002000,714.060000,1,1,,,RTU
2026-04-29 01:33:00,no_attack,pre_attack,h3,final_forward,5,0.970000,398.140000,0.970000,398.140000,1,1,,,RTU
2026-04-29 01:33:03,no_attack,pre_attack,h2,original_sample,1,1.049000,611.240000,1.049000,611.240000,1,,,,
2026-04-29 01:33:03,no_attack,pre_attack,h2,original_sample,2,0.993000,550.740000,0.993000,550.740000,1,,,,
2026-04-29 01:33:03,no_attack,pre_attack,h2,original_sample,3,0.962000,329.760000,0.962000,329.760000,1,,,,
2026-04-29 01:33:03,no_attack,pre_attack,h2,original_sample,4,0.983000,617.700000,0.983000,617.700000,1,,,,
2026-04-29 01:33:03,no_attack,pre_attack,h2,original_sample,5,0.973000,325.980000,0.973000,325.980000,1,,,,
2026-04-29 01:33:04,no_attack,pre_attack,h3,final_forward,1,1.049000,611.240000,1.049000,611.240000,1,1,,,RTU
2026-04-29 01:33:04,no_attack,pre_attack,h3,final_forward,2,0.993000,550.740000,0.993000,550.740000,1,1,,,RTU
2026-04-29 01:33:04,no_attack,pre_attack,h3,final_forward,3,0.962000,329.760000,0.962000,329.760000,1,1,,,RTU
2026-04-29 01:33:04,no_attack,pre_attack,h3,final_forward,4,0.983000,617.700000,0.983000,617.700000,1,1,,,RTU
2026-04-29 01:33:04,no_attack,pre_attack,h3,final_forward,5,0.973000,325.980000,0.973000,325.980000,1,1,,,RTU
2026-04-29 01:33:07,no_attack,pre_attack,h2,original_sample,1,1.049000,655.460000,1.049000,655.460000,1,,,,
2026-04-29 01:33:07,no_attack,pre_attack,h2,original_sample,2,0.972000,866.680000,0.972000,866.680000,1,,,,
2026-04-29 01:33:07,no_attack,pre_attack,h2,original_sample,3,1.035000,195.300000,1.035000,195.300000,1,,,,
2026-04-29 01:33:07,no_attack,pre_attack,h2,original_sample,4,0.973000,687.900000,0.973000,687.900000,1,,,,
2026-04-29 01:33:07,no_attack,pre_attack,h2,original_sample,5,0.971000,258.200000,0.971000,258.200000,1,,,,
2026-04-29 01:33:08,no_attack,pre_attack,h3,final_forward,1,1.049000,655.460000,1.049000,655.460000,1,1,,,RTU
2026-04-29 01:33:08,no_attack,pre_attack,h3,final_forward,2,0.972000,866.680000,0.972000,866.680000,1,1,,,RTU
2026-04-29 01:33:08,no_attack,pre_attack,h3,final_forward,3,1.035000,195.300000,1.035000,195.300000,1,1,,,RTU
2026-04-29 01:33:08,no_attack,pre_attack,h3,final_forward,4,0.973000,687.900000,0.973000,687.900000,1,1,,,RTU
2026-04-29 01:33:08,no_attack,pre_attack,h3,final_forward,5,0.971000,258.200000,0.971000,258.200000,1,1,,,RTU
2026-04-29 01:33:11,no_attack,pre_attack,h2,original_sample,1,0.957000,655.460000,0.957000,655.460000,1,,,,
2026-04-29 01:33:11,no_attack,pre_attack,h2,original_sample,2,0.972000,866.680000,0.972000,866.680000,1,,,,
2026-04-29 01:33:11,no_attack,pre_attack,h2,original_sample,3,1.035000,195.300000,1.035000,195.300000,1,,,,
2026-04-29 01:33:11,no_attack,pre_attack,h2,original_sample,4,0.973000,687.900000,0.973000,687.900000,1,,,,
2026-04-29 01:33:11,no_attack,pre_attack,h2,original_sample,5,0.971000,258.200000,0.971000,258.200000,1,,,,
2026-04-29 01:33:12,no_attack,pre_attack,h3,final_forward,1,0.957000,655.460000,0.957000,655.460000,1,1,,,RTU
2026-04-29 01:33:12,no_attack,pre_attack,h3,final_forward,2,0.972000,866.680000,0.972000,866.680000,1,1,,,RTU
2026-04-29 01:33:12,no_attack,pre_attack,h3,final_forward,3,1.035000,195.300000,1.035000,195.300000,1,1,,,RTU
2026-04-29 01:33:12,no_attack,pre_attack,h3,final_forward,4,0.973000,687.900000,0.973000,687.900000,1,1,,,RTU
2026-04-29 01:33:12,no_attack,pre_attack,h3,final_forward,5,0.971000,258.200000,0.971000,258.200000,1,1,,,RTU
2026-04-29 01:33:15,no_attack,pre_attack,h2,original_sample,1,1.043000,557.700000,1.043000,557.700000,1,,,,
2026-04-29 01:33:15,no_attack,pre_attack,h2,original_sample,2,0.997000,753.100000,0.997000,753.100000,1,,,,
2026-04-29 01:33:15,no_attack,pre_attack,h2,original_sample,3,1.030000,282.940000,1.030000,282.940000,1,,,,
2026-04-29 01:33:15,no_attack,pre_attack,h2,original_sample,4,0.959000,506.900000,0.959000,506.900000,1,,,,
2026-04-29 01:33:15,no_attack,pre_attack,h2,original_sample,5,0.992000,507.360000,0.992000,507.360000,1,,,,
2026-04-29 01:33:16,no_attack,pre_attack,h3,final_forward,1,1.043000,557.700000,1.043000,557.700000,1,1,,,RTU
2026-04-29 01:33:16,no_attack,pre_attack,h3,final_forward,2,0.997000,753.100000,0.997000,753.100000,1,1,,,RTU
2026-04-29 01:33:16,no_attack,pre_attack,h3,final_forward,3,1.030000,282.940000,1.030000,282.940000,1,1,,,RTU
