timestamp,run,layer,source,destination,latency_ms
2026-05-05 11:09:54.550365,1,field,h2,h3,7.81
2026-05-05 11:09:54.550402,1,field,h2,h3,0.683
2026-05-05 11:09:54.550409,1,field,h2,h3,0.129
2026-05-05 11:09:54.550413,1,field,h2,h3,0.112
2026-05-05 11:09:54.550416,1,field,h2,h3,0.118
2026-05-05 11:09:54.550419,1,field,h2,h3,0.115
2026-05-05 11:09:54.550422,1,field,h2,h3,0.363
2026-05-05 11:09:54.550425,1,field,h2,h3,0.144
2026-05-05 11:09:54.550428,1,field,h2,h3,0.213
2026-05-05 11:09:54.550431,1,field,h2,h3,0.135
2026-05-05 11:09:54.550434,1,field,h2,h3,0.213
2026-05-05 11:09:54.550437,1,field,h2,h3,0.139
2026-05-05 11:09:54.550440,1,field,h2,h3,0.135
2026-05-05 11:09:54.550443,1,field,h2,h3,0.127
2026-05-05 11:09:54.550446,1,field,h2,h3,0.147
2026-05-05 11:09:54.550449,1,field,h2,h3,0.118
2026-05-05 11:09:54.550455,1,field,h2,h3,0.129
2026-05-05 11:09:54.550458,1,field,h2,h3,0.12
2026-05-05 11:09:54.550461,1,field,h2,h3,0.184
2026-05-05 11:09:54.550464,1,field,h2,h3,0.085
2026-05-05 11:10:15.414020,1,system,h3,h4,3.61
2026-05-05 11:10:15.414043,1,system,h3,h4,0.611
2026-05-05 11:10:15.414049,1,system,h3,h4,0.158
2026-05-05 11:10:15.414054,1,system,h3,h4,0.13
2026-05-05 11:10:15.414057,1,system,h3,h4,0.116
2026-05-05 11:10:15.414061,1,system,h3,h4,0.153
2026-05-05 11:10:15.414065,1,system,h3,h4,0.121
2026-05-05 11:10:15.414068,1,system,h3,h4,0.092
2026-05-05 11:10:15.414071,1,system,h3,h4,0.112
2026-05-05 11:10:15.414075,1,system,h3,h4,0.09
2026-05-05 11:10:15.414078,1,system,h3,h4,0.121
2026-05-05 11:10:15.414081,1,system,h3,h4,0.095
2026-05-05 11:10:15.414084,1,system,h3,h4,0.153
2026-05-05 11:10:15.414087,1,system,h3,h4,0.116
2026-05-05 11:10:15.414089,1,system,h3,h4,0.105
2026-05-05 11:10:15.414092,1,system,h3,h4,0.1
2026-05-05 11:10:15.414095,1,system,h3,h4,0.101
2026-05-05 11:10:15.414099,1,system,h3,h4,0.108
2026-05-05 11:10:15.414102,1,system,h3,h4,0.137
2026-05-05 11:10:15.414105,1,system,h3,h4,0.067
