timestamp,run,fase,layer,source,destination,packet_loss_percent
2026-06-01 01:57:51.560827,1,normal,field,h2,h3,0.0
2026-06-01 01:58:12.228859,1,normal,system,h3,h4,0.0
2026-06-01 01:59:23.459405,2,normal,field,h2,h3,0.0
2026-06-01 01:59:43.979630,2,normal,system,h3,h4,0.0
2026-06-01 02:00:54.531305,3,normal,field,h2,h3,0.0
2026-06-01 02:01:14.979887,3,normal,system,h3,h4,0.0
