timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-07 23:57:48.688684,1,field,h2,h3,4.93,ok,,
2026-05-07 23:57:56.493063,1,system,h3,h4,4.95,ok,,
