timestamp,run,layer,source,destination,latency_ms
2026-04-29 00:00:52.604811,1,field,h2,h3,3.42
2026-04-29 00:00:52.604839,1,field,h2,h3,0.711
2026-04-29 00:00:52.604845,1,field,h2,h3,0.183
2026-04-29 00:00:52.604853,1,field,h2,h3,0.059
2026-04-29 00:00:52.604856,1,field,h2,h3,0.159
2026-04-29 00:00:52.604860,1,field,h2,h3,0.103
2026-04-29 00:00:52.604863,1,field,h2,h3,0.163
2026-04-29 00:00:52.604866,1,field,h2,h3,0.079
2026-04-29 00:00:52.604869,1,field,h2,h3,0.105
2026-04-29 00:00:52.604872,1,field,h2,h3,0.117
2026-04-29 00:00:52.604875,1,field,h2,h3,0.1
2026-04-29 00:00:52.604878,1,field,h2,h3,0.104
2026-04-29 00:00:52.604881,1,field,h2,h3,0.171
2026-04-29 00:00:52.604884,1,field,h2,h3,0.212
2026-04-29 00:00:52.604887,1,field,h2,h3,0.125
2026-04-29 00:00:52.604890,1,field,h2,h3,0.146
2026-04-29 00:00:52.604896,1,field,h2,h3,0.152
2026-04-29 00:00:52.604900,1,field,h2,h3,0.176
2026-04-29 00:00:52.604903,1,field,h2,h3,0.148
2026-04-29 00:00:52.604906,1,field,h2,h3,0.147
2026-04-29 00:01:13.056564,1,system,h3,h4,3.86
2026-04-29 00:01:13.056592,1,system,h3,h4,0.68
2026-04-29 00:01:13.056597,1,system,h3,h4,0.178
2026-04-29 00:01:13.056600,1,system,h3,h4,0.208
2026-04-29 00:01:13.056603,1,system,h3,h4,0.098
2026-04-29 00:01:13.056606,1,system,h3,h4,0.122
2026-04-29 00:01:13.056609,1,system,h3,h4,0.143
2026-04-29 00:01:13.056613,1,system,h3,h4,0.11
2026-04-29 00:01:13.056616,1,system,h3,h4,0.126
2026-04-29 00:01:13.056619,1,system,h3,h4,0.105
2026-04-29 00:01:13.056622,1,system,h3,h4,0.135
2026-04-29 00:01:13.056625,1,system,h3,h4,0.095
2026-04-29 00:01:13.056627,1,system,h3,h4,0.1
2026-04-29 00:01:13.056631,1,system,h3,h4,0.118
2026-04-29 00:01:13.056633,1,system,h3,h4,0.148
2026-04-29 00:01:13.056636,1,system,h3,h4,0.103
2026-04-29 00:01:13.056639,1,system,h3,h4,0.198
2026-04-29 00:01:13.056643,1,system,h3,h4,0.118
2026-04-29 00:01:13.056646,1,system,h3,h4,0.174
2026-04-29 00:01:13.056649,1,system,h3,h4,0.103
