metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,55.85,100.63
RTT,system,h3,h4,122.5,71.18
Packet Loss,field,h2,h3,5.0,0
Packet Loss,system,h3,h4,10.0,0
Throughput,system,h3,h4,3.85,0
