cmd_id,origin_cycle,ts_received,breaker_DT
0,0,1780252343.363894,1:1;2:1;3:1;4:1;5:1
0,0,1780252344.365397,1:1;2:1;3:1;4:1;5:1
0,0,1780252345.365932,1:1;2:1;3:1;4:1;5:1
0,0,1780252346.376457,1:1;2:1;3:1;4:1;5:1
0,0,1780252347.460631,1:1;2:1;3:1;4:1;5:1
0,0,1780252348.466786,1:1;2:1;3:1;4:1;5:1
0,0,1780252349.467144,1:1;2:1;3:1;4:1;5:1
0,0,1780252350.469093,1:1;2:1;3:0;4:1;5:1
1,6,1780252351.470164,1:1;2:1;3:1;4:1;5:1
2,7,1780252352.471442,1:1;2:1;3:1;4:1;5:1
3,8,1780252353.473304,1:1;2:0;3:0;4:1;5:1
4,9,1780252354.474972,1:0;2:0;3:0;4:1;5:1
5,10,1780252355.479441,1:1;2:1;3:0;4:1;5:1
6,11,1780252356.480810,1:1;2:0;3:0;4:1;5:1
7,12,1780252357.482073,1:1;2:0;3:0;4:1;5:1
7,12,1780252358.482151,1:1;2:1;3:1;4:1;5:1
8,13,1780252359.483388,1:1;2:1;3:0;4:1;5:1
9,14,1780252360.485152,1:1;2:1;3:0;4:1;5:1
10,15,1780252361.486286,1:0;2:0;3:0;4:0;5:1
11,16,1780252362.486607,1:0;2:1;3:1;4:1;5:1
12,17,1780252363.488114,1:1;2:1;3:1;4:1;5:1
13,18,1780252364.699526,1:1;2:0;3:0;4:0;5:1
14,20,1780252365.768888,1:1;2:1;3:1;4:1;5:1
16,22,1780252366.771703,1:1;2:1;3:0;4:0;5:1
17,23,1780252367.801589,1:0;2:0;3:0;4:1;5:1
18,24,1780252368.805252,1:1;2:1;3:1;4:0;5:1
19,25,1780252369.836936,1:1;2:0;3:0;4:1;5:1
20,26,1780252370.838650,1:1;2:1;3:0;4:1;5:1
21,27,1780252371.839634,1:1;2:1;3:0;4:1;5:1
22,28,1780252372.841273,1:1;2:1;3:1;4:1;5:1
23,29,1780252373.976933,1:0;2:0;3:1;4:1;5:1
24,30,1780252374.983458,1:0;2:0;3:0;4:1;5:1
25,31,1780252375.993874,1:1;2:0;3:1;4:1;5:1
26,32,1780252376.998975,1:1;2:0;3:0;4:1;5:1
27,33,1780252377.999660,1:1;2:1;3:1;4:1;5:1
28,34,1780252379.000832,1:1;2:1;3:0;4:1;5:1
29,35,1780252380.164075,1:0;2:0;3:0;4:0;5:1
30,36,1780252381.190472,1:1;2:1;3:1;4:1;5:1
31,37,1780252382.200296,1:1;2:0;3:0;4:0;5:1
32,38,1780252383.220230,1:0;2:0;3:0;4:0;5:1
33,39,1780252384.244889,1:1;2:1;3:0;4:0;5:1
34,40,1780252385.246839,1:1;2:0;3:0;4:0;5:1
35,41,1780252386.483400,1:1;2:1;3:1;4:0;5:1
36,42,1780252387.486372,1:1;2:1;3:0;4:0;5:1
37,43,1780252388.512432,1:1;2:1;3:1;4:1;5:1
38,44,1780252389.519903,1:1;2:0;3:1;4:0;5:1
39,45,1780252390.522729,1:0;2:0;3:0;4:0;5:1
40,46,1780252391.593359,1:1;2:1;3:1;4:0;5:1
41,47,1780252392.592534,1:1;2:0;3:0;4:0;5:1
42,48,1780252393.597544,1:1;2:1;3:1;4:1;5:1
43,49,1780252394.597038,1:1;2:1;3:0;4:0;5:1
44,50,1780252395.605126,1:0;2:0;3:0;4:1;5:1
44,50,1780252396.628494,1:0;2:0;3:0;4:1;5:1
45,51,1780252397.634631,1:1;2:1;3:1;4:0;5:1
46,52,1780252398.639368,1:1;2:0;3:0;4:1;5:1
47,54,1780252399.662904,1:0;2:1;3:0;4:1;5:1
48,55,1780252400.692245,1:1;2:1;3:0;4:1;5:1
49,56,1780252401.738110,1:1;2:1;3:0;4:1;5:1
50,57,1780252402.811226,1:1;2:0;3:1;4:1;5:1
51,58,1780252403.996735,1:1;2:1;3:1;4:1;5:1
52,59,1780252405.042323,1:1;2:1;3:1;4:1;5:1
53,60,1780252406.056920,1:1;2:0;3:0;4:1;5:1
54,61,1780252407.066608,1:0;2:0;3:0;4:1;5:1
54,61,1780252408.068505,1:0;2:0;3:0;4:1;5:1
56,63,1780252409.069918,1:1;2:1;3:0;4:1;5:1
57,64,1780252410.071524,1:1;2:0;3:0;4:1;5:1
58,65,1780252411.092659,1:1;2:1;3:1;4:1;5:1
58,65,1780252412.144568,1:1;2:1;3:0;4:1;5:1
60,67,1780252413.159558,1:0;2:1;3:1;4:1;5:1
60,67,1780252414.176595,1:1;2:1;3:1;4:1;5:1
62,69,1780252415.178615,1:1;2:1;3:1;4:1;5:1
63,70,1780252416.180468,1:1;2:1;3:1;4:1;5:1
64,71,1780252417.190237,1:0;2:0;3:0;4:1;5:1
64,71,1780252418.191185,1:1;2:0;3:0;4:1;5:1
65,72,1780252419.194015,1:1;2:0;3:0;4:1;5:1
66,73,1780252420.195676,1:1;2:1;3:0;4:1;5:1
68,75,1780252421.196338,1:1;2:1;3:0;4:1;5:1
68,75,1780252422.197407,1:1;2:1;3:0;4:1;5:1
70,76,1780252423.198292,1:1;2:0;3:1;4:1;5:1
71,77,1780252424.211552,1:1;2:1;3:1;4:1;5:1
72,78,1780252425.214073,1:1;2:1;3:1;4:1;5:1
74,80,1780252426.214768,1:0;2:0;3:0;4:1;5:1
74,80,1780252427.215035,1:0;2:0;3:0;4:1;5:1
75,81,1780252428.216348,1:1;2:0;3:0;4:1;5:1
76,82,1780252429.220301,1:1;2:0;3:0;4:1;5:1
77,83,1780252430.222250,1:1;2:0;3:0;4:1;5:1
78,85,1780252432.003092,1:1;2:1;3:0;4:1;5:1
79,85,1780252433.045012,1:1;2:1;3:0;4:1;5:1
