cmd_id,origin_cycle,ts_received,ts_sent,breaker_DT
0,0,1780252345.288778,1780252345.303434,1:1;2:1;3:1;4:1;5:1
0,0,1780252346.292035,1780252346.307592,1:1;2:1;3:1;4:1;5:1
0,0,1780252347.456622,1780252347.502956,1:1;2:1;3:1;4:1;5:1
0,0,1780252348.466255,1780252348.538229,1:1;2:1;3:1;4:1;5:1
0,0,1780252349.467104,1780252349.516545,1:1;2:1;3:0;4:1;5:1
1,6,1780252350.468999,1780252350.523239,1:1;2:1;3:1;4:1;5:1
2,7,1780252351.470265,1780252351.520152,1:1;2:1;3:1;4:1;5:1
3,8,1780252352.470555,1780252352.532637,1:1;2:0;3:0;4:1;5:1
4,9,1780252353.473336,1780252353.574394,1:0;2:0;3:0;4:1;5:1
5,10,1780252354.474962,1780252354.518613,1:1;2:1;3:0;4:1;5:1
6,11,1780252355.477705,1780252355.555900,1:1;2:0;3:0;4:1;5:1
7,12,1780252356.478244,1780252356.559209,1:1;2:0;3:0;4:1;5:1
7,12,1780252357.478848,1780252357.563772,1:1;2:1;3:1;4:1;5:1
8,13,1780252358.480370,1780252358.573931,1:1;2:1;3:0;4:1;5:1
9,14,1780252359.482513,1780252359.600529,1:1;2:1;3:0;4:1;5:1
10,15,1780252360.484174,1780252360.635457,1:0;2:0;3:0;4:0;5:1
11,16,1780252361.485518,1780252361.536357,1:0;2:1;3:1;4:1;5:1
12,17,1780252362.486629,1780252362.528533,1:1;2:1;3:1;4:1;5:1
13,18,1780252363.488119,1780252363.565998,1:1;2:0;3:0;4:0;5:1
14,20,1780252364.699309,1780252364.740618,1:1;2:1;3:1;4:1;5:1
16,22,1780252365.767534,1780252365.890009,1:1;2:1;3:0;4:0;5:1
17,23,1780252366.769032,1780252366.915461,1:0;2:0;3:0;4:1;5:1
18,24,1780252367.802533,1780252367.858937,1:1;2:1;3:1;4:0;5:1
19,25,1780252368.803481,1780252368.961022,1:1;2:0;3:0;4:1;5:1
20,26,1780252369.842499,1780252369.931205,1:1;2:1;3:0;4:1;5:1
21,27,1780252370.842942,1780252370.948422,1:1;2:1;3:0;4:1;5:1
22,28,1780252371.886959,1780252371.910933,1:1;2:1;3:1;4:1;5:1
23,29,1780252372.898541,1780252372.909584,1:0;2:0;3:1;4:1;5:1
24,30,1780252373.978375,1780252374.019044,1:0;2:0;3:0;4:1;5:1
25,31,1780252374.984975,1780252375.040826,1:1;2:0;3:1;4:1;5:1
26,32,1780252375.993944,1780252376.096756,1:1;2:0;3:0;4:1;5:1
27,33,1780252376.998989,1780252377.090191,1:1;2:1;3:1;4:1;5:1
28,34,1780252377.999685,1780252378.079450,1:1;2:1;3:0;4:1;5:1
29,35,1780252379.019405,1780252379.093535,1:0;2:0;3:0;4:0;5:1
30,36,1780252380.161933,1780252380.259510,1:1;2:1;3:1;4:1;5:1
31,37,1780252381.355178,1780252381.383621,1:1;2:0;3:0;4:0;5:1
32,38,1780252382.393276,1780252382.415231,1:0;2:0;3:0;4:0;5:1
33,39,1780252383.394686,1780252383.409743,1:1;2:1;3:0;4:0;5:1
34,40,1780252384.396492,1780252384.415730,1:1;2:0;3:0;4:0;5:1
35,41,1780252385.464819,1780252385.485026,1:1;2:1;3:1;4:0;5:1
36,42,1780252386.487607,1780252386.592409,1:1;2:1;3:0;4:0;5:1
37,43,1780252387.488064,1780252387.571402,1:1;2:1;3:1;4:1;5:1
38,44,1780252389.290812,1780252389.323389,1:1;2:0;3:1;4:0;5:1
39,45,1780252390.308872,1780252390.339295,1:0;2:0;3:0;4:0;5:1
40,46,1780252391.331647,1780252391.353460,1:1;2:1;3:1;4:0;5:1
41,47,1780252392.392422,1780252392.417257,1:1;2:0;3:0;4:0;5:1
42,48,1780252393.399201,1780252393.422126,1:1;2:1;3:1;4:1;5:1
43,49,1780252394.404742,1780252394.430088,1:1;2:1;3:0;4:0;5:1
44,50,1780252395.405754,1780252395.424349,1:0;2:0;3:0;4:1;5:1
45,51,1780252396.785325,1780252396.840901,1:1;2:1;3:1;4:0;5:1
46,52,1780252397.787150,1780252397.812888,1:1;2:0;3:0;4:1;5:1
47,54,1780252398.787667,1780252398.808270,1:0;2:1;3:0;4:1;5:1
48,55,1780252399.789541,1780252399.808054,1:1;2:1;3:0;4:1;5:1
49,56,1780252400.794158,1780252400.810515,1:1;2:1;3:0;4:1;5:1
50,57,1780252401.794226,1780252401.813391,1:1;2:0;3:1;4:1;5:1
51,58,1780252402.812262,1780252402.871684,1:1;2:1;3:1;4:1;5:1
52,59,1780252403.995679,1780252404.112707,1:1;2:1;3:1;4:1;5:1
53,60,1780252405.042200,1780252405.133074,1:1;2:0;3:0;4:1;5:1
54,61,1780252406.056798,1780252406.195237,1:0;2:0;3:0;4:1;5:1
54,61,1780252407.066599,1780252407.092865,1:0;2:0;3:0;4:1;5:1
56,63,1780252408.067963,1780252408.123956,1:1;2:1;3:0;4:1;5:1
57,64,1780252409.069493,1780252409.141678,1:1;2:0;3:0;4:1;5:1
58,65,1780252410.071729,1780252410.198890,1:1;2:1;3:1;4:1;5:1
58,65,1780252411.085369,1780252411.183664,1:1;2:1;3:0;4:1;5:1
60,67,1780252412.144945,1780252412.278268,1:0;2:1;3:1;4:1;5:1
60,67,1780252413.159573,1780252413.194787,1:0;2:1;3:1;4:1;5:1
62,69,1780252414.165699,1780252414.289196,1:1;2:1;3:1;4:1;5:1
63,70,1780252415.167142,1780252415.264986,1:1;2:1;3:1;4:1;5:1
64,71,1780252416.187331,1780252416.286129,1:0;2:0;3:0;4:1;5:1
64,71,1780252417.189217,1780252417.246539,1:1;2:0;3:0;4:1;5:1
65,72,1780252418.191236,1780252418.284505,1:1;2:0;3:0;4:1;5:1
66,73,1780252419.193803,1780252419.537080,1:1;2:1;3:0;4:1;5:1
68,75,1780252420.742927,1780252421.103266,1:1;2:1;3:0;4:1;5:1
70,76,1780252422.356078,1780252422.838842,1:1;2:0;3:1;4:1;5:1
71,77,1780252423.752137,1780252423.771410,1:1;2:1;3:1;4:1;5:1
72,78,1780252424.753248,1780252424.773088,1:1;2:1;3:1;4:1;5:1
74,80,1780252425.776517,1780252425.801409,1:0;2:0;3:0;4:1;5:1
74,80,1780252426.780058,1780252426.899427,1:0;2:0;3:0;4:1;5:1
75,81,1780252427.783627,1780252427.879373,1:1;2:0;3:0;4:1;5:1
76,82,1780252428.786195,1780252428.882989,1:1;2:0;3:0;4:1;5:1
77,83,1780252429.791768,1780252429.855326,1:1;2:0;3:0;4:1;5:1
78,85,1780252430.794271,1780252430.833035,1:1;2:1;3:0;4:1;5:1
79,85,1780252432.082889,1780252432.193246,1:1;2:1;3:0;4:1;5:1
79,87,1780252433.088434,1780252433.119634,1:1;2:1;3:1;4:1;5:1
