timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-08 00:20:10.988274,1,field,h2,h3,3.28,ok,,
2026-05-08 00:20:18.674790,1,system,h3,h4,4.93,ok,,
