timestamp,run,layer,source,destination,packet_loss_percent
2026-05-08 00:39:48.613812,1,field,h2,h3,0.0
2026-05-08 00:40:09.031861,2,field,h2,h3,0.0
2026-05-08 00:40:29.507041,3,field,h2,h3,0.0
2026-05-08 00:40:49.891105,1,system,h3,h4,0.0
2026-05-08 00:41:10.375509,2,system,h3,h4,0.0
2026-05-08 00:41:30.823776,3,system,h3,h4,0.0
