timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-07 23:40:48.627622,1,field,h2,h3,4.86,ok,,
2026-05-07 23:40:56.018493,1,system,h3,h4,4.61,ok,,
