cycle_id,ts_received,bus,line,V_DT,I_line,breaker_actual
6,1780249104.667705,1,0,1.020000,835.374862,1
6,1780249104.667705,2,1,1.009642,402.927628,1
6,1780249104.667705,3,2,1.007124,149.699553,1
6,1780249104.667705,4,3,1.010000,501.836870,1
6,1780249104.667705,5,,1.008127,0.000000,1
7,1780249105.669149,1,0,1.020000,839.908680,1
7,1780249105.669149,2,1,1.010750,444.463701,1
7,1780249105.669149,3,2,1.008221,94.190792,1
7,1780249105.669149,4,3,1.010000,476.283797,1
7,1780249105.669149,5,,1.008199,0.000000,1
8,1780249106.670042,1,0,1.020000,913.572842,1
8,1780249106.670042,2,1,1.009699,512.508433,1
8,1780249106.670042,3,2,1.006686,154.662776,1
8,1780249106.670042,4,3,1.010000,502.052779,1
8,1780249106.670042,5,,1.007898,0.000000,1
9,1780249107.671303,1,0,1.020000,682.365474,1
9,1780249107.671303,2,1,1.010960,365.528445,1
9,1780249107.671303,3,2,1.008147,82.912973,1
9,1780249107.671303,4,3,1.010000,463.942989,1
9,1780249107.671303,5,,1.008137,0.000000,1
9,1780249108.671937,1,0,1.020000,791.437413,1
9,1780249108.671937,2,1,1.009996,412.703717,1
9,1780249108.671937,3,2,1.007133,122.936018,1
9,1780249108.671937,4,3,1.010000,460.324823,1
9,1780249108.671937,5,,1.008466,0.000000,1
11,1780249109.678844,1,0,1.020000,748.543344,1
11,1780249109.678844,2,1,1.011000,377.917952,1
11,1780249109.678844,3,2,1.008491,77.130254,1
11,1780249109.678844,4,3,1.010000,468.923084,1
11,1780249109.678844,5,,1.008155,0.000000,1
93,1780249194.015278,1,0,1.020000,922.137216,1
93,1780249194.015278,2,1,1.008848,490.397886,1
93,1780249194.015278,3,2,1.005775,185.260116,1
93,1780249194.015278,4,3,1.010000,490.878979,1
93,1780249194.015278,5,,1.008180,0.000000,1
94,1780249195.070490,1,0,1.020000,770.391672,1
94,1780249195.070490,2,1,1.011018,483.834387,1
94,1780249195.070490,3,2,1.007646,100.590383,1
94,1780249195.070490,4,3,1.010000,451.931425,1
94,1780249195.070490,5,,1.008527,0.000000,1
95,1780249196.078815,1,0,1.020000,838.546880,1
95,1780249196.078815,2,1,1.009750,436.420373,1
95,1780249196.078815,3,2,1.007011,137.886385,1
95,1780249196.078815,4,3,1.010000,487.401166,1
95,1780249196.078815,5,,1.008067,0.000000,1
97,1780249197.502815,1,0,1.020000,850.358660,1
97,1780249197.502815,2,1,1.010298,465.394285,1
97,1780249197.502815,3,2,1.007728,103.394466,1
97,1780249197.502815,4,3,1.010000,463.039747,1
97,1780249197.502815,5,,1.008376,0.000000,1
98,1780249198.534181,1,0,1.020000,783.494535,1
98,1780249198.534181,2,1,1.010667,423.913620,1
98,1780249198.534181,3,2,1.007990,97.161137,1
98,1780249198.534181,4,3,1.010000,465.139184,1
98,1780249198.534181,5,,1.008395,0.000000,1
99,1780249199.535432,1,0,1.020000,918.449989,1
99,1780249199.535432,2,1,1.008612,500.274712,1
99,1780249199.535432,3,2,1.005567,181.538575,1
99,1780249199.535432,4,3,1.010000,475.089833,1
99,1780249199.535432,5,,1.008230,0.000000,1
100,1780249200.650341,1,0,1.020000,830.467024,1
100,1780249200.650341,2,1,1.009412,488.957393,1
100,1780249200.650341,3,2,1.006095,157.068625,1
100,1780249200.650341,4,3,1.010000,461.210360,1
100,1780249200.650341,5,,1.008377,0.000000,1
100,1780249201.650581,1,0,1.020000,831.552348,1
100,1780249201.650581,2,1,1.009394,487.264949,1
100,1780249201.650581,3,2,1.006093,156.985913,1
100,1780249201.650581,4,3,1.010000,460.966010,1
100,1780249201.650581,5,,1.008378,0.000000,1
102,1780249202.652149,1,0,1.020000,771.197514,1
102,1780249202.652149,2,1,1.011412,449.057820,1
102,1780249202.652149,3,2,1.008483,96.566545,1
102,1780249202.652149,4,3,1.010000,486.115724,1
102,1780249202.652149,5,,1.008206,0.000000,1
103,1780249203.652627,1,0,1.020000,741.256700,1
103,1780249203.652627,2,1,1.011092,393.647500,1
103,1780249203.652627,3,2,1.008232,105.925926,1
103,1780249203.652627,4,3,1.010000,495.544118,1
103,1780249203.652627,5,,1.008020,0.000000,1
104,1780249204.654105,1,0,1.020000,828.220523,1
104,1780249204.654105,2,1,1.010158,461.494951,1
