timestamp,run,fase,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-06-01 02:03:46.192099,1,dos_light,field,h2,h3,2.87,ok,,
2026-06-01 02:03:53.577085,1,dos_light,system,h3,h4,4.77,ok,,
2026-06-01 02:05:16.192080,2,dos_light,field,h2,h3,3.07,ok,,
2026-06-01 02:05:24.225549,2,dos_light,system,h3,h4,4.61,ok,,
2026-06-01 02:06:46.371421,3,dos_light,field,h2,h3,2.87,ok,,
2026-06-01 02:06:53.661407,3,dos_light,system,h3,h4,5.01,ok,,
