metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,65.16,38.31
RTT,system,h3,h4,77.75,16.59
Packet Loss,field,h2,h3,0.0,0
Packet Loss,system,h3,h4,0.0,0
Throughput,field,h2,h3,1.21,0
Throughput,system,h3,h4,4.33,0
