cmd_id,origin_cycle,ts_sent,bus,breaker_DT
1,6,1780253917.165982,1,1
1,6,1780253917.165982,2,1
1,6,1780253917.165982,3,1
1,6,1780253917.165982,4,1
1,6,1780253917.165982,5,1
2,7,1780253918.288210,1,1
2,7,1780253918.288210,2,1
2,7,1780253918.288210,3,1
2,7,1780253918.288210,4,1
2,7,1780253918.288210,5,1
3,8,1780253919.283005,1,1
3,8,1780253919.283005,2,1
3,8,1780253919.283005,3,1
3,8,1780253919.283005,4,1
3,8,1780253919.283005,5,1
4,9,1780253920.281348,1,1
4,9,1780253920.281348,2,1
4,9,1780253920.281348,3,1
4,9,1780253920.281348,4,1
4,9,1780253920.281348,5,1
5,10,1780253921.316660,1,1
5,10,1780253921.316660,2,1
5,10,1780253921.316660,3,1
5,10,1780253921.316660,4,1
5,10,1780253921.316660,5,1
6,11,1780253922.315770,1,1
6,11,1780253922.315770,2,1
6,11,1780253922.315770,3,1
6,11,1780253922.315770,4,1
6,11,1780253922.315770,5,1
7,12,1780253923.308697,1,1
7,12,1780253923.308697,2,1
7,12,1780253923.308697,3,1
7,12,1780253923.308697,4,1
7,12,1780253923.308697,5,1
8,13,1780253924.309716,1,1
8,13,1780253924.309716,2,1
8,13,1780253924.309716,3,1
8,13,1780253924.309716,4,1
8,13,1780253924.309716,5,1
9,14,1780253925.310316,1,1
9,14,1780253925.310316,2,1
9,14,1780253925.310316,3,1
9,14,1780253925.310316,4,1
9,14,1780253925.310316,5,1
10,14,1780253926.324735,1,1
10,14,1780253926.324735,2,1
10,14,1780253926.324735,3,1
10,14,1780253926.324735,4,1
10,14,1780253926.324735,5,1
11,16,1780253927.343896,1,1
11,16,1780253927.343896,2,1
11,16,1780253927.343896,3,1
11,16,1780253927.343896,4,1
11,16,1780253927.343896,5,1
12,17,1780253928.333679,1,1
12,17,1780253928.333679,2,1
12,17,1780253928.333679,3,1
12,17,1780253928.333679,4,1
12,17,1780253928.333679,5,1
13,18,1780253929.343723,1,1
13,18,1780253929.343723,2,1
13,18,1780253929.343723,3,1
13,18,1780253929.343723,4,1
13,18,1780253929.343723,5,1
14,18,1780253930.349708,1,1
14,18,1780253930.349708,2,1
14,18,1780253930.349708,3,1
14,18,1780253930.349708,4,1
14,18,1780253930.349708,5,1
15,20,1780253931.721518,1,1
15,20,1780253931.721518,2,1
15,20,1780253931.721518,3,1
15,20,1780253931.721518,4,1
15,20,1780253931.721518,5,1
16,22,1780253932.788334,1,1
16,22,1780253932.788334,2,1
16,22,1780253932.788334,3,1
16,22,1780253932.788334,4,1
16,22,1780253932.788334,5,1
17,23,1780253933.801102,1,1
17,23,1780253933.801102,2,1
17,23,1780253933.801102,3,1
17,23,1780253933.801102,4,1
17,23,1780253933.801102,5,1
