timestamp,run,fase,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-06-01 03:43:14.268173,1,dos_heavy,field,h2,h3,0.79,ok,,
2026-06-01 03:43:21.987392,1,dos_heavy,system,h3,h4,4.49,ok,,
2026-06-01 03:44:49.222295,2,dos_heavy,field,h2,h3,0.9,ok,,
2026-06-01 03:44:57.643076,2,dos_heavy,system,h3,h4,5.02,ok,,
2026-06-01 03:46:27.031176,3,dos_heavy,field,h2,h3,0.89,ok,,
2026-06-01 03:46:34.696939,3,dos_heavy,system,h3,h4,4.38,ok,,
