timestamp,run,fase,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-06-01 03:38:30.350766,1,dos_light,field,h2,h3,3.12,ok,,
2026-06-01 03:38:37.859074,1,dos_light,system,h3,h4,3.86,ok,,
2026-06-01 03:40:04.932280,2,dos_light,field,h2,h3,2.97,ok,,
2026-06-01 03:40:12.422860,2,dos_light,system,h3,h4,4.02,ok,,
2026-06-01 03:41:39.759869,3,dos_light,field,h2,h3,3.8,ok,,
2026-06-01 03:41:47.105156,3,dos_light,system,h3,h4,4.39,ok,,
