cycle_id,ts_sent,bus,V_sent,I_sent,P_bus,Q_bus,power_factor,breaker_actual
1,1780254508.676248,1,1.020000,741.291907,-141.111070,-28.998029,0.979531,1
1,1780254508.676248,2,1.011542,320.906592,60.000000,15.000000,0.970143,1
1,1780254508.676248,3,1.009743,378.419571,70.000000,20.000000,0.961524,1
1,1780254508.676248,4,1.010000,461.882952,-80.000000,-38.726580,0.900085,1
1,1780254508.676248,5,1.006642,494.644234,90.000000,30.000000,0.948683,1
2,1780254508.697710,1,1.020000,804.360270,-151.073882,-40.142854,0.966463,1
2,1780254508.697710,2,1.010061,398.556823,69.182804,33.113699,0.902001,1
2,1780254508.697710,3,1.008550,394.613696,68.250880,33.038210,0.900089,1
2,1780254508.697710,4,1.010000,488.221553,-80.000000,-49.258432,0.851527,1
2,1780254508.697710,5,1.007114,492.662348,92.364712,20.128586,0.977068,1
3,1780254509.704121,1,1.020000,841.937627,-157.965479,-42.638524,0.965448,1
3,1780254509.704121,2,1.009547,440.047820,76.765387,35.653007,0.906955,1
3,1780254509.704121,3,1.008058,428.586237,72.657655,38.685523,0.882682,1
3,1780254509.704121,4,1.010000,509.801014,-80.000000,-56.779331,0.815482,1
3,1780254509.704121,5,1.007131,468.318897,87.186380,21.769191,0.970214,1
4,1780254510.701274,1,1.020000,737.654575,-138.605651,-36.585947,0.966884,1
4,1780254510.701274,2,1.010899,287.950501,50.796079,22.261064,0.915907,1
4,1780254510.701274,3,1.008976,445.120125,79.496533,31.657385,0.929045,1
4,1780254510.701274,4,1.010000,465.985315,-80.000000,-40.505549,0.892161,1
4,1780254510.701274,5,1.007200,466.769034,87.204406,20.456943,0.973571,1
5,1780254511.701502,1,1.020000,887.031306,-168.374014,-36.956950,0.976748,1
5,1780254511.701502,2,1.009695,428.797316,74.282914,35.867403,0.900520,1
5,1780254511.701502,3,1.008253,464.754561,84.174578,29.753530,0.942833,1
5,1780254511.701502,4,1.010000,517.847389,-80.000000,-59.414516,0.802811,1
5,1780254511.701502,5,1.006829,481.945800,88.402505,27.055641,0.956219,1
6,1780254512.702540,1,1.020000,828.405488,-156.302664,-38.561184,0.970890,1
6,1780254512.702540,2,1.010011,441.306300,78.716392,31.866097,0.926928,1
6,1780254512.702540,3,1.008590,367.631390,62.782375,32.389276,0.888704,1
6,1780254512.702540,4,1.010000,491.969929,-80.000000,-50.620595,0.845039,1
6,1780254512.702540,5,1.007010,500.129602,93.474944,21.676946,0.974149,1
7,1780254513.855118,1,1.020000,838.769081,-160.430226,-28.847138,0.984216,1
7,1780254513.855118,2,1.010799,402.096055,74.213848,22.108274,0.958379,1
7,1780254513.855118,3,1.009240,408.954208,76.086843,19.860603,0.967580,1
7,1780254513.855118,4,1.010000,459.883204,-80.000000,-37.835054,0.903999,1
7,1780254513.855118,5,1.007117,475.998211,88.785344,21.431179,0.972082,1
8,1780254514.868243,1,1.020000,910.923821,-174.390578,-30.428815,0.985116,1
8,1780254514.868243,2,1.010099,409.802398,74.882140,24.750054,0.949482,1
8,1780254514.868243,3,1.008389,479.476223,85.851207,33.398299,0.931962,1
8,1780254514.868243,4,1.010000,523.765384,-80.000000,-61.305342,0.793740,1
8,1780254514.868243,5,1.006619,504.224864,92.045718,29.650982,0.951833,1
9,1780254515.868148,1,1.020000,682.264784,-126.181937,-40.717026,0.951680,1
9,1780254515.868148,2,1.010985,319.639147,56.836948,23.669206,0.923151,1
9,1780254515.868148,3,1.009238,360.158078,62.393759,30.050384,0.900951,1
9,1780254515.868148,4,1.010000,464.858021,-80.000000,-40.023032,0.894324,1
9,1780254515.868148,5,1.007000,466.432873,86.010014,24.711145,0.961119,1
10,1780254516.889491,1,1.020000,792.652229,-149.062485,-38.845691,0.967681,1
10,1780254516.889491,2,1.010267,386.189504,69.070533,27.474817,0.929187,1
10,1780254516.889491,3,1.008606,411.659461,71.105429,34.668068,0.898856,1
10,1780254516.889491,4,1.010000,465.464265,-80.000000,-40.283097,0.893159,1
10,1780254516.889491,5,1.007529,462.505309,87.669778,14.012616,0.987466,1
11,1780254517.864874,1,1.020000,753.816903,-142.309806,-34.761525,0.971439,1
11,1780254517.864874,2,1.010931,380.013074,69.441062,23.135506,0.948730,1
11,1780254517.864874,3,1.009366,358.170242,65.134159,22.404469,0.945621,1
11,1780254517.864874,4,1.010000,457.938712,-80.000000,-36.951382,0.907837,1
11,1780254517.864874,5,1.007052,467.816682,86.634025,23.480506,0.965178,1
12,1780254518.858694,1,1.020000,895.289729,-171.356396,-30.141360,0.984880,1
12,1780254518.858694,2,1.010245,435.239576,79.685701,25.850530,0.951200,1
12,1780254518.858694,3,1.008714,423.885351,76.708492,27.428441,0.941615,1
12,1780254518.858694,4,1.010000,477.854777,-80.000000,-45.338039,0.870000,1
12,1780254518.858694,5,1.007181,496.286075,93.428519,18.456892,0.981040,1
13,1780254519.861671,1,1.020000,723.536937,-134.492066,-41.022831,0.956494,1
13,1780254519.861671,2,1.010627,327.242695,56.871442,27.129086,0.902568,1
13,1780254519.861671,3,1.008884,399.712606,69.463591,32.832479,0.904097,1
13,1780254519.861671,4,1.010000,454.374220,-80.000000,-35.284370,0.914959,1
13,1780254519.861671,5,1.007553,459.424211,87.109828,13.780823,0.987716,1
14,1780254520.879252,1,1.020000,901.416562,-171.681665,-34.823273,0.980042,1
14,1780254520.879252,2,1.009775,428.619748,76.291029,31.297566,0.925174,1
14,1780254520.879252,3,1.008216,452.941001,79.663160,34.982853,0.915607,1
14,1780254520.879252,4,1.010000,518.378698,-80.000000,-59.585834,0.801989,1
14,1780254520.879252,5,1.006861,506.806900,94.145476,24.264748,0.968354,1
15,1780254521.885254,1,1.020000,779.658351,-146.858064,-37.279158,0.969259,1
15,1780254521.885254,2,1.010507,327.245446,57.946405,24.732171,0.919730,1
15,1780254521.885254,3,1.008649,442.487537,76.841044,36.418407,0.903647,1
15,1780254521.885254,4,1.010000,470.226870,-80.000000,-42.281722,0.884113,1
15,1780254521.885254,5,1.007392,480.081163,90.845860,15.411938,0.985913,1
16,1780254522.884462,1,1.020000,840.130617,-159.209195,-36.177018,0.975142,1
16,1780254522.884462,2,1.010130,351.000294,61.982015,26.860718,0.917546,1
16,1780254522.884462,3,1.008286,505.597149,89.926128,36.701843,0.925857,1
16,1780254522.884462,4,1.010000,514.857195,-80.000000,-58.444313,0.807474,1
16,1780254522.884462,5,1.006847,470.476664,85.909094,27.658186,0.951885,1
17,1780254523.868556,1,1.020000,761.287911,-143.856284,-34.544273,0.972359,1
17,1780254523.868556,2,1.010892,291.185949,53.289474,17.478372,0.950196,1
17,1780254523.868556,3,1.008819,474.725528,83.762381,36.187153,0.917994,1
17,1780254523.868556,4,1.010000,477.404985,-80.000000,-45.162234,0.870820,1
17,1780254523.868556,5,1.007088,462.365634,85.635277,23.179383,0.965265,1
18,1780254524.870523,1,1.020000,918.272066,-175.707356,-31.185664,0.984612,1
18,1780254524.870523,2,1.009973,440.546687,79.883641,28.372319,0.942329,1
18,1780254524.870523,3,1.008443,484.513247,89.132351,26.859906,0.957470,1
18,1780254524.870523,4,1.010000,478.744338,-80.000000,-45.684224,0.868384,1
18,1780254524.870523,5,1.007381,453.055270,85.114810,17.798134,0.978829,1
19,1780254525.870218,1,1.020000,772.086780,-145.719205,-35.766124,0.971174,1
19,1780254525.870218,2,1.010699,387.991036,70.451311,24.872954,0.942958,1
19,1780254525.870218,3,1.009129,377.208466,68.004756,25.200793,0.937687,1
19,1780254525.870218,4,1.010000,464.018064,-80.000000,-39.660459,0.895943,1
19,1780254525.870218,5,1.007112,463.925951,86.115522,22.547386,0.967391,1
20,1780254526.898541,1,1.020000,844.291750,-161.310965,-29.997108,0.983146,1
20,1780254526.898541,2,1.010652,338.373633,63.611711,14.099519,0.976305,1
20,1780254526.898541,3,1.008533,496.841232,86.275588,40.875483,0.903705,1
20,1780254526.898541,4,1.010000,506.508729,-80.000000,-55.677572,0.820783,1
20,1780254526.898541,5,1.006787,490.231820,90.005861,27.233251,0.957146,1
21,1780254527.937217,1,1.020000,831.049518,-158.751986,-29.681662,0.982967,1
21,1780254527.937217,2,1.010783,414.380959,77.378835,19.513935,0.969641,1
21,1780254527.937217,3,1.009160,382.532323,68.953344,25.593168,0.937505,1
21,1780254527.937217,4,1.010000,481.097721,-80.000000,-46.590703,0.864136,1
21,1780254527.937217,5,1.006730,496.699275,91.089702,27.913992,0.956114,1
22,1780254528.899950,1,1.020000,855.704864,-162.637663,-34.681409,0.978011,1
22,1780254528.899950,2,1.010142,401.479957,72.875324,25.681287,0.943150,1
22,1780254528.899950,3,1.008437,467.656428,83.358794,33.537123,0.927732,1
22,1780254528.899950,4,1.010000,495.127317,-80.000000,-51.747976,0.839650,1
22,1780254528.899950,5,1.007068,460.071207,85.005719,23.800846,0.962966,1
23,1780254529.898800,1,1.020000,765.680242,-146.222079,-27.574243,0.982680,1
23,1780254529.898800,2,1.011480,269.401489,50.584302,11.688292,0.974328,1
23,1780254529.898800,3,1.009375,470.305254,86.361656,26.870264,0.954850,1
23,1780254529.898800,4,1.010000,469.895007,-80.000000,-42.144882,0.884738,1
23,1780254529.898800,5,1.006774,482.154755,88.075141,28.218163,0.952317,1
24,1780254530.902883,1,1.020000,768.306151,-145.720335,-32.541466,0.975961,1
24,1780254530.902883,2,1.011014,406.164526,76.340288,17.123075,0.975756,1
24,1780254530.902883,3,1.009354,352.222466,62.569604,25.944063,0.923739,1
24,1780254530.902883,4,1.010000,444.862267,-80.000000,-30.467261,0.934522,1
24,1780254530.902883,5,1.007401,455.377315,85.692125,17.209453,0.980424,1
25,1780254531.899481,1,1.020000,827.959348,-156.195684,-38.632729,0.970748,1
25,1780254531.899481,2,1.010008,416.605874,72.975033,33.190716,0.910271,1
25,1780254531.899481,3,1.008547,415.772375,74.258471,29.469602,0.929482,1
25,1780254531.899481,4,1.010000,471.095020,-80.000000,-42.638070,0.882484,1
25,1780254531.899481,5,1.007456,463.643599,87.650566,15.408479,0.984897,1
26,1780254532.908047,1,1.020000,779.447943,-147.079936,-36.223332,0.970986,1
26,1780254532.908047,2,1.010601,355.100391,62.694138,27.281910,0.916944,1
26,1780254532.908047,3,1.008965,419.039205,76.178883,26.184605,0.945694,1
26,1780254532.908047,4,1.010000,476.234666,-80.000000,-44.702349,0.872960,1
26,1780254532.908047,5,1.006989,471.207306,87.011511,24.535141,0.962469,1
27,1780254533.905988,1,1.020000,844.959162,-160.554605,-34.436198,0.977763,1
27,1780254533.905988,2,1.010247,435.798496,79.854481,25.678542,0.951990,1
27,1780254533.905988,3,1.008696,410.747762,73.143003,29.688245,0.926582,1
27,1780254533.905988,4,1.010000,489.424615,-80.000000,-49.698554,0.849434,1
27,1780254533.905988,5,1.006955,468.577240,86.210042,25.481010,0.958988,1
28,1780254534.908097,1,1.020000,715.680194,-133.772880,-38.062554,0.961824,1
28,1780254534.908097,2,1.010945,329.701978,60.142567,20.387558,0.947065,1
28,1780254534.908097,3,1.009110,386.724040,66.903442,32.436999,0.899820,1
28,1780254534.908097,4,1.010000,457.364131,-80.000000,-36.686921,0.908978,1
28,1780254534.908097,5,1.007283,457.944479,85.709931,19.434232,0.975244,1
29,1780254535.914124,1,1.020000,797.312187,-151.313878,-33.354774,0.976555,1
29,1780254535.914124,2,1.010715,303.688128,56.868254,13.636444,0.972434,1
29,1780254535.914124,3,1.008480,503.724193,85.789062,44.808504,0.886377,1
29,1780254535.914124,4,1.010000,483.193117,-80.000000,-47.386862,0.860388,1
29,1780254535.914124,5,1.007264,466.152817,87.380046,19.174676,0.976759,1
30,1780254536.908921,1,1.020000,820.381651,-155.570337,-34.867208,0.975792,1
30,1780254536.908921,2,1.010400,321.899600,56.427104,25.612725,0.910585,1
30,1780254536.908921,3,1.008523,492.076722,88.065427,34.418261,0.931394,1
30,1780254536.908921,4,1.010000,479.629762,-80.000000,-46.026845,0.866781,1
30,1780254536.908921,5,1.007302,476.397558,89.726710,17.559048,0.981385,1
31,1780254537.911530,1,1.020000,786.404305,-147.561903,-39.768066,0.965550,1
31,1780254537.911530,2,1.010236,421.349136,74.224910,32.677049,0.915233,1
31,1780254537.911530,3,1.008856,356.208602,62.907924,27.026736,0.918795,1
31,1780254537.911530,4,1.010000,478.857804,-80.000000,-45.728238,0.868178,1
31,1780254537.911530,5,1.007032,480.133120,89.235786,22.874415,0.968681,1
32,1780254538.938722,1,1.020000,902.246712,-172.008739,-34.011712,0.981006,1
32,1780254538.938722,2,1.009841,391.621171,71.872275,22.621218,0.953869,1
32,1780254538.938722,3,1.007884,524.503292,89.524956,46.147843,0.888858,1
32,1780254538.938722,4,1.010000,530.251524,-80.000000,-63.336388,0.784031,1
32,1780254538.938722,5,1.006940,481.589383,89.026213,24.710080,0.963572,1
33,1780254539.929180,1,1.020000,807.420068,-152.029800,-38.832466,0.968893,1
33,1780254539.929180,2,1.010152,428.429740,75.850176,32.336614,0.919893,1
33,1780254539.929180,3,1.008756,371.451798,65.706267,27.916377,0.920375,1
33,1780254539.929180,4,1.010000,490.562439,-80.000000,-50.112237,0.847464,1
33,1780254539.929180,5,1.006888,483.876617,89.218816,25.625054,0.961142,1
34,1780254540.934296,1,1.020000,747.136126,-142.427452,-28.216315,0.980936,1
34,1780254540.934296,2,1.011566,306.322734,57.494193,13.409965,0.973861,1
34,1780254540.934296,3,1.009675,397.909880,73.293922,22.072815,0.957521,1
34,1780254540.934296,4,1.010000,462.833117,-80.000000,-39.144392,0.898237,1
34,1780254540.934296,5,1.006680,495.646361,90.503253,29.091972,0.952024,1
35,1780254541.932156,1,1.020000,956.039205,-184.285877,-23.616280,0.991889,1
35,1780254541.932156,2,1.010380,429.696016,79.978474,21.111516,0.966882,1
35,1780254541.932156,3,1.008737,481.066354,89.069888,24.793528,0.963373,1
35,1780254541.932156,4,1.010000,504.562382,-80.000000,-55.019284,0.823949,1
35,1780254541.932156,5,1.006653,509.522822,93.486957,28.460072,0.956652,1
36,1780254542.930320,1,1.020000,782.291279,-146.594871,-40.277603,0.964266,1
36,1780254542.930320,2,1.010224,365.795297,64.569234,28.067855,0.917100,1
36,1780254542.930320,3,1.008492,423.463017,72.031209,37.840244,0.885277,1
36,1780254542.930320,4,1.010000,468.583763,-80.000000,-41.600762,0.887213,1
36,1780254542.930320,5,1.007559,467.478572,88.789731,13.024094,0.989412,1
37,1780254543.936315,1,1.020000,775.003585,-147.402868,-30.921197,0.978698,1
37,1780254543.936315,2,1.011107,312.497327,57.956092,16.282887,0.962726,1
37,1780254543.936315,3,1.009155,417.240963,73.650251,31.801683,0.918071,1
37,1780254543.936315,4,1.010000,451.239781,-80.000000,-33.762031,0.921315,1
37,1780254543.936315,5,1.007413,497.796981,94.573176,13.600645,0.989817,1
38,1780254544.936981,1,1.020000,776.388293,-147.212546,-33.065436,0.975691,1
38,1780254544.936981,2,1.010904,361.543466,66.673050,20.091201,0.957473,1
38,1780254544.936981,3,1.009165,370.805800,64.643905,30.070178,0.906704,1
38,1780254544.936981,4,1.010000,470.625860,-80.000000,-42.445784,0.883364,1
38,1780254544.936981,5,1.006949,507.157274,94.687094,22.388148,0.973167,1
39,1780254545.949579,1,1.020000,736.080898,-139.077812,-33.463900,0.972252,1
39,1780254545.949579,2,1.011185,358.350350,66.265856,19.369097,0.959838,1
39,1780254545.949579,3,1.009516,344.064448,61.714958,23.888111,0.932576,1
39,1780254545.949579,4,1.010000,441.597686,-80.000000,-28.654724,0.941431,1
39,1780254545.949579,5,1.007365,476.646952,90.028504,16.244190,0.984109,1
40,1780254546.937721,1,1.020000,648.125210,-117.835103,-44.489665,0.935540,1
40,1780254546.937721,2,1.010947,290.840471,54.722982,11.980766,0.976862,1
40,1780254546.937721,3,1.008660,362.118537,62.403344,30.799966,0.896724,0
41,1780254547.939429,1,1.020000,829.133709,-144.947340,-70.379988,0.899564,1
41,1780254547.939429,2,1.007348,326.831122,57.056117,26.063472,0.909591,1
41,1780254547.939429,3,1.004210,502.343844,86.708619,41.463127,0.902159,0
42,1780254548.939501,1,1.020000,751.908129,-139.208520,-44.417205,0.952681,1
42,1780254548.939501,2,1.010110,343.464231,62.576747,21.293214,0.946694,1
42,1780254548.939501,3,1.008011,408.742571,75.683481,20.838068,0.964124,0
43,1780254549.940866,1,1.020000,780.172141,-138.351937,-62.016411,0.912518,1
43,1780254549.940866,2,1.008425,319.330996,57.160579,22.291119,0.931663,1
