timestamp,run,fase,layer,source,destination,packet_loss_percent
2026-05-12 23:34:11.171579,1,dos_light,field,h2,h3,0.0
2026-05-12 23:34:31.551427,2,dos_light,field,h2,h3,0.0
2026-05-12 23:34:52.034845,3,dos_light,field,h2,h3,0.0
2026-05-12 23:35:12.482207,1,dos_light,system,h3,h4,0.0
2026-05-12 23:35:32.990162,2,dos_light,system,h3,h4,0.0
2026-05-12 23:35:53.442515,3,dos_light,system,h3,h4,0.0
