waktu,iterasi_ke,bus,i_before,i_after,v_field,v_dt_mitm,v_dt_baseline,drift_mitm,drift_baseline,breaker_mitm,breaker_baseline,i_path
4,1,4,348.965517,1585.275862,1.032000,1.039462,1.040006,0.007462,0.008006,1,1,injected
4,1,5,330.379310,1620.517241,1.036000,1.040204,1.041382,0.004204,0.005382,1,1,injected
5,1,1,106.068966,1612.344828,1.020000,1.020027,1.043142,0.000027,0.023142,1,1,injected
5,1,2,221.517241,1633.103448,0.972000,1.017483,1.046600,0.045483,0.074600,1,1,injected
5,1,3,198.931034,198.931034,0.957000,1.009469,1.041037,0.052469,0.084037,1,1,normal
5,1,4,219.241379,1659.068966,0.960000,1.009910,1.039704,0.049910,0.079704,1,1,injected
5,1,5,245.413793,1599.689655,1.012000,1.011503,1.041127,0.000497,0.029127,1,1,injected
6,1,1,182.689655,182.689655,0.987000,1.014885,1.044749,0.027885,0.057749,1,1,normal
6,1,2,512.482759,1576.551724,0.976000,1.011108,1.046836,0.035108,0.070836,1,1,injected
6,1,3,351.103448,1604.137931,1.014000,1.002247,1.040860,0.011753,0.026860,1,1,injected
6,1,4,423.068966,423.068966,0.967000,0.992594,1.039137,0.025594,0.072137,1,1,normal
6,1,5,264.068966,264.068966,0.966000,0.994832,1.040617,0.028832,0.074617,1,1,normal
7,1,1,182.689655,182.689655,0.987000,1.025708,1.045136,0.038708,0.058136,1,1,normal
7,1,2,512.482759,512.482759,0.976000,1.013734,1.045357,0.037734,0.069357,1,1,normal
7,1,3,351.103448,351.103448,1.014000,1.007594,1.040063,0.006406,0.026063,1,1,normal
7,1,4,423.068966,423.068966,0.967000,1.006391,1.038424,0.039391,0.071424,1,1,normal
7,1,5,264.068966,264.068966,0.966000,1.008437,1.040076,0.042437,0.074076,1,1,normal
8,1,1,352.655172,1527.379310,1.048000,1.033449,1.044135,0.014551,-0.003865,1,1,injected
8,1,2,387.344828,1688.241379,1.004000,1.026523,1.045175,0.022523,0.041175,1,1,injected
8,1,3,415.551724,1518.655172,1.034000,1.023265,1.040288,0.010735,0.006288,1,1,injected
8,1,4,105.034483,1515.000000,0.972000,1.023107,1.040019,0.051107,0.068019,1,1,injected
8,1,5,209.827586,1661.724138,0.981000,1.024945,1.041483,0.043945,0.060483,1,1,injected
9,1,1,518.241379,1582.689655,0.971000,1.024095,1.043478,0.053095,0.072478,1,1,injected
9,1,2,218.413793,1659.517241,1.037000,1.013440,1.045047,0.023560,0.008047,1,1,injected
9,1,3,258.275862,1504.482759,1.014000,1.004327,1.040418,0.009673,0.026418,1,1,injected
9,1,4,278.586207,1575.620690,1.041000,0.998232,1.041036,0.042768,0.000036,1,1,injected
9,1,5,201.413793,1679.551724,0.976000,1.000517,1.042379,0.024517,0.066379,1,1,injected
10,1,1,202.517241,202.517241,1.006000,1.017721,1.042087,0.011721,0.036087,1,1,normal
10,1,2,479.413793,479.413793,1.008000,1.001616,1.045813,0.006384,0.037813,1,1,normal
10,1,3,186.517241,186.517241,0.989000,0.985864,1.040862,0.003136,0.051862,1,1,normal
10,1,4,297.655172,297.655172,1.049000,0.973007,1.040687,0.075993,-0.008313,0,1,normal
10,1,5,113.448276,113.448276,0.959000,0.976065,1.042172,0.017065,0.083172,1,1,normal
11,1,1,379.172414,1638.931034,0.960000,1.027665,1.043309,0.067665,0.083309,1,1,injected
11,1,2,266.206897,266.206897,1.029000,1.020222,1.045125,0.008778,0.016125,1,1,normal
11,1,3,267.827586,1537.103448,0.956000,1.012129,1.040846,0.056129,0.084846,1,1,injected
11,1,4,305.896552,1571.000000,1.049000,0.990210,1.040334,0.058790,-0.008666,1,1,injected
11,1,5,446.137931,1653.034483,1.047000,0.996999,1.042024,0.050001,-0.004976,0,1,injected
12,1,1,379.172414,379.172414,0.960000,1.020727,1.042922,0.060727,0.082922,1,1,normal
12,1,2,266.206897,1546.724138,1.029000,1.020040,1.045428,0.008960,0.016428,1,1,injected
12,1,3,267.827586,1563.758621,0.956000,1.004452,1.040547,0.048452,0.084547,1,1,injected
12,1,4,305.896552,1507.862069,1.049000,0.981690,1.039025,0.067310,-0.009975,0,1,injected
12,1,5,446.137931,1686.103448,1.047000,0.981768,1.040564,0.065232,-0.006436,1,1,injected
13,1,1,426.275862,1553.000000,0.951000,1.024728,1.042342,0.073728,0.091342,1,1,injected
13,1,2,318.758621,318.758621,1.018000,1.007122,1.045253,0.010878,0.027253,1,1,normal
13,1,3,379.172414,1513.793103,0.976000,0.984606,1.040090,0.008606,0.064090,1,1,injected
13,1,4,290.827586,1553.758621,0.961000,0.937244,1.038409,0.023756,0.077409,1,1,injected
13,1,5,510.482759,1585.448276,0.995000,0.948064,1.039750,0.046936,0.044750,0,1,injected
14,1,1,196.655172,196.655172,1.037000,1.024728,1.041962,0.012272,0.004962,1,1,normal
14,1,2,166.724138,166.724138,1.000000,1.007122,1.045126,0.007122,0.045126,1,1,normal
14,1,3,452.758621,452.758621,1.041000,0.984606,1.039767,0.056394,-0.001233,1,1,normal
14,1,4,377.034483,377.034483,0.979000,0.937244,1.037972,0.041756,0.058972,1,1,normal
14,1,5,153.689655,153.689655,1.010000,0.948064,1.039187,0.061936,0.029187,0,1,normal
15,1,1,317.275862,1621.551724,1.026000,1.022284,1.043292,0.003716,0.017292,1,1,injected
15,1,2,312.896552,1567.344828,1.027000,1.021159,1.045771,0.005841,0.018771,1,1,injected
15,1,3,242.965517,1602.620690,0.950000,1.006459,1.039406,0.056459,0.089406,1,1,injected
15,1,4,522.275862,1661.965517,0.951000,0.992511,1.037735,0.041511,0.086735,0,1,injected
15,1,5,437.724138,1698.172414,1.037000,0.993021,1.039285,0.043979,0.002285,1,1,injected
16,1,1,115.793103,1608.896552,0.980000,1.013685,1.043133,0.033685,0.063133,1,1,injected
16,1,2,486.689655,1514.758621,1.037000,1.003324,1.045460,0.033676,0.008460,1,1,injected
16,1,3,315.137931,1636.413793,0.958000,0.979655,1.039216,0.021655,0.081216,1,1,injected
16,1,4,442.068966,442.068966,0.956000,0.938408,1.036280,0.017592,0.080280,1,1,normal
16,1,5,140.862069,1664.862069,1.026000,0.948232,1.037929,0.077768,0.011929,0,1,injected
17,1,1,115.793103,115.793103,0.980000,1.011353,1.044589,0.031353,0.064589,1,1,normal
17,1,2,486.689655,486.689655,1.037000,1.001466,1.044504,0.035534,0.007504,1,1,normal
17,1,3,315.137931,315.137931,0.958000,0.981669,1.039079,0.023669,0.081079,1,1,normal
17,1,4,442.068966,442.068966,0.956000,0.960714,1.036609,0.004714,0.080609,0,1,normal
17,1,5,140.862069,140.862069,1.026000,0.960015,1.038494,0.065985,0.012494,1,1,normal
18,1,1,331.000000,331.000000,0.997000,1.025486,1.043971,0.028486,0.046971,1,1,normal
18,1,2,483.620690,1510.310345,0.976000,1.020892,1.044205,0.044892,0.068205,1,1,injected
18,1,3,182.724138,1537.172414,0.992000,1.010601,1.039546,0.018601,0.047546,1,1,injected
18,1,4,407.896552,1638.034483,1.002000,0.990844,1.037015,0.011156,0.035015,1,1,injected
18,1,5,232.275862,1554.827586,0.970000,0.996551,1.038957,0.026551,0.068957,0,1,injected
19,1,1,356.586207,1503.241379,1.049000,1.029422,1.043567,0.019578,-0.005433,1,1,injected
19,1,2,317.965517,1623.965517,0.993000,1.014122,1.044006,0.021122,0.051006,1,1,injected
19,1,3,194.379310,1565.551724,0.962000,1.000640,1.039843,0.038640,0.077843,1,1,injected
19,1,4,352.862069,1587.379310,0.983000,0.982643,1.037275,0.000357,0.054275,0,1,injected
19,1,5,190.172414,1568.103448,0.973000,0.982738,1.039254,0.009738,0.066254,1,1,injected
20,1,1,382.413793,1548.172414,0.957000,1.019600,1.043059,0.062600,0.086059,1,1,injected
20,1,2,500.344828,1672.068966,0.972000,0.999329,1.044728,0.027329,0.072728,1,1,injected
20,1,3,115.137931,1533.206897,1.035000,0.976962,1.040364,0.058038,0.005364,1,1,injected
20,1,4,392.965517,1634.034483,0.973000,0.933731,1.037821,0.039269,0.064821,1,1,injected
20,1,5,150.620690,150.620690,0.971000,0.944023,1.039803,0.026977,0.068803,0,1,normal
21,1,1,325.379310,325.379310,1.043000,1.016513,1.042732,0.026487,-0.000268,1,1,normal
21,1,2,434.793103,434.793103,0.997000,0.999503,1.044434,0.002503,0.047434,1,1,normal
21,1,3,166.793103,166.793103,1.030000,0.981481,1.040736,0.048519,0.010736,1,1,normal
21,1,4,289.551724,289.551724,0.959000,0.961086,1.038288,0.002086,0.079288,0,1,normal
21,1,5,296.000000,296.000000,0.992000,0.963561,1.040327,0.028439,0.048327,1,1,normal
22,1,1,325.379310,1643.482759,1.043000,1.026559,1.042723,0.016441,-0.000277,1,1,injected
22,1,2,434.793103,434.793103,0.997000,1.019778,1.044443,0.022778,0.047443,1,1,normal
22,1,3,166.793103,1629.137931,1.030000,1.010555,1.040863,0.019445,0.010863,1,1,injected
22,1,4,289.551724,289.551724,0.959000,0.988051,1.038623,0.029051,0.079623,1,1,normal
22,1,5,296.000000,1558.931034,0.992000,0.995670,1.040474,0.003670,0.048474,0,1,injected
23,1,1,376.000000,1553.551724,1.022000,1.019788,1.042501,0.002212,0.020501,1,1,injected
23,1,2,125.344828,125.344828,1.048000,1.022145,1.045912,0.025855,-0.002088,1,1,normal
23,1,3,239.827586,1657.758621,0.990000,1.010140,1.041162,0.020140,0.051162,1,1,injected
23,1,4,190.655172,1569.655172,1.036000,0.999713,1.038987,0.036287,0.002987,0,1,injected
23,1,5,294.758621,1541.034483,0.969000,0.999388,1.040664,0.030388,0.071664,1,1,injected
24,1,1,212.379310,212.379310,0.992000,1.014423,1.042335,0.022423,0.050335,0,1,normal
24,1,2,507.344828,507.344828,0.974000,1.018789,1.046825,0.044789,0.072825,1,1,normal
24,1,3,470.068966,470.068966,0.994000,0.996795,1.041288,0.002795,0.047288,1,1,normal
24,1,4,109.793103,109.793103,1.004000,0.961668,1.039157,0.042332,0.035157,1,1,normal
24,1,5,434.551724,434.551724,1.049000,0.970064,1.040495,0.078936,-0.008505,0,1,normal
25,1,1,473.793103,1590.586207,1.046000,1.011373,1.043386,0.034627,-0.002614,1,1,injected
25,1,2,155.862069,1621.896552,1.034000,1.026660,1.045397,0.007340,0.011397,0,1,injected
25,1,3,182.448276,1677.034483,0.998000,1.011418,1.040401,0.013418,0.042401,1,1,injected
25,1,4,115.034483,1629.448276,0.990000,0.990273,1.039536,0.000273,0.049536,0,1,injected
25,1,5,528.379310,1520.965517,0.987000,0.988064,1.040606,0.001064,0.053606,1,1,injected
26,1,1,443.793103,1616.103448,0.976000,1.021357,1.042078,0.045357,0.066078,0,1,injected
26,1,2,275.586207,1649.931034,0.995000,0.975458,1.046417,0.019542,0.051417,1,1,injected
26,1,3,503.413793,1606.517241,1.045000,0.975852,1.041021,0.069148,-0.003979,1,1,injected
26,1,4,402.206897,402.206897,1.004000,0.952773,1.039594,0.051227,0.035594,1,1,normal
26,1,5,226.551724,1606.413793,0.965000,0.961129,1.040468,0.003871,0.075468,0,1,injected
27,1,1,327.758621,327.758621,1.046000,0.997077,1.041625,0.048923,-0.004375,1,1,normal
27,1,2,415.689655,415.689655,1.004000,1.002171,1.046005,0.001829,0.042005,0,1,normal
27,1,3,361.344828,1539.517241,0.955000,0.979511,1.040173,0.024511,0.085173,1,1,injected
27,1,4,463.448276,1675.655172,1.000000,0.941896,1.038970,0.058104,0.038970,0,1,injected
27,1,5,529.275862,529.275862,0.965000,0.937541,1.040235,0.027459,0.075235,1,1,normal
28,1,1,327.758621,327.758621,1.046000,1.026635,1.041883,0.019365,-0.004117,1,1,normal
28,1,2,415.689655,415.689655,1.004000,0.975585,1.044994,0.028415,0.040994,1,1,normal
28,1,3,361.344828,361.344828,0.955000,0.975226,1.039340,0.020226,0.084340,1,1,normal
28,1,4,463.448276,463.448276,1.000000,0.953373,1.037217,0.046627,0.037217,1,1,normal
28,1,5,529.275862,529.275862,0.965000,0.962419,1.038577,0.002581,0.073577,0,1,normal
29,1,1,177.344828,1663.275862,0.958000,1.030662,1.043439,0.072662,0.085439,1,1,injected
29,1,2,381.793103,1555.034483,1.008000,1.028260,1.045102,0.020260,0.037102,1,1,injected
29,1,3,144.689655,1661.413793,0.973000,1.017507,1.039955,0.044507,0.066955,1,1,injected
29,1,4,189.103448,1507.965517,1.039000,1.005892,1.037845,0.033108,-0.001155,0,1,injected
29,1,5,357.448276,1612.827586,1.008000,1.006376,1.039145,0.001624,0.031145,1,1,injected
30,1,1,347.931034,347.931034,0.991000,1.020756,1.044434,0.029756,0.053434,1,1,normal
30,1,2,498.551724,498.551724,1.002000,1.011436,1.045144,0.009436,0.043144,1,1,normal
30,1,3,415.758621,1583.965517,0.970000,0.992905,1.040302,0.022905,0.070302,1,1,injected
30,1,4,269.379310,1681.827586,0.973000,0.957290,1.038183,0.015710,0.065183,1,1,injected
30,1,5,216.448276,1501.448276,1.016000,0.966383,1.039446,0.049617,0.023446,0,1,injected
31,1,1,427.034483,427.034483,0.981000,1.027263,1.043779,0.046263,0.062779,1,1,normal
31,1,2,302.827586,302.827586,0.957000,1.016528,1.044364,0.059528,0.087364,1,1,normal
31,1,3,501.724138,501.724138,1.049000,0.996418,1.040074,0.052582,-0.008926,1,1,normal
31,1,4,190.034483,190.034483,0.957000,0.970283,1.039000,0.013283,0.082000,0,1,normal
31,1,5,511.068966,511.068966,0.976000,0.970573,1.040361,0.005427,0.064361,1,1,normal
32,1,1,427.034483,1522.241379,0.981000,1.032240,1.042833,0.051240,0.061833,1,1,injected
32,1,2,302.827586,1575.448276,0.957000,1.028071,1.044630,0.071071,0.087630,1,1,injected
32,1,3,501.724138,501.724138,1.049000,1.014037,1.039598,0.034963,-0.009402,1,1,normal
32,1,4,190.034483,1657.206897,0.957000,0.987823,1.038950,0.030823,0.081950,1,1,injected
32,1,5,511.068966,1651.448276,0.976000,0.994883,1.040071,0.018883,0.064071,0,1,injected
33,1,1,457.827586,1564.103448,1.038000,1.024145,1.041849,0.013855,0.003849,1,1,injected
33,1,2,159.620690,1623.724138,0.986000,1.019431,1.045533,0.033431,0.059533,1,1,injected
33,1,3,385.034483,1590.413793,1.033000,1.006555,1.039626,0.026445,0.006626,1,1,injected
33,1,4,517.068966,1676.206897,1.010000,0.982199,1.038171,0.027801,0.028171,0,1,injected
33,1,5,90.103448,1582.482759,1.014000,0.981922,1.039845,0.032078,0.025845,1,1,injected
34,1,1,213.137931,1683.034483,1.031000,1.015134,1.042983,0.015866,0.011983,1,1,injected
34,1,2,493.482759,1564.896552,1.016000,1.001088,1.044764,0.014912,0.028764,1,1,injected
34,1,3,144.172414,144.172414,0.963000,0.977342,1.039847,0.014342,0.076847,1,1,normal
34,1,4,345.275862,345.275862,0.960000,0.926250,1.037906,0.033750,0.077906,1,1,normal
34,1,5,362.689655,1611.413793,0.977000,0.937543,1.039539,0.039457,0.062539,0,1,injected
1,2,1,450.000000,1556.172414,0.950000,1.010419,1.044642,0.060419,0.094642,1,1,injected
1,2,2,200.655172,1603.724138,1.012000,1.020525,1.045190,0.008525,0.033190,0,1,injected
1,2,3,323.206897,1679.241379,1.024000,1.009053,1.039847,0.014947,0.015847,1,1,injected
1,2,4,93.000000,1630.620690,0.992000,0.976069,1.038758,0.015931,0.046758,1,1,injected
1,2,5,498.137931,498.137931,0.957000,0.981387,1.040262,0.024387,0.083262,0,1,normal
2,2,1,450.000000,450.000000,0.950000,1.023522,1.043401,0.073522,0.093401,0,1,normal
2,2,2,333.448276,1518.034483,1.033000,0.977424,1.045938,0.055576,0.012938,1,1,injected
2,2,3,149.448276,1647.275862,0.964000,0.986385,1.040262,0.022385,0.076262,1,1,injected
2,2,4,493.413793,1526.275862,0.980000,0.984127,1.039300,0.004127,0.059300,0,1,injected
2,2,5,453.655172,1693.655172,1.029000,0.986029,1.040461,0.042971,0.011461,1,1,injected
3,2,1,315.586207,315.586207,1.040000,1.012773,1.043185,0.027227,0.003185,1,1,normal
3,2,2,333.448276,333.448276,1.033000,0.998995,1.045583,0.034005,0.012583,0,1,normal
3,2,3,149.448276,149.448276,0.964000,0.976598,1.040026,0.012598,0.076026,1,1,normal
3,2,4,493.413793,493.413793,0.980000,0.924008,1.037403,0.055992,0.057403,1,1,normal
3,2,5,453.655172,453.655172,1.029000,0.933951,1.038776,0.095049,0.009776,0,1,normal
4,2,1,173.655172,173.655172,1.039000,1.034114,1.044187,0.004886,0.005187,1,1,normal
4,2,2,136.758621,1652.310345,0.974000,0.991955,1.045991,0.017955,0.071991,1,1,injected
4,2,3,464.413793,1512.068966,1.028000,1.000063,1.039082,0.027937,0.011082,1,1,injected
4,2,4,364.793103,1559.413793,0.990000,0.995692,1.036195,0.005692,0.046195,0,1,injected
4,2,5,515.379310,1669.655172,0.965000,0.996670,1.037570,0.031670,0.072570,1,1,injected
5,2,1,499.758621,1664.206897,1.036000,1.033647,1.044831,0.002353,0.008831,1,1,injected
5,2,2,461.862069,461.862069,1.031000,1.012789,1.046242,0.018211,0.015242,1,1,normal
5,2,3,433.000000,1655.275862,0.952000,0.997961,1.038452,0.045961,0.086452,1,1,injected
5,2,4,506.482759,1595.448276,0.983000,0.962206,1.035397,0.020794,0.052397,1,1,injected
5,2,5,454.827586,1527.068966,1.030000,0.971456,1.036772,0.058544,0.006772,0,1,injected
6,2,1,199.379310,199.379310,1.031000,1.023628,1.042673,0.007372,0.011673,1,1,normal
6,2,2,131.862069,131.862069,1.028000,1.013571,1.044809,0.014429,0.016809,1,1,normal
6,2,3,449.448276,449.448276,1.037000,0.993999,1.038199,0.043001,0.001199,1,1,normal
6,2,4,460.448276,460.448276,0.972000,0.966366,1.035177,0.005634,0.063177,0,1,normal
6,2,5,223.344828,223.344828,0.996000,0.966521,1.036648,0.029479,0.040648,1,1,normal
7,2,1,182.896552,1633.896552,1.029000,1.031902,1.043714,0.002902,0.014714,1,1,injected
7,2,2,181.758621,181.758621,0.952000,1.028085,1.045604,0.076085,0.093604,1,1,normal
7,2,3,476.896552,1606.931034,0.982000,1.014416,1.038184,0.032416,0.056184,1,1,injected
7,2,4,201.586207,201.586207,1.046000,0.986052,1.035234,0.059948,-0.010766,1,1,normal
7,2,5,260.344828,1697.689655,1.014000,0.993838,1.036983,0.020162,0.022983,0,1,injected
8,2,1,182.896552,182.896552,1.029000,1.023810,1.043714,0.005190,0.014714,1,1,normal
8,2,2,181.758621,1521.000000,0.952000,1.029850,1.045604,0.077850,0.093604,1,1,injected
8,2,3,476.896552,1518.379310,0.982000,1.014835,1.038184,0.032835,0.056184,1,1,injected
8,2,4,201.586207,201.586207,1.046000,1.000085,1.035234,0.045915,-0.010766,0,1,normal
8,2,5,260.344828,260.344828,1.014000,0.998738,1.036983,0.015262,0.022983,1,1,normal
9,2,1,309.310345,1675.827586,1.048000,1.031145,1.043585,0.016855,-0.004415,1,1,injected
9,2,2,133.000000,1668.655172,1.043000,1.026125,1.046697,0.016875,0.003697,1,1,injected
9,2,3,159.206897,1697.758621,1.047000,1.015214,1.039533,0.031786,-0.007467,1,1,injected
9,2,4,195.896552,1646.344828,1.046000,1.004603,1.036698,0.041397,-0.009302,1,1,injected
9,2,5,290.827586,1595.482759,0.960000,1.008641,1.038332,0.048641,0.078332,1,1,injected
10,2,1,221.137931,221.137931,1.022000,1.021440,1.044061,0.000560,0.022061,1,1,normal
10,2,2,310.000000,310.000000,1.010000,1.011518,1.046014,0.001518,0.036014,1,1,normal
10,2,3,345.965517,345.965517,0.988000,0.996123,1.039028,0.008123,0.051028,1,1,normal
10,2,4,410.275862,410.275862,0.975000,0.989069,1.035856,0.014069,0.060856,1,1,normal
10,2,5,521.655172,521.655172,0.950000,0.991244,1.037426,0.041244,0.087426,1,1,normal
11,2,1,403.344828,1636.310345,1.002000,1.030639,1.044367,0.028639,0.042367,1,1,injected
11,2,2,374.344828,374.344828,1.024000,1.026945,1.045562,0.002945,0.021562,1,1,normal
11,2,3,120.517241,1606.551724,0.986000,1.017911,1.038685,0.031911,0.052685,1,1,injected
11,2,4,229.689655,1652.586207,1.016000,1.013908,1.035289,0.002092,0.019289,1,1,injected
11,2,5,470.275862,1548.482759,0.981000,1.015538,1.036819,0.034538,0.055819,1,1,injected
12,2,1,215.586207,1644.344828,1.020000,1.022707,1.043314,0.002707,0.023314,1,1,injected
12,2,2,273.103448,273.103448,0.980000,1.023407,1.045454,0.043407,0.065454,1,1,normal
12,2,3,220.413793,1661.482759,0.990000,1.007102,1.039678,0.017102,0.049678,1,1,injected
12,2,4,283.793103,1696.206897,0.962000,0.995960,1.036470,0.033960,0.074470,1,1,injected
12,2,5,370.034483,1516.793103,1.044000,0.998402,1.037809,0.045598,-0.006191,1,1,injected
13,2,1,215.586207,215.586207,1.020000,1.016804,1.044002,0.003196,0.024002,1,1,normal
13,2,2,273.103448,273.103448,0.980000,1.020815,1.045764,0.040815,0.065764,1,1,normal
13,2,3,220.413793,220.413793,0.990000,0.998532,1.039866,0.008532,0.049866,1,1,normal
13,2,4,283.793103,283.793103,0.962000,0.982012,1.036718,0.020012,0.074718,0,1,normal
13,2,5,370.034483,370.034483,1.044000,0.984966,1.038067,0.059034,-0.005933,1,1,normal
14,2,1,345.206897,1570.206897,1.040000,1.026601,1.043423,0.013399,0.003423,1,1,injected
14,2,2,336.068966,1636.103448,0.980000,1.031559,1.045703,0.051559,0.065703,1,1,injected
14,2,3,225.689655,1552.827586,0.950000,1.016620,1.040144,0.066620,0.090144,1,1,injected
14,2,4,345.896552,1508.344828,0.992000,0.988816,1.037129,0.003184,0.045129,1,1,injected
14,2,5,288.379310,1588.103448,1.014000,0.995974,1.038609,0.018026,0.024609,0,1,injected
15,2,1,183.241379,1536.344828,0.994000,1.018667,1.043045,0.024667,0.049045,1,1,injected
15,2,2,486.241379,1633.241379,0.997000,1.017770,1.045662,0.020770,0.048662,1,1,injected
15,2,3,158.103448,1670.620690,1.029000,1.001217,1.040322,0.027783,0.011322,1,1,injected
15,2,4,328.724138,1584.586207,0.958000,0.978122,1.037394,0.020122,0.079394,0,1,injected
15,2,5,232.586207,232.586207,1.012000,0.978019,1.038959,0.033981,0.026959,1,1,normal
16,2,1,405.931034,1629.103448,1.031000,1.013977,1.044058,0.017023,0.013058,1,1,injected
16,2,2,183.827586,1657.448276,1.016000,1.006071,1.044969,0.009929,0.028969,1,1,injected
16,2,3,101.896552,1563.862069,0.969000,0.986153,1.040369,0.017153,0.071369,1,1,injected
16,2,4,305.103448,1682.896552,0.974000,0.950108,1.037763,0.023892,0.063763,1,1,injected
16,2,5,116.068966,1589.068966,1.034000,0.960445,1.039410,0.073555,0.005410,0,1,injected
17,2,1,368.551724,368.551724,0.991000,1.009091,1.043119,0.018091,0.052119,0,1,normal
17,2,2,407.172414,407.172414,0.969000,0.996222,1.046150,0.027222,0.077150,1,1,normal
17,2,3,195.620690,195.620690,0.999000,0.973242,1.041194,0.025758,0.042194,1,1,normal
17,2,4,89.103448,89.103448,1.014000,0.944912,1.038461,0.069088,0.024461,0,1,normal
