Waktu;iterasi_ke;bus;i_before;i_after;v_field;v_dt_mitm;v_dt_baseline;breaker_mitm;breaker_baseline;;;
4;3;2;422.413793;1575.068966;0.998000;1.022771;1.044724;0;1;;;
4;3;3;365.551724;1543.689655;1.018000;1.009969;1.038993;1;1;;;
4;3;4;437.655172;1595.241379;0.999000;0.967802;1.037488;1;1;;;
4;3;5;193.517241;1671.448276;0.959000;0.975629;1.039009;0;1;;;
5;3;1;218.724138;218.724138;1.018000;1.014071;1.042269;1;1;;;
5;3;2;294.068966;294.068966;1.008000;1.012878;1.044106;0;1;;;
5;3;3;274.586207;274.586207;1.002000;0.989790;1.039124;1;1;;;
5;3;4;228.137931;228.137931;1.024000;0.923830;1.037656;1;1;;;
5;3;5;203.241379;203.241379;1.020000;0.935138;1.039553;0;1;;;
6;3;1;218.724138;1691.241379;1.018000;1.035092;1.043346;1;1;;;
6;3;2;294.068966;1515.931034;1.008000;1.010624;1.044854;1;1;;;
6;3;3;274.586207;274.586207;1.002000;1.014509;1.039706;1;1;;;
6;3;4;228.137931;1591.137931;1.024000;1.003930;1.038389;0;1;;;
6;3;5;203.241379;1591.689655;1.020000;1.004521;1.040193;1;1;;;
7;3;1;144.793103;1696.034483;0.975000;1.022529;1.044636;1;1;;;
7;3;2;145.172414;145.172414;0.969000;1.020820;1.045769;1;1;;;
7;3;3;422.206897;1501.689655;1.002000;1.009656;1.039443;1;1;;;
7;3;4;189.310345;1603.586207;0.968000;0.967087;1.038086;1;1;;;
7;3;5;407.793103;407.793103;0.998000;0.976609;1.039634;0;1;;;
8;3;1;304.586207;1652.172414;1.047000;1.017728;1.044259;0;1;;;
8;3;2;135.275862;135.275862;0.978000;1.025322;1.046903;1;1;;;
8;3;3;194.172414;1649.275862;0.969000;1.011798;1.040491;1;1;;;
8;3;4;97.413793;1666.068966;0.967000;0.987248;1.039230;0;1;;;
8;3;5;208.137931;1512.517241;1.002000;0.988358;1.040680;1;1;;;
9;3;1;316.724138;316.724138;1.047000;0.993722;1.043841;1;1;;;
9;3;2;140.896552;140.896552;1.018000;1.007626;1.047200;0;1;;;
9;3;3;293.413793;293.413793;1.036000;0.970180;1.040362;1;1;;;
9;3;4;328.620690;328.620690;1.037000;0.887590;1.038479;1;1;;;
9;3;5;282.896552;282.896552;0.996000;0.900162;1.040050;0;1;;;
10;3;1;114.310345;1505.000000;0.968000;1.025334;1.043568;0;1;;;
10;3;2;285.827586;285.827586;1.044000;1.016041;1.047391;1;1;;;
10;3;3;256.275862;1604.758621;1.032000;1.013219;1.040273;1;1;;;
10;3;4;381.517241;1669.793103;0.957000;1.000985;1.037985;0;1;;;
10;3;5;160.965517;1611.517241;0.955000;1.001996;1.039635;1;1;;;
11;3;1;114.310345;114.310345;0.968000;1.002482;1.044965;1;1;;;
11;3;2;285.827586;1560.517241;1.044000;1.017628;1.046808;0;1;;;
11;3;3;256.275862;1660.034483;1.032000;0.986988;1.040006;1;1;;;
11;3;4;381.517241;1665.310345;0.957000;0.924232;1.037638;1;1;;;
11;3;5;160.965517;1599.448276;0.955000;0.934656;1.039486;0;1;;;
12;3;1;220.482759;220.482759;1.006000;1.030574;1.045124;1;1;;;
12;3;2;133.620690;133.620690;1.049000;0.981432;1.047172;1;1;;;
12;3;3;345.931034;345.931034;1.026000;0.979069;1.040002;1;1;;;
12;3;4;182.137931;182.137931;1.029000;0.962276;1.038015;0;1;;;
12;3;5;285.827586;285.827586;1.002000;0.963459;1.039692;1;1;;;
13;3;1;469.551724;1554.689655;0.994000;1.034114;1.043388;1;1;;;
13;3;2;212.137931;1657.758621;1.049000;1.031008;1.046921;1;1;;;
13;3;3;352.275862;1587.137931;1.012000;1.017343;1.039935;1;1;;;
13;3;4;493.517241;1650.068966;1.024000;0.990871;1.037536;1;1;;;
13;3;5;186.448276;1615.241379;0.970000;0.998225;1.039476;0;1;;;
14;3;1;154.758621;154.758621;1.016000;1.024427;1.044547;1;1;;;
14;3;2;125.206897;1566.551724;0.967000;1.015944;1.047306;1;1;;;
14;3;3;301.448276;1680.068966;0.950000;0.999734;1.039851;1;1;;;
14;3;4;214.310345;1605.000000;1.008000;0.977203;1.037276;0;1;;;
14;3;5;410.413793;1648.413793;0.973000;0.977646;1.038968;1;1;;;
15;3;1;282.275862;1637.551724;1.020000;1.028862;1.044199;1;1;;;
15;3;2;485.827586;1609.793103;1.018000;1.005483;1.045586;1;1;;;
15;3;3;353.172414;1561.172414;1.028000;0.982581;1.039261;1;1;;;
15;3;4;491.310345;1598.034483;1.016000;0.935789;1.036647;1;1;;;
15;3;5;330.344828;1517.310345;0.992000;0.947079;1.038462;0;1;;;
16;3;1;282.275862;282.275862;1.020000;1.019591;1.043960;1;1;;;
16;3;2;485.827586;485.827586;1.018000;0.997349;1.044405;1;1;;;
16;3;3;353.172414;353.172414;1.028000;0.973104;1.038772;1;1;;;
16;3;4;491.310345;491.310345;1.016000;0.940628;1.036111;0;1;;;
16;3;5;330.344828;330.344828;0.992000;0.941710;1.038011;1;1;;;
17;3;1;481.000000;1557.827586;1.014000;1.028654;1.043226;1;1;;;
17;3;2;115.724138;1620.862069;1.032000;1.016895;1.045922;1;1;;;
17;3;3;231.241379;1586.620690;0.966000;1.002734;1.039787;1;1;;;
17;3;4;330.517241;1589.689655;1.024000;0.969861;1.037040;1;1;;;
17;3;5;145.896552;1663.793103;0.978000;0.978750;1.039013;0;1;;;
18;3;1;533.482759;533.482759;0.959000;1.020201;1.042692;1;1;;;
18;3;2;295.379310;1505.034483;1.044000;1.005405;1.046141;1;1;;;
18;3;3;123.551724;1601.068966;0.999000;0.987586;1.040633;1;1;;;
18;3;4;291.758621;1508.758621;0.953000;0.961419;1.038031;0;1;;;
18;3;5;201.896552;1562.482759;0.982000;0.962128;1.039929;1;1;;;
19;3;1;533.482759;533.482759;0.959000;1.023060;1.041431;1;1;;;
19;3;2;330.275862;330.275862;1.033000;0.996858;1.045588;1;1;;;
19;3;3;505.482759;505.482759;1.045000;0.972466;1.040131;1;1;;;
19;3;4;203.241379;203.241379;1.016000;0.924263;1.038706;1;1;;;
19;3;5;441.413793;441.413793;0.954000;0.935641;1.040243;0;1;;;
20;3;1;376.103448;1507.448276;0.997000;1.030144;1.041737;1;1;;;
20;3;2;161.275862;161.275862;1.041000;1.021060;1.046414;1;1;;;
20;3;3;364.517241;1511.103448;1.008000;1.010324;1.040531;1;1;;;
20;3;4;128.344828;128.344828;0.999000;0.995713;1.039668;0;1;;;
20;3;5;238.482759;238.482759;0.984000;0.995794;1.041093;1;1;;;
21;3;1;376.103448;1530.586207;0.997000;1.024816;1.041887;1;1;;;
21;3;2;161.275862;1509.000000;1.041000;1.027411;1.046752;1;1;;;
21;3;3;364.517241;1530.931034;1.008000;1.015957;1.040378;1;1;;;
21;3;4;128.344828;1612.689655;0.999000;1.002641;1.039137;1;1;;;
21;3;5;227.586207;1600.517241;0.995000;1.007602;1.040711;0;1;;;
22;3;1;458.000000;1556.620690;1.016000;1.018281;1.041948;1;1;;;
22;3;2;400.344828;400.344828;0.982000;1.014292;1.046752;1;1;;;
22;3;3;515.241379;1664.862069;0.978000;0.998879;1.039805;1;1;;;
22;3;4;320.275862;320.275862;1.031000;0.982944;1.038541;0;1;;;
22;3;5;227.586207;1679.310345;0.995000;0.983294;1.040215;1;1;;;
23;3;1;524.586207;524.586207;0.982000;1.014456;1.040953;0;1;;;
23;3;2;317.724138;317.724138;0.990000;1.015799;1.046349;1;1;;;
23;3;3;360.103448;360.103448;1.048000;0.996325;1.040111;1;1;;;
23;3;4;268.862069;268.862069;1.004000;0.970316;1.039181;1;1;;;
23;3;5;255.379310;255.379310;0.968000;0.976282;1.040796;0;1;;;
24;3;1;354.379310;1513.482759;1.025000;1.007533;1.041378;1;1;;;
24;3;2;173.206897;1563.448276;1.025000;1.025872;1.046256;0;1;;;
24;3;3;494.172414;1500.241379;1.004000;1.011545;1.039223;1;1;;;
24;3;4;398.034483;1684.896552;0.993000;0.991921;1.037510;0;1;;;
24;3;5;536.965517;1553.655172;0.962000;0.989115;1.039032;1;1;;;
25;3;1;191.344828;1526.655172;1.010000;1.020653;1.042937;0;1;;;
25;3;2;342.344828;342.344828;0.965000;0.976929;1.046040;1;1;;;
25;3;3;128.413793;1613.241379;1.004000;0.978406;1.039622;1;1;;;
25;3;4;467.103448;1529.068966;1.049000;0.957372;1.036949;1;1;;;
25;3;5;140.344828;1516.586207;0.996000;0.965155;1.038851;0;1;;;
26;3;1;297.655172;297.655172;1.033000;0.996755;1.043143;1;1;;;
26;3;2;305.551724;305.551724;1.020000;1.007825;1.045819;0;1;;;
26;3;3;466.241379;466.241379;0.977000;0.978064;1.039633;1;1;;;
26;3;4;186.448276;186.448276;1.048000;0.927660;1.038140;0;1;;;
26;3;5;255.689655;255.689655;1.004000;0.924004;1.039839;1;1;;;
27;3;1;297.655172;1675.620690;1.033000;1.027000;1.043275;0;1;;;
27;3;2;305.551724;1683.896552;1.020000;1.003689;1.045671;1;1;;;
27;3;3;466.241379;466.241379;0.977000;1.003360;1.039633;1;1;;;
27;3;4;186.448276;186.448276;1.048000;0.986947;1.038905;1;1;;;
27;3;5;255.689655;1561.000000;1.004000;0.993460;1.040474;0;1;;;
28;3;1;299.275862;1500.172414;1.042000;1.000332;1.043164;1;1;;;
28;3;2;451.448276;1526.758621;1.037000;1.017331;1.044417;0;1;;;
28;3;3;445.965517;1541.241379;0.977000;1.004177;1.038689;1;1;;;
28;3;4;503.793103;1507.551724;0.991000;0.974666;1.037188;0;1;;;
28;3;5;449.068966;1527.137931;1.000000;0.970209;1.038823;1;1;;;
29;3;1;224.413793;1614.586207;0.978000;1.017158;1.043849;0;1;;;
29;3;2;523.413793;523.413793;1.008000;0.964748;1.044000;1;1;;;
29;3;3;153.655172;153.655172;0.998000;0.969588;1.039420;1;1;;;
29;3;4;239.137931;1564.482759;1.002000;0.947175;1.037942;1;1;;;
29;3;5;325.689655;1536.034483;1.004000;0.954667;1.039469;0;1;;;
30;3;1;230.793103;230.793103;0.995000;0.992884;1.044277;1;1;;;
30;3;2;407.931034;407.931034;0.968000;1.007124;1.044407;0;1;;;
30;3;3;189.551724;189.551724;1.006000;0.982815;1.040057;1;1;;;
30;3;4;104.413793;104.413793;1.027000;0.924557;1.038807;0;1;;;
30;3;5;389.103448;389.103448;1.024000;0.919457;1.040077;1;1;;;
31;3;1;250.275862;1639.172414;1.031000;1.026049;1.044261;0;1;;;
31;3;2;442.275862;1537.413793;1.016000;1.003261;1.044021;1;1;;;
31;3;3;292.137931;1694.448276;1.048000;1.008154;1.039647;1;1;;;
31;3;4;324.275862;324.275862;0.953000;0.989181;1.038081;1;1;;;
31;3;5;466.862069;1639.103448;1.008000;0.995211;1.039321;0;1;;;
32;3;1;250.275862;250.275862;1.031000;0.999964;1.044250;1;1;;;
32;3;2;442.275862;1543.620690;1.016000;1.013766;1.043765;0;1;;;
32;3;3;292.137931;1520.344828;1.048000;0.998547;1.039369;1;1;;;
32;3;4;324.275862;1540.758621;0.953000;0.967066;1.037592;0;1;;;
32;3;5;466.862069;1678.862069;1.008000;0.962215;1.038813;1;1;;;
33;3;1;271.793103;271.793103;1.037000;1.028539;1.044157;1;1;;;
33;3;2;288.551724;288.551724;1.002000;0.962711;1.044566;1;1;;;
33;3;3;262.758621;262.758621;1.022000;0.968371;1.039703;1;1;;;
33;3;4;153.655172;153.655172;1.014000;0.947204;1.037897;1;1;;;
33;3;5;516.448276;516.448276;0.996000;0.954630;1.038924;0;1;;;
34;3;1;399.586207;399.586207;0.983000;1.032206;1.043221;1;1;;;
34;3;2;456.344828;456.344828;1.014000;1.027052;1.043984;1;1;;;
34;3;3;450.620690;1672.034483;1.035000;1.019236;1.039362;1;1;;;
34;3;4;230.275862;230.275862;0.988000;1.007888;1.038359;0;1;;;
34;3;5;413.448276;1559.344828;1.020000;1.006818;1.039363;1;1;;;
