timestamp,run,fase,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-31 22:15:31.980886,1,normal,field,h2,h3,4.78,ok,,
2026-05-31 22:15:39.306050,1,normal,system,h3,h4,4.77,ok,,
