cycle_id,ts_sent,bus,V_sent,I_sent,P_bus,Q_bus,power_factor,breaker_actual
14,1780259933.541472,1,1.020000,901.416562,-171.681665,-34.823273,0.980042,1
14,1780259933.541472,2,1.009775,428.619748,76.291029,31.297566,0.925174,1
14,1780259933.541472,3,1.008216,452.941001,79.663160,34.982853,0.915607,1
14,1780259933.541472,4,1.010000,518.378698,-80.000000,-59.585834,0.801989,1
14,1780259933.541472,5,1.006861,506.806900,94.145476,24.264748,0.968354,1
15,1780259934.549529,1,1.020000,779.658351,-146.858064,-37.279158,0.969259,1
15,1780259934.549529,2,1.010507,327.245446,57.946405,24.732171,0.919730,1
15,1780259934.549529,3,1.008649,442.487537,76.841044,36.418407,0.903647,1
15,1780259934.549529,4,1.010000,470.226870,-80.000000,-42.281722,0.884113,1
15,1780259934.549529,5,1.007392,480.081163,90.845860,15.411938,0.985913,1
16,1780259935.542268,1,1.020000,840.130617,-159.209195,-36.177018,0.975142,1
16,1780259935.542268,2,1.010130,351.000294,61.982015,26.860718,0.917546,1
16,1780259935.542268,3,1.008286,505.597149,89.926128,36.701843,0.925857,1
16,1780259935.542268,4,1.010000,514.857195,-80.000000,-58.444313,0.807474,1
16,1780259935.542268,5,1.006847,470.476664,85.909094,27.658186,0.951885,1
17,1780259936.549918,1,1.020000,761.287911,-143.856284,-34.544273,0.972359,1
17,1780259936.549918,2,1.010892,291.185949,53.289474,17.478372,0.950196,1
17,1780259936.549918,3,1.008819,474.725528,83.762381,36.187153,0.917994,1
17,1780259936.549918,4,1.010000,477.404985,-80.000000,-45.162234,0.870820,1
17,1780259936.549918,5,1.007088,462.365634,85.635277,23.179383,0.965265,1
18,1780259937.548696,1,1.020000,918.272066,-175.707356,-31.185664,0.984612,1
18,1780259937.548696,2,1.009973,440.546687,79.883641,28.372319,0.942329,1
18,1780259937.548696,3,1.008443,484.513247,89.132351,26.859906,0.957470,1
18,1780259937.548696,4,1.010000,478.744338,-80.000000,-45.684224,0.868384,1
18,1780259937.548696,5,1.007381,453.055270,85.114810,17.798134,0.978829,1
19,1780259938.558827,1,1.020000,772.086780,-145.719205,-35.766124,0.971174,1
19,1780259938.558827,2,1.010699,387.991036,70.451311,24.872954,0.942958,1
19,1780259938.558827,3,1.009129,377.208466,68.004756,25.200793,0.937687,1
19,1780259938.558827,4,1.010000,464.018064,-80.000000,-39.660459,0.895943,1
19,1780259938.558827,5,1.007112,463.925951,86.115522,22.547386,0.967391,1
20,1780259939.552050,1,1.020000,844.291750,-161.310965,-29.997108,0.983146,1
20,1780259939.552050,2,1.010652,338.373633,63.611711,14.099519,0.976305,1
20,1780259939.552050,3,1.008533,496.841232,86.275588,40.875483,0.903705,1
20,1780259939.552050,4,1.010000,506.508729,-80.000000,-55.677572,0.820783,1
20,1780259939.552050,5,1.006787,490.231820,90.005861,27.233251,0.957146,1
21,1780259940.552490,1,1.020000,831.049518,-158.751986,-29.681662,0.982967,1
21,1780259940.552490,2,1.010783,414.380959,77.378835,19.513935,0.969641,1
21,1780259940.552490,3,1.009160,382.532323,68.953344,25.593168,0.937505,1
21,1780259940.552490,4,1.010000,481.097721,-80.000000,-46.590703,0.864136,1
21,1780259940.552490,5,1.006730,496.699275,91.089702,27.913992,0.956114,1
22,1780259941.552707,1,1.020000,855.704864,-162.637663,-34.681409,0.978011,1
22,1780259941.552707,2,1.010142,401.479957,72.875324,25.681287,0.943150,1
22,1780259941.552707,3,1.008437,467.656428,83.358794,33.537123,0.927732,1
22,1780259941.552707,4,1.010000,495.127317,-80.000000,-51.747976,0.839650,1
22,1780259941.552707,5,1.007068,460.071207,85.005719,23.800846,0.962966,1
23,1780259942.560722,1,1.020000,765.680242,-146.222079,-27.574243,0.982680,1
23,1780259942.560722,2,1.011480,269.401489,50.584302,11.688292,0.974328,1
23,1780259942.560722,3,1.009375,470.305254,86.361656,26.870264,0.954850,1
23,1780259942.560722,4,1.010000,469.895007,-80.000000,-42.144882,0.884738,1
23,1780259942.560722,5,1.006774,482.154755,88.075141,28.218163,0.952317,1
24,1780259943.557399,1,1.020000,768.306151,-145.720335,-32.541466,0.975961,1
