cmd_id,origin_cycle,ts_received,ts_sent,breaker_DT
0,0,1780252254.764383,1780252254.792361,1:1;2:1;3:1;4:1;5:1
0,0,1780252255.765861,1780252255.780756,1:1;2:1;3:1;4:1;5:1
0,0,1780252256.768689,1780252256.775779,1:1;2:1;3:1;4:1;5:1
0,0,1780252257.780919,1780252257.794484,1:1;2:1;3:1;4:1;5:1
0,0,1780252258.782343,1780252258.795443,1:1;2:1;3:1;4:1;5:1
1,6,1780252259.783011,1780252259.790701,1:1;2:1;3:0;4:0;5:1
2,7,1780252260.789881,1780252260.800703,1:0;2:0;3:0;4:0;5:1
3,8,1780252261.811039,1780252261.825388,1:1;2:0;3:1;4:0;5:1
4,9,1780252262.820260,1780252262.836092,1:1;2:0;3:0;4:0;5:1
5,11,1780252263.906380,1780252263.917593,1:1;2:1;3:1;4:0;5:1
6,12,1780252264.906378,1780252264.916307,1:1;2:1;3:0;4:0;5:1
7,13,1780252265.930075,1780252265.941263,1:1;2:1;3:1;4:1;5:1
8,14,1780252266.930229,1780252266.940742,1:1;2:1;3:1;4:0;5:1
9,15,1780252267.930927,1780252267.941408,1:0;2:0;3:0;4:1;5:1
10,16,1780252268.932811,1780252268.943689,1:1;2:0;3:0;4:1;5:1
11,17,1780252269.935728,1780252269.954647,1:1;2:0;3:0;4:1;5:1
11,17,1780252270.947127,1780252270.971763,1:1;2:1;3:0;4:1;5:1
13,19,1780252271.996417,1780252272.016463,1:1;2:1;3:0;4:1;5:1
14,20,1780252273.006049,1780252273.033873,1:1;2:0;3:1;4:1;5:1
15,21,1780252274.014202,1780252274.025494,1:1;2:1;3:1;4:1;5:1
15,21,1780252275.019940,1780252275.039245,1:1;2:1;3:1;4:1;5:1
16,22,1780252276.021206,1780252276.042729,1:1;2:0;3:0;4:1;5:1
17,24,1780252277.024503,1780252277.039629,1:1;2:0;3:0;4:1;5:1
18,24,1780252278.025190,1780252278.056983,1:1;2:1;3:0;4:1;5:1
19,25,1780252279.030478,1780252279.050103,1:1;2:1;3:0;4:1;5:1
20,27,1780252280.033275,1780252280.067694,1:1;2:1;3:1;4:1;5:1
21,27,1780252281.039907,1780252281.078787,1:1;2:1;3:1;4:1;5:1
22,28,1780252282.049067,1780252282.078685,1:0;2:0;3:1;4:1;5:1
24,29,1780252283.055802,1780252283.074780,1:0;2:0;3:0;4:0;5:1
24,31,1780252284.057156,1780252284.077895,1:1;2:0;3:1;4:1;5:1
26,32,1780252285.060287,1780252285.095752,1:1;2:0;3:0;4:0;5:1
26,32,1780252286.061988,1780252286.101184,1:1;2:1;3:1;4:1;5:1
27,33,1780252287.062894,1780252287.114326,1:1;2:1;3:0;4:0;5:1
29,34,1780252288.071673,1780252288.115148,1:1;2:1;3:1;4:1;5:1
29,34,1780252289.072244,1780252289.107969,1:0;2:1;3:1;4:0;5:1
30,36,1780252290.072425,1780252290.104350,1:0;2:0;3:0;4:0;5:1
31,37,1780252291.077342,1780252291.120218,1:1;2:1;3:1;4:0;5:1
32,38,1780252292.078339,1780252292.118448,1:1;2:0;3:0;4:0;5:1
34,39,1780252293.090732,1780252293.120760,1:1;2:1;3:1;4:1;5:1
34,39,1780252294.092069,1780252294.137833,1:1;2:1;3:0;4:0;5:1
35,40,1780252295.092730,1780252295.135592,1:1;2:1;3:1;4:1;5:1
36,41,1780252296.093795,1780252296.118856,1:1;2:1;3:1;4:0;5:1
37,42,1780252297.095062,1780252297.137381,1:1;2:0;3:0;4:1;5:1
38,44,1780252298.096652,1780252298.140709,1:0;2:1;3:1;4:1;5:1
40,45,1780252299.106336,1780252299.129415,1:1;2:1;3:0;4:1;5:1
40,45,1780252300.106866,1780252300.148580,1:1;2:1;3:1;4:1;5:1
