cmd_id,origin_cycle,ts_sent,breaker_DT
1,6,1780252258.258009,1:1;2:1;3:0;4:0;5:1
2,7,1780252259.255998,1:0;2:0;3:0;4:0;5:1
3,8,1780252260.236995,1:1;2:0;3:1;4:0;5:1
4,9,1780252261.341163,1:1;2:0;3:0;4:0;5:1
5,11,1780252262.353523,1:1;2:1;3:1;4:0;5:1
6,12,1780252263.412049,1:1;2:1;3:0;4:0;5:1
7,13,1780252264.496516,1:1;2:1;3:1;4:1;5:1
8,14,1780252265.502956,1:1;2:1;3:1;4:0;5:1
9,15,1780252266.527723,1:0;2:0;3:0;4:1;5:1
10,16,1780252267.522374,1:1;2:0;3:0;4:1;5:1
11,17,1780252268.545478,1:1;2:0;3:0;4:1;5:1
12,18,1780252269.551727,1:1;2:1;3:0;4:1;5:1
13,19,1780252271.010065,1:1;2:1;3:0;4:1;5:1
14,20,1780252272.051760,1:1;2:0;3:1;4:1;5:1
15,21,1780252273.059628,1:1;2:1;3:1;4:1;5:1
16,22,1780252274.052201,1:1;2:1;3:1;4:1;5:1
17,23,1780252275.077806,1:1;2:0;3:0;4:1;5:1
18,24,1780252276.076734,1:1;2:0;3:0;4:1;5:1
19,25,1780252277.082975,1:1;2:1;3:0;4:1;5:1
20,25,1780252278.075166,1:1;2:1;3:0;4:1;5:1
21,27,1780252279.083930,1:1;2:1;3:1;4:1;5:1
22,28,1780252280.091110,1:1;2:1;3:1;4:1;5:1
23,28,1780252281.095310,1:0;2:0;3:1;4:1;5:1
24,29,1780252282.126465,1:0;2:0;3:0;4:0;5:1
25,31,1780252283.109959,1:1;2:0;3:1;4:1;5:1
26,32,1780252284.108417,1:1;2:0;3:0;4:0;5:1
27,33,1780252285.117330,1:1;2:1;3:1;4:1;5:1
28,34,1780252286.120214,1:1;2:1;3:0;4:0;5:1
29,34,1780252287.153126,1:1;2:1;3:1;4:1;5:1
30,36,1780252288.130624,1:0;2:1;3:1;4:0;5:1
31,37,1780252289.151530,1:0;2:0;3:0;4:0;5:1
32,38,1780252290.125787,1:1;2:1;3:1;4:0;5:1
33,38,1780252291.123630,1:1;2:0;3:0;4:0;5:1
34,39,1780252292.151886,1:1;2:1;3:1;4:1;5:1
35,40,1780252293.142356,1:1;2:1;3:0;4:0;5:1
36,41,1780252294.223247,1:1;2:1;3:1;4:1;5:1
37,42,1780252295.184549,1:1;2:1;3:1;4:0;5:1
38,44,1780252296.198701,1:0;2:0;3:0;4:1;5:1
39,44,1780252297.186987,1:1;2:1;3:1;4:1;5:1
40,45,1780252298.199523,1:1;2:1;3:0;4:1;5:1
41,47,1780252299.152916,1:1;2:1;3:1;4:1;5:1
42,48,1780252300.185339,1:1;2:1;3:1;4:1;5:1
43,49,1780252301.218051,1:0;2:0;3:0;4:0;5:1
44,49,1780252302.217909,1:0;2:0;3:0;4:0;5:1
45,51,1780252303.158756,1:1;2:0;3:0;4:0;5:1
46,52,1780252304.177549,1:1;2:0;3:0;4:0;5:1
47,53,1780252305.198000,1:1;2:1;3:0;4:0;5:1
48,54,1780252306.186471,1:1;2:1;3:0;4:0;5:1
49,55,1780252307.197855,1:1;2:1;3:1;4:0;5:1
50,55,1780252308.203452,1:1;2:1;3:1;4:0;5:1
51,57,1780252309.188422,1:1;2:1;3:1;4:1;5:1
52,58,1780252310.244467,1:1;2:1;3:1;4:1;5:1
53,59,1780252311.186117,1:0;2:0;3:0;4:1;5:1
54,60,1780252312.405473,1:0;2:0;3:0;4:1;5:1
55,61,1780252313.212668,1:1;2:0;3:0;4:1;5:1
56,62,1780252314.216040,1:1;2:0;3:0;4:1;5:1
57,62,1780252315.224873,1:1;2:0;3:0;4:1;5:1
58,64,1780252316.351167,1:1;2:1;3:0;4:1;5:1
59,65,1780252317.303058,1:1;2:1;3:0;4:1;5:1
60,66,1780252318.362178,1:1;2:1;3:1;4:1;5:1
61,67,1780252319.760284,1:1;2:1;3:1;4:1;5:1
62,67,1780252320.707231,1:1;2:1;3:1;4:1;5:1
63,69,1780252321.658129,1:1;2:1;3:1;4:1;5:1
64,69,1780252322.708580,1:0;2:0;3:0;4:1;5:1
65,70,1780252323.693296,1:1;2:0;3:0;4:1;5:1
66,71,1780252324.696976,1:1;2:1;3:0;4:1;5:1
67,72,1780252325.991517,1:1;2:1;3:0;4:1;5:1
68,74,1780252326.760242,1:1;2:1;3:1;4:1;5:1
69,75,1780252327.927203,1:1;2:1;3:1;4:1;5:1
70,76,1780252328.941557,1:1;2:1;3:1;4:1;5:1
71,77,1780252330.129493,1:0;2:0;3:0;4:1;5:1
72,78,1780252331.355431,1:0;2:0;3:0;4:1;5:1
73,79,1780252332.081178,1:0;2:0;3:0;4:1;5:1
74,79,1780252332.716256,1:1;2:0;3:0;4:1;5:1
75,80,1780252333.692263,1:1;2:0;3:0;4:1;5:1
76,81,1780252335.307403,1:1;2:1;3:0;4:1;5:1
77,82,1780252336.342120,1:1;2:1;3:0;4:1;5:1
78,83,1780252337.310750,1:1;2:1;3:1;4:1;5:1
79,84,1780252338.350339,1:1;2:1;3:1;4:1;5:1
80,85,1780252339.302633,1:1;2:0;3:1;4:1;5:1
81,87,1780252339.742464,1:0;2:0;3:0;4:0;5:1
