timestamp,run,layer,source,destination,throughput_Mbps
2026-03-12 08:52:04.809606,1,field,h2,h3,2.97
2026-03-12 08:52:12.695480,2,field,h2,h3,2.91
2026-03-12 08:52:20.377368,3,field,h2,h3,3.05
2026-03-12 08:54:13.620145,4,field,h2,h3,3.1
2026-03-12 08:54:21.637911,5,field,h2,h3,3.05
2026-03-12 08:54:31.214436,1,system,h3,h4,3.05
2026-03-12 08:54:43.352591,2,system,h3,h4,3.0
