timestamp,run,fase,layer,source,destination,packet_loss_percent
2026-05-17 01:22:33.801699,1,dos_light,field,h2,h3,0.0
2026-05-17 01:22:54.246700,2,dos_light,field,h2,h3,0.0
2026-05-17 01:23:14.698561,3,dos_light,field,h2,h3,0.0
2026-05-17 01:23:35.147209,1,dos_light,system,h3,h4,0.0
2026-05-17 01:23:55.627165,2,dos_light,system,h3,h4,0.0
2026-05-17 01:24:16.070964,3,dos_light,system,h3,h4,0.0
