timestamp,run,fase,layer,source,destination,latency_ms
2026-05-17 01:45:24.742693,1,dos_light,system,h3,h4,0.078
2026-05-17 01:45:45.222542,2,dos_light,system,h3,h4,0.073
2026-05-17 01:45:45.222570,2,dos_light,system,h3,h4,0.072
2026-05-17 01:45:45.222575,2,dos_light,system,h3,h4,0.068
2026-05-17 01:45:45.222578,2,dos_light,system,h3,h4,0.083
2026-05-17 01:45:45.222582,2,dos_light,system,h3,h4,0.208
2026-05-17 01:45:45.222585,2,dos_light,system,h3,h4,0.072
2026-05-17 01:45:45.222589,2,dos_light,system,h3,h4,0.073
2026-05-17 01:45:45.222592,2,dos_light,system,h3,h4,0.082
2026-05-17 01:45:45.222595,2,dos_light,system,h3,h4,0.09
2026-05-17 01:45:45.222598,2,dos_light,system,h3,h4,0.089
2026-05-17 01:45:45.222602,2,dos_light,system,h3,h4,0.077
2026-05-17 01:45:45.222606,2,dos_light,system,h3,h4,0.092
2026-05-17 01:45:45.222609,2,dos_light,system,h3,h4,0.091
2026-05-17 01:45:45.222612,2,dos_light,system,h3,h4,0.089
2026-05-17 01:45:45.222615,2,dos_light,system,h3,h4,0.079
2026-05-17 01:45:45.222618,2,dos_light,system,h3,h4,0.084
2026-05-17 01:45:45.222622,2,dos_light,system,h3,h4,0.083
2026-05-17 01:45:45.222625,2,dos_light,system,h3,h4,0.074
2026-05-17 01:45:45.222628,2,dos_light,system,h3,h4,0.091
2026-05-17 01:45:45.222631,2,dos_light,system,h3,h4,0.084
2026-05-17 01:46:05.670535,3,dos_light,system,h3,h4,0.165
2026-05-17 01:46:05.670563,3,dos_light,system,h3,h4,0.072
2026-05-17 01:46:05.670568,3,dos_light,system,h3,h4,0.081
2026-05-17 01:46:05.670571,3,dos_light,system,h3,h4,0.076
2026-05-17 01:46:05.670575,3,dos_light,system,h3,h4,0.088
2026-05-17 01:46:05.670578,3,dos_light,system,h3,h4,0.074
2026-05-17 01:46:05.670581,3,dos_light,system,h3,h4,0.073
2026-05-17 01:46:05.670590,3,dos_light,system,h3,h4,0.081
2026-05-17 01:46:05.670594,3,dos_light,system,h3,h4,0.105
2026-05-17 01:46:05.670600,3,dos_light,system,h3,h4,0.076
2026-05-17 01:46:05.670603,3,dos_light,system,h3,h4,0.072
2026-05-17 01:46:05.670606,3,dos_light,system,h3,h4,0.134
2026-05-17 01:46:05.670609,3,dos_light,system,h3,h4,0.085
2026-05-17 01:46:05.670612,3,dos_light,system,h3,h4,0.084
2026-05-17 01:46:05.670615,3,dos_light,system,h3,h4,0.078
2026-05-17 01:46:05.670618,3,dos_light,system,h3,h4,0.075
2026-05-17 01:46:05.670621,3,dos_light,system,h3,h4,0.071
2026-05-17 01:46:05.670624,3,dos_light,system,h3,h4,0.073
2026-05-17 01:46:05.670627,3,dos_light,system,h3,h4,0.073
2026-05-17 01:46:05.670630,3,dos_light,system,h3,h4,0.072
