timestamp,run,fase,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-17 01:46:13.058859,1,dos_light,field,h2,h3,2.89,ok,,
2026-05-17 01:46:21.242570,2,dos_light,field,h2,h3,2.72,ok,,
2026-05-17 01:46:28.993674,3,dos_light,field,h2,h3,2.68,ok,,
2026-05-17 01:46:38.255266,1,dos_light,system,h3,h4,4.72,ok,,
2026-05-17 01:46:45.943950,2,dos_light,system,h3,h4,4.46,ok,,
2026-05-17 01:46:54.276230,3,dos_light,system,h3,h4,4.81,ok,,
