timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-09 22:55:32.259837,1,field,h2,h3,5.16,ok,,
2026-05-09 22:55:40.600150,2,field,h2,h3,4.9,ok,,
2026-05-09 22:55:47.969011,3,field,h2,h3,5.01,ok,,
2026-05-09 22:55:55.379587,1,system,h3,h4,4.94,ok,,
2026-05-09 22:56:02.774879,2,system,h3,h4,4.75,ok,,
2026-05-09 22:56:10.132454,3,system,h3,h4,5.0,ok,,
