cmd_id,origin_cycle,ts_sent,bus,breaker_DT
1,6,1780254831.996995,1,0
1,6,1780254831.996995,2,0
1,6,1780254831.996995,3,0
1,6,1780254831.996995,4,0
1,6,1780254831.996995,5,1
2,7,1780254832.990728,1,1
2,7,1780254832.990728,2,1
2,7,1780254832.990728,3,1
2,7,1780254832.990728,4,1
2,7,1780254832.990728,5,1
3,8,1780254834.013942,1,1
3,8,1780254834.013942,2,0
3,8,1780254834.013942,3,0
3,8,1780254834.013942,4,0
3,8,1780254834.013942,5,1
4,9,1780254835.023156,1,0
4,9,1780254835.023156,2,0
4,9,1780254835.023156,3,0
4,9,1780254835.023156,4,1
4,9,1780254835.023156,5,1
5,10,1780254836.033660,1,1
5,10,1780254836.033660,2,1
5,10,1780254836.033660,3,0
5,10,1780254836.033660,4,0
5,10,1780254836.033660,5,1
6,11,1780254837.017229,1,1
6,11,1780254837.017229,2,0
6,11,1780254837.017229,3,0
6,11,1780254837.017229,4,1
6,11,1780254837.017229,5,1
7,12,1780254838.026203,1,0
7,12,1780254838.026203,2,1
7,12,1780254838.026203,3,1
7,12,1780254838.026203,4,0
7,12,1780254838.026203,5,1
8,13,1780254839.033518,1,1
8,13,1780254839.033518,2,1
8,13,1780254839.033518,3,0
8,13,1780254839.033518,4,1
8,13,1780254839.033518,5,1
9,14,1780254840.133475,1,1
9,14,1780254840.133475,2,1
9,14,1780254840.133475,3,1
9,14,1780254840.133475,4,0
9,14,1780254840.133475,5,1
10,15,1780254841.165602,1,1
10,15,1780254841.165602,2,1
10,15,1780254841.165602,3,1
10,15,1780254841.165602,4,1
10,15,1780254841.165602,5,1
11,16,1780254842.204572,1,1
11,16,1780254842.204572,2,0
11,16,1780254842.204572,3,0
11,16,1780254842.204572,4,1
11,16,1780254842.204572,5,1
12,17,1780254843.212872,1,0
12,17,1780254843.212872,2,0
12,17,1780254843.212872,3,0
12,17,1780254843.212872,4,1
12,17,1780254843.212872,5,1
13,18,1780254844.265891,1,1
13,18,1780254844.265891,2,1
13,18,1780254844.265891,3,0
13,18,1780254844.265891,4,1
13,18,1780254844.265891,5,1
14,19,1780254845.293615,1,1
14,19,1780254845.293615,2,0
14,19,1780254845.293615,3,0
14,19,1780254845.293615,4,1
14,19,1780254845.293615,5,1
15,20,1780254846.309047,1,1
15,20,1780254846.309047,2,1
15,20,1780254846.309047,3,1
15,20,1780254846.309047,4,1
15,20,1780254846.309047,5,1
16,21,1780254847.331353,1,1
16,21,1780254847.331353,2,1
16,21,1780254847.331353,3,0
16,21,1780254847.331353,4,1
16,21,1780254847.331353,5,1
17,22,1780254848.434368,1,0
17,22,1780254848.434368,2,0
17,22,1780254848.434368,3,0
17,22,1780254848.434368,4,0
17,22,1780254848.434368,5,1
18,23,1780254849.511435,1,1
18,23,1780254849.511435,2,1
18,23,1780254849.511435,3,1
18,23,1780254849.511435,4,1
18,23,1780254849.511435,5,1
19,24,1780254850.590352,1,1
19,24,1780254850.590352,2,0
19,24,1780254850.590352,3,0
19,24,1780254850.590352,4,0
19,24,1780254850.590352,5,1
20,25,1780254851.618604,1,0
20,25,1780254851.618604,2,0
20,25,1780254851.618604,3,0
20,25,1780254851.618604,4,0
20,25,1780254851.618604,5,1
21,26,1780254852.622388,1,1
21,26,1780254852.622388,2,1
21,26,1780254852.622388,3,0
21,26,1780254852.622388,4,0
21,26,1780254852.622388,5,1
22,27,1780254853.610435,1,1
22,27,1780254853.610435,2,0
22,27,1780254853.610435,3,0
22,27,1780254853.610435,4,0
22,27,1780254853.610435,5,1
23,28,1780254854.649180,1,1
23,28,1780254854.649180,2,1
23,28,1780254854.649180,3,1
23,28,1780254854.649180,4,0
23,28,1780254854.649180,5,1
24,29,1780254855.650311,1,1
24,29,1780254855.650311,2,1
24,29,1780254855.650311,3,0
24,29,1780254855.650311,4,0
24,29,1780254855.650311,5,1
25,30,1780254856.775109,1,1
25,30,1780254856.775109,2,1
25,30,1780254856.775109,3,1
25,30,1780254856.775109,4,1
25,30,1780254856.775109,5,1
26,31,1780254857.890173,1,1
26,31,1780254857.890173,2,1
26,31,1780254857.890173,3,1
26,31,1780254857.890173,4,0
26,31,1780254857.890173,5,1
27,32,1780254858.888663,1,0
27,32,1780254858.888663,2,0
27,32,1780254858.888663,3,0
27,32,1780254858.888663,4,1
27,32,1780254858.888663,5,1
28,33,1780254859.892057,1,1
28,33,1780254859.892057,2,1
28,33,1780254859.892057,3,0
28,33,1780254859.892057,4,1
28,33,1780254859.892057,5,1
29,34,1780254860.881468,1,1
29,34,1780254860.881468,2,0
29,34,1780254860.881468,3,0
29,34,1780254860.881468,4,1
29,34,1780254860.881468,5,1
30,35,1780254861.890865,1,1
30,35,1780254861.890865,2,1
30,35,1780254861.890865,3,1
30,35,1780254861.890865,4,1
30,35,1780254861.890865,5,1
31,36,1780254862.894567,1,1
31,36,1780254862.894567,2,1
31,36,1780254862.894567,3,0
31,36,1780254862.894567,4,1
31,36,1780254862.894567,5,1
32,37,1780254863.897699,1,1
32,37,1780254863.897699,2,0
32,37,1780254863.897699,3,0
32,37,1780254863.897699,4,1
32,37,1780254863.897699,5,1
33,38,1780254864.899668,1,1
33,38,1780254864.899668,2,1
33,38,1780254864.899668,3,1
33,38,1780254864.899668,4,1
33,38,1780254864.899668,5,1
34,39,1780254865.891835,1,1
34,39,1780254865.891835,2,1
34,39,1780254865.891835,3,0
34,39,1780254865.891835,4,1
34,39,1780254865.891835,5,1
35,40,1780254866.926250,1,1
35,40,1780254866.926250,2,1
35,40,1780254866.926250,3,1
35,40,1780254866.926250,4,1
35,40,1780254866.926250,5,1
36,41,1780254868.083831,1,0
36,41,1780254868.083831,2,0
36,41,1780254868.083831,3,1
36,41,1780254868.083831,4,1
36,41,1780254868.083831,5,1
37,42,1780254869.082376,1,0
37,42,1780254869.082376,2,0
37,42,1780254869.082376,3,0
37,42,1780254869.082376,4,1
37,42,1780254869.082376,5,1
38,43,1780254870.071672,1,1
38,43,1780254870.071672,2,0
38,43,1780254870.071672,3,1
38,43,1780254870.071672,4,1
38,43,1780254870.071672,5,1
39,44,1780254871.089018,1,1
39,44,1780254871.089018,2,0
39,44,1780254871.089018,3,0
39,44,1780254871.089018,4,1
39,44,1780254871.089018,5,1
40,45,1780254872.119559,1,1
40,45,1780254872.119559,2,1
40,45,1780254872.119559,3,1
40,45,1780254872.119559,4,1
40,45,1780254872.119559,5,1
41,46,1780254873.166083,1,1
41,46,1780254873.166083,2,1
41,46,1780254873.166083,3,0
41,46,1780254873.166083,4,1
41,46,1780254873.166083,5,1
42,47,1780254874.168769,1,0
42,47,1780254874.168769,2,0
42,47,1780254874.168769,3,0
42,47,1780254874.168769,4,1
42,47,1780254874.168769,5,1
43,48,1780254875.166860,1,1
43,48,1780254875.166860,2,1
43,48,1780254875.166860,3,1
43,48,1780254875.166860,4,1
43,48,1780254875.166860,5,1
44,49,1780254876.181194,1,1
44,49,1780254876.181194,2,1
44,49,1780254876.181194,3,1
44,49,1780254876.181194,4,1
44,49,1780254876.181194,5,1
45,50,1780254877.189728,1,1
45,50,1780254877.189728,2,0
45,50,1780254877.189728,3,0
45,50,1780254877.189728,4,1
45,50,1780254877.189728,5,1
46,51,1780254878.183701,1,0
46,51,1780254878.183701,2,0
46,51,1780254878.183701,3,0
46,51,1780254878.183701,4,0
46,51,1780254878.183701,5,1
47,52,1780254879.205169,1,1
47,52,1780254879.205169,2,1
47,52,1780254879.205169,3,0
47,52,1780254879.205169,4,1
47,52,1780254879.205169,5,1
48,53,1780254880.208351,1,1
48,53,1780254880.208351,2,0
48,53,1780254880.208351,3,0
48,53,1780254880.208351,4,0
48,53,1780254880.208351,5,1
49,54,1780254881.223906,1,0
49,54,1780254881.223906,2,0
49,54,1780254881.223906,3,1
49,54,1780254881.223906,4,1
49,54,1780254881.223906,5,1
50,55,1780254882.264365,1,1
50,55,1780254882.264365,2,1
50,55,1780254882.264365,3,0
50,55,1780254882.264365,4,0
50,55,1780254882.264365,5,1
