scenario (-),iteration (-),cycle_id (-),bus (-),v_field (pu),v_dt (pu),drift_signed (pu),drift_abs (pu),drift (%)
dos_light,iteration_1,14,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,14,2,1.009775,1.009807,0.000032,0.000032,0.003169
dos_light,iteration_1,14,3,1.008216,1.008386,0.000170,0.000170,0.016861
dos_light,iteration_1,14,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,14,5,1.006861,1.007550,0.000689,0.000689,0.068430
dos_light,iteration_1,15,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,15,2,1.010507,1.009782,-0.000725,0.000725,0.071746
dos_light,iteration_1,15,3,1.008649,1.008226,-0.000423,0.000423,0.041937
dos_light,iteration_1,15,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,15,5,1.007392,1.006862,-0.000530,0.000530,0.052611
dos_light,iteration_1,16,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,16,2,1.010130,1.010100,-0.000030,0.000030,0.002970
dos_light,iteration_1,16,3,1.008286,1.008266,-0.000020,0.000020,0.001984
dos_light,iteration_1,16,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,16,5,1.006847,1.007396,0.000549,0.000549,0.054527
dos_light,iteration_1,17,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,17,2,1.010892,1.010865,-0.000027,0.000027,0.002671
dos_light,iteration_1,17,3,1.008819,1.008790,-0.000029,0.000029,0.002875
dos_light,iteration_1,17,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,17,5,1.007088,1.006847,-0.000241,0.000241,0.023930
dos_light,iteration_1,18,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,18,2,1.009973,1.009992,0.000019,0.000019,0.001881
dos_light,iteration_1,18,3,1.008443,1.008460,0.000017,0.000017,0.001686
dos_light,iteration_1,18,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,18,5,1.007381,1.007083,-0.000298,0.000298,0.029582
dos_light,iteration_1,19,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,19,2,1.010699,1.010340,-0.000359,0.000359,0.035520
dos_light,iteration_1,19,3,1.009129,1.008669,-0.000460,0.000460,0.045584
dos_light,iteration_1,19,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,19,5,1.007112,1.007381,0.000269,0.000269,0.026710
dos_light,iteration_1,20,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,20,2,1.010652,1.011386,0.000734,0.000734,0.072626
dos_light,iteration_1,20,3,1.008533,1.009546,0.001013,0.001013,0.100443
dos_light,iteration_1,20,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,20,5,1.006787,1.007143,0.000356,0.000356,0.035360
dos_light,iteration_1,21,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,21,2,1.010783,1.010797,0.000014,0.000014,0.001385
dos_light,iteration_1,21,3,1.009160,1.009174,0.000014,0.000014,0.001387
dos_light,iteration_1,21,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,21,5,1.006730,1.006786,0.000056,0.000056,0.005563
dos_light,iteration_1,22,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,22,2,1.010142,1.010113,-0.000029,0.000029,0.002871
dos_light,iteration_1,22,3,1.008437,1.008416,-0.000021,0.000021,0.002082
dos_light,iteration_1,22,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,22,5,1.007068,1.006720,-0.000348,0.000348,0.034556
dos_light,iteration_1,23,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,23,2,1.011480,1.011501,0.000021,0.000021,0.002076
dos_light,iteration_1,23,3,1.009375,1.009403,0.000028,0.000028,0.002774
dos_light,iteration_1,23,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,23,5,1.006774,1.007065,0.000291,0.000291,0.028904
dos_light,iteration_1,24,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,24,2,1.011014,1.011019,0.000005,0.000005,0.000495
dos_light,iteration_1,24,3,1.009354,1.009364,0.000010,0.000010,0.000991
dos_light,iteration_1,24,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,24,5,1.007401,1.006801,-0.000600,0.000600,0.059559
dos_light,iteration_1,25,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,25,2,1.010008,1.010292,0.000284,0.000284,0.028119
dos_light,iteration_1,25,3,1.008547,1.008927,0.000380,0.000380,0.037678
dos_light,iteration_1,25,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,25,5,1.007456,1.007396,-0.000060,0.000060,0.005956
dos_light,iteration_1,26,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,26,2,1.010601,1.010589,-0.000012,0.000012,0.001187
dos_light,iteration_1,26,3,1.008965,1.008957,-0.000008,0.000008,0.000793
dos_light,iteration_1,26,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,26,5,1.006989,1.007456,0.000467,0.000467,0.046376
dos_light,iteration_1,27,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,27,2,1.010247,1.010261,0.000014,0.000014,0.001386
dos_light,iteration_1,27,3,1.008696,1.008708,0.000012,0.000012,0.001190
dos_light,iteration_1,27,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,27,5,1.006955,1.006943,-0.000012,0.000012,0.001192
dos_light,iteration_1,28,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,28,2,1.010945,1.010917,-0.000028,0.000028,0.002770
dos_light,iteration_1,28,3,1.009110,1.009093,-0.000017,0.000017,0.001685
dos_light,iteration_1,28,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,28,5,1.007283,1.006943,-0.000340,0.000340,0.033754
dos_light,iteration_1,29,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,29,2,1.010715,1.010725,0.000010,0.000010,0.000989
dos_light,iteration_1,29,3,1.008480,1.008490,0.000010,0.000010,0.000992
dos_light,iteration_1,29,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,29,5,1.007264,1.007290,0.000026,0.000026,0.002581
dos_light,iteration_1,30,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,30,2,1.010400,1.010413,0.000013,0.000013,0.001287
dos_light,iteration_1,30,3,1.008523,1.008542,0.000019,0.000019,0.001884
dos_light,iteration_1,30,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,30,5,1.007302,1.007254,-0.000048,0.000048,0.004765
dos_light,iteration_1,31,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,31,2,1.010236,1.010259,0.000023,0.000023,0.002277
dos_light,iteration_1,31,3,1.008856,1.008871,0.000015,0.000015,0.001487
dos_light,iteration_1,31,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,31,5,1.007032,1.007296,0.000264,0.000264,0.026216
dos_light,iteration_1,32,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,32,2,1.009841,1.009881,0.000040,0.000040,0.003961
dos_light,iteration_1,32,3,1.007884,1.007923,0.000039,0.000039,0.003869
dos_light,iteration_1,32,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,32,5,1.006940,1.006970,0.000030,0.000030,0.002979
dos_light,iteration_1,33,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,33,2,1.010152,1.010134,-0.000018,0.000018,0.001782
dos_light,iteration_1,33,3,1.008756,1.008742,-0.000014,0.000014,0.001388
dos_light,iteration_1,33,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,33,5,1.006888,1.006945,0.000057,0.000057,0.005661
dos_light,iteration_1,34,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,34,2,1.011566,1.011578,0.000012,0.000012,0.001186
dos_light,iteration_1,34,3,1.009675,1.009684,0.000009,0.000009,0.000891
dos_light,iteration_1,34,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,34,5,1.006680,1.006904,0.000224,0.000224,0.022251
dos_light,iteration_1,35,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,35,2,1.010380,1.010383,0.000003,0.000003,0.000297
dos_light,iteration_1,35,3,1.008737,1.008745,0.000008,0.000008,0.000793
dos_light,iteration_1,35,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,35,5,1.006653,1.006681,0.000028,0.000028,0.002781
dos_light,iteration_1,36,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,36,2,1.010224,1.010223,-0.000001,0.000001,0.000099
dos_light,iteration_1,36,3,1.008492,1.008502,0.000010,0.000010,0.000992
dos_light,iteration_1,36,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,36,5,1.007559,1.006658,-0.000901,0.000901,0.089424
dos_light,iteration_1,37,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,37,2,1.011107,1.011103,-0.000004,0.000004,0.000396
dos_light,iteration_1,37,3,1.009155,1.009153,-0.000002,0.000002,0.000198
dos_light,iteration_1,37,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,37,5,1.007413,1.007575,0.000162,0.000162,0.016081
dos_light,iteration_1,38,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,38,2,1.010904,1.010923,0.000019,0.000019,0.001880
dos_light,iteration_1,38,3,1.009165,1.009176,0.000011,0.000011,0.001090
dos_light,iteration_1,38,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,38,5,1.006949,1.007419,0.000470,0.000470,0.046676
dos_light,iteration_1,39,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,39,2,1.011185,1.010925,-0.000260,0.000260,0.025712
dos_light,iteration_1,39,3,1.009516,1.009177,-0.000339,0.000339,0.033580
dos_light,iteration_1,39,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,39,5,1.007365,1.006922,-0.000443,0.000443,0.043976
dos_light,iteration_1,40,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,40,2,1.011585,1.011589,0.000004,0.000004,0.000395
dos_light,iteration_1,40,3,1.009579,1.009578,-0.000001,0.000001,0.000099
dos_light,iteration_1,40,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,40,5,1.007157,1.007390,0.000233,0.000233,0.023134
dos_light,iteration_1,41,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,41,2,1.010168,1.010176,0.000008,0.000008,0.000792
dos_light,iteration_1,41,3,1.008223,1.008230,0.000007,0.000007,0.000694
dos_light,iteration_1,41,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,41,5,1.007106,1.007153,0.000047,0.000047,0.004667
dos_light,iteration_1,42,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,42,2,1.011072,1.011077,0.000005,0.000005,0.000495
dos_light,iteration_1,42,3,1.009384,1.009391,0.000007,0.000007,0.000693
dos_light,iteration_1,42,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,42,5,1.007317,1.007319,0.000002,0.000002,0.000199
dos_light,iteration_1,43,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,43,2,1.010581,1.010588,0.000007,0.000007,0.000693
dos_light,iteration_1,43,3,1.008642,1.008657,0.000015,0.000015,0.001487
dos_light,iteration_1,43,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,43,5,1.007317,1.007319,0.000002,0.000002,0.000199
dos_light,iteration_1,44,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,44,2,1.011134,1.010808,-0.000326,0.000326,0.032241
dos_light,iteration_1,44,3,1.009235,1.008789,-0.000446,0.000446,0.044192
dos_light,iteration_1,44,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,44,5,1.006964,1.007314,0.000350,0.000350,0.034758
dos_light,iteration_1,45,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,45,2,1.011279,1.011261,-0.000018,0.000018,0.001780
dos_light,iteration_1,45,3,1.009287,1.009267,-0.000020,0.000020,0.001982
dos_light,iteration_1,45,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,45,5,1.006820,1.006960,0.000140,0.000140,0.013905
dos_light,iteration_1,46,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,46,2,1.010697,1.010702,0.000005,0.000005,0.000495
dos_light,iteration_1,46,3,1.009152,1.009160,0.000008,0.000008,0.000793
dos_light,iteration_1,46,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,46,5,1.006612,1.006793,0.000181,0.000181,0.017981
dos_light,iteration_1,47,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,47,2,1.010244,1.010705,0.000461,0.000461,0.045633
dos_light,iteration_1,47,3,1.008820,1.009162,0.000342,0.000342,0.033901
dos_light,iteration_1,47,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,47,5,1.006876,1.006603,-0.000273,0.000273,0.027114
dos_light,iteration_1,48,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,48,2,1.011352,1.011322,-0.000030,0.000030,0.002966
dos_light,iteration_1,48,3,1.009500,1.009466,-0.000034,0.000034,0.003368
dos_light,iteration_1,48,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,48,5,1.006728,1.006890,0.000162,0.000162,0.016092
dos_light,iteration_1,49,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,49,2,1.010523,1.010538,0.000015,0.000015,0.001484
dos_light,iteration_1,49,3,1.009051,1.009053,0.000002,0.000002,0.000198
dos_light,iteration_1,49,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,49,5,1.006600,1.006705,0.000105,0.000105,0.010431
dos_light,iteration_1,50,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,50,2,1.011055,1.011070,0.000015,0.000015,0.001484
dos_light,iteration_1,50,3,1.009551,1.009559,0.000008,0.000008,0.000792
dos_light,iteration_1,50,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,50,5,1.006800,1.006613,-0.000187,0.000187,0.018574
dos_light,iteration_1,51,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,51,2,1.010156,1.010170,0.000014,0.000014,0.001386
dos_light,iteration_1,51,3,1.008412,1.008422,0.000010,0.000010,0.000992
dos_light,iteration_1,51,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,51,5,1.007523,1.006775,-0.000748,0.000748,0.074241
dos_light,iteration_1,52,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,52,2,1.009972,1.009979,0.000007,0.000007,0.000693
dos_light,iteration_1,52,3,1.008332,1.008332,0.000000,0.000000,0.000000
dos_light,iteration_1,52,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,52,5,1.006879,1.007532,0.000653,0.000653,0.064854
dos_light,iteration_1,53,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,53,2,1.011230,1.011265,0.000035,0.000035,0.003461
dos_light,iteration_1,53,3,1.009288,1.009317,0.000029,0.000029,0.002873
dos_light,iteration_1,53,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,53,5,1.006668,1.006909,0.000241,0.000241,0.023940
dos_light,iteration_1,54,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,54,2,1.010700,1.010698,-0.000002,0.000002,0.000198
dos_light,iteration_1,54,3,1.008995,1.008990,-0.000005,0.000005,0.000496
dos_light,iteration_1,54,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,54,5,1.007167,1.007179,0.000012,0.000012,0.001191
dos_light,iteration_1,55,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,55,2,1.011479,1.011484,0.000005,0.000005,0.000494
dos_light,iteration_1,55,3,1.009490,1.009494,0.000004,0.000004,0.000396
dos_light,iteration_1,55,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,55,5,1.007307,1.007300,-0.000007,0.000007,0.000695
dos_light,iteration_1,56,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,56,2,1.011755,1.011741,-0.000014,0.000014,0.001384
dos_light,iteration_1,56,3,1.009887,1.009867,-0.000020,0.000020,0.001980
dos_light,iteration_1,56,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,56,5,1.007290,1.007278,-0.000012,0.000012,0.001191
dos_light,iteration_1,57,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,57,2,1.009520,1.009528,0.000008,0.000008,0.000792
dos_light,iteration_1,57,3,1.007828,1.007833,0.000005,0.000005,0.000496
dos_light,iteration_1,57,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,57,5,1.007263,1.007265,0.000002,0.000002,0.000199
dos_light,iteration_1,58,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,58,2,1.011112,1.011108,-0.000004,0.000004,0.000396
dos_light,iteration_1,58,3,1.009099,1.009091,-0.000008,0.000008,0.000793
dos_light,iteration_1,58,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,58,5,1.006718,1.006700,-0.000018,0.000018,0.001788
dos_light,iteration_1,59,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,59,2,1.011341,1.011343,0.000002,0.000002,0.000198
dos_light,iteration_1,59,3,1.009600,1.009601,0.000001,0.000001,0.000099
dos_light,iteration_1,59,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,59,5,1.006697,1.006700,0.000003,0.000003,0.000298
dos_light,iteration_1,60,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,60,2,1.009983,1.009966,-0.000017,0.000017,0.001683
dos_light,iteration_1,60,3,1.008223,1.008200,-0.000023,0.000023,0.002281
dos_light,iteration_1,60,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,60,5,1.006583,1.006573,-0.000010,0.000010,0.000993
dos_light,iteration_1,61,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,61,2,1.009197,1.009196,-0.000001,0.000001,0.000099
dos_light,iteration_1,61,3,1.007604,1.007602,-0.000002,0.000002,0.000198
dos_light,iteration_1,61,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,61,5,1.007112,1.007109,-0.000003,0.000003,0.000298
dos_light,iteration_1,62,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,62,2,1.010088,1.010114,0.000026,0.000026,0.002574
dos_light,iteration_1,62,3,1.008496,1.008521,0.000025,0.000025,0.002479
dos_light,iteration_1,62,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,62,5,1.007136,1.007136,0.000000,0.000000,0.000000
dos_light,iteration_1,63,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,63,2,1.011701,1.011687,-0.000014,0.000014,0.001384
dos_light,iteration_1,63,3,1.010018,1.010009,-0.000009,0.000009,0.000891
dos_light,iteration_1,63,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,63,5,1.007217,1.007229,0.000012,0.000012,0.001191
dos_light,iteration_1,64,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,64,2,1.010355,1.010338,-0.000017,0.000017,0.001683
dos_light,iteration_1,64,3,1.008601,1.008595,-0.000006,0.000006,0.000595
dos_light,iteration_1,64,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,64,5,1.006842,1.006846,0.000004,0.000004,0.000397
dos_light,iteration_1,65,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,65,2,1.010836,1.010828,-0.000008,0.000008,0.000791
dos_light,iteration_1,65,3,1.008765,1.008755,-0.000010,0.000010,0.000991
dos_light,iteration_1,65,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,65,5,1.007024,1.007037,0.000013,0.000013,0.001291
dos_light,iteration_1,66,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,66,2,1.010806,1.010800,-0.000006,0.000006,0.000594
dos_light,iteration_1,66,3,1.009175,1.009167,-0.000008,0.000008,0.000793
dos_light,iteration_1,66,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,66,5,1.007050,1.007066,0.000016,0.000016,0.001589
dos_light,iteration_1,67,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,67,2,1.010442,1.010439,-0.000003,0.000003,0.000297
dos_light,iteration_1,67,3,1.008910,1.008909,-0.000001,0.000001,0.000099
dos_light,iteration_1,67,4,1.010000,1.010000,0.000000,0.000000,0.000000
dos_light,iteration_1,67,5,1.007041,1.007043,0.000002,0.000002,0.000199
dos_light,iteration_1,68,1,1.020000,1.020000,0.000000,0.000000,0.000000
dos_light,iteration_1,68,2,1.010615,1.010619,0.000004,0.000004,0.000396
dos_light,iteration_1,68,3,1.008759,1.008763,0.000004,0.000004,0.000397
dos_light,iteration_1,68,4,1.010000,1.010000,0.000000,0.000000,0.000000
