scenario (-),iteration (-),cmd_id (-),origin_cycle (-),bus (-),field_breaker_actual (-),dt_breaker_cmd (-),false_control_action (-)
dos_light,iteration_2,73,77,2,1,1,0
dos_light,iteration_2,73,77,3,1,1,0
dos_light,iteration_2,73,77,4,1,1,0
dos_light,iteration_2,73,77,5,1,1,0
dos_light,iteration_2,74,78,1,1,1,0
dos_light,iteration_2,74,78,2,1,1,0
dos_light,iteration_2,74,78,3,1,1,0
dos_light,iteration_2,74,78,4,1,1,0
dos_light,iteration_2,74,78,5,1,1,0
dos_light,iteration_2,75,79,1,1,1,0
dos_light,iteration_2,75,79,2,1,1,0
dos_light,iteration_2,75,79,3,1,1,0
dos_light,iteration_2,75,79,4,1,1,0
dos_light,iteration_2,75,79,5,1,1,0
dos_light,iteration_2,76,81,1,1,1,0
dos_light,iteration_2,76,81,2,1,1,0
dos_light,iteration_2,76,81,3,1,1,0
dos_light,iteration_2,76,81,4,1,1,0
dos_light,iteration_2,76,81,5,1,1,0
dos_light,iteration_2,77,82,1,1,1,0
dos_light,iteration_2,77,82,2,1,1,0
dos_light,iteration_2,77,82,3,1,1,0
dos_light,iteration_2,77,82,4,1,1,0
dos_light,iteration_2,77,82,5,1,1,0
dos_light,iteration_2,78,83,1,1,1,0
dos_light,iteration_2,78,83,2,1,1,0
dos_light,iteration_2,78,83,3,1,1,0
dos_light,iteration_2,78,83,4,1,1,0
dos_light,iteration_2,78,83,5,1,1,0
dos_light,iteration_2,79,86,1,1,1,0
dos_light,iteration_2,79,86,2,1,1,0
dos_light,iteration_2,79,86,3,1,1,0
dos_light,iteration_2,79,86,4,1,1,0
dos_light,iteration_2,79,86,5,1,1,0
dos_light,iteration_2,80,87,1,1,1,0
dos_light,iteration_2,80,87,2,1,1,0
dos_light,iteration_2,80,87,3,1,1,0
dos_light,iteration_2,80,87,4,1,1,0
dos_light,iteration_2,80,87,5,1,1,0
dos_light,iteration_2,81,88,1,1,1,0
dos_light,iteration_2,81,88,2,1,1,0
dos_light,iteration_2,81,88,3,1,1,0
dos_light,iteration_2,81,88,4,1,1,0
dos_light,iteration_2,81,88,5,1,1,0
dos_light,iteration_2,82,89,1,1,1,0
dos_light,iteration_2,82,89,2,1,1,0
dos_light,iteration_2,82,89,3,1,1,0
dos_light,iteration_2,82,89,4,1,1,0
dos_light,iteration_2,82,89,5,1,1,0
dos_light,iteration_2,83,90,1,1,1,0
dos_light,iteration_2,83,90,2,1,1,0
dos_light,iteration_2,83,90,3,1,1,0
dos_light,iteration_2,83,90,4,1,1,0
dos_light,iteration_2,83,90,5,1,1,0
dos_light,iteration_2,84,91,1,1,1,0
dos_light,iteration_2,84,91,2,1,1,0
dos_light,iteration_2,84,91,3,1,1,0
dos_light,iteration_2,84,91,4,1,1,0
dos_light,iteration_2,84,91,5,1,1,0
dos_light,iteration_2,85,93,1,1,1,0
dos_light,iteration_2,85,93,2,1,1,0
dos_light,iteration_2,85,93,3,1,1,0
dos_light,iteration_2,85,93,4,1,1,0
dos_light,iteration_2,85,93,5,1,1,0
dos_light,iteration_3,11,13,1,1,1,0
dos_light,iteration_3,11,13,2,1,1,0
dos_light,iteration_3,11,13,3,1,1,0
dos_light,iteration_3,11,13,4,1,1,0
dos_light,iteration_3,11,13,5,1,1,0
dos_light,iteration_3,12,14,1,1,1,0
dos_light,iteration_3,12,14,2,1,1,0
dos_light,iteration_3,12,14,3,0,1,1
dos_light,iteration_3,13,15,1,0,0,0
dos_light,iteration_3,14,16,1,1,0,1
dos_light,iteration_3,14,16,2,1,0,1
dos_light,iteration_3,14,16,3,1,0,1
dos_light,iteration_3,14,16,4,1,1,0
dos_light,iteration_3,14,16,5,1,1,0
dos_light,iteration_3,15,17,1,1,1,0
dos_light,iteration_3,15,17,2,1,0,1
dos_light,iteration_3,15,17,3,1,0,1
dos_light,iteration_3,15,17,4,1,1,0
dos_light,iteration_3,15,17,5,1,1,0
dos_light,iteration_3,16,18,1,0,1,1
dos_light,iteration_3,17,19,1,0,1,1
dos_light,iteration_3,18,20,1,1,1,0
dos_light,iteration_3,18,20,2,0,1,1
dos_light,iteration_3,19,21,1,1,1,0
dos_light,iteration_3,19,21,2,0,1,1
dos_light,iteration_3,20,22,1,1,1,0
dos_light,iteration_3,20,22,2,1,1,0
dos_light,iteration_3,20,22,3,0,1,1
dos_light,iteration_3,21,23,1,1,1,0
dos_light,iteration_3,21,23,2,1,0,1
dos_light,iteration_3,21,23,3,0,0,0
dos_light,iteration_3,22,24,1,1,1,0
dos_light,iteration_3,22,24,2,1,0,1
dos_light,iteration_3,22,24,3,1,0,1
dos_light,iteration_3,22,24,4,1,1,0
dos_light,iteration_3,22,24,5,1,1,0
dos_light,iteration_3,23,25,1,1,1,0
dos_light,iteration_3,23,25,2,1,1,0
dos_light,iteration_3,23,25,3,1,0,1
dos_light,iteration_3,23,25,4,1,1,0
dos_light,iteration_3,23,25,5,1,1,0
dos_light,iteration_3,24,26,1,1,1,0
dos_light,iteration_3,24,26,2,0,1,1
dos_light,iteration_3,25,27,1,1,1,0
dos_light,iteration_3,25,27,2,0,1,1
dos_light,iteration_3,26,28,1,1,1,0
dos_light,iteration_3,26,28,2,1,1,0
dos_light,iteration_3,26,28,3,0,1,1
dos_light,iteration_3,27,29,1,1,0,1
dos_light,iteration_3,27,29,2,1,0,1
dos_light,iteration_3,27,29,3,0,0,0
dos_light,iteration_3,28,30,1,1,0,1
dos_light,iteration_3,28,30,2,1,0,1
dos_light,iteration_3,28,30,3,1,0,1
dos_light,iteration_3,28,30,4,1,1,0
dos_light,iteration_3,28,30,5,1,1,0
dos_light,iteration_3,29,31,1,1,1,0
dos_light,iteration_3,29,31,2,1,0,1
dos_light,iteration_3,29,31,3,1,0,1
dos_light,iteration_3,29,31,4,1,1,0
dos_light,iteration_3,29,31,5,1,1,0
dos_light,iteration_3,30,32,1,0,1,1
dos_light,iteration_3,31,33,1,0,1,1
dos_light,iteration_3,32,34,1,1,1,0
dos_light,iteration_3,32,34,2,0,1,1
dos_light,iteration_3,33,35,1,1,1,0
dos_light,iteration_3,33,35,2,0,1,1
dos_light,iteration_3,34,36,1,1,1,0
dos_light,iteration_3,34,36,2,1,1,0
dos_light,iteration_3,34,36,3,0,1,1
dos_light,iteration_3,35,38,1,1,1,0
dos_light,iteration_3,35,38,2,1,1,0
dos_light,iteration_3,35,38,3,1,1,0
dos_light,iteration_3,35,38,4,1,1,0
dos_light,iteration_3,35,38,5,1,1,0
dos_light,iteration_3,36,39,1,1,1,0
dos_light,iteration_3,36,39,2,1,0,1
dos_light,iteration_3,36,39,3,1,0,1
dos_light,iteration_3,36,39,4,1,1,0
dos_light,iteration_3,36,39,5,1,1,0
dos_light,iteration_3,37,40,1,1,1,0
dos_light,iteration_3,37,40,2,1,0,1
dos_light,iteration_3,37,40,3,1,0,1
dos_light,iteration_3,37,40,4,1,1,0
dos_light,iteration_3,37,40,5,1,1,0
dos_light,iteration_3,38,41,1,1,1,0
dos_light,iteration_3,38,41,2,1,1,0
dos_light,iteration_3,38,41,3,1,0,1
dos_light,iteration_3,38,41,4,1,1,0
dos_light,iteration_3,38,41,5,1,1,0
dos_light,iteration_3,39,43,1,1,1,0
dos_light,iteration_3,39,43,2,0,1,1
dos_light,iteration_3,40,44,1,1,1,0
dos_light,iteration_3,40,44,2,1,1,0
dos_light,iteration_3,40,44,3,0,1,1
dos_light,iteration_3,41,45,1,1,1,0
dos_light,iteration_3,41,45,2,1,1,0
dos_light,iteration_3,41,45,3,0,1,1
dos_light,iteration_3,42,47,1,1,0,1
dos_light,iteration_3,42,47,2,1,0,1
dos_light,iteration_3,42,47,3,1,0,1
dos_light,iteration_3,42,47,4,1,1,0
dos_light,iteration_3,42,47,5,1,1,0
dos_light,iteration_3,43,49,1,0,1,1
dos_light,iteration_3,44,50,1,0,1,1
dos_light,iteration_3,45,51,1,1,1,0
dos_light,iteration_3,45,51,2,0,1,1
dos_light,iteration_3,46,52,1,1,1,0
dos_light,iteration_3,46,52,2,0,1,1
dos_light,iteration_3,47,53,1,1,1,0
dos_light,iteration_3,47,53,2,1,1,0
dos_light,iteration_3,47,53,3,0,1,1
dos_light,iteration_3,48,54,1,1,0,1
dos_light,iteration_3,48,54,2,1,0,1
dos_light,iteration_3,48,54,3,0,0,0
dos_light,iteration_3,49,55,1,1,0,1
dos_light,iteration_3,49,55,2,1,0,1
dos_light,iteration_3,49,55,3,1,0,1
dos_light,iteration_3,49,55,4,1,1,0
dos_light,iteration_3,49,55,5,1,1,0
dos_light,iteration_3,50,56,1,1,1,0
dos_light,iteration_3,50,56,2,1,0,1
dos_light,iteration_3,50,56,3,1,0,1
dos_light,iteration_3,50,56,4,1,1,0
dos_light,iteration_3,50,56,5,1,1,0
dos_light,iteration_3,51,57,1,0,1,1
dos_light,iteration_3,52,58,1,0,1,1
dos_light,iteration_3,53,59,1,1,1,0
dos_light,iteration_3,53,59,2,0,1,1
dos_light,iteration_3,54,60,1,1,1,0
dos_light,iteration_3,54,60,2,0,1,1
dos_light,iteration_3,55,61,1,1,1,0
dos_light,iteration_3,55,61,2,1,1,0
dos_light,iteration_3,55,61,3,0,1,1
dos_light,iteration_3,56,62,1,1,0,1
dos_light,iteration_3,56,62,2,1,0,1
dos_light,iteration_3,56,62,3,0,0,0
dos_light,iteration_3,57,63,1,1,1,0
dos_light,iteration_3,57,63,2,1,0,1
dos_light,iteration_3,57,63,3,1,0,1
dos_light,iteration_3,57,63,4,1,1,0
dos_light,iteration_3,57,63,5,1,1,0
dos_light,iteration_3,58,64,1,1,1,0
dos_light,iteration_3,58,64,2,1,0,1
dos_light,iteration_3,58,64,3,1,0,1
dos_light,iteration_3,58,64,4,1,1,0
dos_light,iteration_3,58,64,5,1,1,0
dos_light,iteration_3,59,65,1,0,1,1
dos_light,iteration_3,60,66,1,1,1,0
dos_light,iteration_3,60,66,2,0,1,1
dos_light,iteration_3,61,67,1,1,1,0
dos_light,iteration_3,61,67,2,0,1,1
dos_light,iteration_3,62,68,1,1,1,0
dos_light,iteration_3,62,68,2,1,1,0
dos_light,iteration_3,62,68,3,0,1,1
dos_light,iteration_3,63,69,1,1,0,1
dos_light,iteration_3,63,69,2,1,0,1
dos_light,iteration_3,63,69,3,0,0,0
dos_light,iteration_3,64,70,1,1,0,1
dos_light,iteration_3,64,70,2,1,0,1
dos_light,iteration_3,64,70,3,1,0,1
dos_light,iteration_3,64,70,4,1,1,0
dos_light,iteration_3,64,70,5,1,1,0
dos_light,iteration_3,65,72,1,0,1,1
dos_light,iteration_3,66,73,1,0,1,1
dos_light,iteration_3,67,75,1,1,1,0
dos_light,iteration_3,67,75,2,0,1,1
dos_light,iteration_3,68,76,1,1,1,0
dos_light,iteration_3,68,76,2,1,1,0
dos_light,iteration_3,68,76,3,0,1,1
dos_light,iteration_3,69,77,1,1,0,1
dos_light,iteration_3,69,77,2,1,0,1
dos_light,iteration_3,69,77,3,0,0,0
dos_light,iteration_3,70,78,1,1,0,1
dos_light,iteration_3,70,78,2,1,0,1
dos_light,iteration_3,70,78,3,1,0,1
dos_light,iteration_3,70,78,4,1,1,0
dos_light,iteration_3,70,78,5,1,1,0
dos_light,iteration_3,71,79,1,1,0,1
dos_light,iteration_3,71,79,2,1,0,1
dos_light,iteration_3,71,79,3,1,0,1
dos_light,iteration_3,71,79,4,1,1,0
dos_light,iteration_3,71,79,5,1,1,0
dos_light,iteration_3,72,80,1,1,0,1
dos_light,iteration_3,72,80,2,1,0,1
dos_light,iteration_3,72,80,3,1,0,1
dos_light,iteration_3,72,80,4,1,1,0
dos_light,iteration_3,72,80,5,1,1,0
dos_light,iteration_3,73,81,1,0,1,1
dos_light,iteration_3,74,83,1,0,1,1
dos_light,iteration_3,75,86,1,0,1,1
dos_light,iteration_3,76,88,1,1,1,0
dos_light,iteration_3,76,88,2,0,1,1
dos_light,iteration_3,77,89,1,1,1,0
dos_light,iteration_3,77,89,2,0,1,1
dos_light,iteration_3,78,90,1,1,1,0
dos_light,iteration_3,78,90,2,0,1,1
dos_light,iteration_3,79,91,1,1,1,0
dos_light,iteration_3,79,91,2,1,1,0
dos_light,iteration_3,79,91,3,0,1,1
dos_light,iteration_3,80,92,1,1,1,0
dos_light,iteration_3,80,92,2,1,1,0
dos_light,iteration_3,80,92,3,0,1,1
dos_heavy,iteration_1,9,13,1,1,1,0
dos_heavy,iteration_1,9,13,2,1,1,0
dos_heavy,iteration_1,9,13,3,1,1,0
dos_heavy,iteration_1,9,13,4,1,1,0
dos_heavy,iteration_1,9,13,5,1,1,0
dos_heavy,iteration_1,10,14,1,1,1,0
dos_heavy,iteration_1,10,14,2,1,1,0
dos_heavy,iteration_1,10,14,3,1,1,0
dos_heavy,iteration_1,10,14,4,1,1,0
dos_heavy,iteration_1,10,14,5,1,1,0
dos_heavy,iteration_1,11,15,1,1,1,0
dos_heavy,iteration_1,11,15,2,1,1,0
dos_heavy,iteration_1,11,15,3,1,1,0
dos_heavy,iteration_1,11,15,4,1,1,0
dos_heavy,iteration_1,11,15,5,1,1,0
dos_heavy,iteration_1,12,16,1,1,1,0
dos_heavy,iteration_1,12,16,2,1,1,0
dos_heavy,iteration_1,12,16,3,1,1,0
dos_heavy,iteration_1,12,16,4,1,1,0
dos_heavy,iteration_1,12,16,5,1,1,0
dos_heavy,iteration_1,13,17,1,1,1,0
dos_heavy,iteration_1,13,17,2,1,1,0
dos_heavy,iteration_1,13,17,3,1,1,0
dos_heavy,iteration_1,13,17,4,1,1,0
dos_heavy,iteration_1,13,17,5,1,1,0
dos_heavy,iteration_1,14,18,1,1,1,0
dos_heavy,iteration_1,14,18,2,1,1,0
dos_heavy,iteration_1,14,18,3,1,1,0
dos_heavy,iteration_1,14,18,4,1,1,0
dos_heavy,iteration_1,14,18,5,1,1,0
dos_heavy,iteration_1,15,19,1,1,1,0
dos_heavy,iteration_1,15,19,2,1,1,0
dos_heavy,iteration_1,15,19,3,1,1,0
dos_heavy,iteration_1,15,19,4,1,1,0
dos_heavy,iteration_1,15,19,5,1,1,0
dos_heavy,iteration_1,16,20,1,1,1,0
dos_heavy,iteration_1,16,20,2,1,1,0
dos_heavy,iteration_1,16,20,3,1,1,0
dos_heavy,iteration_1,16,20,4,1,1,0
dos_heavy,iteration_1,16,20,5,1,1,0
dos_heavy,iteration_1,17,21,1,1,1,0
dos_heavy,iteration_1,17,21,2,1,1,0
dos_heavy,iteration_1,17,21,3,1,1,0
dos_heavy,iteration_1,17,21,4,1,1,0
dos_heavy,iteration_1,17,21,5,1,1,0
dos_heavy,iteration_1,18,22,1,1,1,0
dos_heavy,iteration_1,18,22,2,1,1,0
dos_heavy,iteration_1,18,22,3,1,1,0
dos_heavy,iteration_1,18,22,4,1,1,0
dos_heavy,iteration_1,18,22,5,1,1,0
dos_heavy,iteration_1,19,23,1,1,1,0
dos_heavy,iteration_1,19,23,2,1,1,0
dos_heavy,iteration_1,19,23,3,1,1,0
dos_heavy,iteration_1,19,23,4,1,1,0
dos_heavy,iteration_1,19,23,5,1,1,0
dos_heavy,iteration_1,20,25,1,1,1,0
dos_heavy,iteration_1,20,25,2,1,1,0
dos_heavy,iteration_1,20,25,3,1,1,0
dos_heavy,iteration_1,20,25,4,1,1,0
dos_heavy,iteration_1,20,25,5,1,1,0
dos_heavy,iteration_1,21,27,1,1,1,0
dos_heavy,iteration_1,21,27,2,1,1,0
dos_heavy,iteration_1,21,27,3,1,1,0
dos_heavy,iteration_1,21,27,4,1,1,0
dos_heavy,iteration_1,21,27,5,1,1,0
dos_heavy,iteration_1,22,28,1,1,1,0
dos_heavy,iteration_1,22,28,2,1,1,0
dos_heavy,iteration_1,22,28,3,1,1,0
dos_heavy,iteration_1,22,28,4,1,1,0
dos_heavy,iteration_1,22,28,5,1,1,0
dos_heavy,iteration_1,23,31,1,1,1,0
dos_heavy,iteration_1,23,31,2,1,1,0
dos_heavy,iteration_1,23,31,3,1,1,0
dos_heavy,iteration_1,23,31,4,1,1,0
dos_heavy,iteration_1,23,31,5,1,1,0
dos_heavy,iteration_1,24,32,1,1,1,0
dos_heavy,iteration_1,24,32,2,1,1,0
dos_heavy,iteration_1,24,32,3,1,1,0
dos_heavy,iteration_1,24,32,4,1,1,0
dos_heavy,iteration_1,24,32,5,1,1,0
dos_heavy,iteration_1,25,34,1,1,1,0
dos_heavy,iteration_1,25,34,2,1,1,0
dos_heavy,iteration_1,25,34,3,1,1,0
dos_heavy,iteration_1,25,34,4,1,1,0
dos_heavy,iteration_1,25,34,5,1,1,0
dos_heavy,iteration_1,26,35,1,1,1,0
dos_heavy,iteration_1,26,35,2,1,1,0
dos_heavy,iteration_1,26,35,3,1,1,0
dos_heavy,iteration_1,26,35,4,1,1,0
dos_heavy,iteration_1,26,35,5,1,1,0
dos_heavy,iteration_1,27,37,1,1,1,0
dos_heavy,iteration_1,27,37,2,1,1,0
dos_heavy,iteration_1,27,37,3,1,1,0
dos_heavy,iteration_1,27,37,4,1,1,0
dos_heavy,iteration_1,27,37,5,1,1,0
dos_heavy,iteration_1,28,38,1,1,1,0
dos_heavy,iteration_1,28,38,2,1,1,0
dos_heavy,iteration_1,28,38,3,1,1,0
dos_heavy,iteration_1,28,38,4,1,1,0
dos_heavy,iteration_1,28,38,5,1,1,0
dos_heavy,iteration_1,29,39,1,1,1,0
dos_heavy,iteration_1,29,39,2,1,1,0
dos_heavy,iteration_1,29,39,3,1,1,0
dos_heavy,iteration_1,29,39,4,1,1,0
dos_heavy,iteration_1,29,39,5,1,1,0
dos_heavy,iteration_1,30,40,1,1,1,0
dos_heavy,iteration_1,30,40,2,1,1,0
dos_heavy,iteration_1,30,40,3,1,1,0
dos_heavy,iteration_1,30,40,4,1,1,0
dos_heavy,iteration_1,30,40,5,1,1,0
dos_heavy,iteration_1,31,41,1,1,1,0
dos_heavy,iteration_1,31,41,2,1,1,0
dos_heavy,iteration_1,31,41,3,1,1,0
dos_heavy,iteration_1,31,41,4,1,1,0
dos_heavy,iteration_1,31,41,5,1,1,0
dos_heavy,iteration_1,32,42,1,1,1,0
dos_heavy,iteration_1,32,42,2,1,1,0
dos_heavy,iteration_1,32,42,3,1,1,0
dos_heavy,iteration_1,32,42,4,1,1,0
dos_heavy,iteration_1,32,42,5,1,1,0
dos_heavy,iteration_1,33,43,1,1,1,0
dos_heavy,iteration_1,33,43,2,1,1,0
dos_heavy,iteration_1,33,43,3,1,1,0
dos_heavy,iteration_1,33,43,4,1,1,0
dos_heavy,iteration_1,33,43,5,1,1,0
dos_heavy,iteration_1,34,44,1,1,1,0
dos_heavy,iteration_1,34,44,2,1,1,0
dos_heavy,iteration_1,34,44,3,1,1,0
dos_heavy,iteration_1,34,44,4,1,1,0
dos_heavy,iteration_1,34,44,5,1,1,0
dos_heavy,iteration_1,35,45,1,1,1,0
dos_heavy,iteration_1,35,45,2,1,1,0
dos_heavy,iteration_1,35,45,3,1,1,0
dos_heavy,iteration_1,35,45,4,1,1,0
dos_heavy,iteration_1,35,45,5,1,1,0
dos_heavy,iteration_1,36,46,1,1,1,0
dos_heavy,iteration_1,36,46,2,1,1,0
dos_heavy,iteration_1,36,46,3,1,1,0
dos_heavy,iteration_1,36,46,4,1,1,0
dos_heavy,iteration_1,36,46,5,1,1,0
dos_heavy,iteration_1,37,47,1,1,1,0
dos_heavy,iteration_1,37,47,2,1,1,0
dos_heavy,iteration_1,37,47,3,1,1,0
dos_heavy,iteration_1,37,47,4,1,1,0
dos_heavy,iteration_1,37,47,5,1,1,0
dos_heavy,iteration_1,38,48,1,1,1,0
dos_heavy,iteration_1,38,48,2,1,1,0
dos_heavy,iteration_1,38,48,3,1,1,0
dos_heavy,iteration_1,38,48,4,1,1,0
dos_heavy,iteration_1,38,48,5,1,1,0
dos_heavy,iteration_1,39,49,1,1,1,0
dos_heavy,iteration_1,39,49,2,1,1,0
dos_heavy,iteration_1,39,49,3,1,1,0
dos_heavy,iteration_1,39,49,4,1,1,0
dos_heavy,iteration_1,39,49,5,1,1,0
dos_heavy,iteration_1,40,50,1,1,1,0
dos_heavy,iteration_1,40,50,2,1,1,0
dos_heavy,iteration_1,40,50,3,1,1,0
dos_heavy,iteration_1,40,50,4,1,1,0
dos_heavy,iteration_1,40,50,5,1,1,0
dos_heavy,iteration_1,41,51,1,1,1,0
dos_heavy,iteration_1,41,51,2,1,1,0
dos_heavy,iteration_1,41,51,3,1,1,0
dos_heavy,iteration_1,41,51,4,1,1,0
dos_heavy,iteration_1,41,51,5,1,1,0
dos_heavy,iteration_1,42,52,1,1,1,0
dos_heavy,iteration_1,42,52,2,1,1,0
dos_heavy,iteration_1,42,52,3,1,1,0
dos_heavy,iteration_1,42,52,4,1,1,0
dos_heavy,iteration_1,42,52,5,1,1,0
dos_heavy,iteration_1,43,53,1,1,1,0
dos_heavy,iteration_1,43,53,2,1,1,0
dos_heavy,iteration_1,43,53,3,1,1,0
dos_heavy,iteration_1,43,53,4,1,1,0
dos_heavy,iteration_1,43,53,5,1,1,0
dos_heavy,iteration_1,44,54,1,1,1,0
dos_heavy,iteration_1,44,54,2,1,1,0
dos_heavy,iteration_1,44,54,3,1,1,0
dos_heavy,iteration_1,44,54,4,1,1,0
dos_heavy,iteration_1,44,54,5,1,1,0
dos_heavy,iteration_1,45,56,1,1,1,0
dos_heavy,iteration_1,45,56,2,1,1,0
dos_heavy,iteration_1,45,56,3,1,1,0
dos_heavy,iteration_1,45,56,4,1,1,0
dos_heavy,iteration_1,45,56,5,1,1,0
dos_heavy,iteration_1,46,57,1,1,1,0
dos_heavy,iteration_1,46,57,2,1,1,0
dos_heavy,iteration_1,46,57,3,1,1,0
dos_heavy,iteration_1,46,57,4,1,1,0
dos_heavy,iteration_1,46,57,5,1,1,0
dos_heavy,iteration_1,47,58,1,1,1,0
dos_heavy,iteration_1,47,58,2,1,1,0
dos_heavy,iteration_1,47,58,3,1,1,0
dos_heavy,iteration_1,47,58,4,1,1,0
dos_heavy,iteration_1,47,58,5,1,1,0
dos_heavy,iteration_1,48,59,1,1,1,0
dos_heavy,iteration_1,48,59,2,1,1,0
dos_heavy,iteration_1,48,59,3,1,1,0
dos_heavy,iteration_1,48,59,4,1,1,0
dos_heavy,iteration_1,48,59,5,1,1,0
dos_heavy,iteration_1,49,60,1,1,1,0
dos_heavy,iteration_1,49,60,2,1,1,0
dos_heavy,iteration_1,49,60,3,1,1,0
dos_heavy,iteration_1,49,60,4,1,1,0
dos_heavy,iteration_1,49,60,5,1,1,0
dos_heavy,iteration_1,50,61,1,1,1,0
dos_heavy,iteration_1,50,61,2,1,1,0
dos_heavy,iteration_1,50,61,3,1,1,0
dos_heavy,iteration_1,50,61,4,1,1,0
dos_heavy,iteration_1,50,61,5,1,1,0
dos_heavy,iteration_1,51,62,1,1,1,0
dos_heavy,iteration_1,51,62,2,1,1,0
dos_heavy,iteration_1,51,62,3,1,1,0
dos_heavy,iteration_1,51,62,4,1,1,0
dos_heavy,iteration_1,51,62,5,1,1,0
dos_heavy,iteration_1,52,63,1,1,1,0
dos_heavy,iteration_1,52,63,2,1,1,0
dos_heavy,iteration_1,52,63,3,1,1,0
dos_heavy,iteration_1,52,63,4,1,1,0
dos_heavy,iteration_1,52,63,5,1,1,0
dos_heavy,iteration_1,53,64,1,1,1,0
dos_heavy,iteration_1,53,64,2,1,1,0
dos_heavy,iteration_1,53,64,3,1,1,0
dos_heavy,iteration_1,53,64,4,1,1,0
dos_heavy,iteration_1,53,64,5,1,1,0
dos_heavy,iteration_1,54,65,1,1,1,0
dos_heavy,iteration_1,54,65,2,1,1,0
dos_heavy,iteration_1,54,65,3,1,1,0
dos_heavy,iteration_1,54,65,4,1,1,0
dos_heavy,iteration_1,54,65,5,1,1,0
dos_heavy,iteration_1,55,66,1,1,1,0
dos_heavy,iteration_1,55,66,2,1,1,0
dos_heavy,iteration_1,55,66,3,1,1,0
dos_heavy,iteration_1,55,66,4,1,1,0
dos_heavy,iteration_1,55,66,5,1,1,0
dos_heavy,iteration_1,56,67,1,1,1,0
dos_heavy,iteration_1,56,67,2,1,1,0
dos_heavy,iteration_1,56,67,3,1,1,0
dos_heavy,iteration_1,56,67,4,1,1,0
dos_heavy,iteration_1,56,67,5,1,1,0
dos_heavy,iteration_1,57,68,1,1,1,0
dos_heavy,iteration_1,57,68,2,1,1,0
dos_heavy,iteration_1,57,68,3,1,1,0
dos_heavy,iteration_1,57,68,4,1,1,0
dos_heavy,iteration_1,57,68,5,1,1,0
dos_heavy,iteration_1,58,69,1,1,1,0
dos_heavy,iteration_1,58,69,2,1,1,0
dos_heavy,iteration_1,58,69,3,1,1,0
dos_heavy,iteration_1,58,69,4,1,1,0
dos_heavy,iteration_1,58,69,5,1,1,0
dos_heavy,iteration_1,59,70,1,1,1,0
dos_heavy,iteration_1,59,70,2,1,1,0
dos_heavy,iteration_1,59,70,3,1,1,0
dos_heavy,iteration_1,59,70,4,1,1,0
dos_heavy,iteration_1,59,70,5,1,1,0
dos_heavy,iteration_1,60,71,1,1,1,0
dos_heavy,iteration_1,60,71,2,1,1,0
dos_heavy,iteration_1,60,71,3,1,1,0
dos_heavy,iteration_1,60,71,4,1,1,0
dos_heavy,iteration_1,60,71,5,1,1,0
dos_heavy,iteration_1,61,72,1,1,1,0
dos_heavy,iteration_1,61,72,2,1,1,0
dos_heavy,iteration_1,61,72,3,1,1,0
dos_heavy,iteration_1,61,72,4,1,1,0
dos_heavy,iteration_1,61,72,5,1,1,0
dos_heavy,iteration_1,62,73,1,1,1,0
dos_heavy,iteration_1,62,73,2,1,1,0
dos_heavy,iteration_1,62,73,3,1,1,0
dos_heavy,iteration_1,62,73,4,1,1,0
dos_heavy,iteration_1,62,73,5,1,1,0
dos_heavy,iteration_1,63,74,1,1,1,0
dos_heavy,iteration_1,63,74,2,1,1,0
dos_heavy,iteration_1,63,74,3,1,1,0
dos_heavy,iteration_1,63,74,4,1,1,0
dos_heavy,iteration_1,63,74,5,1,1,0
dos_heavy,iteration_1,64,75,1,1,1,0
dos_heavy,iteration_1,64,75,2,1,1,0
dos_heavy,iteration_1,64,75,3,1,1,0
dos_heavy,iteration_1,64,75,4,1,1,0
dos_heavy,iteration_1,64,75,5,1,1,0
dos_heavy,iteration_1,65,76,1,1,1,0
dos_heavy,iteration_1,65,76,2,1,1,0
dos_heavy,iteration_1,65,76,3,1,1,0
dos_heavy,iteration_1,65,76,4,1,1,0
dos_heavy,iteration_1,65,76,5,1,1,0
dos_heavy,iteration_1,66,77,1,1,1,0
dos_heavy,iteration_1,66,77,2,1,1,0
dos_heavy,iteration_1,66,77,3,1,1,0
dos_heavy,iteration_1,66,77,4,1,1,0
dos_heavy,iteration_1,66,77,5,1,1,0
dos_heavy,iteration_1,67,78,1,1,1,0
dos_heavy,iteration_1,67,78,2,1,1,0
dos_heavy,iteration_1,67,78,3,1,1,0
dos_heavy,iteration_1,67,78,4,1,1,0
dos_heavy,iteration_1,67,78,5,1,1,0
dos_heavy,iteration_1,68,79,1,1,1,0
dos_heavy,iteration_1,68,79,2,1,1,0
dos_heavy,iteration_1,68,79,3,1,1,0
dos_heavy,iteration_1,68,79,4,1,1,0
dos_heavy,iteration_1,68,79,5,1,1,0
dos_heavy,iteration_1,69,80,1,1,1,0
dos_heavy,iteration_1,69,80,2,1,1,0
dos_heavy,iteration_1,69,80,3,1,1,0
dos_heavy,iteration_1,69,80,4,1,1,0
dos_heavy,iteration_1,69,80,5,1,1,0
dos_heavy,iteration_2,8,12,1,1,1,0
dos_heavy,iteration_2,8,12,2,0,1,1
dos_heavy,iteration_2,9,13,1,1,1,0
dos_heavy,iteration_2,9,13,2,1,1,0
dos_heavy,iteration_2,9,13,3,1,1,0
dos_heavy,iteration_2,9,13,4,0,1,1
