scenario (-),iteration (-),cmd_id (-),origin_cycle (-),bus (-),field_breaker_actual (-),dt_breaker_cmd (-),false_control_action (-)
baseline,iteration_2,57,62,3,1,1,0
baseline,iteration_2,57,62,4,1,1,0
baseline,iteration_2,57,62,5,1,1,0
baseline,iteration_2,58,63,1,1,1,0
baseline,iteration_2,58,63,2,1,1,0
baseline,iteration_2,58,63,3,1,1,0
baseline,iteration_2,58,63,4,1,1,0
baseline,iteration_2,58,63,5,1,1,0
baseline,iteration_2,59,64,1,1,1,0
baseline,iteration_2,59,64,2,1,1,0
baseline,iteration_2,59,64,3,1,1,0
baseline,iteration_2,59,64,4,1,1,0
baseline,iteration_2,59,64,5,1,1,0
baseline,iteration_2,60,65,1,1,1,0
baseline,iteration_2,60,65,2,1,1,0
baseline,iteration_2,60,65,3,1,1,0
baseline,iteration_2,60,65,4,1,1,0
baseline,iteration_2,60,65,5,1,1,0
baseline,iteration_2,61,67,1,1,1,0
baseline,iteration_2,61,67,2,1,1,0
baseline,iteration_2,61,67,3,1,1,0
baseline,iteration_2,61,67,4,1,1,0
baseline,iteration_2,61,67,5,1,1,0
baseline,iteration_2,62,68,1,1,1,0
baseline,iteration_2,62,68,2,1,1,0
baseline,iteration_2,62,68,3,1,1,0
baseline,iteration_2,62,68,4,1,1,0
baseline,iteration_2,62,68,5,1,1,0
baseline,iteration_2,63,69,1,1,1,0
baseline,iteration_2,63,69,2,1,1,0
baseline,iteration_2,63,69,3,1,1,0
baseline,iteration_2,63,69,4,1,1,0
baseline,iteration_2,63,69,5,1,1,0
baseline,iteration_2,64,70,1,1,1,0
baseline,iteration_2,64,70,2,1,1,0
baseline,iteration_2,64,70,3,1,1,0
baseline,iteration_2,64,70,4,1,1,0
baseline,iteration_2,64,70,5,1,1,0
baseline,iteration_2,65,71,1,1,1,0
baseline,iteration_2,65,71,2,1,1,0
baseline,iteration_2,65,71,3,1,1,0
baseline,iteration_2,65,71,4,1,1,0
baseline,iteration_2,65,71,5,1,1,0
baseline,iteration_2,66,72,1,1,1,0
baseline,iteration_2,66,72,2,1,1,0
baseline,iteration_2,66,72,3,1,1,0
baseline,iteration_2,66,72,4,1,1,0
baseline,iteration_2,66,72,5,1,1,0
baseline,iteration_2,67,73,1,1,1,0
baseline,iteration_2,67,73,2,1,1,0
baseline,iteration_2,67,73,3,1,1,0
baseline,iteration_2,67,73,4,1,1,0
baseline,iteration_2,67,73,5,1,1,0
baseline,iteration_2,68,74,1,1,1,0
baseline,iteration_2,68,74,2,1,1,0
baseline,iteration_2,68,74,3,1,1,0
baseline,iteration_2,68,74,4,1,1,0
baseline,iteration_2,68,74,5,1,1,0
baseline,iteration_2,69,75,1,1,1,0
baseline,iteration_2,69,75,2,1,1,0
baseline,iteration_2,69,75,3,1,1,0
baseline,iteration_2,69,75,4,1,1,0
baseline,iteration_2,69,75,5,1,1,0
baseline,iteration_2,70,76,1,1,1,0
baseline,iteration_2,70,76,2,1,1,0
baseline,iteration_2,70,76,3,1,1,0
baseline,iteration_2,70,76,4,1,1,0
baseline,iteration_2,70,76,5,1,1,0
baseline,iteration_2,71,77,1,1,1,0
baseline,iteration_2,71,77,2,1,1,0
baseline,iteration_2,71,77,3,1,1,0
baseline,iteration_2,71,77,4,1,1,0
baseline,iteration_2,71,77,5,1,1,0
baseline,iteration_2,72,78,1,1,1,0
baseline,iteration_2,72,78,2,1,1,0
baseline,iteration_2,72,78,3,1,1,0
baseline,iteration_2,72,78,4,1,1,0
baseline,iteration_2,72,78,5,1,1,0
baseline,iteration_2,73,79,1,1,1,0
baseline,iteration_2,73,79,2,1,1,0
baseline,iteration_2,73,79,3,1,1,0
baseline,iteration_2,73,79,4,1,1,0
baseline,iteration_2,73,79,5,1,1,0
baseline,iteration_2,74,80,1,1,1,0
baseline,iteration_2,74,80,2,1,1,0
baseline,iteration_2,74,80,3,1,1,0
baseline,iteration_2,74,80,4,1,1,0
baseline,iteration_2,74,80,5,1,1,0
baseline,iteration_2,75,81,1,1,1,0
baseline,iteration_2,75,81,2,1,1,0
baseline,iteration_2,75,81,3,1,1,0
baseline,iteration_2,75,81,4,1,1,0
baseline,iteration_2,75,81,5,1,1,0
baseline,iteration_2,76,82,1,1,1,0
baseline,iteration_2,76,82,2,1,1,0
baseline,iteration_2,76,82,3,1,1,0
baseline,iteration_2,76,82,4,1,1,0
baseline,iteration_2,76,82,5,1,1,0
baseline,iteration_2,77,83,1,1,1,0
baseline,iteration_2,77,83,2,1,1,0
baseline,iteration_2,77,83,3,1,1,0
baseline,iteration_2,77,83,4,1,1,0
baseline,iteration_2,77,83,5,1,1,0
baseline,iteration_2,78,84,1,1,1,0
baseline,iteration_2,78,84,2,1,1,0
baseline,iteration_2,78,84,3,1,1,0
baseline,iteration_2,78,84,4,1,1,0
baseline,iteration_2,78,84,5,1,1,0
baseline,iteration_2,79,85,1,1,1,0
baseline,iteration_2,79,85,2,1,1,0
baseline,iteration_2,79,85,3,1,1,0
baseline,iteration_2,79,85,4,1,1,0
baseline,iteration_2,79,85,5,1,1,0
baseline,iteration_2,80,86,1,1,1,0
baseline,iteration_2,80,86,2,1,1,0
baseline,iteration_2,80,86,3,1,1,0
baseline,iteration_2,80,86,4,1,1,0
baseline,iteration_2,80,86,5,1,1,0
baseline,iteration_2,81,87,1,1,1,0
baseline,iteration_2,81,87,2,1,1,0
baseline,iteration_2,81,87,3,1,1,0
baseline,iteration_2,81,87,4,1,1,0
baseline,iteration_2,81,87,5,1,1,0
baseline,iteration_2,82,88,1,1,1,0
baseline,iteration_2,82,88,2,1,1,0
baseline,iteration_2,82,88,3,1,1,0
baseline,iteration_2,82,88,4,1,1,0
baseline,iteration_2,82,88,5,1,1,0
baseline,iteration_2,83,89,1,1,1,0
baseline,iteration_2,83,89,2,1,1,0
baseline,iteration_2,83,89,3,1,1,0
baseline,iteration_2,83,89,4,1,1,0
baseline,iteration_2,83,89,5,1,1,0
baseline,iteration_2,84,90,1,1,1,0
baseline,iteration_2,84,90,2,1,1,0
baseline,iteration_2,84,90,3,1,1,0
baseline,iteration_2,84,90,4,1,1,0
baseline,iteration_2,84,90,5,1,1,0
baseline,iteration_2,85,91,1,1,1,0
baseline,iteration_2,85,91,2,1,1,0
baseline,iteration_2,85,91,3,1,1,0
baseline,iteration_2,85,91,4,1,1,0
baseline,iteration_2,85,91,5,1,1,0
baseline,iteration_2,86,92,1,1,1,0
baseline,iteration_2,86,92,2,1,1,0
baseline,iteration_2,86,92,3,1,1,0
baseline,iteration_2,86,92,4,1,1,0
baseline,iteration_2,86,92,5,1,1,0
baseline,iteration_2,87,93,1,1,1,0
baseline,iteration_2,87,93,2,1,1,0
baseline,iteration_2,87,93,3,1,1,0
baseline,iteration_2,87,93,4,1,1,0
baseline,iteration_2,87,93,5,1,1,0
baseline,iteration_3,10,14,1,1,1,0
baseline,iteration_3,10,14,2,1,1,0
baseline,iteration_3,10,14,3,1,1,0
baseline,iteration_3,10,14,4,1,1,0
baseline,iteration_3,10,14,5,1,1,0
baseline,iteration_3,11,15,1,1,1,0
baseline,iteration_3,11,15,2,1,1,0
baseline,iteration_3,11,15,3,1,1,0
baseline,iteration_3,11,15,4,1,1,0
baseline,iteration_3,11,15,5,1,1,0
baseline,iteration_3,12,16,1,1,1,0
baseline,iteration_3,12,16,2,1,1,0
baseline,iteration_3,12,16,3,1,1,0
baseline,iteration_3,12,16,4,1,1,0
baseline,iteration_3,12,16,5,1,1,0
baseline,iteration_3,13,17,1,1,1,0
baseline,iteration_3,13,17,2,1,1,0
baseline,iteration_3,13,17,3,1,1,0
baseline,iteration_3,13,17,4,1,1,0
baseline,iteration_3,13,17,5,1,1,0
baseline,iteration_3,14,18,1,1,1,0
baseline,iteration_3,14,18,2,1,1,0
baseline,iteration_3,14,18,3,1,1,0
baseline,iteration_3,14,18,4,1,1,0
baseline,iteration_3,14,18,5,1,1,0
baseline,iteration_3,15,19,1,1,1,0
baseline,iteration_3,15,19,2,1,1,0
baseline,iteration_3,15,19,3,1,1,0
baseline,iteration_3,15,19,4,1,1,0
baseline,iteration_3,15,19,5,1,1,0
baseline,iteration_3,16,20,1,1,1,0
baseline,iteration_3,16,20,2,1,1,0
baseline,iteration_3,16,20,3,1,1,0
baseline,iteration_3,16,20,4,1,1,0
baseline,iteration_3,16,20,5,1,1,0
baseline,iteration_3,17,21,1,1,1,0
baseline,iteration_3,17,21,2,1,1,0
baseline,iteration_3,17,21,3,1,1,0
baseline,iteration_3,17,21,4,1,1,0
baseline,iteration_3,17,21,5,1,1,0
baseline,iteration_3,18,22,1,1,1,0
baseline,iteration_3,18,22,2,1,1,0
baseline,iteration_3,18,22,3,1,1,0
baseline,iteration_3,18,22,4,1,1,0
baseline,iteration_3,18,22,5,1,1,0
baseline,iteration_3,19,23,1,1,1,0
baseline,iteration_3,19,23,2,1,1,0
baseline,iteration_3,19,23,3,1,1,0
baseline,iteration_3,19,23,4,1,1,0
baseline,iteration_3,19,23,5,1,1,0
baseline,iteration_3,20,24,1,1,1,0
baseline,iteration_3,20,24,2,1,1,0
baseline,iteration_3,20,24,3,1,1,0
baseline,iteration_3,20,24,4,1,1,0
baseline,iteration_3,20,24,5,1,1,0
baseline,iteration_3,21,25,1,1,1,0
baseline,iteration_3,21,25,2,1,1,0
baseline,iteration_3,21,25,3,1,1,0
baseline,iteration_3,21,25,4,1,1,0
baseline,iteration_3,21,25,5,1,1,0
baseline,iteration_3,22,26,1,1,1,0
baseline,iteration_3,22,26,2,1,1,0
baseline,iteration_3,22,26,3,1,1,0
baseline,iteration_3,22,26,4,1,1,0
baseline,iteration_3,22,26,5,1,1,0
baseline,iteration_3,23,27,1,1,1,0
baseline,iteration_3,23,27,2,1,1,0
baseline,iteration_3,23,27,3,1,1,0
baseline,iteration_3,23,27,4,1,1,0
baseline,iteration_3,23,27,5,1,1,0
baseline,iteration_3,24,28,1,1,1,0
baseline,iteration_3,24,28,2,1,1,0
baseline,iteration_3,24,28,3,1,1,0
baseline,iteration_3,24,28,4,1,1,0
baseline,iteration_3,24,28,5,1,1,0
baseline,iteration_3,25,29,1,1,1,0
baseline,iteration_3,25,29,2,1,1,0
baseline,iteration_3,25,29,3,1,1,0
baseline,iteration_3,25,29,4,1,1,0
baseline,iteration_3,25,29,5,1,1,0
baseline,iteration_3,26,30,1,1,1,0
baseline,iteration_3,26,30,2,1,1,0
baseline,iteration_3,26,30,3,1,1,0
baseline,iteration_3,26,30,4,1,1,0
baseline,iteration_3,26,30,5,1,1,0
baseline,iteration_3,27,31,1,1,1,0
baseline,iteration_3,27,31,2,1,1,0
baseline,iteration_3,27,31,3,1,1,0
baseline,iteration_3,27,31,4,1,1,0
baseline,iteration_3,27,31,5,1,1,0
baseline,iteration_3,28,32,1,1,1,0
baseline,iteration_3,28,32,2,1,1,0
baseline,iteration_3,28,32,3,1,1,0
baseline,iteration_3,28,32,4,1,1,0
baseline,iteration_3,28,32,5,1,1,0
baseline,iteration_3,29,33,1,1,1,0
baseline,iteration_3,29,33,2,1,1,0
baseline,iteration_3,29,33,3,1,1,0
baseline,iteration_3,29,33,4,1,1,0
baseline,iteration_3,29,33,5,1,1,0
baseline,iteration_3,30,34,1,1,1,0
baseline,iteration_3,30,34,2,1,1,0
baseline,iteration_3,30,34,3,1,1,0
baseline,iteration_3,30,34,4,1,1,0
baseline,iteration_3,30,34,5,1,1,0
baseline,iteration_3,31,35,1,1,1,0
baseline,iteration_3,31,35,2,1,1,0
baseline,iteration_3,31,35,3,1,1,0
baseline,iteration_3,31,35,4,1,1,0
baseline,iteration_3,31,35,5,1,1,0
baseline,iteration_3,32,36,1,1,1,0
baseline,iteration_3,32,36,2,1,1,0
baseline,iteration_3,32,36,3,1,1,0
baseline,iteration_3,32,36,4,1,1,0
baseline,iteration_3,32,36,5,1,1,0
baseline,iteration_3,33,37,1,1,1,0
baseline,iteration_3,33,37,2,1,1,0
baseline,iteration_3,33,37,3,1,1,0
baseline,iteration_3,33,37,4,1,1,0
baseline,iteration_3,33,37,5,1,1,0
baseline,iteration_3,34,38,1,1,1,0
baseline,iteration_3,34,38,2,1,1,0
baseline,iteration_3,34,38,3,1,1,0
baseline,iteration_3,34,38,4,1,1,0
baseline,iteration_3,34,38,5,1,1,0
baseline,iteration_3,35,39,1,1,1,0
baseline,iteration_3,35,39,2,1,1,0
baseline,iteration_3,35,39,3,1,1,0
baseline,iteration_3,35,39,4,1,1,0
baseline,iteration_3,35,39,5,1,1,0
baseline,iteration_3,36,40,1,1,1,0
baseline,iteration_3,36,40,2,1,1,0
baseline,iteration_3,36,40,3,1,1,0
baseline,iteration_3,36,40,4,1,1,0
baseline,iteration_3,36,40,5,1,1,0
baseline,iteration_3,37,41,1,1,1,0
baseline,iteration_3,37,41,2,1,1,0
baseline,iteration_3,37,41,3,1,1,0
baseline,iteration_3,37,41,4,1,1,0
baseline,iteration_3,37,41,5,1,1,0
baseline,iteration_3,38,42,1,1,1,0
baseline,iteration_3,38,42,2,1,1,0
baseline,iteration_3,38,42,3,1,1,0
baseline,iteration_3,38,42,4,1,1,0
baseline,iteration_3,38,42,5,1,1,0
baseline,iteration_3,39,43,1,1,1,0
baseline,iteration_3,39,43,2,1,1,0
baseline,iteration_3,39,43,3,1,1,0
baseline,iteration_3,39,43,4,1,1,0
baseline,iteration_3,39,43,5,1,1,0
baseline,iteration_3,40,44,1,1,1,0
baseline,iteration_3,40,44,2,1,1,0
baseline,iteration_3,40,44,3,1,1,0
baseline,iteration_3,40,44,4,1,1,0
baseline,iteration_3,40,44,5,1,1,0
baseline,iteration_3,41,45,1,1,1,0
baseline,iteration_3,41,45,2,1,1,0
baseline,iteration_3,41,45,3,1,1,0
baseline,iteration_3,41,45,4,1,1,0
baseline,iteration_3,41,45,5,1,1,0
baseline,iteration_3,42,46,1,1,1,0
baseline,iteration_3,42,46,2,1,1,0
baseline,iteration_3,42,46,3,1,1,0
baseline,iteration_3,42,46,4,1,1,0
baseline,iteration_3,42,46,5,1,1,0
baseline,iteration_3,43,47,1,1,1,0
baseline,iteration_3,43,47,2,1,1,0
baseline,iteration_3,43,47,3,1,1,0
baseline,iteration_3,43,47,4,1,1,0
baseline,iteration_3,43,47,5,1,1,0
baseline,iteration_3,44,48,1,1,1,0
baseline,iteration_3,44,48,2,1,1,0
baseline,iteration_3,44,48,3,1,1,0
baseline,iteration_3,44,48,4,1,1,0
baseline,iteration_3,44,48,5,1,1,0
baseline,iteration_3,45,49,1,1,1,0
baseline,iteration_3,45,49,2,1,1,0
baseline,iteration_3,45,49,3,1,1,0
baseline,iteration_3,45,49,4,1,1,0
baseline,iteration_3,45,49,5,1,1,0
baseline,iteration_3,46,50,1,1,1,0
baseline,iteration_3,46,50,2,1,1,0
baseline,iteration_3,46,50,3,1,1,0
baseline,iteration_3,46,50,4,1,1,0
baseline,iteration_3,46,50,5,1,1,0
baseline,iteration_3,47,51,1,1,1,0
baseline,iteration_3,47,51,2,1,1,0
baseline,iteration_3,47,51,3,1,1,0
baseline,iteration_3,47,51,4,1,1,0
baseline,iteration_3,47,51,5,1,1,0
baseline,iteration_3,48,52,1,1,1,0
baseline,iteration_3,48,52,2,1,1,0
baseline,iteration_3,48,52,3,1,1,0
baseline,iteration_3,48,52,4,1,1,0
baseline,iteration_3,48,52,5,1,1,0
baseline,iteration_3,49,53,1,1,1,0
baseline,iteration_3,49,53,2,1,1,0
baseline,iteration_3,49,53,3,1,1,0
baseline,iteration_3,49,53,4,1,1,0
baseline,iteration_3,49,53,5,1,1,0
baseline,iteration_3,50,54,1,1,1,0
baseline,iteration_3,50,54,2,1,1,0
baseline,iteration_3,50,54,3,1,1,0
baseline,iteration_3,50,54,4,1,1,0
baseline,iteration_3,50,54,5,1,1,0
baseline,iteration_3,51,55,1,1,1,0
baseline,iteration_3,51,55,2,1,1,0
baseline,iteration_3,51,55,3,1,1,0
baseline,iteration_3,51,55,4,1,1,0
baseline,iteration_3,51,55,5,1,1,0
baseline,iteration_3,52,56,1,1,1,0
baseline,iteration_3,52,56,2,1,1,0
baseline,iteration_3,52,56,3,1,1,0
baseline,iteration_3,52,56,4,1,1,0
baseline,iteration_3,52,56,5,1,1,0
baseline,iteration_3,53,57,1,1,1,0
baseline,iteration_3,53,57,2,1,1,0
baseline,iteration_3,53,57,3,1,1,0
baseline,iteration_3,53,57,4,1,1,0
baseline,iteration_3,53,57,5,1,1,0
baseline,iteration_3,54,58,1,1,1,0
baseline,iteration_3,54,58,2,1,1,0
baseline,iteration_3,54,58,3,1,1,0
baseline,iteration_3,54,58,4,1,1,0
baseline,iteration_3,54,58,5,1,1,0
baseline,iteration_3,55,59,1,1,1,0
baseline,iteration_3,55,59,2,1,1,0
baseline,iteration_3,55,59,3,1,1,0
baseline,iteration_3,55,59,4,1,1,0
baseline,iteration_3,55,59,5,1,1,0
baseline,iteration_3,56,60,1,1,1,0
baseline,iteration_3,56,60,2,1,1,0
baseline,iteration_3,56,60,3,1,1,0
baseline,iteration_3,56,60,4,1,1,0
baseline,iteration_3,56,60,5,1,1,0
baseline,iteration_3,57,61,1,1,1,0
baseline,iteration_3,57,61,2,1,1,0
baseline,iteration_3,57,61,3,1,1,0
baseline,iteration_3,57,61,4,1,1,0
baseline,iteration_3,57,61,5,1,1,0
baseline,iteration_3,58,62,1,1,1,0
baseline,iteration_3,58,62,2,1,1,0
baseline,iteration_3,58,62,3,1,1,0
baseline,iteration_3,58,62,4,1,1,0
baseline,iteration_3,58,62,5,1,1,0
baseline,iteration_3,59,63,1,1,1,0
baseline,iteration_3,59,63,2,1,1,0
baseline,iteration_3,59,63,3,1,1,0
baseline,iteration_3,59,63,4,1,1,0
baseline,iteration_3,59,63,5,1,1,0
baseline,iteration_3,60,64,1,1,1,0
baseline,iteration_3,60,64,2,1,1,0
baseline,iteration_3,60,64,3,1,1,0
baseline,iteration_3,60,64,4,1,1,0
baseline,iteration_3,60,64,5,1,1,0
baseline,iteration_3,61,65,1,1,1,0
baseline,iteration_3,61,65,2,1,1,0
baseline,iteration_3,61,65,3,1,1,0
baseline,iteration_3,61,65,4,1,1,0
baseline,iteration_3,61,65,5,1,1,0
baseline,iteration_3,62,66,1,1,1,0
baseline,iteration_3,62,66,2,1,1,0
baseline,iteration_3,62,66,3,1,1,0
baseline,iteration_3,62,66,4,1,1,0
baseline,iteration_3,62,66,5,1,1,0
baseline,iteration_3,63,67,1,1,1,0
baseline,iteration_3,63,67,2,1,1,0
baseline,iteration_3,63,67,3,1,1,0
baseline,iteration_3,63,67,4,1,1,0
baseline,iteration_3,63,67,5,1,1,0
baseline,iteration_3,64,68,1,1,1,0
baseline,iteration_3,64,68,2,1,1,0
baseline,iteration_3,64,68,3,1,1,0
baseline,iteration_3,64,68,4,1,1,0
baseline,iteration_3,64,68,5,1,1,0
baseline,iteration_3,65,69,1,1,1,0
baseline,iteration_3,65,69,2,1,1,0
baseline,iteration_3,65,69,3,1,1,0
baseline,iteration_3,65,69,4,1,1,0
baseline,iteration_3,65,69,5,1,1,0
baseline,iteration_3,66,70,1,1,1,0
baseline,iteration_3,66,70,2,1,1,0
baseline,iteration_3,66,70,3,1,1,0
baseline,iteration_3,66,70,4,1,1,0
baseline,iteration_3,66,70,5,1,1,0
baseline,iteration_3,67,71,1,1,1,0
baseline,iteration_3,67,71,2,1,1,0
baseline,iteration_3,67,71,3,1,1,0
baseline,iteration_3,67,71,4,1,1,0
baseline,iteration_3,67,71,5,1,1,0
baseline,iteration_3,68,72,1,1,1,0
baseline,iteration_3,68,72,2,1,1,0
baseline,iteration_3,68,72,3,1,1,0
baseline,iteration_3,68,72,4,1,1,0
baseline,iteration_3,68,72,5,1,1,0
baseline,iteration_3,69,73,1,1,1,0
baseline,iteration_3,69,73,2,1,1,0
baseline,iteration_3,69,73,3,1,1,0
baseline,iteration_3,69,73,4,1,1,0
baseline,iteration_3,69,73,5,1,1,0
baseline,iteration_3,70,74,1,1,1,0
baseline,iteration_3,70,74,2,1,1,0
baseline,iteration_3,70,74,3,1,1,0
baseline,iteration_3,70,74,4,1,1,0
baseline,iteration_3,70,74,5,1,1,0
baseline,iteration_3,71,75,1,1,1,0
baseline,iteration_3,71,75,2,1,1,0
baseline,iteration_3,71,75,3,1,1,0
baseline,iteration_3,71,75,4,1,1,0
baseline,iteration_3,71,75,5,1,1,0
baseline,iteration_3,72,76,1,1,1,0
baseline,iteration_3,72,76,2,1,1,0
baseline,iteration_3,72,76,3,1,1,0
baseline,iteration_3,72,76,4,1,1,0
baseline,iteration_3,72,76,5,1,1,0
baseline,iteration_3,73,77,1,1,1,0
baseline,iteration_3,73,77,2,1,1,0
baseline,iteration_3,73,77,3,1,1,0
baseline,iteration_3,73,77,4,1,1,0
baseline,iteration_3,73,77,5,1,1,0
baseline,iteration_3,74,78,1,1,1,0
baseline,iteration_3,74,78,2,1,1,0
baseline,iteration_3,74,78,3,1,1,0
baseline,iteration_3,74,78,4,1,1,0
baseline,iteration_3,74,78,5,1,1,0
baseline,iteration_3,75,79,1,1,1,0
baseline,iteration_3,75,79,2,1,1,0
baseline,iteration_3,75,79,3,1,1,0
baseline,iteration_3,75,79,4,1,1,0
baseline,iteration_3,75,79,5,1,1,0
baseline,iteration_3,76,80,1,1,1,0
baseline,iteration_3,76,80,2,1,1,0
baseline,iteration_3,76,80,3,1,1,0
baseline,iteration_3,76,80,4,1,1,0
baseline,iteration_3,76,80,5,1,1,0
baseline,iteration_3,77,81,1,1,1,0
baseline,iteration_3,77,81,2,1,1,0
baseline,iteration_3,77,81,3,1,1,0
baseline,iteration_3,77,81,4,1,1,0
baseline,iteration_3,77,81,5,1,1,0
baseline,iteration_3,78,82,1,1,1,0
baseline,iteration_3,78,82,2,1,1,0
baseline,iteration_3,78,82,3,1,1,0
baseline,iteration_3,78,82,4,1,1,0
baseline,iteration_3,78,82,5,1,1,0
baseline,iteration_3,79,83,1,1,1,0
baseline,iteration_3,79,83,2,1,1,0
baseline,iteration_3,79,83,3,1,1,0
baseline,iteration_3,79,83,4,1,1,0
baseline,iteration_3,79,83,5,1,1,0
baseline,iteration_3,80,84,1,1,1,0
baseline,iteration_3,80,84,2,1,1,0
baseline,iteration_3,80,84,3,1,1,0
baseline,iteration_3,80,84,4,1,1,0
baseline,iteration_3,80,84,5,1,1,0
baseline,iteration_3,81,85,1,1,1,0
baseline,iteration_3,81,85,2,1,1,0
baseline,iteration_3,81,85,3,1,1,0
baseline,iteration_3,81,85,4,1,1,0
baseline,iteration_3,81,85,5,1,1,0
baseline,iteration_3,82,86,1,1,1,0
baseline,iteration_3,82,86,2,1,1,0
baseline,iteration_3,82,86,3,1,1,0
baseline,iteration_3,82,86,4,1,1,0
baseline,iteration_3,82,86,5,1,1,0
baseline,iteration_3,83,88,1,1,1,0
baseline,iteration_3,83,88,2,1,1,0
baseline,iteration_3,83,88,3,1,1,0
baseline,iteration_3,83,88,4,1,1,0
baseline,iteration_3,83,88,5,1,1,0
baseline,iteration_3,84,89,1,1,1,0
baseline,iteration_3,84,89,2,1,1,0
baseline,iteration_3,84,89,3,1,1,0
baseline,iteration_3,84,89,4,1,1,0
baseline,iteration_3,84,89,5,1,1,0
baseline,iteration_3,85,90,1,1,1,0
baseline,iteration_3,85,90,2,1,1,0
baseline,iteration_3,85,90,3,1,1,0
baseline,iteration_3,85,90,4,1,1,0
baseline,iteration_3,85,90,5,1,1,0
baseline,iteration_3,86,91,1,1,1,0
baseline,iteration_3,86,91,2,1,1,0
baseline,iteration_3,86,91,3,1,1,0
baseline,iteration_3,86,91,4,1,1,0
baseline,iteration_3,86,91,5,1,1,0
baseline,iteration_3,87,92,1,1,1,0
baseline,iteration_3,87,92,2,1,1,0
baseline,iteration_3,87,92,3,1,1,0
baseline,iteration_3,87,92,4,1,1,0
baseline,iteration_3,87,92,5,1,1,0
dos_light,iteration_1,11,14,1,1,1,0
dos_light,iteration_1,11,14,2,1,1,0
dos_light,iteration_1,11,14,3,1,1,0
dos_light,iteration_1,11,14,4,1,1,0
dos_light,iteration_1,11,14,5,1,1,0
dos_light,iteration_1,12,15,1,1,1,0
dos_light,iteration_1,12,15,2,1,1,0
dos_light,iteration_1,12,15,3,1,1,0
dos_light,iteration_1,12,15,4,1,1,0
dos_light,iteration_1,12,15,5,1,1,0
dos_light,iteration_1,13,16,1,1,1,0
dos_light,iteration_1,13,16,2,1,1,0
dos_light,iteration_1,13,16,3,1,1,0
dos_light,iteration_1,13,16,4,1,1,0
dos_light,iteration_1,13,16,5,1,1,0
dos_light,iteration_1,14,17,1,1,1,0
dos_light,iteration_1,14,17,2,1,1,0
dos_light,iteration_1,14,17,3,1,1,0
dos_light,iteration_1,14,17,4,1,1,0
dos_light,iteration_1,14,17,5,1,1,0
dos_light,iteration_1,15,18,1,1,1,0
dos_light,iteration_1,15,18,2,1,1,0
dos_light,iteration_1,15,18,3,1,1,0
dos_light,iteration_1,15,18,4,1,1,0
dos_light,iteration_1,15,18,5,1,1,0
dos_light,iteration_1,16,19,1,1,1,0
dos_light,iteration_1,16,19,2,1,1,0
dos_light,iteration_1,16,19,3,1,1,0
dos_light,iteration_1,16,19,4,1,1,0
dos_light,iteration_1,16,19,5,1,1,0
dos_light,iteration_1,17,20,1,1,1,0
dos_light,iteration_1,17,20,2,1,1,0
dos_light,iteration_1,17,20,3,1,1,0
dos_light,iteration_1,17,20,4,1,1,0
dos_light,iteration_1,17,20,5,1,1,0
dos_light,iteration_1,18,21,1,1,1,0
dos_light,iteration_1,18,21,2,1,1,0
dos_light,iteration_1,18,21,3,1,1,0
dos_light,iteration_1,18,21,4,1,1,0
dos_light,iteration_1,18,21,5,1,1,0
dos_light,iteration_1,19,22,1,1,1,0
dos_light,iteration_1,19,22,2,1,1,0
dos_light,iteration_1,19,22,3,1,1,0
dos_light,iteration_1,19,22,4,1,1,0
dos_light,iteration_1,19,22,5,1,1,0
dos_light,iteration_1,20,23,1,1,1,0
dos_light,iteration_1,20,23,2,1,1,0
dos_light,iteration_1,20,23,3,1,1,0
dos_light,iteration_1,20,23,4,1,1,0
dos_light,iteration_1,20,23,5,1,1,0
dos_light,iteration_1,21,24,1,1,1,0
dos_light,iteration_1,21,24,2,1,1,0
dos_light,iteration_1,21,24,3,1,1,0
dos_light,iteration_1,21,24,4,1,1,0
dos_light,iteration_1,21,24,5,1,1,0
dos_light,iteration_1,22,25,1,1,1,0
dos_light,iteration_1,22,25,2,1,1,0
dos_light,iteration_1,22,25,3,1,1,0
dos_light,iteration_1,22,25,4,1,1,0
dos_light,iteration_1,22,25,5,1,1,0
dos_light,iteration_1,23,26,1,1,1,0
dos_light,iteration_1,23,26,2,1,1,0
dos_light,iteration_1,23,26,3,1,1,0
dos_light,iteration_1,23,26,4,1,1,0
dos_light,iteration_1,23,26,5,1,1,0
dos_light,iteration_1,24,27,1,1,1,0
dos_light,iteration_1,24,27,2,1,1,0
dos_light,iteration_1,24,27,3,1,1,0
dos_light,iteration_1,24,27,4,1,1,0
dos_light,iteration_1,24,27,5,1,1,0
dos_light,iteration_1,25,28,1,1,1,0
dos_light,iteration_1,25,28,2,1,1,0
dos_light,iteration_1,25,28,3,1,1,0
dos_light,iteration_1,25,28,4,1,1,0
dos_light,iteration_1,25,28,5,1,1,0
dos_light,iteration_1,26,29,1,1,1,0
dos_light,iteration_1,26,29,2,1,1,0
dos_light,iteration_1,26,29,3,1,1,0
dos_light,iteration_1,26,29,4,1,1,0
dos_light,iteration_1,26,29,5,1,1,0
dos_light,iteration_1,27,30,1,1,1,0
dos_light,iteration_1,27,30,2,1,1,0
dos_light,iteration_1,27,30,3,1,1,0
dos_light,iteration_1,27,30,4,1,1,0
dos_light,iteration_1,27,30,5,1,1,0
dos_light,iteration_1,28,31,1,1,1,0
