metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,0.36,0.96
RTT,system,h3,h4,0.36,0.94
Packet Loss,field,h2,h3,0.0,0
Packet Loss,system,h3,h4,0.0,0
Throughput,field,h2,h3,5.0,0
Throughput,system,h3,h4,5.12,0
