cmd_id,origin_cycle,ts_sent,breaker_DT
1,6,1780251459.652572,1:1;2:1;3:1;4:1;5:1
2,7,1780251460.650420,1:1;2:1;3:1;4:1;5:1
3,8,1780251461.645180,1:1;2:1;3:1;4:1;5:1
4,9,1780251462.645370,1:1;2:1;3:1;4:1;5:1
5,10,1780251463.638947,1:1;2:1;3:1;4:1;5:1
6,11,1780251464.639340,1:1;2:1;3:1;4:1;5:1
7,12,1780251465.641477,1:1;2:1;3:1;4:1;5:1
8,13,1780251466.653504,1:1;2:1;3:1;4:1;5:1
9,14,1780251467.642748,1:1;2:1;3:1;4:1;5:1
10,15,1780251468.643541,1:1;2:1;3:1;4:1;5:1
11,16,1780251469.676340,1:1;2:1;3:1;4:1;5:1
12,18,1780251470.651830,1:1;2:1;3:1;4:1;5:1
13,19,1780251471.655141,1:1;2:1;3:1;4:1;5:1
14,20,1780251472.660249,1:1;2:1;3:1;4:1;5:1
15,21,1780251473.658339,1:1;2:1;3:1;4:1;5:1
16,22,1780251474.657759,1:1;2:1;3:1;4:1;5:1
17,23,1780251475.665226,1:1;2:1;3:1;4:1;5:1
18,24,1780251476.669409,1:1;2:1;3:1;4:1;5:1
19,25,1780251477.686726,1:1;2:1;3:1;4:1;5:1
20,26,1780251478.676786,1:1;2:1;3:1;4:1;5:1
21,27,1780251479.704670,1:1;2:1;3:1;4:1;5:1
22,28,1780251480.903855,1:1;2:1;3:1;4:1;5:1
23,29,1780251481.909222,1:1;2:1;3:1;4:1;5:1
24,30,1780251482.902619,1:1;2:1;3:1;4:1;5:1
25,31,1780251483.893485,1:1;2:1;3:1;4:1;5:1
26,32,1780251484.907927,1:1;2:1;3:1;4:1;5:1
27,33,1780251485.908457,1:1;2:1;3:1;4:1;5:1
28,34,1780251486.901814,1:1;2:1;3:1;4:1;5:1
29,35,1780251487.902601,1:1;2:1;3:1;4:1;5:1
30,36,1780251488.906152,1:1;2:1;3:1;4:1;5:1
31,37,1780251489.903136,1:1;2:1;3:1;4:1;5:1
32,38,1780251490.983816,1:1;2:1;3:1;4:1;5:1
33,39,1780251492.009119,1:1;2:1;3:1;4:1;5:1
34,39,1780251493.012397,1:1;2:1;3:1;4:1;5:1
35,40,1780251494.057106,1:1;2:1;3:1;4:1;5:1
36,41,1780251495.050561,1:1;2:1;3:1;4:1;5:1
37,42,1780251496.059654,1:1;2:1;3:1;4:1;5:1
38,43,1780251497.060925,1:1;2:1;3:1;4:1;5:1
39,44,1780251498.051583,1:1;2:1;3:1;4:1;5:1
40,45,1780251499.056642,1:1;2:1;3:1;4:1;5:1
41,46,1780251500.061417,1:1;2:1;3:1;4:1;5:1
42,47,1780251501.057473,1:1;2:1;3:1;4:1;5:1
43,48,1780251502.068920,1:1;2:1;3:1;4:1;5:1
44,49,1780251503.056357,1:1;2:1;3:1;4:1;5:1
45,50,1780251504.059177,1:1;2:1;3:1;4:1;5:1
46,51,1780251505.083532,1:1;2:1;3:1;4:1;5:1
47,52,1780251506.086811,1:1;2:1;3:1;4:1;5:1
48,53,1780251507.083712,1:1;2:1;3:1;4:1;5:1
49,54,1780251508.091944,1:1;2:1;3:1;4:1;5:1
50,55,1780251509.090435,1:1;2:1;3:1;4:1;5:1
51,56,1780251510.097168,1:1;2:1;3:1;4:1;5:1
52,57,1780251511.091661,1:1;2:1;3:1;4:1;5:1
53,58,1780251512.095715,1:1;2:1;3:1;4:1;5:1
54,59,1780251513.097791,1:1;2:1;3:1;4:1;5:1
55,60,1780251514.095803,1:1;2:1;3:1;4:1;5:1
56,61,1780251515.104654,1:1;2:1;3:1;4:1;5:1
57,62,1780251516.109318,1:1;2:1;3:1;4:1;5:1
58,63,1780251517.106770,1:1;2:1;3:1;4:1;5:1
59,64,1780251518.103407,1:1;2:1;3:1;4:1;5:1
60,65,1780251519.117833,1:1;2:1;3:1;4:1;5:1
61,66,1780251520.105583,1:1;2:1;3:1;4:1;5:1
62,67,1780251521.105608,1:1;2:1;3:1;4:1;5:1
63,68,1780251522.114327,1:1;2:1;3:1;4:1;5:1
64,69,1780251523.108030,1:1;2:1;3:1;4:1;5:1
65,70,1780251524.114619,1:1;2:1;3:1;4:1;5:1
