timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-08 00:24:32.739981,1,field,h2,h3,3.05,ok,,
2026-05-08 00:24:40.623194,2,field,h2,h3,3.38,ok,,
2026-05-08 00:24:48.670844,3,field,h2,h3,3.03,ok,,
2026-05-08 00:24:56.023944,1,system,h3,h4,4.74,ok,,
2026-05-08 00:25:03.429060,2,system,h3,h4,4.7,ok,,
2026-05-08 00:25:10.818747,3,system,h3,h4,4.71,ok,,
