metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,0.52,2.38
RTT,system,h3,h4,0.33,1.15
Packet Loss,field,h2,h3,0.0,0.0
Packet Loss,system,h3,h4,0.0,0.0
Throughput,field,h2,h3,3.97,1.04
Throughput,system,h3,h4,5.03,0.07
