timestamp,run,fase,layer,source,destination,latency_ms
2026-05-09 23:23:31.997101,1,attack,field,h2,h3,18.6
2026-05-09 23:23:31.997142,1,attack,field,h2,h3,0.916
2026-05-09 23:23:31.997154,1,attack,field,h2,h3,0.162
2026-05-09 23:23:31.997162,1,attack,field,h2,h3,0.167
2026-05-09 23:23:31.997169,1,attack,field,h2,h3,0.199
2026-05-09 23:23:31.997176,1,attack,field,h2,h3,0.284
2026-05-09 23:23:31.997182,1,attack,field,h2,h3,0.134
2026-05-09 23:23:31.997190,1,attack,field,h2,h3,0.19
2026-05-09 23:23:31.997197,1,attack,field,h2,h3,0.146
2026-05-09 23:23:31.997208,1,attack,field,h2,h3,0.245
2026-05-09 23:23:31.997225,1,attack,field,h2,h3,0.135
2026-05-09 23:23:31.997240,1,attack,field,h2,h3,0.182
2026-05-09 23:23:31.997255,1,attack,field,h2,h3,0.151
2026-05-09 23:23:31.997275,1,attack,field,h2,h3,0.176
2026-05-09 23:23:31.997288,1,attack,field,h2,h3,0.184
2026-05-09 23:23:31.997300,1,attack,field,h2,h3,0.222
2026-05-09 23:23:31.997313,1,attack,field,h2,h3,0.158
2026-05-09 23:23:31.997326,1,attack,field,h2,h3,0.221
2026-05-09 23:23:31.997339,1,attack,field,h2,h3,0.098
2026-05-09 23:23:31.997356,1,attack,field,h2,h3,0.157
2026-05-09 23:23:52.477577,2,attack,field,h2,h3,0.258
2026-05-09 23:23:52.477788,2,attack,field,h2,h3,0.186
2026-05-09 23:23:52.478000,2,attack,field,h2,h3,0.105
2026-05-09 23:23:52.478013,2,attack,field,h2,h3,0.157
2026-05-09 23:23:52.478021,2,attack,field,h2,h3,0.179
2026-05-09 23:23:52.478028,2,attack,field,h2,h3,0.188
2026-05-09 23:23:52.478035,2,attack,field,h2,h3,0.069
2026-05-09 23:23:52.478044,2,attack,field,h2,h3,0.191
2026-05-09 23:23:52.478051,2,attack,field,h2,h3,0.169
2026-05-09 23:23:52.478058,2,attack,field,h2,h3,0.338
2026-05-09 23:23:52.478065,2,attack,field,h2,h3,0.226
2026-05-09 23:23:52.478071,2,attack,field,h2,h3,0.27
2026-05-09 23:23:52.478078,2,attack,field,h2,h3,0.2
2026-05-09 23:23:52.478085,2,attack,field,h2,h3,0.158
2026-05-09 23:23:52.478094,2,attack,field,h2,h3,0.139
2026-05-09 23:23:52.478109,2,attack,field,h2,h3,0.181
2026-05-09 23:23:52.478126,2,attack,field,h2,h3,0.212
2026-05-09 23:23:52.478140,2,attack,field,h2,h3,0.334
2026-05-09 23:23:52.478153,2,attack,field,h2,h3,0.144
2026-05-09 23:23:52.478166,2,attack,field,h2,h3,0.158
2026-05-09 23:24:12.977739,3,attack,field,h2,h3,0.475
2026-05-09 23:24:12.977781,3,attack,field,h2,h3,0.402
2026-05-09 23:24:12.977792,3,attack,field,h2,h3,0.113
2026-05-09 23:24:12.977800,3,attack,field,h2,h3,0.153
2026-05-09 23:24:12.977807,3,attack,field,h2,h3,0.201
2026-05-09 23:24:12.977814,3,attack,field,h2,h3,0.211
2026-05-09 23:24:12.977821,3,attack,field,h2,h3,0.182
2026-05-09 23:24:12.978795,3,attack,field,h2,h3,0.194
2026-05-09 23:24:12.978824,3,attack,field,h2,h3,0.599
2026-05-09 23:24:12.978835,3,attack,field,h2,h3,0.186
2026-05-09 23:24:12.978842,3,attack,field,h2,h3,0.146
2026-05-09 23:24:12.978849,3,attack,field,h2,h3,0.302
2026-05-09 23:24:12.978856,3,attack,field,h2,h3,0.199
2026-05-09 23:24:12.978864,3,attack,field,h2,h3,0.141
2026-05-09 23:24:12.978871,3,attack,field,h2,h3,0.233
2026-05-09 23:24:12.978877,3,attack,field,h2,h3,0.164
2026-05-09 23:24:12.978884,3,attack,field,h2,h3,0.152
2026-05-09 23:24:12.978891,3,attack,field,h2,h3,0.193
2026-05-09 23:24:12.978897,3,attack,field,h2,h3,0.201
2026-05-09 23:24:12.978906,3,attack,field,h2,h3,0.144
2026-05-09 23:24:33.404503,1,attack,system,h3,h4,9.08
2026-05-09 23:24:33.404552,1,attack,system,h3,h4,0.675
2026-05-09 23:24:33.404564,1,attack,system,h3,h4,0.166
2026-05-09 23:24:33.404572,1,attack,system,h3,h4,0.609
2026-05-09 23:24:33.404578,1,attack,system,h3,h4,0.132
2026-05-09 23:24:33.404585,1,attack,system,h3,h4,0.164
2026-05-09 23:24:33.404592,1,attack,system,h3,h4,0.131
2026-05-09 23:24:33.404599,1,attack,system,h3,h4,0.148
2026-05-09 23:24:33.404605,1,attack,system,h3,h4,0.171
2026-05-09 23:24:33.404612,1,attack,system,h3,h4,0.13
2026-05-09 23:24:33.404620,1,attack,system,h3,h4,0.154
2026-05-09 23:24:33.404626,1,attack,system,h3,h4,0.132
2026-05-09 23:24:33.404633,1,attack,system,h3,h4,0.184
2026-05-09 23:24:33.404639,1,attack,system,h3,h4,0.274
2026-05-09 23:24:33.404646,1,attack,system,h3,h4,0.151
2026-05-09 23:24:33.404653,1,attack,system,h3,h4,0.142
2026-05-09 23:24:33.404660,1,attack,system,h3,h4,0.144
2026-05-09 23:24:33.404667,1,attack,system,h3,h4,0.158
2026-05-09 23:24:33.404674,1,attack,system,h3,h4,0.192
2026-05-09 23:24:33.404680,1,attack,system,h3,h4,0.168
2026-05-09 23:24:53.884819,2,attack,system,h3,h4,0.137
2026-05-09 23:24:53.884862,2,attack,system,h3,h4,0.133
2026-05-09 23:24:53.884873,2,attack,system,h3,h4,0.164
2026-05-09 23:24:53.884880,2,attack,system,h3,h4,0.232
2026-05-09 23:24:53.884887,2,attack,system,h3,h4,0.268
2026-05-09 23:24:53.884894,2,attack,system,h3,h4,0.196
2026-05-09 23:24:53.884901,2,attack,system,h3,h4,0.17
2026-05-09 23:24:53.884908,2,attack,system,h3,h4,0.173
2026-05-09 23:24:53.884915,2,attack,system,h3,h4,0.149
2026-05-09 23:24:53.884922,2,attack,system,h3,h4,0.137
