timestamp,run,fase,layer,source,destination,packet_loss_percent
2026-05-09 23:23:31.997845,1,attack,field,h2,h3,0.0
2026-05-09 23:23:52.478194,2,attack,field,h2,h3,0.0
2026-05-09 23:24:12.978923,3,attack,field,h2,h3,0.0
2026-05-09 23:24:33.404696,1,attack,system,h3,h4,0.0
2026-05-09 23:24:53.885006,2,attack,system,h3,h4,0.0
2026-05-09 23:25:14.364379,3,attack,system,h3,h4,0.0
