timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-07 23:39:51.976959,1,field,h2,h3,4.86,ok,,
2026-05-07 23:39:59.586246,1,system,h3,h4,4.66,ok,,
