timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-08 00:16:54.656330,1,field,h2,h3,4.5,ok,,
2026-05-08 00:17:02.174364,1,system,h3,h4,4.99,ok,,
