cmd_id,origin_cycle,ts_received,ts_sent,breaker_DT
0,0,1780243263.516484,1780243263.526262,1:1;2:1;3:1;4:1;5:1
0,0,1780243264.518206,1780243264.527000,1:1;2:1;3:1;4:1;5:1
0,0,1780243265.518360,1780243265.526252,1:1;2:1;3:1;4:1;5:1
0,0,1780243266.519354,1780243266.527909,1:1;2:1;3:1;4:1;5:1
1,6,1780243267.521767,1780243267.529020,1:1;2:1;3:1;4:1;5:1
2,7,1780243268.522222,1780243268.529359,1:1;2:1;3:1;4:1;5:1
3,8,1780243269.522903,1780243269.531248,1:1;2:1;3:1;4:1;5:1
4,9,1780243270.526039,1780243270.536442,1:1;2:1;3:1;4:1;5:1
4,9,1780243271.528796,1780243271.544363,1:1;2:1;3:1;4:1;5:1
6,11,1780243272.529995,1780243272.536971,1:1;2:1;3:1;4:1;5:1
6,11,1780243273.530394,1780243273.541099,1:1;2:1;3:1;4:1;5:1
8,13,1780243274.532278,1780243274.540193,1:1;2:1;3:1;4:1;5:1
8,14,1780243275.534772,1780243275.544054,1:1;2:1;3:1;4:1;5:1
9,14,1780243276.538442,1780243276.551131,1:1;2:1;3:1;4:1;5:1
10,15,1780243277.540532,1780243277.550858,1:1;2:1;3:1;4:1;5:1
12,17,1780243278.547170,1780243278.559765,1:1;2:1;3:1;4:1;5:1
13,18,1780243279.548787,1780243279.556260,1:1;2:1;3:1;4:1;5:1
13,18,1780243280.550664,1780243280.563959,1:1;2:1;3:1;4:1;5:1
14,19,1780243281.554416,1780243281.565036,1:1;2:1;3:1;4:1;5:1
15,21,1780243282.555179,1780243282.565417,1:1;2:1;3:1;4:1;5:1
17,22,1780243283.556494,1780243283.564800,1:1;2:1;3:1;4:1;5:1
17,22,1780243284.557650,1780243284.569105,1:1;2:1;3:1;4:1;5:1
18,23,1780243285.557938,1780243285.571029,1:1;2:1;3:1;4:1;5:1
19,24,1780243286.571578,1780243286.586364,1:1;2:1;3:1;4:1;5:1
20,25,1780243287.572401,1780243287.585052,1:1;2:1;3:1;4:1;5:1
21,26,1780243288.576454,1780243288.589417,1:1;2:1;3:1;4:1;5:1
22,27,1780243289.577069,1780243289.592460,1:1;2:1;3:1;4:1;5:1
23,28,1780243290.585301,1780243290.599706,1:1;2:1;3:1;4:1;5:1
24,29,1780243291.586746,1780243291.603420,1:1;2:1;3:1;4:1;5:1
25,30,1780243292.590617,1780243292.601475,1:1;2:1;3:1;4:1;5:1
26,31,1780243293.595257,1780243293.616526,1:1;2:1;3:1;4:1;5:1
