Memulai Server OPC UA
Endpoints other than open requested but private key and certificate are not set.
Listening on 10.0.2.2:4840


[2026-05-10 00:36:35] [iter 1] [Bus 1] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-10 00:36:35] [iter 1] [Bus 2] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-10 00:36:35] [iter 1] [Bus 3] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-10 00:36:35] [iter 1] [Bus 4] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
[2026-05-10 00:36:35] [iter 1] [Bus 5] P/Q/CMD -> V_in=0.0000 pu, I_in=0.0000 A, V_out=0.0000 pu, I_out=0.0000 A, V_DT=1.0000 pu, P=0.0000 MW, Q=0.0000 MVar
Memulai Modbus Gateway di 0.0.0.0:5020


[2026-05-10 00:36:39] [iter 2] [Bus 1] P/Q/CMD -> V_in=1.0120 pu, I_in=97.7241 A, V_out=1.0120 pu, I_out=97.7241 A, V_DT=1.0500 pu, P=32.7546 MW, Q=9.5534 MVar
[2026-05-10 00:36:39] [iter 2] [Bus 2] P/Q/CMD -> V_in=0.9770 pu, I_in=190.6552 A, V_out=0.9770 pu, I_out=190.6552 A, V_DT=1.0500 pu, P=73.2600 MW, Q=24.0794 MVar
[2026-05-10 00:36:39] [iter 2] [Bus 3] P/Q/CMD -> V_in=1.0220 pu, I_in=377.1379 A, V_out=1.0220 pu, I_out=377.1379 A, V_DT=1.0405 pu, P=128.9858 MW, Q=32.3269 MVar
[2026-05-10 00:36:39] [iter 2] [Bus 4] P/Q/CMD -> V_in=1.0390 pu, I_in=121.5862 A, V_out=1.0390 pu, I_out=121.5862 A, V_DT=1.0377 pu, P=47.1134 MW, Q=17.0999 MVar
[2026-05-10 00:36:39] [iter 2] [Bus 5] P/Q/CMD -> V_in=0.9920 pu, I_in=101.9655 A, V_out=0.9920 pu, I_out=101.9655 A, V_DT=1.0396 pu, P=33.5008 MW, Q=9.7711 MVar


[2026-05-10 00:36:43] [iter 3] [Bus 1] P/Q/CMD -> V_in=0.9710 pu, I_in=319.6207 A, V_out=0.9710 pu, I_out=319.6207 A, V_DT=1.0493 pu, P=102.7885 MW, Q=29.9800 MVar
[2026-05-10 00:36:43] [iter 3] [Bus 2] P/Q/CMD -> V_in=0.9520 pu, I_in=184.3448 A, V_out=0.9520 pu, I_out=184.3448 A, V_DT=1.0492 pu, P=69.0227 MW, Q=22.6867 MVar
[2026-05-10 00:36:43] [iter 3] [Bus 3] P/Q/CMD -> V_in=1.0140 pu, I_in=323.2069 A, V_out=1.0140 pu, I_out=323.2069 A, V_DT=1.0406 pu, P=109.6754 MW, Q=27.4873 MVar
[2026-05-10 00:36:43] [iter 3] [Bus 4] P/Q/CMD -> V_in=0.9720 pu, I_in=357.5517 A, V_out=0.9720 pu, I_out=357.5517 A, V_DT=1.0390 pu, P=129.6134 MW, Q=47.0434 MVar
[2026-05-10 00:36:43] [iter 3] [Bus 5] P/Q/CMD -> V_in=1.0300 pu, I_in=88.2069 A, V_out=1.0300 pu, I_out=88.2069 A, V_DT=1.0408 pu, P=30.0905 MW, Q=8.7764 MVar


[2026-05-10 00:36:47] [iter 4] [Bus 1] P/Q/CMD -> V_in=1.0300 pu, I_in=1045.3103 A, V_out=1.0300 pu, I_out=1045.3103 A, V_DT=1.0474 pu, P=356.5930 MW, Q=104.0063 MVar
[2026-05-10 00:36:47] [iter 4] [Bus 2] P/Q/CMD -> V_in=0.9840 pu, I_in=1054.0690 A, V_out=0.9840 pu, I_out=1054.0690 A, V_DT=1.0488 pu, P=407.9323 MW, Q=134.0809 MVar
[2026-05-10 00:36:47] [iter 4] [Bus 3] P/Q/CMD -> V_in=1.0450 pu, I_in=1171.3793 A, V_out=1.0450 pu, I_out=1171.3793 A, V_DT=1.0408 pu, P=409.6422 MW, Q=102.6660 MVar
[2026-05-10 00:36:47] [iter 4] [Bus 4] P/Q/CMD -> V_in=0.9590 pu, I_in=136.1724 A, V_out=0.9590 pu, I_out=136.1724 A, V_DT=1.0393 pu, P=48.7026 MW, Q=17.6767 MVar
[2026-05-10 00:36:47] [iter 4] [Bus 5] P/Q/CMD -> V_in=1.0340 pu, I_in=1069.4483 A, V_out=1.0340 pu, I_out=1069.4483 A, V_DT=1.0412 pu, P=366.2441 MW, Q=106.8212 MVar


[2026-05-10 00:36:51] [iter 5] [Bus 1] P/Q/CMD -> V_in=1.0300 pu, I_in=397.2414 A, V_out=1.0300 pu, I_out=397.2414 A, V_DT=1.0400 pu, P=135.5133 MW, Q=39.5247 MVar
[2026-05-10 00:36:51] [iter 5] [Bus 2] P/Q/CMD -> V_in=1.0020 pu, I_in=514.7241 A, V_out=1.0020 pu, I_out=514.7241 A, V_DT=1.0432 pu, P=202.8459 MW, Q=66.6722 MVar
[2026-05-10 00:36:51] [iter 5] [Bus 3] P/Q/CMD -> V_in=0.9870 pu, I_in=335.2414 A, V_out=0.9870 pu, I_out=335.2414 A, V_DT=1.0386 pu, P=110.7301 MW, Q=27.7516 MVar
[2026-05-10 00:36:51] [iter 5] [Bus 4] P/Q/CMD -> V_in=1.0320 pu, I_in=348.9655 A, V_out=1.0320 pu, I_out=348.9655 A, V_DT=1.0406 pu, P=134.3096 MW, Q=48.7479 MVar
[2026-05-10 00:36:51] [iter 5] [Bus 5] P/Q/CMD -> V_in=1.0360 pu, I_in=330.3793 A, V_out=1.0360 pu, I_out=330.3793 A, V_DT=1.0412 pu, P=113.3608 MW, Q=33.0636 MVar


[2026-05-10 00:36:55] [iter 6] [Bus 1] P/Q/CMD -> V_in=1.0200 pu, I_in=1090.7241 A, V_out=1.0200 pu, I_out=1090.7241 A, V_DT=1.0404 pu, P=368.4728 MW, Q=107.4712 MVar
[2026-05-10 00:36:55] [iter 6] [Bus 2] P/Q/CMD -> V_in=0.9720 pu, I_in=1145.4483 A, V_out=0.9720 pu, I_out=1145.4483 A, V_DT=1.0429 pu, P=437.8907 MW, Q=143.9277 MVar
[2026-05-10 00:36:55] [iter 6] [Bus 3] P/Q/CMD -> V_in=0.9570 pu, I_in=1085.2759 A, V_out=0.9570 pu, I_out=1085.2759 A, V_DT=1.0388 pu, P=347.5705 MW, Q=87.1094 MVar
[2026-05-10 00:36:55] [iter 6] [Bus 4] P/Q/CMD -> V_in=0.9600 pu, I_in=1120.5172 A, V_out=0.9600 pu, I_out=1120.5172 A, V_DT=1.0396 pu, P=401.1757 MW, Q=145.6073 MVar
[2026-05-10 00:36:55] [iter 6] [Bus 5] P/Q/CMD -> V_in=1.0120 pu, I_in=1112.3448 A, V_out=1.0120 pu, I_out=1112.3448 A, V_DT=1.0406 pu, P=372.8295 MW, Q=108.7419 MVar


[2026-05-10 00:36:59] [iter 7] [Bus 1] P/Q/CMD -> V_in=0.9870 pu, I_in=1133.1034 A, V_out=0.9870 pu, I_out=1133.1034 A, V_DT=1.0344 pu, P=370.4052 MW, Q=108.0348 MVar
[2026-05-10 00:36:59] [iter 7] [Bus 2] P/Q/CMD -> V_in=0.9760 pu, I_in=512.4828 A, V_out=0.9760 pu, I_out=512.4828 A, V_DT=1.0358 pu, P=196.7220 MW, Q=64.6594 MVar
[2026-05-10 00:36:59] [iter 7] [Bus 3] P/Q/CMD -> V_in=1.0140 pu, I_in=1159.0690 A, V_out=1.0140 pu, I_out=1159.0690 A, V_DT=1.0312 pu, P=393.3128 MW, Q=98.5735 MVar
[2026-05-10 00:36:59] [iter 7] [Bus 4] P/Q/CMD -> V_in=0.9670 pu, I_in=1099.6897 A, V_out=0.9670 pu, I_out=1099.6897 A, V_DT=1.0294 pu, P=396.5897 MW, Q=143.9428 MVar
[2026-05-10 00:36:59] [iter 7] [Bus 5] P/Q/CMD -> V_in=0.9660 pu, I_in=264.0690 A, V_out=0.9660 pu, I_out=264.0690 A, V_DT=1.0307 pu, P=84.4860 MW, Q=24.6418 MVar


[2026-05-10 00:37:03] [iter 8] [Bus 1] P/Q/CMD -> V_in=0.9870 pu, I_in=1076.5517 A, V_out=0.9870 pu, I_out=1076.5517 A, V_DT=1.0307 pu, P=351.9187 MW, Q=102.6430 MVar
