cmd_id,origin_cycle,ts_received,ts_sent,breaker_DT
0,0,1780251366.712719,1780251366.721524,1:1;2:1;3:1;4:1;5:1
0,0,1780251367.713625,1780251367.726401,1:1;2:1;3:1;4:1;5:1
0,0,1780251368.714705,1780251368.720737,1:1;2:1;3:1;4:1;5:1
0,0,1780251369.814895,1780251369.867498,1:1;2:1;3:1;4:1;5:1
1,6,1780251370.822684,1780251370.833320,1:1;2:1;3:1;4:1;5:1
2,7,1780251371.842185,1780251371.850317,1:1;2:1;3:1;4:1;5:1
3,7,1780251372.843186,1780251372.851454,1:1;2:1;3:1;4:1;5:1
4,9,1780251373.844842,1780251373.859847,1:1;2:1;3:1;4:1;5:1
5,10,1780251374.846176,1780251374.858218,1:1;2:1;3:1;4:1;5:1
6,11,1780251375.850021,1780251375.856061,1:1;2:1;3:1;4:1;5:1
7,12,1780251376.852421,1780251376.860448,1:1;2:1;3:1;4:1;5:1
8,12,1780251377.853943,1780251377.863970,1:1;2:1;3:1;4:1;5:1
9,14,1780251378.854274,1780251378.859778,1:1;2:1;3:1;4:1;5:1
10,15,1780251379.857103,1780251379.866766,1:1;2:1;3:1;4:1;5:1
11,16,1780251380.858010,1780251380.884577,1:1;2:1;3:1;4:1;5:1
12,17,1780251381.858381,1780251381.870827,1:1;2:1;3:1;4:1;5:1
13,18,1780251382.858574,1780251382.877990,1:1;2:1;3:1;4:1;5:1
14,19,1780251383.859754,1780251383.868982,1:1;2:1;3:1;4:1;5:1
15,20,1780251384.863664,1780251384.877977,1:1;2:1;3:1;4:1;5:1
16,21,1780251385.864963,1780251385.880612,1:1;2:1;3:1;4:1;5:1
17,22,1780251386.866131,1780251386.881199,1:1;2:1;3:1;4:1;5:1
18,23,1780251387.866582,1780251387.881161,1:1;2:1;3:1;4:1;5:1
19,24,1780251388.868394,1780251388.894802,1:1;2:1;3:1;4:1;5:1
20,25,1780251389.869012,1780251389.875570,1:1;2:1;3:1;4:1;5:1
21,26,1780251390.871471,1780251390.878495,1:1;2:1;3:1;4:1;5:1
22,27,1780251391.874638,1780251391.889314,1:1;2:1;3:1;4:1;5:1
23,28,1780251392.877949,1780251392.908535,1:1;2:1;3:1;4:1;5:1
24,29,1780251393.878062,1780251393.931016,1:1;2:1;3:1;4:1;5:1
25,30,1780251394.878228,1780251394.918112,1:1;2:1;3:1;4:1;5:1
26,31,1780251395.882193,1780251395.890395,1:1;2:1;3:1;4:1;5:1
27,32,1780251396.882707,1780251396.897084,1:1;2:1;3:1;4:1;5:1
28,33,1780251397.883537,1780251397.916280,1:1;2:1;3:1;4:1;5:1
29,34,1780251398.885034,1780251398.895298,1:1;2:1;3:1;4:1;5:1
30,35,1780251399.886116,1780251399.896877,1:1;2:1;3:1;4:1;5:1
31,36,1780251400.886897,1780251400.910795,1:1;2:1;3:1;4:1;5:1
32,37,1780251401.887570,1780251401.907311,1:1;2:1;3:1;4:1;5:1
33,38,1780251402.889871,1780251402.908189,1:1;2:1;3:1;4:1;5:1
34,39,1780251403.889969,1780251403.929479,1:1;2:1;3:1;4:1;5:1
35,40,1780251404.890265,1780251404.916679,1:1;2:1;3:1;4:1;5:1
36,41,1780251405.890386,1780251405.900576,1:1;2:1;3:1;4:1;5:1
37,42,1780251406.891278,1780251406.901612,1:1;2:1;3:1;4:1;5:1
38,43,1780251407.892404,1780251407.902589,1:1;2:1;3:1;4:1;5:1
39,44,1780251408.892535,1780251408.909917,1:1;2:1;3:1;4:1;5:1
40,45,1780251409.892823,1780251409.906237,1:1;2:1;3:1;4:1;5:1
41,46,1780251410.893856,1780251410.901566,1:1;2:1;3:1;4:1;5:1
42,47,1780251411.894212,1780251411.902042,1:1;2:1;3:1;4:1;5:1
43,48,1780251412.894326,1780251412.903164,1:1;2:1;3:1;4:1;5:1
44,49,1780251413.895471,1780251413.903749,1:1;2:1;3:1;4:1;5:1
45,50,1780251414.895699,1780251414.905829,1:1;2:1;3:1;4:1;5:1
46,51,1780251415.905696,1780251415.934057,1:1;2:1;3:1;4:1;5:1
47,52,1780251416.906036,1780251416.949811,1:1;2:1;3:1;4:1;5:1
48,53,1780251417.906313,1780251417.944044,1:1;2:1;3:1;4:1;5:1
48,54,1780251418.907478,1780251418.923646,1:1;2:1;3:1;4:1;5:1
50,55,1780251419.908438,1780251419.920971,1:1;2:1;3:1;4:1;5:1
51,55,1780251420.933976,1780251420.944433,1:1;2:1;3:1;4:1;5:1
52,57,1780251421.960884,1780251422.009014,1:1;2:1;3:1;4:1;5:1
53,58,1780251422.962768,1780251422.992862,1:1;2:1;3:1;4:1;5:1
54,59,1780251423.971436,1780251424.001640,1:1;2:1;3:1;4:1;5:1
55,60,1780251424.983305,1780251424.992316,1:1;2:1;3:1;4:1;5:1
56,61,1780251425.984693,1780251426.005032,1:1;2:1;3:1;4:1;5:1
57,62,1780251426.985330,1780251427.010179,1:1;2:1;3:1;4:1;5:1
58,63,1780251427.985980,1780251428.009622,1:1;2:1;3:1;4:1;5:1
59,64,1780251428.986645,1780251429.024091,1:1;2:1;3:1;4:1;5:1
60,65,1780251429.987680,1780251430.020488,1:1;2:1;3:1;4:1;5:1
61,66,1780251430.988727,1780251431.003153,1:1;2:1;3:1;4:1;5:1
62,67,1780251431.994046,1780251432.008198,1:1;2:1;3:1;4:1;5:1
63,67,1780251433.003822,1780251433.020675,1:1;2:1;3:1;4:1;5:1
64,68,1780251434.014802,1780251434.024678,1:1;2:1;3:1;4:1;5:1
65,70,1780251435.019775,1780251435.031271,1:1;2:1;3:1;4:1;5:1
66,71,1780251436.021264,1780251436.028036,1:1;2:1;3:1;4:1;5:1
67,72,1780251437.023392,1780251437.032334,1:1;2:1;3:1;4:1;5:1
68,73,1780251438.024764,1780251440.083693,1:1;2:1;3:1;4:1;5:1
68,73,1780251443.888086,1780251443.896446,1:1;2:1;3:1;4:1;5:1
70,79,1780251444.889170,1780251444.898906,1:1;2:1;3:1;4:1;5:1
71,80,1780251445.890098,1780251446.029019,1:1;2:1;3:1;4:1;5:1
71,80,1780251446.891096,1780251447.080832,1:1;2:1;3:1;4:1;5:1
72,81,1780251447.891514,1780251448.079502,1:1;2:1;3:1;4:1;5:1
73,81,1780251448.891802,1780251449.122464,1:1;2:1;3:1;4:1;5:1
74,83,1780251449.892982,1780251450.054772,1:1;2:1;3:1;4:1;5:1
75,84,1780251450.893725,1780251450.903545,1:1;2:1;3:1;4:1;5:1
0,0,1780251636.075049,1780251636.157513,1:1;2:1;3:1;4:1;5:1
0,0,1780251637.076092,1780251637.125532,1:1;2:1;3:1;4:1;5:1
0,0,1780251638.079370,1780251638.164078,1:1;2:1;3:1;4:1;5:1
0,0,1780251639.194208,1780251639.304075,1:1;2:1;3:1;4:1;5:1
0,0,1780251640.194851,1780251640.321853,1:1;2:1;3:1;4:1;5:1
1,6,1780251641.195417,1780251641.349545,1:1;2:1;3:1;4:1;5:1
2,7,1780251642.196121,1780251642.366412,1:1;2:1;3:1;4:1;5:1
3,8,1780251643.198283,1780251643.345935,1:1;2:1;3:1;4:1;5:1
4,9,1780251644.200836,1780251644.409999,1:1;2:1;3:1;4:1;5:1
5,10,1780251645.372068,1780251645.646718,1:1;2:1;3:1;4:1;5:1
6,11,1780251646.756145,1780251646.940106,1:1;2:1;3:1;4:1;5:1
