cmd_id,origin_cycle,ts_received,ts_sent,breaker_DT
0,0,1780251365.621264,1780251365.623371,1:1;2:1;3:1;4:1;5:1
0,0,1780251366.624882,1780251366.626630,1:1;2:1;3:1;4:1;5:1
0,0,1780251367.626932,1780251367.628927,1:1;2:1;3:1;4:1;5:1
0,0,1780251368.628110,1780251368.631640,1:1;2:1;3:1;4:1;5:1
0,0,1780251369.813264,1780251369.814702,1:1;2:1;3:1;4:1;5:1
1,6,1780251370.814299,1780251370.815797,1:1;2:1;3:1;4:1;5:1
2,7,1780251371.815604,1780251371.817209,1:1;2:1;3:1;4:1;5:1
3,7,1780251372.815754,1780251372.817778,1:1;2:1;3:1;4:1;5:1
4,9,1780251373.819206,1780251373.820953,1:1;2:1;3:1;4:1;5:1
5,10,1780251374.820681,1780251374.822281,1:1;2:1;3:1;4:1;5:1
6,11,1780251375.822233,1780251375.823712,1:1;2:1;3:1;4:1;5:1
7,12,1780251376.822529,1780251376.824378,1:1;2:1;3:1;4:1;5:1
8,12,1780251377.822804,1780251377.824584,1:1;2:1;3:1;4:1;5:1
9,14,1780251378.826036,1780251378.827390,1:1;2:1;3:1;4:1;5:1
10,15,1780251379.826248,1780251379.828188,1:1;2:1;3:1;4:1;5:1
11,16,1780251380.830144,1780251380.831558,1:1;2:1;3:1;4:1;5:1
12,17,1780251381.831126,1780251381.832604,1:1;2:1;3:1;4:1;5:1
13,18,1780251382.834065,1780251382.835383,1:1;2:1;3:1;4:1;5:1
14,19,1780251383.834292,1780251383.836286,1:1;2:1;3:1;4:1;5:1
15,20,1780251384.835456,1780251384.837070,1:1;2:1;3:1;4:1;5:1
16,21,1780251385.836478,1780251385.838628,1:1;2:1;3:1;4:1;5:1
17,22,1780251386.837590,1780251386.839185,1:1;2:1;3:1;4:1;5:1
18,23,1780251387.838090,1780251387.839670,1:1;2:1;3:1;4:1;5:1
19,24,1780251388.838496,1780251388.840456,1:1;2:1;3:1;4:1;5:1
20,25,1780251389.840025,1780251389.842472,1:1;2:1;3:1;4:1;5:1
21,26,1780251390.840627,1780251390.842573,1:1;2:1;3:1;4:1;5:1
22,27,1780251391.842549,1780251391.844575,1:1;2:1;3:1;4:1;5:1
23,28,1780251392.843506,1780251392.845382,1:1;2:1;3:1;4:1;5:1
24,29,1780251393.843877,1780251393.845476,1:1;2:1;3:1;4:1;5:1
