cmd_id,origin_cycle,ts_sent,breaker_DT
168,174,1780250285.468881,1:1;2:1;3:1;4:1;5:1
169,175,1780250286.469384,1:1;2:1;3:1;4:1;5:1
170,176,1780250287.820095,1:1;2:1;3:1;4:1;5:1
171,177,1780250288.809386,1:1;2:1;3:1;4:1;5:1
172,178,1780250289.955916,1:1;2:1;3:1;4:1;5:1
173,179,1780250290.970479,1:1;2:1;3:1;4:1;5:1
174,180,1780250292.037717,1:1;2:1;3:1;4:1;5:1
175,181,1780250293.040696,1:1;2:1;3:1;4:1;5:1
176,182,1780250294.043180,1:1;2:1;3:1;4:1;5:1
177,183,1780250295.121190,1:1;2:1;3:1;4:1;5:1
178,184,1780250296.172230,1:1;2:1;3:1;4:1;5:1
179,185,1780250297.172610,1:1;2:1;3:1;4:1;5:1
180,187,1780250298.226698,1:1;2:1;3:1;4:1;5:1
181,187,1780250299.234529,1:1;2:1;3:1;4:1;5:1
182,188,1780250300.438852,1:1;2:1;3:1;4:1;5:1
183,189,1780250301.427533,1:1;2:1;3:1;4:1;5:1
184,191,1780250302.432242,1:1;2:1;3:1;4:1;5:1
185,192,1780250303.445363,1:1;2:1;3:1;4:1;5:1
186,192,1780250304.464991,1:1;2:1;3:1;4:1;5:1
187,194,1780250305.471597,1:1;2:1;3:1;4:1;5:1
188,195,1780250306.477289,1:1;2:1;3:1;4:1;5:1
189,196,1780250307.470576,1:1;2:1;3:1;4:1;5:1
190,197,1780250308.497253,1:1;2:1;3:1;4:1;5:1
191,197,1780250309.492414,1:1;2:1;3:1;4:1;5:1
192,199,1780250310.504618,1:1;2:1;3:1;4:1;5:1
193,199,1780250311.510865,1:1;2:1;3:1;4:1;5:1
194,201,1780250312.499029,1:1;2:1;3:1;4:1;5:1
195,202,1780250313.511617,1:1;2:1;3:1;4:1;5:1
196,203,1780250314.528602,1:1;2:1;3:1;4:1;5:1
197,204,1780250315.534945,1:1;2:1;3:1;4:1;5:1
198,204,1780250316.570301,1:1;2:1;3:1;4:1;5:1
199,205,1780250317.565408,1:1;2:1;3:1;4:1;5:1
200,206,1780250318.546318,1:1;2:1;3:1;4:1;5:1
201,207,1780250319.559332,1:1;2:1;3:1;4:1;5:1
202,208,1780250320.668056,1:1;2:1;3:1;4:1;5:1
203,209,1780250321.648464,1:1;2:1;3:1;4:1;5:1
204,211,1780250322.680667,1:1;2:1;3:1;4:1;5:1
205,211,1780250323.698357,1:1;2:1;3:1;4:1;5:1
206,213,1780250324.719138,1:1;2:1;3:1;4:1;5:1
207,214,1780250325.708866,1:1;2:1;3:1;4:1;5:1
208,214,1780250326.703163,1:1;2:1;3:1;4:1;5:1
209,216,1780250327.718387,1:1;2:1;3:1;4:1;5:1
210,217,1780250328.715394,1:1;2:1;3:1;4:1;5:1
211,218,1780250329.725770,1:1;2:1;3:1;4:1;5:1
212,219,1780250330.720198,1:1;2:1;3:1;4:1;5:1
213,220,1780250331.734425,1:1;2:1;3:1;4:1;5:1
214,221,1780250332.902113,1:1;2:1;3:1;4:1;5:1
215,222,1780250333.894656,1:1;2:1;3:1;4:1;5:1
216,222,1780250334.917980,1:1;2:1;3:1;4:1;5:1
217,223,1780250335.902679,1:1;2:1;3:1;4:1;5:1
218,225,1780250336.985541,1:1;2:1;3:1;4:1;5:1
219,226,1780250337.972138,1:1;2:1;3:1;4:1;5:1
220,227,1780250338.982340,1:1;2:1;3:1;4:1;5:1
221,228,1780250340.018980,1:1;2:1;3:1;4:1;5:1
222,228,1780250341.027918,1:1;2:1;3:1;4:1;5:1
223,230,1780250342.052168,1:1;2:1;3:1;4:1;5:1
224,231,1780250343.044526,1:1;2:1;3:1;4:1;5:1
225,232,1780250344.030331,1:1;2:1;3:1;4:1;5:1
226,232,1780250345.041842,1:1;2:1;3:1;4:1;5:1
227,234,1780250346.418949,1:1;2:1;3:1;4:1;5:1
228,235,1780250347.413360,1:1;2:1;3:1;4:1;5:1
229,236,1780250348.397554,1:1;2:1;3:1;4:1;5:1
230,237,1780250349.441016,1:1;2:1;3:1;4:1;5:1
231,238,1780250350.460348,1:1;2:1;3:0;4:1;5:1
232,239,1780250351.459432,1:1;2:1;3:0;4:1;5:1
233,240,1780250352.908723,1:1;2:1;3:1;4:1;5:1
234,241,1780250354.030435,1:1;2:1;3:1;4:1;5:1
235,242,1780250355.036299,1:1;2:1;3:1;4:1;5:1
236,243,1780250355.963371,1:1;2:0;3:0;4:1;5:1
237,244,1780250357.112694,1:1;2:0;3:0;4:1;5:1
238,245,1780250357.470312,1:1;2:0;3:0;4:1;5:1
239,246,1780250358.477475,1:1;2:1;3:0;4:1;5:1
240,247,1780250359.764950,1:1;2:1;3:0;4:1;5:1
241,248,1780250361.109233,1:1;2:1;3:0;4:1;5:1
242,249,1780250362.122640,1:1;2:1;3:1;4:1;5:1
243,250,1780250363.090517,1:1;2:1;3:1;4:1;5:1
244,251,1780250364.114380,1:1;2:1;3:1;4:1;5:1
245,252,1780250365.088675,1:0;2:0;3:0;4:1;5:1
246,253,1780250365.543111,1:1;2:0;3:0;4:1;5:1
