cmd_id,origin_cycle,ts_received,ts_sent,breaker_DT
167,173,1780250285.027143,1780250285.037547,1:1;2:1;3:1;4:1;5:1
168,174,1780250286.051747,1780250286.062593,1:1;2:1;3:1;4:1;5:1
168,174,1780250287.054392,1780250287.067542,1:1;2:1;3:1;4:1;5:1
169,175,1780250288.056044,1780250288.081162,1:1;2:1;3:1;4:1;5:1
170,176,1780250289.057583,1780250289.105588,1:1;2:1;3:1;4:1;5:1
171,177,1780250290.062289,1780250290.100746,1:1;2:1;3:1;4:1;5:1
172,178,1780250291.063570,1780250291.098819,1:1;2:1;3:1;4:1;5:1
174,180,1780250292.080423,1780250292.089972,1:1;2:1;3:1;4:1;5:1
174,180,1780250293.081835,1780250293.094703,1:1;2:1;3:1;4:1;5:1
175,181,1780250294.086672,1780250294.102696,1:1;2:1;3:1;4:1;5:1
176,182,1780250295.103977,1780250295.119359,1:1;2:1;3:1;4:1;5:1
176,183,1780250296.105464,1780250296.120247,1:1;2:1;3:1;4:1;5:1
177,183,1780250297.106246,1780250297.118976,1:1;2:1;3:1;4:1;5:1
178,185,1780250298.144003,1780250298.190648,1:1;2:1;3:1;4:1;5:1
179,185,1780250299.152333,1780250299.197386,1:1;2:1;3:1;4:1;5:1
180,187,1780250300.350756,1780250300.379248,1:1;2:1;3:1;4:1;5:1
181,187,1780250301.352032,1780250301.368868,1:1;2:1;3:1;4:1;5:1
182,188,1780250302.359882,1780250302.380388,1:1;2:1;3:1;4:1;5:1
183,189,1780250303.360880,1780250303.378169,1:1;2:1;3:1;4:1;5:1
184,191,1780250304.383371,1780250304.404366,1:1;2:1;3:1;4:1;5:1
186,192,1780250305.400120,1780250305.414262,1:1;2:1;3:1;4:1;5:1
186,192,1780250306.404268,1780250306.418696,1:1;2:1;3:1;4:1;5:1
188,195,1780250307.406143,1780250307.415105,1:1;2:1;3:1;4:1;5:1
189,196,1780250308.407456,1780250308.420347,1:1;2:1;3:1;4:1;5:1
189,196,1780250309.408928,1780250309.428171,1:1;2:1;3:1;4:1;5:1
190,197,1780250310.416415,1780250310.425477,1:1;2:1;3:1;4:1;5:1
191,197,1780250311.418118,1780250311.426313,1:1;2:1;3:1;4:1;5:1
192,199,1780250312.419135,1780250312.429348,1:1;2:1;3:1;4:1;5:1
193,199,1780250313.427166,1780250313.461820,1:1;2:1;3:1;4:1;5:1
194,201,1780250314.435894,1780250314.456358,1:1;2:1;3:1;4:1;5:1
195,202,1780250315.446229,1780250315.502781,1:1;2:1;3:1;4:1;5:1
197,204,1780250316.478486,1780250316.536397,1:1;2:1;3:1;4:1;5:1
197,204,1780250317.485326,1780250317.539738,1:1;2:1;3:1;4:1;5:1
198,204,1780250318.486608,1780250318.516663,1:1;2:1;3:1;4:1;5:1
199,205,1780250319.488005,1780250319.520514,1:1;2:1;3:1;4:1;5:1
201,207,1780250320.599491,1780250320.618946,1:1;2:1;3:1;4:1;5:1
202,208,1780250321.600756,1780250321.612093,1:1;2:1;3:1;4:1;5:1
202,208,1780250322.603121,1780250322.625640,1:1;2:1;3:1;4:1;5:1
203,209,1780250323.605716,1780250323.667103,1:1;2:1;3:1;4:1;5:1
204,211,1780250324.612034,1780250324.649448,1:1;2:1;3:1;4:1;5:1
205,211,1780250325.617064,1780250325.683464,1:1;2:1;3:1;4:1;5:1
206,213,1780250326.630664,1780250326.679769,1:1;2:1;3:1;4:1;5:1
208,214,1780250327.639073,1780250327.683944,1:1;2:1;3:1;4:1;5:1
208,216,1780250328.640477,1780250328.683873,1:1;2:1;3:1;4:1;5:1
209,216,1780250329.641717,1780250329.687215,1:1;2:1;3:1;4:1;5:1
210,217,1780250330.642620,1780250330.680169,1:1;2:1;3:1;4:1;5:1
212,219,1780250331.660282,1780250331.722198,1:1;2:1;3:1;4:1;5:1
212,219,1780250332.817142,1780250332.844866,1:1;2:1;3:1;4:1;5:1
213,220,1780250333.818449,1780250333.840754,1:1;2:1;3:1;4:1;5:1
214,221,1780250334.839023,1780250334.882895,1:1;2:1;3:1;4:1;5:1
216,222,1780250335.841215,1780250335.888978,1:1;2:1;3:1;4:1;5:1
217,223,1780250336.894415,1780250336.974065,1:1;2:1;3:1;4:1;5:1
218,225,1780250337.895073,1780250337.948364,1:1;2:1;3:1;4:1;5:1
219,226,1780250338.897209,1780250338.950881,1:1;2:1;3:1;4:1;5:1
220,227,1780250339.935272,1780250339.997111,1:1;2:1;3:1;4:1;5:1
220,227,1780250340.941195,1780250341.000096,1:1;2:1;3:1;4:1;5:1
222,228,1780250341.960281,1780250342.018848,1:1;2:1;3:1;4:1;5:1
223,230,1780250342.961131,1780250343.009262,1:1;2:1;3:1;4:1;5:1
224,231,1780250343.962325,1780250344.007776,1:1;2:1;3:1;4:1;5:1
224,231,1780250344.963419,1780250345.013385,1:1;2:1;3:1;4:1;5:1
226,232,1780250346.312390,1780250346.335708,1:1;2:1;3:1;4:1;5:1
227,234,1780250347.336282,1780250347.356560,1:1;2:1;3:1;4:1;5:1
228,235,1780250348.335943,1780250348.372459,1:1;2:1;3:1;4:1;5:1
229,236,1780250349.363857,1780250349.415789,1:1;2:1;3:1;4:1;5:1
230,237,1780250350.386237,1780250350.397824,1:1;2:1;3:1;4:1;5:1
231,238,1780250351.388804,1780250351.436684,1:1;2:1;3:0;4:1;5:1
232,239,1780250352.393948,1780250352.625047,1:1;2:1;3:0;4:1;5:1
233,240,1780250353.755914,1780250354.063044,1:1;2:1;3:1;4:1;5:1
235,242,1780250355.280743,1780250355.578417,1:1;2:1;3:1;4:1;5:1
236,243,1780250356.943590,1780250357.231200,1:1;2:0;3:0;4:1;5:1
237,244,1780250357.948167,1780250357.962314,1:1;2:0;3:0;4:1;5:1
238,245,1780250358.982824,1780250358.997247,1:1;2:0;3:0;4:1;5:1
239,246,1780250359.984179,1780250360.155298,1:1;2:1;3:0;4:1;5:1
240,247,1780250360.986154,1780250361.150512,1:1;2:1;3:0;4:1;5:1
241,248,1780250361.987268,1780250362.153122,1:1;2:1;3:0;4:1;5:1
242,249,1780250362.988893,1780250363.151067,1:1;2:1;3:1;4:1;5:1
243,250,1780250363.990375,1780250364.142526,1:1;2:1;3:1;4:1;5:1
244,251,1780250365.033938,1780250365.043458,1:1;2:1;3:1;4:1;5:1
